date,CHINA CONSTRUCTION BANK (ASIA),THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,ICBC (ASIA) SECURITIES LTD,SHANGHAI COMMERCIAL BANK LTD,CS WEALTH SECURITIES LTD,LUK FOOK SECURITIES (HK) LTD
2024-03-01,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,49.805271639069126,0.0,32.02056068374819,0.0,18.174167677182684,0.0,0.0
2024-03-05,0.0,49.81709316208908,0.0,32.004425433797444,0.0,18.17848140411347,0.0,0.0
2024-03-06,0.0,49.80523466504685,0.0,32.00290622476519,0.0,18.191859110187973,0.0,0.0
2024-03-07,0.0,49.79341651691665,0.0,32.019041069467015,0.0,18.18754241361634,0.0,0.0
2024-03-12,0.0,49.7461999571344,0.0,31.983937799034784,0.0,18.26986224383082,0.0,0.0
2024-03-13,0.0,49.71791297895982,0.0,31.96575090332741,0.0,18.316336117712765,0.0,0.0
2024-03-20,0.0,49.71076403833074,0.0,31.9702956879398,0.0,18.31894027372946,0.0,0.0
2024-03-28,0.0,42.739700960050065,0.0,27.487022252430627,0.0,15.750030086049463,0.0,14.023246701469846
2024-04-03,0.0,32.53915851054218,23.864668634296557,20.927745636720612,0.0,11.991572618688915,0.0,10.676854599751739
2024-04-08,0.0,32.5220067307547,23.852089281914594,20.916714371591453,0.0,11.985251717280397,0.0,10.723937898458855
2024-04-12,0.0,32.51999006300535,23.850610229911208,20.915417340210684,0.0,11.984508519887747,0.0,10.729473846985009
2024-04-16,0.0,32.47065971100277,23.81443066786834,20.883690242580133,0.0,11.966328931803046,0.0,10.864890446745715
2024-04-25,0.0,32.46061067467912,23.807060565722633,20.89270117296982,0.0,11.978099611718015,0.0,10.861527974910414
2024-04-30,0.0,3.241274496277298,2.377195519097195,2.0861893249320174,0.0,1.1960436966028951,1.333995479393771,1.084551180152052
2024-05-09,0.0,28.631156633470056,20.998486038077317,18.427940428310986,0.0,10.578663748613396,11.783584994955167,9.580168156573075
2024-05-10,0.0,28.625162815428144,20.995156779317348,18.429353794359415,0.0,10.584934925560594,11.784488759487369,9.580902925847125
2024-05-14,0.0,28.578362223472208,20.9888540271446,18.464757700294385,0.0,10.609048260553548,11.780951052533604,9.578026736001654
2024-05-21,0.0,28.54363644325526,21.009495303296003,18.463794237277217,0.0,10.603090957016219,11.79253690965982,9.587446149495484
2024-05-31,0.0,3.2288421454314187,2.37663633988575,2.088661518185156,0.0,1.199442962325961,1.333995479393771,1.084551180152052
2024-06-07,0.0,28.548644754284357,21.013646230282095,18.44831598002261,0.0,10.605185850575257,11.794866806641455,9.58934037819423
2024-06-11,0.0,28.544739985592248,21.01479461196954,18.44932416813063,0.0,10.605765416876565,11.795511388209931,9.589864429221084
2024-06-13,0.0,28.5310853696424,21.010775825093518,18.445795991757397,0.0,10.631056651447553,11.793255660888386,9.588030501170747
2024-06-14,0.0,28.525227417457653,21.012497974097517,18.425450559072583,0.0,10.653785369415871,11.794222295517178,9.58881638443919
2024-06-18,0.0,28.523274553324796,21.013072086503236,18.425953987068624,0.0,10.654076456670513,11.794544542274513,9.58907837415832
2024-06-26,57.73848319433878,11.97220511972675,8.824985390332852,7.738457949862082,0.0,4.474456123814336,4.95686774611437,4.2945444758108335
2024-06-27,57.527905224264806,11.928541301213617,8.792799794061233,7.710235026840364,0.0,4.822847248879963,4.938789558220369,4.278881846519643
2024-06-28,57.5134392096193,11.915254706500866,8.790588749349974,7.722012249891345,0.0,4.843351563176515,4.937547646111771,4.277805875350228
2024-07-02,53.888027074345835,10.934406036268896,8.217521724730439,7.168387724846541,6.188933712885284,4.988128058426414,4.61566411599171,3.998931552504878
2024-07-03,53.722937673342074,10.869590412085422,8.192346823867961,7.1187312747527765,6.169973520520055,5.009063983410995,4.9306757408655075,3.9866805711552122
2024-07-22,53.71334878289492,10.885499105281705,8.190884589678966,7.117460667871013,6.168872255348932,5.008169926461396,4.929795675263044,3.9859689972000236
2024-07-31,15.585263747366449,3.158495577389194,2.37663633988575,2.0652856948801013,1.7899368276595224,1.4531517949293447,1.4304110162661894,1.1565538086497236
2024-08-12,53.71259453037756,10.886371322965015,8.190769571802383,7.1177398673942145,6.1687856309337095,5.008099600837319,4.929726450184317,3.985913025505493
2024-08-27,53.71279245883266,10.886042943317612,8.190799754413773,7.117766095940202,6.168808362626723,5.008118055455378,4.929744616000899,3.985927713412756
2024-09-12,53.71313569082559,10.885473493105133,8.190852094729639,7.117811579426174,6.168847782144708,5.0081500580056515,4.929776117734317,3.9859531840287885
2024-09-13,53.71370775389524,10.885589427081078,8.190939330075931,7.107237048164787,6.168913482460898,5.019918768697767,4.929828621518026,3.9838655681062756
2024-09-17,53.72017719920499,10.88582130244154,8.191113806343148,7.1020631577346425,6.169044887291751,5.020025698642332,4.929933632440612,3.9818203159009835
2024-09-19,53.72189370480412,10.884038952896482,8.19137553468145,7.102290087946178,6.169242005034885,5.020186102100934,4.930091157212952,3.9808824553230058
2024-09-23,53.7223514581568,10.883279613879656,8.191445331729833,7.102350605118514,6.169294571893881,5.020228878087797,4.930133165519076,3.9809163756144352
2024-09-24,53.72767695630484,10.883279613879656,8.191445331729833,7.097025106970485,6.169294571893881,5.020228878087797,4.930133165519076,3.9809163756144352
2024-09-25,53.72824921568823,10.883395532885165,8.191532579712998,7.097100698163734,6.169360281727392,5.020282349096502,4.930185676908459,3.979893665817523
2024-09-27,53.72836366902776,10.883205694333983,8.191550029532662,7.097115816595616,6.169373423862065,5.020293043434929,4.9301961793205695,3.979902143892421
2024-10-04,53.749749818524364,10.88007890771824,8.194810611124531,7.099561436075422,6.171829094076701,4.990325215220268,4.932158604850371,3.9814863124101056
2024-10-09,53.70797349251429,10.871622501409394,8.269359182353295,7.090849262973009,6.167032116505956,4.9864465468768575,4.928325145783021,3.978391751584177
2024-10-17,53.7051144765044,10.87104377648712,8.26891898271893,7.0957950602569015,6.166703829244157,4.986181105275119,4.928062798135596,3.97817997137778
2024-10-18,53.7108328129424,10.872201287952315,8.269799428858608,7.096550596183883,6.167360438722656,4.986712016741907,4.928587521364324,3.967955897233903
2024-10-21,53.69025249859439,10.86803539983548,8.266630699890401,7.093831419540976,6.1649972987399195,5.023118142499501,4.926699040490557,3.9664355004087692
2024-10-22,53.667403972181035,10.863410377930414,8.263112736738695,7.090812555091317,6.162373710712982,5.063536685769272,4.92460242503582,3.964747536540461
2024-10-23,53.65256285554207,10.86040622403843,8.260827665897736,7.088851670673474,6.160669575609653,5.089790296360672,4.923240581652668,3.9636511302252924
2024-10-24,53.65199220728481,10.860290712839056,8.260739803796463,7.088776273700121,6.160604050774123,5.0982449554059155,4.923188218102662,3.9561637780968417
2024-10-25,53.65370418847423,10.86063725380887,8.26100339570746,7.08581156986042,6.160800629462377,5.1101076003776305,4.9233453120944155,3.9445900502146016
2024-10-28,53.68968104832628,10.867919726292255,8.266542714304377,7.090562877410248,6.164931681813282,5.113534122884294,4.926646603346819,3.880181225622443
2024-10-29,53.73887027307583,10.786259007819508,8.274116326580257,7.097059084580184,6.170579847422414,5.11821902274445,4.931160281251062,3.883736156526286
2024-11-05,53.73895843695045,10.786112643948545,8.27412990107765,7.097070728000005,6.170589970862396,5.118227419683534,4.931168371301978,3.8837425281754436
2024-11-06,53.737241010944345,10.785767934060258,8.273865470834057,7.096843915010139,6.1703927669716405,5.171328309297949,4.931010777685585,3.833549815196022
2024-11-07,53.76301393276307,10.790940896953213,8.277833700015657,7.100247632803241,6.173352149466576,5.1738085304203425,4.933375740100285,3.7874274174776126
2024-11-14,53.76186794462333,10.79071088212741,8.277657253448604,7.1022278419955756,6.173220561078423,5.17369824785284,4.933270582489626,3.787346686384189
2024-11-18,53.75785737083657,10.798431490870744,8.277039749696117,7.101698023931216,6.172760045893429,5.173312295887875,4.932902566153185,3.7859984567308604
2024-11-20,53.769317740930965,10.80073355474339,8.278804290610818,7.103211999592326,6.174075985889731,5.174415168591966,4.93395418710336,3.765487072537446
2024-11-27,53.76645219033567,10.800157946761594,8.278363084853334,7.108162786720375,6.173746948292452,5.174139406334054,4.933691239832463,3.765286396870065
2024-11-29,53.767819019870686,10.791905340856003,8.27816316440172,7.108343487630345,6.173903894851636,5.180666313709614,4.9338166621846655,3.765382116495322
2024-12-02,53.771257892081216,10.783001895320554,8.278692617628188,7.108798121746589,6.1742987642534715,5.184195548545684,4.934132218316952,3.765622942107342
2024-12-06,53.76609974870667,10.781967508699067,8.277898463183053,7.108116192378184,6.173706479090138,5.193290993448891,4.93365889925378,3.7652617152402144
2024-12-10,53.754067928477376,10.779554711501781,8.276046028532765,7.106525532527547,6.1723249221824945,5.214506913603581,4.932554841172091,3.7644191220023613
2024-12-11,53.74433182691681,10.77760228550886,8.274547045706742,7.1052383768388,6.171206971771986,5.2316747526661995,4.931661441719037,3.763737298871559
2024-12-20,53.74204149202375,10.777142993938213,8.274194422775562,7.104935584435866,6.170943983468302,5.238909493630203,4.931451277113826,3.7603807526142763
2025-01-09,53.74261405744617,10.77725781316092,8.274282575690735,7.1050112801171466,6.171009728442824,5.238965308748942,4.931503816585816,3.759355419807447
2025-01-13,53.743186635068895,10.777372634830211,8.274370730484282,7.10402157031726,6.171075474818248,5.2390211250570005,4.931556357177323,3.759395472246782
2025-01-20,53.743759224892315,10.777487458946164,8.274458887156264,7.104097257873416,6.1711412225946205,5.239076942554411,4.931608898888386,3.758370107094424
2025-01-21,53.74204149202375,10.777142993938213,8.274194422775562,7.103870200043126,6.170943983468302,5.2421056468084215,4.931451277113826,3.7582499838287964
2025-01-22,53.73860635567381,10.776454129975864,8.273665544727034,7.109808025689207,6.170549543037636,5.241770576774653,4.931136063789776,3.7580097603320115
2025-02-24,53.73917884790259,10.776568934520707,8.273753686373219,7.108818440795943,6.170615279607677,5.241826418805619,4.931188596545406,3.758049795448836
2025-02-25,53.743759224892315,10.777487458946164,8.274458887156264,7.104097257873416,6.1711412225946205,5.242273197889847,4.931608898888386,3.7551738517589883
2025-03-03,53.746049706200736,10.773684924471212,8.274811532629743,7.104400024226518,6.171404227710487,5.242496615993579,4.9318190769288925,3.7553338918388293
2025-03-11,53.77079935037109,10.679299165409335,8.278622019951673,7.128990635808329,6.174246112081565,5.276889380215739,4.934090141833826,3.7570631943284445
2025-03-12,53.75647386170552,10.664731636380587,8.276416449133569,7.165455485075602,6.172601184095266,5.27548352387886,4.9327756132559415,3.756062246474657
2025-03-14,53.75991128279971,10.659019153513528,8.276945678944283,7.165913675244422,6.1729958868722905,5.275820861078351,4.933091036231592,3.75630242531582
2025-03-17,53.786279456409936,10.569349929926103,8.29699927767723,7.188621118849271,6.176023619310017,5.289071160583009,4.9355106198539325,3.758144817390505
2025-03-18,53.791441472646994,10.565032480825142,8.29246374487385,7.1903773941644555,6.176616349175803,5.289578767197294,4.935984294296845,3.758505496819621
2025-03-19,53.79775194932689,10.554540527803494,8.293436565040931,7.191220924429185,6.177340951312595,5.290199307613076,4.936563353212702,3.7589464212611237
2025-03-20,53.73718605512473,10.54231832361699,8.290491483625885,7.2896538102776045,6.170386456655265,5.2842435633679425,4.931005734856185,3.754714572475395
2025-03-21,53.73260679843147,10.506268438799296,8.289785002855234,7.28903261667867,6.1698606423066575,5.327466354103675,4.930585535313308,3.754394611511685
2025-03-25,53.73242421675146,10.506232738835038,8.289756834430829,7.289007848778876,6.169839677317452,5.327448251543329,4.930568781341296,3.754721651001723
2025-03-27,53.70839608090087,10.501534547915746,8.286049810110047,7.285748340700477,6.1670806403280745,5.3697840472550125,4.928363923134622,3.7530426096551524
2025-04-02,53.6941038191836,10.498740000114214,8.283844821670064,7.283809541002668,6.165439527634813,5.394965953836634,4.927052443511934,3.7520438930460682
