date,THE HONGKONG AND SHANGHAI BANKING,ID: 1180,CHINA SECURITIES DEPOSITORY AND CLEARING,ID: 509,ID: 505,ID: 510,ID: 508,CITIBANK N.A.,ID: 507,CHINA SECURITIES DEPOSITORY AND CLEARING
2024-03-01,81.25672851984805,0.0,1.8070826546255427,0.0,0.0,0.0,0.0,12.431589544889054,0.0,4.504599280637354
2024-03-04,81.78135234427934,0.0,1.9870907403933338,0.0,0.0,0.0,0.0,11.705101676344018,0.0,4.526455238983309
2024-03-05,81.71721219081589,0.0,2.019635394600151,0.0,0.0,0.0,0.0,11.745494255088039,0.0,4.517658159495927
2024-03-06,81.53793486553492,0.0,2.2609925965286783,0.0,0.0,0.0,0.0,11.681192585616781,0.0,4.519879952319617
2024-03-07,81.45387462466279,0.0,2.447414646894541,0.0,0.0,0.0,0.0,11.566643081286927,0.0,4.532067647155745
2024-03-08,81.45107543507619,0.0,2.451941411924976,0.0,0.0,0.0,0.0,11.575125759785205,0.0,4.521857393213621
2024-03-11,81.39730349869596,0.0,2.6981256748972617,0.0,0.0,0.0,0.0,11.43773381879659,0.0,4.466837007610185
2024-03-12,81.28334642546736,0.0,2.886096977971156,0.0,0.0,0.0,0.0,11.453604283905246,0.0,4.376952312656248
2024-03-13,81.10694560266285,0.0,2.9804346831907664,0.0,0.0,0.0,0.0,11.568039930967473,0.0,4.3445797831789115
2024-03-14,81.0120283586168,0.0,3.0879759891639513,0.0,0.0,0.0,0.0,11.613091789231763,0.0,4.286903862987477
2024-03-15,80.83524676805554,0.0,3.070391740644642,0.0,0.0,0.0,0.0,11.822430879518702,0.0,4.271930611781119
2024-03-18,80.71152465900329,0.0,3.132216533860071,0.0,0.0,0.0,0.0,11.902761117405184,0.0,4.253497689731462
2024-03-19,80.80364313347572,0.0,3.182730003775644,0.0,0.0,0.0,0.0,11.743911715532194,0.0,4.269715147216433
2024-03-20,80.76913625044308,0.0,3.214729183596371,0.0,0.0,0.0,0.0,11.737836210418479,0.0,4.278298355542059
2024-03-21,80.71882178088438,0.0,3.3830086647796964,0.0,0.0,0.0,0.0,11.60335909422768,0.0,4.294810460108237
2024-03-22,80.44748854096429,0.0,3.6514659071146274,0.0,0.0,0.0,0.0,11.572268303721978,0.0,4.328777248199108
2024-03-25,80.29229252064506,0.0,3.6576387360444205,0.0,0.0,0.0,0.0,11.73716270355802,0.0,4.312906039752506
2024-03-26,80.23597634918899,0.0,3.7395933911831665,0.0,0.0,0.0,0.0,11.66588298485883,0.0,4.358547274769016
