date,KINGSTON SECURITIES LTD,WELL LINK SECURITIES LTD,ICBC (ASIA) SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,CITIBANK N.A.,UBS SECURITIES HONG KONG LTD,SANFULL SECURITIES LTD,HEAD & SHOULDERS SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,TOTAL_CCASS_PCT
2024-04-10,0.0,0.0,1.5633120461204482,0.07717439834975934,0.9368154339293644,1.082798435380913,0.0,0.0,0.0,0.6572891591978469,4.3173894729783315
2024-04-11,0.0,0.0,1.5637239330997532,0.07717439834975934,0.9410166811182773,1.082798435380913,0.0,0.0,0.0,0.6572891591978469,4.32200260714655
2024-04-12,0.0,0.0,1.5637239330997532,0.07717439834975934,0.9451355509113295,1.082798435380913,0.0,0.0,0.0,0.6568772722185418,4.325709589960296
2024-04-15,0.0,0.0,1.5637239330997532,0.07717439834975934,0.9492544207043815,1.082798435380913,0.0,0.0,0.0,0.6568772722185418,4.329828459753349
2024-04-17,0.0,0.0,1.5637239330997532,0.0775986419384437,0.9492544207043815,1.082798435380913,0.0,0.0,0.0,0.6568772722185418,4.330252703342033
2024-04-18,0.0,0.0,1.5637239330997532,0.07758628532906454,0.9492544207043815,1.082798435380913,0.0,0.0,0.0,0.6568772722185418,4.330240346732654
2024-04-19,0.0,0.0,1.5637239330997532,0.07758628532906454,0.9698487696696416,1.082798435380913,0.0,0.0,0.0,0.6568772722185418,4.350834695697914
2024-04-22,0.0,0.0,1.5637239330997532,0.07758628532906454,0.9760270743592196,1.082798435380913,0.0,0.0,0.0,0.6568772722185418,4.357013000387492
2024-04-23,0.0,0.0,1.5637239330997532,0.07758628532906454,0.9793221701936613,1.082798435380913,0.0,0.0,0.0,0.6568772722185418,4.360308096221933
2024-04-25,0.0,0.0,1.5637239330997532,0.07758628532906454,0.9875599097797653,1.082798435380913,0.0,0.0,0.0,0.6568772722185418,4.368545835808038
2024-04-26,0.0,0.0,1.5637239330997532,0.07758628532906454,0.9937382144693434,1.082798435380913,0.0,0.0,0.0,0.6568772722185418,4.374724140497616
2024-04-29,0.0,0.0,1.5633120461204482,0.07758628532906454,0.9970333103037851,1.082798435380913,0.0,0.0,0.0,0.6568772722185418,4.377607349352752
2024-04-30,0.0,0.0,1.5633120461204482,0.07799817230836974,0.9978570842623954,1.082798435380913,0.0,0.0,0.0,0.6565477626350975,4.378513500707223
2024-05-02,0.0,0.0,1.5633120461204482,0.07758628532906454,1.0019759540554474,1.082798435380913,0.0,0.0,0.0,0.6565477626350975,4.38222048352097
2024-05-03,0.0,0.0,1.5633120461204482,0.07882194626698014,1.0040353889519733,1.082798435380913,0.0,0.0,0.0,0.6565477626350975,4.385515579355412
2024-05-06,0.0,0.0,1.5624882721618378,0.07799817230836974,1.0126850155173828,1.082798435380913,0.0,0.0,0.0,0.6565477626350975,4.392517658003601
2024-05-07,0.0,0.0,1.5623235173701158,0.07882194626698014,1.0188633202069606,1.0819746614223025,0.0,0.0,0.0,0.6507813449248248,4.392764790191183
2024-05-08,0.0,0.0,1.5623235173701158,0.07799817230836974,1.0238059639586232,1.0819746614223025,0.0,0.0,0.0,0.6470743621110779,4.393176677170489
2024-05-09,0.0,0.0,1.5623235173701158,0.07799817230836974,1.0324555905240325,1.0815627744429974,0.0,0.0,0.0,0.6404841704421946,4.394824225087709
2024-05-10,0.0,0.0,1.5623235173701158,0.07758628532906454,1.0448121999031885,1.0815627744429974,0.0,0.0,0.0,0.6396603964835843,4.40594517352895
2024-05-14,0.0,0.0,1.5623235173701158,0.07758628532906454,1.049754843654851,1.0815627744429974,0.0,0.0,0.0,0.6396603964835843,4.410887817280613
2024-05-22,0.0,0.0,1.5623235173701158,0.07717439834975934,1.049754843654851,1.0815627744429974,0.0,0.0,0.0,0.6396603964835843,4.410475930301307
2024-05-28,0.0,0.0,1.5623235173701158,0.07717439834975934,1.053873713447903,1.0815627744429974,0.0,0.0,0.0,0.6396603964835843,4.41459480009436
2024-05-31,0.0,0.0,1.5623235173701158,0.07676251137045413,1.053873713447903,1.0815627744429974,0.0,0.0,0.0,0.6396603964835843,4.414182913115054
2024-06-04,0.0,0.0,1.5623235173701158,0.07511496345323332,1.053873713447903,1.0815627744429974,0.0,0.0,0.0,0.6395780190877233,4.412452987801972
2024-06-05,0.0,0.0,1.5622411399742546,0.07511496345323332,1.053873713447903,1.0815627744429974,0.0,0.0,0.0,0.6395780190877233,4.412370610406112
2024-06-11,0.0,0.0,1.5622411399742546,0.07511496345323332,1.0543679778230692,1.0813980196512754,0.0,0.0,0.0,0.6395780190877233,4.412700119989556
2024-06-18,0.0,0.0,1.5622411399742546,0.07511496345323332,1.0543679778230692,1.0813980196512754,0.0,0.7090244703656646,0.0,0.6399899060670284,5.122136477334525
2024-06-19,0.0,0.0,1.5622411399742546,0.07511496345323332,1.0556036387609848,1.0813980196512754,0.0,0.7090244703656646,0.0,0.6399899060670284,5.123372138272441
2024-06-27,0.0,0.0,1.5622411399742546,0.07511496345323332,1.0556036387609848,1.0813980196512754,0.0,0.7090244703656646,0.0,0.6399905238974974,5.12337275610291
2024-07-03,0.0,0.0,1.5622411399742546,0.07511496345323332,1.0576630736575108,1.0813980196512754,0.0,0.7090244703656646,0.0,0.6399905238974974,5.125432190999436
2024-07-05,0.0,0.0,1.5622411399742546,0.0738793025153177,1.0576630736575108,1.0813980196512754,0.0,0.7090244703656646,0.0,0.6404024108768026,5.124608417040825
2024-07-08,0.0,0.0,1.5622411399742546,0.0738793025153177,1.0617819434505629,1.0813980196512754,0.0,0.7090244703656646,0.0,0.6404024108768026,5.128727286833878
2024-07-10,0.0,0.0,1.5622411399742546,0.0738793025153177,1.0617819434505629,1.0813980196512754,0.0,0.7090244703656646,0.0,0.6402376560850805,5.128562532042155
2024-07-12,0.0,0.0,1.56265302695356,0.0738793025153177,1.0617819434505629,1.0813980196512754,0.0,0.7090244703656646,0.0,0.639084372543026,5.127821135479406
2024-07-15,0.0,0.0,1.56265302695356,0.0742911894946229,1.0621938304298681,1.0813980196512754,0.0,0.7090244703656646,0.0,0.639084372543026,5.128644909438017
2024-07-17,0.0,0.0,1.56265302695356,0.07593873741184372,1.0590634893871484,1.0813980196512754,0.0,0.7090244703656646,0.0,0.6415556944188572,5.129633438188349
2024-07-18,0.0,0.0,1.56265302695356,0.07593873741184372,1.0590634893871484,1.0813980196512754,0.0,0.7090244703656646,0.0,0.641473317022996,5.129551060792488
2024-07-22,0.0,0.0,1.563064913932865,0.07552685043253851,1.0607110373043693,1.0813980196512754,0.0,0.7090244703656646,0.0,0.641473317022996,5.131198608709709
2024-07-23,0.0,0.0,1.563064913932865,0.07552685043253851,1.0607110373043693,1.0818099066305804,0.0,0.7090244703656646,0.0,0.641473317022996,5.131610495689014
2024-07-30,0.0,0.0,1.563064913932865,0.07552685043253851,1.060673967476232,1.0818099066305804,0.0,0.7090244703656646,0.0,0.641473317022996,5.131573425860877
2024-08-01,0.0,0.0,1.563064913932865,0.07552685043253851,1.0635571763313683,1.0818099066305804,0.0,0.7090244703656646,0.0,0.641473317022996,5.134456634716013
2024-08-07,0.0,0.0,1.563064913932865,0.07552685043253851,1.0680879331037256,1.0818099066305804,0.0,0.7090244703656646,0.0,0.64146388481117,5.138977959276544
2024-08-20,0.0,0.0,1.563064913932865,0.07552685043253851,1.070971141958862,1.0818099066305804,0.0,0.7090244703656646,0.0,0.64146388481117,5.141861168131681
2024-08-21,0.0,0.0,1.563064913932865,0.07552685043253851,1.0717949159174722,1.0818099066305804,0.0,0.7090244703656646,0.0,0.64146388481117,5.14268494209029
2024-08-23,0.0,0.0,1.563064913932865,0.07552685043253851,1.074678124772609,1.0813980196512754,0.0,0.7090244703656646,0.0,0.6410519978318648,5.144744376986817
2024-09-03,0.0,0.0,1.563064913932865,0.07552685043253851,1.0763256726898296,1.08098613267197,0.0,0.7090244703656646,0.0,0.6410519978318648,5.1459800379247325
2024-09-11,0.0,4.093827064710273,1.563064913932865,0.07552685043253851,1.0763256726898296,1.0805742456926648,0.0,0.7090244703656646,0.5951766850960183,0.6410519978318648,9.834571900751717
2024-09-12,0.0,3.9093016979815416,1.563064913932865,0.07552685043253851,1.0763256726898296,1.0785148107961389,0.0,0.8531849131224855,0.6392485918816749,0.6410519978318648,9.83621944866894
2024-09-13,0.0,3.9093016979815416,1.563064913932865,0.07593873741184372,1.0763256726898296,1.0785148107961389,0.0,0.8531849131224855,0.6392485918816749,0.6403106012691155,9.835889939085494
2024-09-17,0.0,3.9093016979815416,1.563064913932865,0.07593873741184372,1.0763256726898296,1.0793385847547494,0.0,0.8531849131224855,0.6392485918816749,0.6398987142898103,9.8363018260648
2024-09-19,0.0,3.9093016979815416,1.563064913932865,0.07593873741184372,1.0783851075863555,1.0793385847547494,0.0,0.8531849131224855,0.6392485918816749,0.6398987142898103,9.838361260961326
2024-09-23,0.0,3.9093016979815416,1.563064913932865,0.07511496345323332,1.0825039773794076,1.0789266977754441,0.0,0.8531849131224855,0.6392485918816749,0.6398987142898103,9.841244469816463
2024-09-24,0.0,3.9093016979815416,1.563064913932865,0.07470307647392811,1.085387186234544,1.0789266977754441,0.0,0.8531849131224855,0.6392485918816749,0.6398987142898103,9.843715791692293
2024-09-30,0.0,3.9093016979815416,1.562900159141143,0.07470307647392811,1.0857990732138492,1.0785148107961389,0.0,0.8531849131224855,0.6392485918816749,0.6398987142898103,9.843551036900571
2024-10-02,0.0,3.9093016979815416,1.562900159141143,0.07470307647392811,1.0866228471724597,1.0323340426764396,0.0,0.8531849131224855,0.6392485918816749,0.6398987142898103,9.798194042739484
2024-10-03,0.0,3.9093016979815416,1.562900159141143,0.07495020866151123,1.0866228471724597,1.0323340426764396,0.0,0.8531849131224855,0.6392485918816749,0.6398987142898103,9.798441174927067
2024-10-04,0.0,3.9093016979815416,1.562900159141143,0.07453832168220603,1.0866228471724597,1.031510268717829,0.0,0.8531849131224855,0.6392485918816749,0.639486827310505,9.796793627009844
2024-10-08,0.0,3.9093016979815416,1.562900159141143,0.07453832168220603,1.0866228471724597,1.031510268717829,0.0,0.8531849131224855,0.6392485918816749,0.6394859211591506,9.796792720858491
2024-10-09,0.0,3.9093016979815416,1.562900159141143,0.07453832168220603,1.0870347341517648,1.031510268717829,0.0,0.8531849131224855,0.6392485918816749,0.639239077292453,9.796957763971099
2024-10-15,0.0,3.9093016979815416,1.562900159141143,0.07453832168220603,1.0870347341517648,1.0306864947592187,0.0,0.8531849131224855,0.6392485918816749,0.6450054950027259,9.80190040772276
2024-10-16,0.0,3.9093016979815416,1.562900159141143,0.07453832168220603,1.0870347341517648,1.0302746077799134,0.0,0.8531849131224855,0.6392485918816749,0.6445936080234207,9.80107663376415
2024-10-21,0.0,3.9093016979815416,1.562900159141143,0.07453832168220603,1.0882703950896804,1.0302746077799134,0.0,0.8531849131224855,0.6392485918816749,0.6445936080234207,9.802312294702066
2024-10-22,0.0,3.9093016979815416,1.562900159141143,0.07453832168220603,1.089506056027596,1.0298627208006081,0.0,0.8531849131224855,0.6392485918816749,0.6445936080234207,9.803136068660677
2024-10-23,0.0,3.9093016979815416,1.562900159141143,0.07453832168220603,1.089506056027596,1.0278032859040822,0.0,0.8531849131224855,0.6392485918816749,0.6445936080234207,9.80107663376415
2024-10-24,0.0,3.9093016979815416,1.562900159141143,0.0780372603827058,1.089506056027596,1.0278032859040822,0.0,0.8531847895563919,0.6392485918816749,0.6445936080234207,9.804575448898555
2024-10-28,0.0,3.9093016979815416,1.562900159141143,0.0780372603827058,1.089506056027596,1.0278032859040822,0.0,0.8531847895563919,0.6392485918816749,0.6444288532316985,9.804410694106833
2024-10-30,0.0,3.9093016979815416,1.562900159141143,0.078449147362011,1.089506056027596,1.0278032859040822,0.0,0.8531847895563919,0.6392485918816749,0.6444288532316985,9.804822581086139
2024-11-01,0.0,3.9093016979815416,1.562900159141143,0.19212995365024702,1.089506056027596,1.0278032859040822,0.0,0.6530077176140632,0.6396604788609802,0.6444288532316985,9.718738202411352
2024-11-04,0.0,3.9093016979815416,1.562900159141143,0.0780372603827058,1.089506056027596,1.027391398924777,0.0,0.8173506223568392,0.6396604788609802,0.6444288532316985,9.768576526907282
2024-11-05,0.0,3.9093016979815416,1.562900159141143,0.16988805676776605,1.0878585081103753,1.027391398924777,0.0,0.7349732264957985,0.4304218933739371,0.6609043324039067,9.583639273199246
2024-11-06,0.0,3.9093016979815416,1.562900159141143,0.08009669527923181,1.0878585081103753,1.027391398924777,0.0,0.7349732264957985,0.6775540809570588,0.6485477230247506,9.728623489914677
2024-11-07,0.0,3.9093016979815416,1.562900159141143,0.0780372603827058,1.08744662113107,1.027391398924777,0.0,0.8173506223568392,0.6775540809570588,0.6431931922937829,9.80317503316892
2024-11-08,0.0,3.9093016979815416,1.562900159141143,0.07968480829992662,1.08744662113107,1.0269795119454719,0.0,0.8173506223568392,0.6775540809570588,0.6415456443765621,9.802763146189614
2024-11-14,0.0,3.9093016979815416,1.562900159141143,0.07968480829992662,1.08744662113107,1.0265676249661666,0.0,0.6731901796000181,0.6775540809570588,0.6415456443765621,9.658190816453487
2024-11-15,0.0,3.9093016979815416,1.562900159141143,0.08050858225853702,1.08744662113107,1.0261557379868615,0.0,0.6731901796000181,0.6775540809570588,0.6415456443765621,9.658602703432791
2024-11-18,0.0,3.9093016979815416,1.562900159141143,0.07968480829992662,1.08744662113107,1.0261557379868615,0.0,0.6731901796000181,0.6775540809570588,0.6543141407350234,9.670547425832643
2024-11-20,0.0,3.9093016979815416,1.562900159141143,0.07968480829992662,1.0886822820689857,1.0261557379868615,0.0,0.6731901796000181,0.6775540809570588,0.6543141407350234,9.67178308677056
2024-11-22,0.0,3.9093016979815416,1.562900159141143,0.07968480829992662,1.0886822820689857,1.0261557379868615,0.0,0.673025424808296,0.6775540809570588,0.6538198763598572,9.671124067603671
2024-11-28,0.0,3.9093016979815416,1.562900159141143,0.07968480829992662,1.0907417169655118,1.0257438510075563,0.0,0.673025424808296,0.6775540809570588,0.6538198763598572,9.672771615520892
2024-11-29,0.0,3.9093016979815416,1.562761765116096,0.07968480829992662,1.0948605867585637,1.0257438510075563,0.0,0.673025424808296,0.6775540809570588,0.6538198763598572,9.676752091288897
2024-12-02,0.0,3.9093016979815416,1.562761765116096,0.07968480829992662,1.095684360717174,1.0257438510075563,0.0,0.673025424808296,0.6775540809570588,0.6538198763598572,9.677575865247508
2024-12-10,0.0,3.9093016979815416,1.562761765116096,0.07968480829992662,1.095684360717174,1.0257438510075563,0.0,0.673025424808296,0.8250096195483215,0.6538198763598572,9.82503140383877
2024-12-13,0.0,3.9093016979815416,1.562761765116096,0.08009669527923181,1.0960962476964793,1.0257438510075563,0.0,0.673025424808296,0.8250096195483215,0.6542317633391623,9.826267064776685
2024-12-17,0.0,3.9093016979815416,1.562761765116096,0.08297990413436823,1.0960962476964793,1.025331964028251,0.0,0.673025424808296,0.7677573294248983,0.6538198763598572,9.771074209549788
2024-12-18,0.0,3.9093016979815416,1.562761765116096,0.07968480829992662,1.0960962476964793,1.024920077048946,0.0,0.673025424808296,0.7677573294248983,0.6538198763598572,9.767367226736042
2024-12-20,0.0,3.9093016979815416,1.562761765116096,0.07968480829992662,1.0977437956137002,1.0245081900696407,0.0,0.673025424808296,0.8250096195483215,0.6529938782115585,9.825029179649082
2024-12-23,0.0,3.9093016979815416,1.562761765116096,0.08009669527923181,1.0977437956137002,1.0245081900696407,0.0,0.673025424808296,0.8250096195483215,0.6529938782115585,9.825441066628388
2024-12-27,0.0,3.9093016979815416,1.562761765116096,0.08009669527923181,1.0981556825930054,1.0245081900696407,0.0,0.673025424808296,0.8250096195483215,0.6529938782115585,9.825852953607692
2024-12-30,0.0,3.9093016979815416,1.562761765116096,0.08050858225853702,1.0981556825930054,1.0245081900696407,0.0,0.673025424808296,0.8250096195483215,0.6529938782115585,9.826264840586997
2025-01-02,0.0,3.9093016979815416,1.562761765116096,0.08050858225853702,1.0981556825930054,1.0245083136357345,0.0,0.673025424808296,0.8250096195483215,0.6529937546454647,9.826264840586997
2025-01-03,0.0,3.9093016979815416,1.562761765116096,0.10480991403754399,1.0981556825930054,1.0240964266564292,0.0,0.673025424808296,0.5366887340346794,0.6562888504799063,9.5651284957075
2025-01-06,0.0,3.9093016979815416,1.562761765116096,0.11140010570642725,1.0981556825930054,1.021625104780598,0.0,0.673025424808296,0.4975594710006851,0.6567007374592115,9.530529989445862
2025-01-07,0.0,3.9093016979815416,1.5631736520954016,0.08092046923784221,1.0981556825930054,1.021625104780598,0.0,0.673025424808296,0.7035029606532865,0.65340564162477,9.703110633774742
2025-01-09,0.0,3.9093016979815416,1.5631736520954016,0.08050858225853702,1.0981556825930054,1.0212132178012927,0.0,0.673025424808296,0.7858803565143272,0.6529937546454647,9.784252368697867
2025-01-10,0.0,3.9093016979815416,1.5631736520954016,0.08092046923784221,1.0981556825930054,1.0208013308219874,0.0,0.673025424808296,0.7858803565143272,0.6529937546454647,9.784252368697867
2025-01-14,0.0,3.9093016979815416,1.5631736520954016,0.08092046923784221,1.1002151174895314,1.0208013308219874,0.0,0.673025424808296,0.7858803565143272,0.6521675093649785,9.785485558313907
2025-01-22,79.56809299869573,3.9093016979815416,1.5631736520954016,0.08092046923784221,1.0988970791557549,1.0203894438426824,0.0,0.673025424808296,0.7858803565143272,0.6521675093649785,89.35184863169656
2025-01-23,79.56809299869573,3.9093016979815416,1.5631736520954016,0.08092046923784221,1.0988970791557549,1.019977556863377,0.0,0.673025424808296,0.7858803565143272,0.6521675093649785,89.35143674471726
2025-01-27,79.56809299869573,3.9093016979815416,1.5639974260540117,0.08050858225853702,1.0988970791557549,1.019977556863377,0.0,0.673025424808296,0.7858803565143272,0.6521675093649785,89.35184863169656
2025-02-03,79.56809299869573,3.9093016979815416,1.5639974260540117,0.20448656302940307,1.0988970791557549,1.019565669884072,0.0,0.673025424808296,0.6623142627227663,0.6521675093649785,89.35184863169656
2025-02-05,79.56809299869573,3.9093016979815416,1.5639974260540117,0.20489845000870832,1.0988970791557549,1.019565669884072,0.0,0.673025424808296,0.6623142627227663,0.6521675093649785,89.35226051867588
2025-02-06,79.56809299869573,3.9093016979815416,1.5639974260540117,0.20448656302940307,1.0988970791557549,1.019565669884072,0.0,0.673025424808296,0.6623142627227663,0.6521675093649785,89.35184863169656
2025-02-07,79.56809299869573,3.9093016979815416,1.5639974260540117,0.2053103369880135,1.0988970791557549,1.019565669884072,0.0,0.673025424808296,0.6623142627227663,0.6521663972701344,89.35267129356032
2025-02-10,79.56809299869573,3.9093016979815416,1.5639974260540117,0.08050858225853702,1.0988970791557549,1.019565669884072,0.0,0.673025424808296,0.7755831820316971,0.651342623311524,89.34031468418118
2025-02-11,79.56809299869573,3.9093016979815416,1.5639974260540117,0.08050858225853702,1.1050753838453327,1.0191537829047668,0.0,0.673025424808296,0.7755831820316971,0.651342623311524,89.34608110189146
2025-02-12,79.56809299869573,3.9093016979815416,1.5639974260540117,0.08050858225853702,1.1067229317625535,1.0187418959254615,0.0,0.673025424808296,0.7755831820316971,0.651342623311524,89.34731676282937
2025-02-13,79.56809299869573,3.9093016979815416,1.5639974260540117,0.08050858225853702,1.107546705721164,1.0187418959254615,0.0,0.673025424808296,0.7755831820316971,0.651342623311524,89.34814053678798
2025-02-17,79.56809299869573,3.9093016979815416,1.5639974260540117,0.08009669527923181,1.1083704796797744,1.0187418959254615,0.0,0.673025424808296,0.7755831820316971,0.651342623311524,89.34855242376727
2025-02-18,79.56809299869573,3.9093016979815416,1.5639974260540117,0.08050858225853702,1.1166082192658784,1.0187418959254615,0.0,0.673025424808296,0.7755831820316971,0.6459880925805563,89.35184751960172
2025-02-19,79.56809299869573,3.9093016979815416,1.5639974260540117,0.08586311298950465,1.1166082192658784,1.0187418959254615,0.0,0.673025424808296,0.7755831820316971,0.6398097878909783,89.3510237456431
2025-02-20,79.56809299869573,3.9093016979815416,1.5639974260540117,0.08709877392742027,1.1166082192658784,1.0187418959254615,0.0,0.673025424808296,0.7755831820316971,0.6398097878909783,89.35225940658103
2025-02-21,79.56809299869573,3.9093016979815416,1.5639974260540117,0.08668688694811506,1.11990331510032,1.0187418959254615,0.0,0.673025424808296,0.7755831820316971,0.6398096643248845,89.35514249187007
2025-02-24,79.56809299869573,3.9093016979815416,1.5639974260540117,0.1937775015674678,1.11990331510032,0.9894979203947921,0.0,0.673025424808296,0.5675802574825697,0.6393977773455792,89.22457431943032
2025-02-25,79.56809299869573,3.9093016979815416,1.5639974260540117,0.19295372760885743,1.11990331510032,0.9894979203947921,0.0,0.673025424808296,0.5675802574825697,0.6393977773455792,89.22375054547172
2025-02-26,79.56809299869573,3.9093016979815416,1.5639974260540117,0.10151481820310237,1.11990331510032,0.9886741464361817,0.0,0.673025424808296,0.7529293981699109,0.6389858903662741,89.31642511581538
2025-02-28,79.56809299869573,3.9093016979815416,1.5639974260540117,0.10167957299482444,1.121962749996846,0.9886741464361817,0.0,0.673025424808296,0.7529293981699109,0.6389858903662741,89.31864930550363
2025-03-03,79.56809299869573,3.9093016979815416,1.5639974260540117,0.10167957299482444,1.121962749996846,0.9886741464361817,0.0,0.673025424808296,0.7529293981699109,0.6389856432340865,89.31864905837143
2025-03-06,79.56809299869573,3.9093016979815416,1.5639974260540117,0.10167957299482444,1.121962749996846,0.9894979203947921,0.0,0.673025424808296,0.7529293981699109,0.6381618692754761,89.31864905837143
2025-03-11,79.56809299869573,3.9093016979815416,1.562349878136791,0.10167957299482444,1.125669732810593,0.9894979203947921,0.0,0.673025424808296,0.7529293981699109,0.6381618692754761,89.32070849326796
2025-03-12,79.56809299869573,3.9093016979815416,1.562349878136791,0.10167957299482444,1.125669732810593,0.9894979203947921,0.0,0.673025424808296,0.7529293981699109,0.6380794918796151,89.3206261158721
2025-03-13,79.56809299869573,3.9093016979815416,1.562349878136791,0.10167957299482444,1.125669732810593,0.9890036560196259,0.0,0.673025424808296,0.7529293981699109,0.6380794918796151,89.32013185149694
2025-03-14,79.56809299869573,3.9093016979815416,1.562349878136791,0.10003202507760363,1.1255049780188708,0.9890036560196259,0.0,0.673025424808296,0.7529293981699109,0.6380794918796151,89.318319548788
2025-03-20,79.56809299869573,3.9093016979815416,1.562349878136791,0.10332712091204527,1.1255049780188708,0.9890036560196259,0.0,0.673025424808296,0.7529293981699109,0.6380794918796151,89.32161464462244
2025-03-21,79.56809299869573,3.9093016979815416,1.562349878136791,0.11197674747745452,1.1253402232271488,0.966761759137145,0.0,0.673025424808296,0.7529293981699109,0.6380794918796151,89.30785761951364
2025-03-24,79.56809299869573,3.4809392395041305,1.5586428953230445,0.5564027981477685,1.1273996581236747,1.009276733141028,0.0,0.673025424808296,0.7529293981699109,0.595408000823596,89.32211714673718
2025-03-25,79.56809299869573,3.1835568404457746,1.5583957631354612,0.8665536935645862,1.128388186874007,1.0091128845006605,0.0,0.673025424808296,0.761167137756015,0.5895588350191808,89.33785176479972
2025-03-26,79.56411087537982,3.1151836018811108,1.5583759925604546,0.9140030735805457,1.1246560789545228,1.0091128845006605,0.8273348039238952,0.673025424808296,0.761167137756015,0.5691621918039872,90.1161320651493
2025-03-27,79.56411087537982,3.1131241669845844,1.559199766519065,0.9474894849980587,1.1442124727319338,1.0056530338744967,0.8240397080894536,0.673025424808296,0.761167137756015,0.5674322664909053,90.15945433763262
2025-03-28,79.56411087537982,3.107769636253617,1.5587878795397598,0.9680838339633189,1.1508026644008171,1.0029757685090128,0.8240397080894536,0.673025424808296,0.761167137756015,0.5643019254481857,90.17506485414829
2025-03-31,79.56411087537982,3.1040626534398705,1.5587878795397598,0.9849712001148321,1.1503907774215119,1.0025638815297075,0.8240397080894536,0.673025424808296,0.761167137756015,0.5504625229435309,90.1735820610228
2025-04-01,79.56411087537982,3.1040626534398705,1.5580464829770104,1.0087370788207424,1.136386620125135,0.999268785695266,0.8240397080894536,0.673025424808296,0.761167137756015,0.5356345916885435,90.16447935878014
2025-04-02,79.56411087537982,3.1040626534398705,1.5580464829770104,1.0087370788207424,1.1293845414769466,0.998856898715961,0.8240397080894536,0.673025424808296,0.761167137756015,0.5323394958541019,90.15377029731822
2025-04-03,79.56411087537982,2.4104449802899084,1.5576345959977052,1.0136797225724048,1.1289726544976413,0.9984450117366557,0.8240397080894536,0.673025424808296,0.761167137756015,0.5356345916885435,89.46715470281644
2025-04-07,79.56411087537982,2.4096212063312983,1.5576345959977052,1.0232560948412506,1.1310320893941672,0.9914429330884671,0.8240397080894536,0.673025424808296,0.6787897418949744,0.5319276088747967,89.38488027870022
2025-04-08,79.56411087537982,2.4096212063312983,1.5572227090184,1.0253155297377767,1.1310320893941672,0.991031046109162,0.8240397080894536,0.673025424808296,0.6787897418949744,0.5354698368968215,89.38965816766017
2025-04-09,79.56411087537982,2.4096212063312983,1.5572227090184,1.0376721391169328,1.1310320893941672,0.9592374901765933,0.8240397080894536,0.673025424808296,0.750869963273385,0.5362936108554319,89.44312521644378
2025-04-10,79.56411087537982,2.4096212063312983,1.5576345959977052,1.0422028958892902,1.1310320893941672,0.958825603197288,0.8240397080894536,0.673025424808296,0.750869963273385,0.5371173848140424,89.44847974717474
2025-04-11,79.56411087537982,2.2119154562648005,1.5576345959977052,1.2567547410319744,1.1310320893941672,0.9575899422593727,0.8240397080894536,0.673025424808296,0.750869963273385,0.5395887066898735,89.46656150318884
