date,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,CITIC SECURITIES BROKERAGE (HK) LTD,CMB INTERNATIONAL SECURITIES LTD,CITIBANK N.A.,CLSA LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-01,16.90220776942356,3.471936403508772,0.0,0.0,3.615124436090226,0.0,0.6102130325814537,0.6890977443609022,0.0,0.0,25.28857938596491
2024-03-04,16.915464348370925,3.4812940476190475,0.0,0.0,3.5907850877192984,0.0,0.6067042606516291,0.6844611528822055,0.0,1.4738990601503759,26.752607957393483
2024-03-05,16.908781140350875,3.4739005639097744,0.0,0.0,3.6036976817042605,0.0,0.6011278195488722,0.6815789473684211,2.1838345864661655,1.47396171679198,28.92688245614035
2024-03-06,16.906793170426067,3.4765932957393484,0.0,0.0,3.5991545739348374,0.0,0.6025062656641604,0.6761904761904761,2.1838345864661655,1.475152192982456,28.920224561403508
2024-03-07,16.916105325814538,3.478222368421053,0.0,0.0,3.6069541979949875,0.0,0.6043859649122807,0.6546992481203008,2.1838345864661655,1.4750895363408523,28.919291228070175
2024-03-08,16.911844674185463,3.479412844611529,0.0,0.0,3.6048739974937343,0.0,0.6105263157894737,0.6505012531328321,2.1838345864661655,1.4697637218045112,28.91075739348371
2024-03-11,16.910079511278195,3.482044423558897,0.0,0.0,3.5990469298245613,0.0,0.6115288220551378,0.6553884711779449,2.1838345864661655,1.4654404135338346,28.90736315789474
2024-03-12,16.90716992481203,3.4813627192982457,0.0,0.0,3.590469047619048,0.0,0.6120927318295739,0.6567669172932331,2.1838345864661655,1.4757787593984961,28.907474686716796
2024-03-13,16.880392731829573,3.4792950501253133,0.0,0.0,3.606628822055138,0.0,0.6144110275689223,0.6568295739348371,2.1838345864661655,1.4757787593984961,28.897170551378448
2024-03-14,16.859482581453634,3.481870238095238,0.0,0.0,3.604961779448622,0.0011904761904761906,0.6347117794486216,0.6507518796992481,2.1838345864661655,1.4757787593984961,28.8925820802005
2024-03-15,16.844102192982458,3.48251522556391,0.0,0.0,3.6147742481203005,0.0011904761904761906,0.6406015037593985,0.6468045112781955,2.1838345864661655,1.4757787593984961,28.889601503759398
2024-03-18,16.83822149122807,3.4821094611528824,0.0,0.0,3.6261633458646614,0.0011904761904761906,0.6424812030075189,0.6320802005012531,2.187593984962406,1.46774335839599,28.877583521303258
2024-03-19,16.832654323308272,3.4926229949874688,0.0,0.0,3.6611884085213036,0.0011904761904761906,0.6415413533834586,0.6328320802005013,2.187531328320802,1.4453122807017544,28.894873245614033
2024-03-20,16.81715081453634,3.5009682330827068,0.0,0.0,3.6618513157894736,0.0011904761904761906,0.6390977443609023,0.6290726817042607,2.187531328320802,1.4453122807017544,28.88217487468672
2024-03-21,16.819189348370926,3.4985381578947363,0.0,0.0,3.6856523182957392,0.0011904761904761906,0.6408521303258146,0.6269423558897244,2.187531328320802,1.444059147869674,28.903955263157894
2024-03-22,16.793757017543857,3.5034253759398495,0.0,0.0,3.748258395989975,0.0011904761904761906,0.6339598997493734,0.5954887218045113,2.187468671679198,1.4032070175438596,28.866755576441104
2024-03-25,16.767759210526314,3.505445112781955,12.532456140350877,0.0,4.015149373433584,0.0011904761904761906,0.6266917293233083,0.606516290726817,2.187468671679198,1.1270873433583959,41.36976434837093
2024-03-26,16.758484962406015,3.503820426065163,12.532456140350877,0.0,4.01051679197995,0.0011904761904761906,0.6283834586466165,0.6390977443609023,2.187406015037594,1.1247004385964912,41.38605645363408
2024-03-27,16.738143483709273,3.5053179197994986,12.53327067669173,0.0,4.0021733082706765,0.0011904761904761906,0.6366541353383459,0.6224310776942357,2.187406015037594,1.1247004385964912,41.351287531328325
2024-03-28,16.7754492481203,3.517857894736842,12.53327067669173,0.0,4.021703759398497,0.0011904761904761906,0.6404135338345864,0.6456766917293233,2.1904135338345863,1.0813552631578949,41.40733107769424
2024-04-02,16.790211152882208,3.53032656641604,12.53389724310777,0.0,3.817331453634085,0.0011904761904761906,0.6405388471177944,0.6473057644110275,2.1904135338345863,1.0813552631578949,41.23257030075188
