date,THE HONGKONG AND SHANGHAI BANKING,GOLDMAN SACHS (ASIA) SECURITIES LTD,SDICS INTERNATIONAL SECURITIES (HONG,CITIC SECURITIES BROKERAGE (HK) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,CMB INTERNATIONAL SECURITIES LTD,CHINA CITIC BANK INTERNATIONAL LTD,CHINA SECURITIES (INTERNATIONAL)
2024-04-17,40.66043266274897,23.188063884241984,0.0028596348246328947,0.0,0.0,32.20878193854645,3.93986187963797,0.0,0.0
2024-04-18,40.66072334980018,23.18679983128034,0.0028596552685573756,0.0,0.0,32.209727117396,3.9398900462549244,0.0,0.0
2024-04-19,40.671772538419184,23.186664664364017,0.00286043235435036,0.0,0.0,32.189875499681776,3.948826865180672,0.0,0.0
2024-04-22,40.671481693363845,23.182923340961096,0.0028604118993135015,0.0,0.0,32.18678489702517,3.955949656750572,0.0,0.0
2024-04-23,40.67700846081776,23.185358422554554,0.0028608005950465235,0.0,0.0,32.178285093083296,3.9564872229493426,0.0,0.0
2024-04-24,40.70058680406469,23.18305424359525,0.002862458852154,0.0,0.0,32.13825676255904,3.975239730928868,0.0,0.0
2024-04-25,40.696925455170046,23.182182526050614,0.002862704683384862,0.0,0.0,32.14244818504523,3.9755811290507275,0.0,0.0
2024-04-26,40.7225723288456,23.171011171584073,0.002864508736751647,0.0,0.0,32.08464623317101,4.01890575766256,0.0,0.0
2024-04-29,18.16552623004236,65.72333071384304,0.0012778001392802153,0.0,0.0,14.31231991004287,1.7975453459324429,0.0,0.0
2024-04-30,18.16587441539523,65.71404840399704,0.0012778246313475939,0.0,0.0,14.300135449410922,1.8186639065654628,0.0,0.0
2024-05-02,18.161755077402645,65.68988479829322,0.0012775348687173232,0.0,0.0,14.296253948381205,1.8508286410542216,0.0,0.0
2024-05-03,18.16204511047659,65.68742055203163,0.0012775552702348784,0.0,0.0,14.29839858446876,1.85085819775278,0.0,0.0
2024-05-06,18.15989908505916,65.67263320931866,0.001277404314433072,0.0,0.0,14.3027767576285,1.8634135436792438,0.0,0.0
2024-05-07,18.15462317942955,65.63152484148826,0.0012770331964779423,0.0,0.0,14.305006608646792,1.9075683372389265,0.0,0.0
2024-05-08,18.154507259887367,65.62312436946888,0.0012770250424610826,0.0,0.0,14.313535188425044,1.9075561571762423,0.0,0.0
2024-05-09,18.15566652192792,65.6107123700544,0.0012771065873157775,0.01756021557559194,0.0,14.308063650992311,1.9067201348624556,0.0,0.0
2024-05-10,18.15618823814891,65.60301916672786,0.0012771432858981033,0.03895287021989215,0.0,14.29378765577157,1.906774925845868,0.0,0.0
2024-05-13,18.156709984354546,65.54934704173185,0.0012771799865896102,0.06737124429260194,0.0,14.318464829656119,1.906829719978288,0.0,0.0
2024-05-14,18.15752164916852,65.50725470661864,0.0012772370807469283,0.10409482208087466,0.0,14.322936623496052,1.9069149615551637,0.0,0.0
2024-05-16,18.158565324851992,65.50048218471187,0.0012773104950216823,0.10952937494810927,0.0,14.33110442651952,1.899041378473486,0.0,0.0
2024-05-17,18.15995707907797,65.47644139569641,0.001277408393850556,0.2209916521361462,0.0,14.341464037760193,1.7998684269354335,0.0,0.0
2024-05-20,17.93090617846084,64.64680545132342,0.0012612964866586364,0.2182042921919441,0.0,14.15111593206657,1.7771667497020187,0.0,1.274540099768552
2024-05-21,17.92909706588979,64.63807596022272,0.0012611692299931267,0.23047867678124387,0.0,14.149688175907885,1.7769874450603154,0.0,1.2744115069080546
2024-05-22,17.923615423166268,64.60570567636314,0.0012607836400714864,0.27264446216545896,0.0,14.146307637512095,1.7764441488607243,0.0,1.274021868292237
2024-05-23,17.923106987064727,64.56100758970221,0.0012607478756398295,0.31991477344360675,0.0,14.144330416803246,1.77639375677652,0.0,1.2739857283340479
2024-05-24,17.92485838841764,64.55628370860008,0.0012608710727806305,0.31994603471808497,0.0,14.146973436598675,1.7765673415479084,0.0,1.274110219044827
2024-05-27,17.925253913514943,64.554240718208,0.0012608988948221186,0.3294098362722785,0.0,14.139089757087827,1.7766065428043654,0.0,1.274138333217751
2024-05-28,17.91712090945182,64.50100511062519,0.0012603268027399504,0.3799885310260951,0.0,14.151264422864848,1.7758004650605903,0.0,1.27356023416872
2024-05-29,17.918475897578098,64.45168486926272,0.0012604221153664362,0.395772544225061,0.0,14.183214958689666,1.7759347605513085,0.0,1.2736565475777837
2024-05-30,17.9188711410538,64.44964029910476,0.0012604499175980866,0.3957812741257992,0.0,14.184788260169467,1.775973933895704,0.0,1.2736846417328667
2024-05-31,17.919774620191532,64.44816295918142,0.0012605134701620705,0.39580122963089015,0.0,14.18518833646886,1.7760634794583574,0.0,1.2737488615987722
2024-06-03,17.91356504043271,64.39432839488283,0.0012600766756657143,0.45551771825315573,0.0,14.186573252982443,1.7754480360129916,0.0,1.2733074807602043
2024-06-04,17.91159016744573,64.32517733623959,0.0012599377590747018,0.5301188121306808,0.0,14.183434338343687,1.7752523025362548,0.0,1.273167105544986
2024-06-05,17.90958281103349,64.23847108401101,0.0012598187120873305,0.6204607157030103,0.0,14.182094196645103,1.775084565331049,0.0,1.2730468085642477
2024-06-06,17.90851114085505,64.2088024564995,0.0012597433272970632,0.6525470435398788,0.0,14.18093063538304,1.774978348161562,0.0,1.2729706322336825
2024-06-07,17.9777404055101,64.13742496677438,0.0012597393599264313,0.6641975775212109,0.0,14.17143792949239,1.7749727581363415,0.0,1.272966623205659
2024-06-11,17.974626945566644,64.0910507870433,0.001259521193018474,0.7465811871617004,0.0,14.139070032527135,1.7746653609630298,0.0,1.272746165545168
2024-06-12,17.974343957227333,64.05855421838494,0.0012595013634102259,0.7796313439509298,0.0,14.138847430302343,1.7746374210450084,0.0,1.2727261277260333
2024-06-13,17.971740882530725,63.994496776143464,0.0012593189603062663,0.8446881926254282,0.0,14.147189200080595,1.768083820269998,0.0,1.272541809389482
2024-06-14,17.96845981932072,63.96644527684221,0.0012590890490729958,0.8930089080550221,0.0,14.144606377286035,1.753911045358683,0.0,1.272309484088262
2024-06-17,17.9671590397623,63.96024084629839,0.0012589979006210007,0.9014424968446365,0.0,14.143897165051477,1.7537840755650542,0.0,1.2722173785775213
2024-06-18,17.95918880995677,63.89442951795479,0.0012584394092885413,0.9828411786543508,0.0,14.137622933799795,1.7530060971389378,0.0,1.271653023086071
2024-06-19,17.957493928602887,63.87801839664783,0.001258320645266827,1.0079148368587283,0.0,14.132828327314368,1.7509531778887897,0.0,1.2715330120421287
2024-06-20,17.95777638661252,63.876191884333345,0.0012583404377137213,1.0079306906086907,0.0,14.134308966619374,1.750980719078643,0.0,1.2715530123097154
2024-06-21,15.459567619296186,55.14838618469703,0.001087476619252686,1.0352777415285572,13.54479316194702,12.204206359563269,1.5077863325938492,0.0,1.0988951237548392
2024-06-24,15.460702507089508,55.14047151009932,0.0010875564509770334,1.0432385255997194,13.545787486031696,12.201839601736827,1.507897019279657,0.0,1.0989757937122924
2024-06-25,15.456416027224865,55.0941970486465,0.001087254925944349,1.1176980638707905,13.542031916368352,12.197641200438165,1.4922573858586188,0.0,1.0986711026667646
2024-06-26,15.457046242837416,55.084483152298006,0.0010872992573746072,1.135955899142121,13.542584075415077,12.195420295527938,1.487153559274119,0.0,1.0962694762479477
2024-06-27,15.453853679747798,55.04701597999782,0.0010870746820306556,1.213447113816719,13.539786933362322,12.191814327644309,1.456951842591586,0.0,1.0960430481574084
2024-06-28,15.455953901769453,55.0112799325922,0.00108722241852627,1.2967845396972086,13.541627028349323,12.17797830991275,1.4190970617814138,0.0,1.0961920034791117
2024-07-02,15.451670054237363,54.96043607273676,0.0010869210786604785,1.3983239676967054,13.537873764985925,12.173787811267024,1.3809332304381379,0.0,1.0958881775594276
2024-07-03,15.449780876331657,54.89258457249828,0.0010867881876991878,1.5103638838549462,13.536218574840312,12.17175600518398,1.342455108855422,0.0,1.0957541902477062
2024-07-04,15.450326591385814,54.863820630142044,0.001086826575083414,1.5481844562063232,13.53669669930769,12.198269772092466,1.305822129962722,0.0,1.095792894327852
2024-07-05,15.447596177354248,54.822585990514014,0.0010865962914468573,1.6252764029316369,13.53382845904347,12.209267579769751,1.264798083244142,0.0,1.095560710851294
2024-07-08,15.444030124359395,54.76321742932644,0.001086345452422143,1.7756316419839928,13.530704196280896,12.180105212557066,1.2099172476351618,0.0,1.0953078024046257
2024-07-09,15.436483915013287,54.6973698854737,0.0010858146460108527,1.9009899915035002,13.524092869726672,12.179582884303734,1.1656220224926506,0.0,1.0947726168404421
2024-07-10,15.431164080604805,54.64568510287262,0.0010854404445964061,1.9953108972793436,13.519432097559386,12.172129145704098,1.140797907270823,0.0,1.0943953282643264
2024-07-11,15.426098986802664,54.54311175010512,0.0010850841618403027,2.205433558940415,13.514994506761429,12.146974649721269,1.068265357331778,0.0,1.0940361061754853
2024-07-12,15.425722377144346,54.513839910591244,0.0010850576708152037,2.2835038682305964,13.514664554421069,12.14098154316902,1.026193292173479,0.0,1.0940093965994293
2024-07-15,15.417734217197394,54.46093781772338,0.0010844957772445673,2.4073095015386285,13.507666029525398,12.128729648758931,0.9830954220722002,0.0,1.093442867406835
2024-07-16,15.415142980289891,54.39648465560848,0.0010843135075644422,2.55084752654535,13.505395815092017,12.128588738862067,0.9091968760927848,0.0,1.0932590940018487
2024-07-17,15.410338959166639,54.35541391607861,0.0010839755888697386,2.6443584490477274,13.501186953269812,12.16627101557673,0.8284283437936978,0.0,1.092918387477914
2024-07-18,15.413555233306681,54.34642958786778,0.001084201824169569,2.644910350061664,13.504004770488025,12.168268123111117,0.8286012441215932,0.0,1.0931464892189682
2024-07-19,15.414912620727605,54.348362333258336,0.0010842782366383037,2.6450967582791423,13.504956506889233,12.163704328167652,0.8286596423508236,0.0,1.0932235320905699
2024-07-22,45.509596848545804,35.00911491073674,0.0006984605928533513,1.7038946162657502,8.699501299136703,7.839172463889588,0.5337985080881738,0.0,0.7042228927443913
2024-07-23,45.515716603418376,35.00404288426174,0.0006985545160676271,1.7041237419469761,8.700671136251312,7.829748293343998,0.5406811954363434,0.0,0.704317590825185
2024-07-24,45.51587558002057,35.00032308259213,0.0006985569559682087,1.7041296940844453,8.70070152582303,7.833268425749508,0.5406830839193936,0.0,0.7043200508549464
2024-07-25,45.52185364763089,34.991860773820335,0.0006986460240054774,1.7043469755613623,8.701810890494222,7.834267190185421,0.5407520225802395,0.0,0.7044098537035226
2024-07-26,45.52241021852168,34.991065954737664,0.0006986545659695841,1.7043678136828004,8.701917282792662,7.834362975499931,0.5407586340604581,0.0,0.7044184661388332
2024-07-29,45.52248972975994,34.99095240756784,0.0006986557862672219,1.7043707905988876,8.701932481904816,7.834376659307492,0.5407595785708297,0.0,0.7044196965039264
2024-07-31,45.522394577024315,34.991013524253006,0.0006986570065691225,1.7043737675253745,8.701947681070063,7.834390343162855,0.5407605230845008,0.0,0.7044209268733177
2024-08-06,45.52287165012287,34.99120556276538,0.0006986643284700474,1.7043916293026806,8.702038877176557,7.833599116888289,0.5407661902358166,0.0,0.7044283091799253
2024-08-07,45.52470052297126,34.99191263550266,0.0006986923971786801,1.7044601029173903,8.702388479959755,7.830595041380057,0.5407879154162983,0.0,0.7044566094554042
2024-08-08,39.63929983163472,30.468183221571437,12.927776316009606,1.4841087210779027,7.577349927528407,6.8190217779798905,0.4708752408748911,0.0,0.6133849633231382
2024-08-09,39.63942040800186,30.467363349186382,12.927815640223454,1.4841132354976523,7.577372976606737,6.819650888140935,0.4708766732015507,0.0,0.6133868291414257
2024-08-12,42.98297536096545,28.779541699590546,12.211766396092234,1.4019107822713885,7.157675454349544,6.441922275698585,0.44479563249766546,0.0,0.579412398534588
2024-08-13,42.98371640628817,28.778313827693314,12.211976932293926,1.4019349518273427,7.157798855809597,6.442033337260322,0.44480330096919996,0.0,0.5794223878581342
2024-08-14,42.98371640628817,28.77788281674276,12.211976932293926,1.4019349518273427,7.157798855809597,6.442464348210873,0.44480330096919996,0.0,0.5794223878581342
2024-08-15,42.98915151950571,28.76973920540269,12.213521086284935,1.4021122207055103,7.15870392988002,6.44241684029025,0.4448595445075077,0.0,0.579495653423378
2024-08-16,42.989645688864876,28.76877670840386,12.213661483284527,1.4021283382810636,7.158786220690805,6.442634587365038,0.4448646582617517,0.0,0.5795023148480763
2024-08-19,42.98970746083361,28.76867435601581,12.21367903313643,1.402130353004062,7.158796507175177,6.442643844808684,0.44486529748929865,0.0,0.579503147536932
2024-08-23,42.98976923297985,28.76857200333362,12.213696583038768,1.4021323677328505,7.158806793689111,6.442653102278932,0.4448659367186827,0.0,0.5795039802281806
2024-08-26,42.989645688864876,28.767914567593277,12.213661483284527,1.4021283382810636,7.158786220690805,6.443496728175624,0.4448646582617517,0.0,0.5795023148480763
2024-08-27,42.98970746083361,28.767812213966415,12.21367903313643,1.402130353004062,7.158796507175177,6.443505986858081,0.44486529748929865,0.0,0.579503147536932
2024-08-28,42.98976923297985,28.767709860045404,12.213696583038768,1.4021323677328505,7.158806793689111,6.443515245567147,0.4448659367186827,0.0,0.5795039802281806
2024-09-03,42.98995455048374,28.767402796517498,12.213749233048393,1.4021384119539557,7.158837653408283,6.44354302185399,0.4448678544178568,0.0,0.5795064783162843
2024-09-05,42.99020164297425,28.766993374362187,12.21381943376733,1.4021464709964897,7.15887880011438,6.4435800572756285,0.44487041137580774,0.0,0.5795098091339252
2024-09-09,42.99069583647663,28.76617451593203,12.21395983762618,1.4021625893594856,7.158961094945576,6.443654129396127,0.44487552537989006,0.0,0.5795164708840752
2024-09-13,42.9904487383052,28.766009176223438,12.213889635293256,1.4021545301316658,7.158919947293474,6.4441918643999605,0.444872968363152,0.0,0.5795131399898553
2024-09-16,42.99312533051295,28.75865081737291,12.21460924746511,1.4022371416089947,7.159341733152462,6.447589267238405,0.4448991791782586,0.0,0.5795472834709035
2024-09-17,42.99695613558562,28.753740159177728,12.215697602561558,1.4023620847740672,7.159979650084935,6.446726624184781,0.44493882091212456,0.0,0.5795989227191856
2024-09-19,42.997326894886605,28.75312580839872,12.21580293754132,1.4023741772297433,7.1600413900146584,6.446782213790923,0.4449426575838579,0.0,0.5796039205541663
2024-09-20,42.9971773545325,28.753025807935305,12.21576045221423,1.4023692999141937,7.160016488114884,6.447107582420239,0.4449411101182971,0.0,0.5796019047503529
2024-09-23,42.997203307742495,28.75304316333775,12.215767825679556,1.402370146388013,7.160020809919779,6.44705111364688,0.44494137868592826,0.0,0.5796022545995959
2024-09-24,43.01605855787853,28.74092222044896,12.22112471729663,1.4029851175456531,7.163160641652181,6.405882242993341,0.4700100788334433,0.0,0.5798564233512624
2024-09-25,43.014821641408005,28.739520686893723,12.220773301779776,1.4029447750443182,7.162954666682003,6.405841817185857,0.4733033612877532,0.0,0.5798397497185628
2024-09-27,43.01426505220359,28.736704689553243,12.220615171390534,1.402926621675633,7.162861981809973,6.409496999479545,0.4732972369907957,0.0,0.5798322468966827
2024-09-30,43.01389400073611,28.736169258373206,12.22050975340449,1.4029145196908355,7.162800193227826,6.409297938903203,0.4732931542142068,0.0,0.5811211814501288
2024-10-02,43.014574266649994,28.735617310841487,12.22070302110156,1.402936706822459,7.162913473109421,6.4088242102190955,0.47330063935842753,0.0,0.5811303718975589
2024-10-03,43.013584796069914,28.732368447158173,12.22042190647208,1.4029044348629947,7.162748703557005,6.410977101804741,0.47587760600497153,0.0,0.5811170040701193
2024-10-04,43.018223332882805,28.73100957321685,12.221739743084651,1.403055722506118,7.163521126355535,6.403760269856014,0.4775105610209897,0.0,0.5811796710770373
2024-10-07,43.021254383959345,28.72915147828763,12.222600883190761,1.4031545813902992,7.164025865899375,6.401047980179256,0.4775442062714884,0.0,0.5812206208218477
2024-10-08,43.02335781328417,28.718045323619968,12.223198480296924,1.4032231855380868,7.164376135139683,6.408694864387209,0.4778551594120785,0.0,0.5812490383218843
2024-10-09,43.02611011488335,28.714223879459478,12.223163325908361,1.4032191498142799,7.164355530118593,6.409826848106344,0.4778537850822762,0.0,0.5812473666273129
2024-10-10,43.026171987345414,28.713258556226634,12.223180903077365,1.4032211676732815,7.1643658326143225,6.410698878343399,0.47785447224618927,0.0,0.5812482024733966
2024-10-14,40.532990866652035,27.04836529056835,11.514900280963566,1.3219105522546175,6.749221728210422,11.834879039359283,0.4501648662781404,0.0,0.5475673757135852
2024-10-15,40.544432598220176,27.03833706105562,11.51507187436921,1.3219302511775854,6.749322304152335,11.833158800969432,0.45017157457092805,0.0,0.54757553548471
2024-10-17,40.54437767217041,27.038164960632056,11.51505627475737,1.3219284603421462,6.749313160761024,11.833413712941839,0.45017096471786755,0.0,0.5475747936772859
2024-10-18,40.545641008967124,27.032640105345727,11.51541507652332,7.121403634264999,6.749523465029039,6.034483926512686,0.4533009276005533,0.0,0.547591855756556
2024-10-21,40.54712415697304,27.032409627781075,11.515836307128708,7.121664133182678,6.749770360675993,6.030369292548306,0.4552142351994407,0.0,0.5476118865107558
2024-10-22,40.546659386545954,27.02934493817091,11.51631998027322,7.12196324803579,6.750053855731672,6.0306225722581335,0.4574011323929693,0.0,0.5476348865913454
2024-10-23,40.54682419249946,27.02904834164318,11.516366789507911,7.121992195967916,6.750081292000868,6.030647084326903,0.45740299154563185,0.0,0.5476371125081292
2024-10-24,40.5498458724298,27.02361031130382,11.517225026252497,7.122522949764575,6.750584329799127,6.031096507570881,0.45743707868974626,0.0,0.54767792418956
2024-10-25,40.55237344152069,27.013234793944,11.517942922495084,7.122966913692666,6.7510051099015005,6.03187895590525,0.46288580027344955,0.0,0.5477120622673545
2024-10-28,40.553362576071095,27.011454534860242,11.518223862778656,7.123140653774386,6.751169777264653,6.032026082679166,0.4628970907676693,0.0,0.5477254218041333
2024-10-29,40.55462654044107,26.97204914233987,11.518582861974854,7.123362667324355,6.7513801972523435,6.054438177733089,0.4778179196626275,0.0,0.5477424932717925
2024-10-30,40.55435175887568,26.95357229487914,11.518504816767692,7.1233144023318875,6.751334452660977,6.054397155335846,0.4967863371561218,0.0,0.5477387819926471
2024-10-31,40.55550586647369,26.94566634413935,11.518832613745083,7.1235171196955775,6.7515265841105165,6.05497600017346,0.5022211019592856,0.0,0.5477543697030309
2024-11-01,40.56622571764352,26.861833713555285,11.521877334027357,7.125400046358613,6.7533111842185525,6.084500092852776,0.5389527562363856,0.0,0.5478991551075126
2024-11-04,40.56650066014027,26.840734043447263,11.521955424943272,7.125448339618447,6.753356955601161,6.084947988537688,0.5591537191516588,0.0,0.5479028685602435
2024-11-05,40.570790245701176,26.76372342213859,11.523173780305946,7.12620179924191,6.7540710695132065,6.115687242084258,0.59839163607377,0.0,0.547960804941137
2024-11-06,40.57090024700329,26.762982585048036,11.523205023575121,7.126221120814705,6.7540893821121895,6.116246092277826,0.5983932585183599,0.0,0.5479622906504782
2024-11-07,40.56798541402612,26.750215197337653,11.52237713418147,7.12570913453392,6.753604131788883,6.11526443855523,0.6169216275018808,0.0,0.5479229220748412
2024-11-08,40.56809540011902,26.744323180510047,11.522408373130828,7.125728453435237,6.753622441855894,6.115281017984446,0.6226167253857635,0.0,0.5479244075787625
2024-11-11,40.56716053733852,26.724187011156147,11.522142847460385,7.125564246112972,6.7534668094508685,6.115411204945033,0.6441555624839028,0.0,0.547911781052175
2024-11-12,40.5726603489649,26.71425278941446,11.523704938924363,7.12653028022939,6.754382397201773,6.116240289583926,0.6442428925855127,0.0,0.5479860630956739
2024-11-13,40.57288037244816,26.666675704915633,11.523767431392912,7.126568927042351,6.754419025875603,6.116273457645409,0.6914260458835747,0.0,0.5479890347963547
2024-11-14,40.573430441596756,26.657411374248234,11.52392366552964,7.1266655459086,6.754510599298261,6.1174409839532755,0.6986209252761675,0.0,0.5479964641890682
2024-11-15,40.57799659124653,26.6422422384419,11.52522057238313,7.127467583622255,6.755270754549411,6.1169091256696495,0.7068349981627442,0.0,0.5480581359243837
2024-11-18,40.579537210926325,26.643253761093444,11.5256581489793,7.127738191285246,6.755527231062326,6.113344678196845,0.7068618344779893,0.0,0.5480789439785216
2024-11-19,40.58063772518018,26.64085753222187,11.52597072403436,7.127931495054003,6.7557104404954815,6.113917270650133,0.7068810045222486,0.0,0.5480938078417281
2024-11-20,40.58393962612133,26.629057302296566,11.526908550931985,7.128511469274009,6.756260128423322,6.114821570236166,0.7123629484475966,0.0,0.5481384042690245
2024-11-21,40.58349934161725,26.62130990367677,11.526783498527962,7.128434133924951,6.756186831531314,6.115162059795528,0.7204917732668125,0.0,0.5481324576594121
2024-11-22,40.58404969874004,26.590073541876013,11.526939814456952,7.128530803373461,6.756278452894822,6.109278101662185,0.7567096960549388,0.0,0.5481398909415882
2024-11-25,40.57703388853864,26.497732403245816,11.524408018276356,7.126965081043704,6.75479449268878,6.052890253740348,0.9181563658796175,0.0,0.5480194965867415
2024-11-26,40.598870301741215,26.399100365171435,11.53030163269071,7.130609830870823,6.769100962034108,5.9858543546558,1.0378627975496073,0.0,0.5482997552863041
2024-11-27,40.64298062285523,26.199681415784994,11.54290634085795,7.138404878982812,6.776500815472383,5.991854782090298,1.1587719977240105,0.0,0.5488991462323275
2024-11-28,40.644305291304924,26.19401677714267,11.543282556470418,7.138637539569694,6.7767216805932975,5.991914270077503,1.1622048484502803,0.0,0.5489170363912168
2024-11-29,40.6284068800819,26.11799973118316,11.540116840288855,7.136679786195577,6.769432538513442,5.952799564462414,1.3057981619988026,0.0,0.5487664972758536
2024-12-02,40.61577645452003,26.00160745948089,11.540038502999051,7.136631340572332,6.763955979504892,5.9514015037349,1.4418259870805874,0.0,0.5487627721073196
2024-12-03,40.61712085396535,25.958260298132966,11.540806254302344,7.137106136043024,6.772552432598297,5.95179744663056,1.4735572973875688,0.0,0.5487992809398833
2024-12-04,40.61175921161775,25.899236624640064,11.53955283553965,7.136330992387968,6.771816882230039,5.9510152770103595,1.5415484993829733,0.0,0.5487396771911914
2024-12-05,40.60655174707373,25.8596232602903,11.538111740503796,7.135439785309676,6.77097119680082,5.943892198743296,1.5967389223946602,0.0,0.5486711488837216
2024-12-06,40.603355018751344,25.827047819672156,11.53720340904001,7.134878051759966,6.7704381558391145,5.943424269118164,1.6350253207681877,0.0,0.5486279550510554
2024-12-09,40.60070983109277,25.822243636289606,11.53645179459687,7.134413235703282,6.769997081956311,5.94290134976486,1.6446908570226453,0.0,0.5485922135736535
2024-12-10,40.59767931057882,25.80375924543666,11.535590690099749,7.133880708420981,6.769491755445476,5.942186333717854,1.6688606907783132,0.0,0.5485512655221552
2024-12-11,40.59156454683491,25.777076398886777,11.5338532161132,7.132806213625958,6.768472144387559,5.941291330206076,1.7064675064216426,0.0,0.5484686435238771
2024-12-12,40.58372890277471,25.72162312124299,11.53131838241379,7.131238612823097,6.766984614508026,5.939849930065946,1.7769083314453624,0.0,0.5483481047260769
2024-12-13,40.57334136271653,25.61413930979856,11.528675206024207,7.129604010351394,6.76543350531404,5.9384884143595755,1.9020957775209821,0.0,0.548222413914704
2024-12-16,40.57140919571409,25.612369456123695,11.528550115285501,7.129526651295266,6.765360097653601,5.93842397938424,1.9061440390614404,0.0,0.5482164654821647
2024-12-17,40.56310181964633,25.604141834508326,11.526189536660741,7.128066813930688,6.763974826802052,5.937208031448869,1.929212923977322,0.0,0.548104213025679
2024-12-18,40.56018679220723,25.577759578253133,11.525361218379834,7.127554562415933,6.763488740400052,5.935425434980692,1.962158849307936,0.0,0.5480648240551915
2024-12-19,40.554742863030654,25.556837485747753,11.523814301189123,7.126597912427146,6.7625809547954665,5.934628790826501,1.99280642839034,0.0,0.5479912635930169
2024-12-20,40.53986635521748,25.54407579982837,11.523439353494382,7.1263660359504195,6.762360922254744,5.934435697174859,2.0214824023524085,0.0,0.5479734337273446
