date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,CHINA MERCHANTS BANK CO LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD
2024-03-01,27.38783000765267,21.52617943696078,32.327558121042586,6.919184997188872,2.34261024573201,1.7437062392457843,1.1582114753849986,1.532579463095656,0.8712020763560181,4.190937937340626
2024-03-04,27.361379471229103,21.476709399596363,32.28594745283353,7.028688513828869,2.3511209781812092,1.7194557496141922,1.1614326297836985,1.5416457547307159,0.8792236021185479,4.194396448083762
2024-03-05,27.480166955691786,21.31218133724732,32.280249760084985,7.083730972913404,2.354036167172551,1.7150363152450332,1.1624230183602025,1.5353540915009503,0.8776859646340309,4.199135417149738
2024-03-06,27.48683972387635,21.266627265193545,32.293883091158435,7.09945690063957,2.3511462519692103,1.7157147541480646,1.1634049361096581,1.5342377224319326,0.8774643986984777,4.211224955774752
2024-03-07,27.69754885819952,21.053896710955936,32.347522849644896,7.194460511556902,2.3268763168476423,1.677664841600605,1.1662609044746535,1.5122918966969305,0.8798074822828011,4.143669627740107
2024-03-08,27.735193643852586,20.855858644309397,32.25403201814734,7.4167365094647675,2.3379763655675956,1.6764452318731897,1.1644344173547028,1.50625690799857,0.8807256112173719,4.172340650214478
2024-03-11,27.846794440474387,20.710174888698198,32.23850345988031,7.429896462454264,2.3610365842002325,1.678992426650328,1.1661067691401028,1.502195226645356,0.8815640915798777,4.184735650276941
2024-03-12,27.78939507993738,20.700785403936912,32.24247385139524,7.4620301544900665,2.3627773155838354,1.6834050411154944,1.164857052343163,1.5132492716262134,0.8822516660691158,4.198775163502585
2024-03-13,27.76657908180732,20.462276831099313,31.980901299068037,8.083108926424629,2.360221335282904,1.6810220957530833,1.161660807761102,1.5000327196611638,0.8718462485233568,4.1323506546190965
2024-03-14,27.72231880033163,20.73637352616605,32.07954170172346,7.631789976720034,2.363286955298238,1.6924060871435775,1.1647056219222436,1.5002218370808216,0.87718570831431,4.232169785299641
2024-03-15,27.752424570692387,20.796856119878974,31.993354207583515,7.696308863400928,2.3267828943231432,1.6848671995371336,1.1593831262387588,1.4842592201314326,0.8748617924093393,4.230902005804388
2024-03-18,27.72653715647745,20.98262287384197,32.0526590073684,7.555500046741755,2.3370309012316963,1.6747783145892752,1.1614764642620579,1.4598352414970572,0.8753519786437635,4.174208015346585
2024-03-19,27.899363692921607,20.852273975718678,32.007117562332496,7.610305227340191,2.333431677974799,1.6752844396951683,1.1658070573853268,1.4621925358753558,0.873959139697426,4.12026469105895
2024-03-20,28.07217627063057,20.592977137327324,32.047794646236866,7.708384032871665,2.332105445728329,1.678303180144354,1.165069729521929,1.4324682076365371,0.8727573211253448,4.097964028777083
2024-03-21,28.063645830106125,20.58653863933154,32.04463397059761,7.7282295605725135,2.3439235949507022,1.674443333046912,1.165632667562607,1.42350238865775,0.8733890081569683,4.096061007017272
2024-03-22,28.120390678835726,20.52372306666396,32.03920338295406,7.680307223383613,2.346002430909583,1.6697564874519781,1.1681472206955934,1.4672624700218801,0.8743628138217641,4.1108442252618405
2024-03-25,27.9761374984768,20.68111999207044,32.037228209223656,7.679787923752364,2.3276763883521454,1.6656494516349885,1.1647877121597048,1.4906044927798392,0.8691793937945655,4.107828937755499
2024-03-26,28.034479594283095,20.836322069212247,32.01239019242689,7.569388360021248,2.324799037182411,1.6558543341807925,1.160933316966637,1.4444927540101293,0.8693308217779374,4.092009519938609
2024-03-27,28.135765178231292,21.067166666781937,31.83130186542067,7.402677118347878,2.3421077377517614,1.6479551395692695,1.1595921792690995,1.4515839478523977,0.864783081025873,4.097067085749823
2024-03-28,28.21246356255861,21.13259931529918,31.770348829520405,7.208470960540706,2.3479436793023973,1.6484905966548855,1.1583195017991816,1.4892208380331344,0.8652771565129532,4.166865559778545
2024-04-02,28.25795799206076,21.202426492875794,31.6910241573712,7.222217944767223,2.344627763451391,1.6381335080453017,1.1572740775003971,1.4757644403752135,0.8493659748231033,4.161207648729612
2024-04-03,28.199315127460505,21.326291560575985,31.937351470939518,6.905248838564226,2.3400008678597826,1.6343240562896995,1.1559219499445195,1.5056001001089532,0.8477725262973268,4.148173501959481
2024-04-05,28.264676714840782,21.40735288427645,32.012690406032654,6.770990647292442,2.3293842166141774,1.6342045368062619,1.1524918149269776,1.4596980164075024,0.8445190399640603,4.123991722838704
2024-04-08,28.361725115292824,21.534770892134166,32.063457326824654,6.477784401137504,2.3288717115783246,1.633169865387784,1.1512816680340008,1.451285552295724,0.8442910142909679,4.153362453024052
2024-04-09,28.363500409069264,21.536118854734692,32.060599293922145,6.464717274587326,2.329017486612773,1.63272743461036,1.1509906264613858,1.4520530425703284,0.8452516267051267,4.165023950726602
2024-04-10,28.29680366787553,21.718528154182547,31.975592897085708,6.465498446019378,2.3162059122664815,1.6179569079249032,1.148328910514566,1.4653955697179732,0.8387142804881327,4.156975253924781
2024-04-11,28.27489389368561,21.804364710820597,32.001366674515765,6.356156776260686,2.308628633498656,1.6185224897037485,1.1549747534016754,1.4686487730528948,0.8423548845757254,4.170088410484649
2024-04-12,28.21169105993406,21.91688138809918,32.015313062938574,6.314748827358313,2.2815444899532267,1.5994986355320848,1.1551176357215143,1.4644480981699595,0.8472952294032952,4.193461572889788
2024-04-15,28.27459825117623,22.06470443664982,31.93423346840607,6.244463546067932,2.2783547158618287,1.5888160184429858,1.1549086739024863,1.4393822185272016,0.84520738536334,4.175331285602109
2024-04-16,28.27619060201676,22.132824300755757,31.810393566229667,6.317651326371436,2.2737888889611524,1.5814631396562646,1.1524786189177052,1.45046119229762,0.8454392442269288,4.159309120566711
2024-04-17,28.303408047270327,22.272849791278304,31.686732955634422,6.295585414783476,2.2751604549736024,1.5772615531455343,1.1534030133754374,1.4480222243127434,0.8466708682284771,4.140905676997677
2024-04-18,28.34712217796966,22.492866844090024,31.52246923053092,6.243814553122983,2.261057161393055,1.5706681578877864,1.1521906411332086,1.4720169042272326,0.8461224382004754,4.091671891444659
2024-04-19,28.432425715251775,22.613772875260267,31.415698727273128,6.124893658207869,2.2615657049427482,1.5667630068727099,1.1523814937347778,1.4699607519675353,0.8468421156745556,4.1156959508146365
2024-04-22,28.549911349985475,22.621524669394038,31.38493136958215,6.058542718550856,2.2562992828259043,1.5686602690912317,1.1533636574803636,1.4557806964941382,0.8478969963594358,4.1030889902364045
2024-04-23,28.59090096624052,22.770313373984237,31.31409158491849,5.94604213042115,2.2557110720722036,1.5654392063619502,1.153351310612663,1.4534912571716914,0.8478612601718373,4.102797838045262
2024-04-24,28.58907831161427,22.7304785426917,31.065336693874617,6.105334765214326,2.2555733851361146,1.5745627652273295,1.1517916391404113,1.482551229074343,0.8448946651811102,4.200398002845776
2024-04-25,28.58534515981236,22.87156114353811,30.890091514529693,6.123483342530248,2.257025251198224,1.5734264841716514,1.1447041364609076,1.4768830666415214,0.8447771125235185,4.23270278859377
2024-04-26,28.531292939621032,22.90472804559001,30.956166732625963,6.101511541681546,2.2596265916386775,1.5756552479037251,1.1442018714475068,1.4540144703915292,0.8449417372312764,4.227860821868735
2024-04-29,28.622392998295165,22.971766548132756,30.869183222841613,6.062354954842512,2.2583425785172415,1.5730246897674407,1.1440278976133988,1.4506440893379884,0.8446556809642557,4.203607339687628
2024-04-30,23.44761150466531,18.75802772598048,25.20580799542381,4.931534764656036,1.8445302151129155,1.284584877136281,0.933935399211602,1.1929654399342469,0.6886606649569117,3.4404733171042805
2024-05-02,28.817330520032623,22.997332529407604,30.719419217965658,5.9714350526098645,2.249927024532863,1.5534278269492423,1.1421692861071027,1.4559894857304558,0.8422566985027673,4.250712358161815
2024-05-03,28.984031432346153,23.02871101161805,30.57207697431692,5.938542041215508,2.24490864040047,1.5495897554624394,1.140684799403864,1.4493932125246836,0.8407348238330101,4.251327308878903
2024-05-06,29.028449809867723,23.06400278881395,30.59166976843685,5.825812804320398,2.2472800595881934,1.5539936763819053,1.1424872649991928,1.4556172975369257,0.8417152632001141,4.24897126685474
2024-05-07,29.002161345779083,23.04311578957612,30.52451749715448,5.964219417356535,2.236664998811195,1.5513735928727481,1.1411629998246515,1.4491151139288454,0.8406633802581741,4.247005864438177
2024-05-08,29.02212767763521,23.073475347123154,30.558627107803293,5.934901276131396,2.231415822282431,1.5471404140764176,1.139446931157565,1.4370150264699617,0.8387103794729203,4.2171400178476475
2024-05-09,29.120233068941666,23.089758280588317,30.53124278001129,5.919618133837426,2.2227321847327235,1.5430303684501654,1.1391866831059794,1.416037025222031,0.8378937649963972,4.180267710114002
2024-05-10,29.032695153319878,23.18527332265099,30.537664357605554,5.930951640041068,2.2144473529248994,1.530922008739487,1.1393623162758741,1.3854528991671204,0.8371010446566695,4.206129904618458
2024-05-13,29.158415954089673,23.20720148858906,30.443629440332,5.873463450553729,2.2187391490163426,1.5301328683960396,1.1413036214210743,1.3542136979138955,0.838580559096116,4.2343197705920685
2024-05-14,28.97981663104127,23.65160991033673,30.299881817297297,5.781555527155022,2.197778544772566,1.5018222477073195,1.1394779591561617,1.3487494246323264,0.8389692253382701,4.260338712563037
2024-05-16,28.960663596478142,23.748460780193888,30.266611080034355,5.811441149803021,2.1956313889501406,1.5049826246313924,1.1366173835920994,1.3476847512603018,0.8081463036541953,4.219760941402463
2024-05-17,29.106522397690682,23.63488820593965,30.26911832746103,5.788331735883113,2.1853036977134557,1.515038762021104,1.137212502445501,1.3411677443637269,0.8082436058042609,4.214173020677476
2024-05-20,29.318770876241896,23.533453292621935,30.05924284152116,5.890158986662178,2.190187047757167,1.5176263271988528,1.1384203312112955,1.3274659379314775,0.8092275719477371,4.215446786906303
2024-05-21,29.44106789581898,23.357033936613874,30.04331881139527,5.97590300225755,2.1888399950046926,1.516653001828047,1.13694783514138,1.3255375433986247,0.8083490375652305,4.2063489409763495
2024-05-22,29.58117429550035,23.202433791969366,30.026961671534846,6.0914934232967,2.1707410390974835,1.5134857369959227,1.1346456910951275,1.3221863345889362,0.8068692366239489,4.150008779297319
2024-05-23,29.61381751541325,23.313733158683817,30.024926870920275,5.961031415565006,2.166042764032054,1.5048062204656683,1.1332310779761463,1.3200859087202965,0.8053546788573606,4.156970389366124
2024-05-24,29.641815275442667,23.256669306553935,30.03946902649823,6.014554394565468,2.1640664809038976,1.5063441715995318,1.1320257468944301,1.3192324370034834,0.7858802147587998,4.139942945779554
2024-05-27,29.684654232816825,23.052603992001135,29.955730594723807,6.271070107405828,2.1573148281686714,1.5008289659782994,1.1267935519568302,1.348995619505735,0.7840779378791838,4.1179301695636825
