date,TIGER FAITH SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,ICBC (ASIA) SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,VALUABLE CAPITAL LTD,BRIGHT SMART SECURITIES INTERNATIONAL
2024-07-11,0.0,30.200885778345494,24.595353698134236,21.928024964071714,3.1390738546708223,14.170404156863842,0.14466148489227784,5.821596063021615
2024-07-18,26.54948436410337,22.18270633080294,18.06541411375217,16.10624740487881,2.305665932447335,10.408234920907022,0.10625460657992278,4.275992326528434
2024-08-19,26.549482796878454,22.182710924383738,18.065413047344748,16.106246454121653,2.305665796343106,10.408234306505443,0.1062546003076779,4.275992074115181
2024-08-22,26.540865857981466,22.175511271340874,18.05954971051183,16.101018987258485,2.3049174660861307,10.404266083038284,0.10622011415947759,4.307650509623453
2024-09-02,26.539926166652393,22.174726137360288,18.058910304007135,16.103989468530543,2.3048358594434273,10.403897715303941,0.10621635338841674,4.307497995313852
2024-09-23,26.540709238138955,22.17538041181649,18.059443139616725,16.10151408207804,2.304903864577707,10.404204686604418,0.10621948734580691,4.307625089821854
2024-09-24,26.540709238138955,22.109878394619912,18.059443139616725,16.100923973815007,2.304903864577707,10.40715522791958,0.10621948734580691,4.370766673966306
2024-09-25,26.507235061877033,22.08199255480039,17.948261267180918,16.080616861362078,2.5672106280245055,10.337450374814873,0.11197915914613651,4.365254092794064
2024-09-26,26.513798098630083,22.087459927326396,17.924408675864633,16.08459832827956,2.646840583489843,10.325272119252197,0.11200688453263329,4.305615382624655
2024-09-27,26.298612393852594,21.057422788610694,17.633337724621555,15.954055898467804,4.452041197651065,10.223930556132972,0.10992838691845179,4.2706710537448656
2024-09-30,6.632121046802567,5.346792954818847,4.397025768574295,4.0233769113546956,1.9044196928884398,2.5739002844439094,0.027722313162550753,1.099266395633672
2024-10-02,24.931066233787615,20.099339013000066,16.52903194836094,15.12443388059618,9.403972019512262,9.67564946685844,0.10421203423941817,4.132295403645082
2024-10-03,24.85364031837814,20.03415551970915,16.47493640013344,15.07746344109415,9.512916504732475,9.645600771382373,0.2818248968866251,4.119462147683651
2024-10-04,24.821270133134522,19.82373509673844,16.261977203791425,15.061137333599781,9.500526574504125,9.633038028872388,0.7842188024542902,4.11409682690503
2024-10-07,24.8110006469197,19.493921453786946,15.983285673550318,15.049389480910241,9.496595851935654,9.509896128207382,1.5435160932515413,4.112394671438216
2024-10-08,24.792404404598635,18.88893635646027,15.612985804562474,14.997318235338216,9.489478001261228,9.500563363511684,2.6090014684935374,4.109312365773958
2024-10-09,24.673258033339565,18.67802004455351,15.592812245892693,14.921966899071062,9.544265295674101,9.452162990195239,3.0479504987823423,4.089563992491487
2024-10-10,24.670145276361875,17.64390129583262,15.590845070132826,14.864135521243622,9.680190697765626,9.453713103422931,3.898865897909557,4.198203137330942
2024-10-14,24.666762735561317,16.1826243179257,15.588707398506893,14.86209748927006,10.615603718277555,9.463934196737672,4.446774107522482,4.173496036198321
2024-10-15,24.665815790350436,16.18200307472644,15.588108955493793,14.864817470851726,10.615744612064978,9.463570880835224,4.446603397993627,4.1733358176837765
2024-10-16,24.66216396835143,16.179607297699697,15.599509619058233,14.862068365178896,10.615269611502102,9.462169780761116,4.446493410249061,4.172717947199468
2024-10-17,24.666762735561317,16.1826243179257,15.602418468152681,14.824254937047682,10.639735200854144,9.463385753951838,4.447322550308314,4.173496036198321
2024-10-18,24.64243579651307,16.166664634863793,15.587030997686895,14.809634909679056,10.7388224245837,9.443094703336461,4.44293649666321,4.169380036673814
2024-10-22,24.62799750905459,16.157192399522675,15.572422567614943,14.800957773711382,10.796597387190468,9.437561885195015,4.440333328907055,4.166937148803871
2024-10-23,24.612363887692958,16.146935965634846,15.638055532412148,14.828774127686215,10.789743808636901,9.420626344056233,4.4418925132604885,4.1216078206202145
2024-10-24,24.621509167784122,16.152935724645953,15.643866205396575,14.83435252345013,10.793752981818809,9.42412679069938,4.443542998819453,4.085913607385576
2024-10-25,24.64619995281844,16.076524543863645,15.659554087684818,14.841556816105077,10.804577104449615,9.433577433514962,4.4479990443131285,4.090011017250313
2024-10-28,24.634590468282337,15.984054010309872,15.630268624719324,14.882218055233384,10.799487655729187,9.429133788184478,4.552162962066313,4.0880844354751025
2024-10-29,24.62811551054906,15.747129772635116,15.445457808554405,14.890900832354301,10.796649117528121,9.426655433903797,4.983557436444037,4.081534088031166
2024-10-30,24.611538957188912,15.735436353294002,15.182795781301174,14.92793863312823,11.062989637664366,9.42031059372547,4.980203131656356,4.078786912041492
2024-10-31,6.632121046802567,4.247632729746222,4.075118102067683,4.023399030221579,2.9811661328509165,2.5385100974278876,1.3488085026481473,1.0991189365211051
2024-11-01,24.53795605962195,15.612009937173863,15.073569949078394,14.888763284504932,11.029913817630982,9.39214601000428,5.404504462971698,4.061136479013898
2024-11-04,24.527652097374386,15.561280819420778,14.903635328959083,14.836156472852077,11.025282143530065,9.380021819445046,5.706540189143667,4.059431129274895
2024-11-05,24.526983308116137,15.56085651393017,14.903228955320982,14.838478613736822,11.024981519962939,9.379766056773182,5.706384590362132,4.059320441797631
2024-11-06,24.50733718921396,15.548392264517515,14.850424107817897,14.7802766502171,11.016150507395492,9.37225286214541,5.869097493441471,4.05606892525115
2024-11-07,24.495191070496382,15.540686302141667,14.76245911545325,14.764781954076419,11.01069077626108,9.367607865627189,6.022496950763719,4.036085965180295
2024-11-08,24.450182128741275,15.643145090596851,14.73533368252328,14.630557671926894,10.990459068804464,9.344958984678135,6.129941606271937,4.075421766457161
2024-11-11,24.365013647625542,15.512811865917667,14.64608403751939,14.633767722478508,10.938632138729327,9.288570963454376,6.64978082809951,3.9653387961756854
2024-11-12,24.247710940286186,15.433274990962909,14.575572059386838,14.509941610006818,10.885969284399783,9.243852149129676,7.157430861864982,3.9462481039628154
2024-11-13,24.23973929992231,15.425506429518629,14.549222284111455,14.489002894421912,10.882390429787026,9.24081315443483,7.228374766332222,3.9449507414716143
2024-11-15,24.226943371081997,15.417363450744986,14.541541887440273,14.480815623189585,10.841093907685414,9.235935016675684,7.313438503850503,3.9428682393315615
2024-11-18,24.187725922991973,15.554281885207793,14.518002716386599,14.457374752985483,10.823544849554075,9.220984315032007,7.301599850063633,3.936485707778433
2024-11-25,24.187716167024632,15.554275611485885,14.517996860641382,14.457368921694178,10.823540483945239,9.220980595805898,7.301596905009193,3.93652445439359
2024-11-26,24.183944449410774,15.550237028304265,14.515732993143555,14.472321156716944,10.821852712433214,9.219542719873747,7.300458328656396,3.935910611461107
2024-11-27,24.18368437431317,15.525873211216732,14.515576890375337,14.497437513988654,10.821736333800015,9.219443572545744,7.300379819238036,3.9358682845223156
2024-11-28,23.983282730487353,15.397215788087944,14.39369169702282,14.544208445953826,10.732060430129746,9.143045302600575,7.239884152255131,4.566611453462601
2024-11-29,23.981620276349037,15.384417892103771,14.402291733456682,14.548532374800796,10.731316513691148,9.146143997163326,7.239382303717336,4.566294908717905
2024-12-02,23.98417799357281,15.377526431669612,14.403827784365836,14.549017490462868,10.732461043241885,9.143386599955072,7.242820737920355,4.5667819188115635
2024-12-03,23.98507332349865,15.378100475091209,14.404365479594142,14.543161173042657,10.732861686263819,9.143727922790845,7.245757542831202,4.566952396887476
2024-12-04,24.001584949913315,15.388686953047193,14.413214319782321,14.40108171497451,10.740250323360467,9.150022580199733,7.250745613537714,4.654413545184748
2024-12-05,24.00760646549567,15.388811156149393,14.416830305759895,14.38334317503211,10.74294483644431,9.152318137083187,7.252564679977981,4.655581244057449
2024-12-06,24.00747831668483,15.388729013106403,14.41675335099714,14.383800183221428,10.742887492301831,9.152269283454759,7.252525966933403,4.655556393300207
2024-12-09,23.9958224988846,15.381257665254381,14.447100658169838,14.38642018698719,10.737671736710725,9.14729226035222,7.2500718591547235,4.654363134486325
2024-12-10,23.99569447584445,15.38170912503026,14.44702357968054,14.38634343224168,10.737614448848227,9.147243457517295,7.250033178411824,4.654338302425725
2024-12-11,23.995438433862294,15.382612030130344,14.446869425169309,14.386189925207654,10.737499874957068,9.14714585340967,7.249955818164236,4.654288639099424
2024-12-12,23.99287831453444,15.380970829763044,14.457064171854006,14.384655035024958,10.736354270510688,9.146169926882695,7.2491823064792005,4.652725144950972
2024-12-13,23.982643297773425,15.374409528856184,14.474892437103618,14.343858666853299,10.731774296217052,9.142268302355886,7.246089909583846,4.704063561256695
2024-12-16,23.983282730487353,15.377485677339367,14.469945908834891,14.34424110728581,10.732060430129746,9.142512056364128,7.246283107092507,4.7041889824661975
2024-12-18,23.979424272022726,15.362762368256053,14.483612780495712,14.341933389066371,10.742596534030566,9.141041198374074,7.245117316624795,4.703512141129703
2024-12-19,23.97456700149468,15.358051330818748,14.480678980889003,14.340094392927888,10.740420514416936,9.139189589698868,7.243649746160423,4.723348443593456
2025-01-10,23.97456700149468,15.363381855321038,14.480678980889003,14.340094392927888,10.740420514416936,9.139189589698868,7.238319221658135,4.723348443593456
2025-01-17,23.97456700149468,15.363381855321038,14.480678980889003,14.320371452269418,10.740420514416936,9.139189589698868,7.238319221658135,4.743071384251925
2025-02-04,23.97469479919274,15.363463750641,14.480756170914585,14.320447787767234,10.740477766796838,9.139238306632594,7.237824750610082,4.743096667444927
2025-02-05,23.97456700149468,15.363914907771264,14.480678980889003,14.320371452269418,10.740420514416936,9.139189589698868,7.237786169207904,4.743071384251925
2025-02-06,23.97443920515907,15.36436606009175,14.480601791686345,14.320295117585413,10.740363262647401,9.139140873284513,7.237747588217045,4.743046101328466
2025-02-12,23.97443920515907,15.364899109700545,14.480601791686345,14.320295117585413,10.740363262647401,9.139140873284513,7.237214538608249,4.743046101328466
2025-02-18,23.97776235273796,15.353700783371666,14.482608978439421,14.32174696039639,10.741852007050024,9.140407668874865,7.238217704178303,4.743703544951374
2025-02-19,23.969711698344888,15.34854570105651,14.477746369582087,14.354244476563233,10.738245376173545,9.1373387309952,7.232056824674051,4.74211082261049
2025-02-20,23.964986055592203,15.34498688682171,14.474892073374122,14.351414528826082,10.736128324784813,9.135537299292709,7.230631020419473,4.7614238108888935
2025-03-03,23.9617941084333,15.342943055576274,14.47296413189642,14.362822245001034,10.734698357155187,9.134320517765698,7.229667957387048,4.760789626785041
2025-03-04,23.961666448232762,15.342861313650841,14.47288702491958,14.363278490440587,10.734641166373112,9.134271853246515,7.229629440201854,4.76076426293475
2025-03-07,23.96153878939248,15.342779572596388,14.472809918764332,14.363734731018726,10.73458397620042,9.134223189245864,7.229590923427071,4.760738899354718
2025-03-10,23.961283475792584,15.34368160730687,14.472655708918566,14.363581683384584,10.734469597683145,9.13412586280013,7.22951389110871,4.76068817300541
2025-03-11,23.959879348241845,15.341717018141448,14.471807613505241,14.362207253808723,10.733840559404797,9.133590604420133,7.2232302579778365,4.773727344499978
2025-03-12,23.960389921037688,15.342043942298163,14.471050525864925,14.367840677471289,10.734069292066797,9.133785236572624,7.223384181326707,4.767436223361806
2025-03-14,23.957709656593376,15.338197035329312,14.469431760797907,14.360906681269137,10.732868554334186,9.13276351030305,7.222576156922572,4.7855466444504575
2025-03-20,23.952606049502904,15.341852939860722,14.46634940043926,14.349326412839483,10.730582177846609,9.13081799726049,7.221037562815943,4.807427459434587
2025-03-25,23.952223366625162,15.36930072246501,14.466118276351652,14.344304157449017,10.730410738878374,9.109369890794136,7.220922194683177,4.807350652753472
2025-04-01,23.951968251499927,15.367006824095544,14.46596419772942,14.344683926256737,10.73029644927621,9.114598366775697,7.208596634923136,4.816885349443326
2025-04-03,23.951075391356397,15.370161697450458,14.465424948397828,14.344149197903109,10.729896454840379,9.114258600894225,7.208327919276952,4.81670578988065
2025-04-14,23.951075391356397,15.370161697450458,14.468620129213111,14.344149197903109,10.729896454840379,9.111063420078942,7.208327919276952,4.81670578988065
2025-04-24,23.950692757386342,15.369916149144396,14.468388983618569,14.345517605697555,10.72972503778241,9.110917864929084,7.208212761561311,4.816628839880332
2025-04-28,23.949417399111162,15.369097711450417,14.4676185516396,14.350078649256268,10.729153687143162,9.11043271468265,7.20782892908148,4.816372357635261
