date,CHINA INTERNATIONAL CAPITAL CORPORATION,ABCI SECURITIES CO LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,UOB KAY HIAN (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA MERCHANTS SECURITIES (HK) CO LTD,CHINA CONSTRUCTION BANK (ASIA),CITIC SECURITIES BROKERAGE (HK) LTD,CMB INTERNATIONAL SECURITIES LTD,CITIBANK N.A.,TOTAL_CCASS_PCT
2024-05-22,0.0,9.493034622562304,0.44497360134889746,0.0,3.792476228918863,2.154427076220203,1.7893583115883134,0.7057977226184212,3.88337506444658,0.5658225831212514,22.829265210824833
2024-05-23,0.0,9.493034622562304,0.4446902508640853,0.0,3.800240032202715,2.154427076220203,1.7893583115883134,0.7057977226184212,3.88337506444658,0.5658225831212514,22.836745663623873
2024-05-24,0.0,9.493034622562304,0.4446902508640853,0.0,3.8042636090870463,2.154427076220203,1.7893583115883134,0.7057977226184212,3.88337506444658,0.5658225831212514,22.840769240508205
2024-05-27,0.0,9.493034622562304,0.4446902508640853,0.0,3.805085325493001,2.154427076220203,1.7893583115883134,0.7057977226184212,3.88337506444658,0.5658225831212514,22.84159095691416
2024-05-28,0.0,9.493034622562304,0.4446902508640853,0.0,3.8067854284018736,2.154427076220203,1.7893583115883134,0.7057977226184212,3.88337506444658,0.5658225831212514,22.84329105982303
2024-05-29,0.0,9.493034622562304,0.4445485756216793,0.0,3.806870433547317,2.154427076220203,1.7893583115883134,0.7057977226184212,3.88337506444658,0.5658225831212514,22.84323438972607
2024-05-31,0.0,9.493034622562304,0.4445485756216793,0.0,3.8078338251956785,2.154427076220203,1.7893583115883134,0.7057977226184212,3.88337506444658,0.5658225831212514,22.844197781374433
2024-06-04,0.0,9.493034622562304,0.4445485756216793,0.0,3.8110356856740553,2.154427076220203,1.7893583115883134,0.7057977226184212,3.88337506444658,0.5658225831212514,22.84739964185281
2024-06-11,0.0,9.493034622562304,0.4445485756216793,0.0,3.811602386643679,2.154427076220203,1.7893583115883134,0.7057977226184212,3.88337506444658,0.5658225831212514,22.84796634282243
2024-06-12,0.0,9.493034622562304,0.4445485756216793,0.0,3.812735788582928,2.154427076220203,1.7893583115883134,0.7057977226184212,3.88337506444658,0.5658225831212514,22.84909974476168
2024-06-14,0.0,9.493034622562304,0.4445485756216793,0.0,3.812735788582928,2.154427076220203,1.789131631200464,0.7057977226184212,3.88337506444658,0.5658225831212514,22.84887306437383
2024-06-20,0.0,9.493034622562304,0.4445485756216793,0.0,3.8133024895525516,2.154427076220203,1.789131631200464,0.7057977226184212,3.88337506444658,0.5658225831212514,22.849439765343455
2024-06-24,0.0,9.493034622562304,0.4445485756216793,0.0,3.813330824601033,2.154427076220203,1.789131631200464,0.7057977226184212,3.88337506444658,0.5658225831212514,22.849468100391938
2024-06-25,0.0,9.493034622562304,0.4445485756216793,0.0,3.813330824601033,2.154427076220203,1.789131631200464,0.7057977226184212,3.88337506444658,0.5658792532182139,22.849524770488898
2024-06-26,0.0,9.493034622562304,0.4445485756216793,0.0,3.813897525570657,2.154427076220203,1.789131631200464,0.7057977226184212,3.88337506444658,0.5658792532182139,22.850091471458523
2024-07-04,0.0,9.493034622562304,0.4445485756216793,0.0,3.813897525570657,2.1557304884503385,1.7890182910065389,0.7057977226184212,3.88337506444658,0.5658792532182139,22.851281543494732
2024-07-05,0.0,9.493034622562304,0.4445485756216793,0.0,3.813897525570657,2.1559855038866695,1.7890182910065389,0.7057977226184212,3.88337506444658,0.5658792532182139,22.851536558931066
2024-07-09,0.0,9.493034622562304,0.4445485756216793,0.0,3.8139825307161006,2.1559855038866695,1.7890182910065389,0.7057977226184212,3.88337506444658,0.5658792532182139,22.851621564076506
2024-07-23,0.0,9.493034622562304,0.4445485756216793,0.0,3.8139825307161006,2.1559855038866695,1.7890182910065389,0.7061377432001957,3.88337506444658,0.5658792532182139,22.85196158465828
2024-08-02,0.0,9.493034622562304,0.4445485756216793,0.0,3.8139825307161006,2.1559855038866695,1.7890182910065389,0.7061377432001957,3.88337506444658,0.5659642583636575,22.852046589803727
2024-08-06,0.0,9.493034622562304,0.4445485756216793,0.0,3.814265881200913,2.1559855038866695,1.7890182910065389,0.7061377432001957,3.88337506444658,0.5659642583636575,22.852329940288538
2024-08-07,0.0,9.493034622562304,0.4443785653307921,0.0,3.814265881200913,2.1559855038866695,1.7890182910065389,0.7061377432001957,3.88337506444658,0.5659642583636575,22.85215992999765
2024-08-22,0.0,9.493034622562304,0.4443785653307921,0.0,3.814889252267499,2.1559855038866695,1.7890182910065389,0.7061377432001957,3.88337506444658,0.5659642583636575,22.852783301064235
2024-08-26,0.0,9.493034622562304,0.4443785653307921,0.0,3.814889252267499,2.1559855038866695,1.7890182910065389,0.7061377432001957,3.88337506444658,0.5660775985575824,22.852896641258162
2024-08-27,0.0,9.493034622562304,0.4443785653307921,0.0,3.814889252267499,2.1559855038866695,1.7890182910065389,0.7061377432001957,3.88337506444658,0.5676076911755676,22.85442673387615
2024-08-29,0.0,9.493034622562304,0.4443785653307921,0.0,3.815795973818898,2.1559855038866695,1.7890182910065389,0.7061377432001957,3.88337506444658,0.5676076911755676,22.855333455427544
2024-08-30,17.182571744344173,9.493034622562304,0.4443785653307921,0.0,3.815795973818898,2.1559855038866695,1.7890182910065389,0.7061377432001957,3.88337506444658,0.5676076911755676,40.037905199771714
2024-09-03,17.182571744344173,9.493034622562304,0.4443785653307921,0.0,3.8162776696430782,2.154427076220203,1.7890182910065389,0.7061377432001957,3.88337506444658,0.5676076911755676,40.03682846792943
2024-09-11,17.182571744344173,9.493034622562304,0.4443785653307921,0.0,3.8162776696430782,2.154427076220203,1.7890182910065389,0.7140715567749342,3.88337506444658,0.5676076911755676,40.04476228150417
2024-09-13,17.182571744344173,9.493034622562304,0.4443785653307921,0.0,3.816164329449154,2.154427076220203,1.7890182910065389,0.7242721742281691,3.88337506444658,0.5676076911755676,40.05484955876348
2024-09-16,17.182571744344173,9.493034622562304,0.4443785653307921,0.0,3.8156826336249736,2.154427076220203,1.7890182910065389,0.7242721742281691,3.88337506444658,0.5676076911755676,40.0543678629393
2024-09-20,17.182571744344173,9.493034622562304,0.4443785653307921,0.0,3.814860917219018,2.154427076220203,1.7890182910065389,0.7242721742281691,3.88337506444658,0.5676076911755676,40.05354614653334
2024-09-23,17.182571744344173,9.493034622562304,0.4443785653307921,0.0,3.814860917219018,2.154427076220203,1.7890182910065389,0.7242721742281691,3.88337506444658,0.5676643612725301,40.05360281663031
2024-09-24,17.182571744344173,9.493034622562304,0.4443785653307921,0.0,3.8172410612914396,2.154427076220203,1.7890182910065389,0.7242721742281691,3.88337506444658,0.5676643612725301,40.05598296070273
2024-09-26,17.182571744344173,9.493034622562304,0.4443785653307921,0.0,3.8172410612914396,2.154427076220203,1.7893016414913512,0.7242721742281691,3.88337506444658,0.5676643612725301,40.056266311187535
2024-09-27,17.182571744344173,9.493034622562304,0.4443785653307921,0.0,3.8172410612914396,2.154427076220203,1.7893016414913512,0.7242721742281691,3.88337506444658,0.5682310622421541,40.05683301215717
2024-09-30,17.182571744344173,9.493034622562304,0.4443785653307921,0.0,3.8172410612914396,2.1555604781594515,1.7893016414913512,0.7242721742281691,3.88337506444658,0.5682310622421541,40.05796641409641
2024-10-02,17.182571744344173,9.493034622562304,0.45004557502703374,0.0,3.8172410612914396,2.1555604781594515,1.7893016414913512,0.7242721742281691,3.88337506444658,0.5679477117573422,40.06335007330784
2024-10-03,17.182571744344173,9.493034622562304,0.45004557502703374,0.0,3.8209246175939966,2.1555604781594515,1.7932685482787203,0.7242721742281691,3.88337506444658,0.5676643612725301,40.070717185912955
2024-10-04,17.182571744344173,9.493034622562304,0.4551742188021325,0.0,3.8643622469156895,2.166469471824717,1.7932685482787203,0.7242721742281691,3.88337506444658,0.5676076911755676,40.13013578257805
2024-10-07,17.182571744344173,9.498701632258545,0.45347411589326,0.0,3.871134323502698,2.173864919478312,1.7932685482787203,0.7242721742281691,3.88337506444658,0.5674093458361992,40.148071868266655
2024-10-08,17.182571744344173,9.493034622562304,0.45234071395401165,0.0,3.9225907715445727,2.1764717439385834,1.7980288364235633,0.7242721742281691,3.8898637905487767,0.5657092429273267,40.20488364047148
2024-10-09,17.182571744344173,9.50513368826378,0.45234071395401165,6.063615369833164,3.7968964964819323,2.1760467182113654,1.8008623412716842,0.7248388751977932,3.891620563554612,0.5658792532182139,46.15980576433073
2024-10-10,17.182571744344173,9.515901006686638,0.45234071395401165,6.063615369833164,3.8122540927587467,2.1716547856967776,1.8008623412716842,0.7259722771370416,3.8895521050154835,0.575683179992712,46.19040761669043
2024-10-14,17.182571744344173,9.515901006686638,0.45404081686288417,6.063615369833164,3.7963014604638268,2.1832721555740733,1.7980288364235633,0.7248388751977932,3.8895521050154835,0.5816335401737659,46.189755910575364
2024-10-15,17.182571744344173,9.515901006686638,0.45404081686288417,6.063615369833164,3.800976743463226,2.1832721555740733,1.7980288364235633,0.7248388751977932,3.8895521050154835,0.5820018958040215,46.194799549205015
2024-10-16,17.182571744344173,9.515901006686638,0.46375973849193863,6.063615369833164,3.7721033290608745,2.1804386507259523,1.7980288364235633,0.7248388751977932,3.8895521050154835,0.5827102720160517,46.17351992779563
2024-10-17,17.182571744344173,9.515901006686638,0.46942674818818036,6.063615369833164,3.7502003365849004,2.1782001818959373,1.7980288364235633,0.7248388751977932,3.8895521050154835,0.5826819369675705,46.15501714113741
2024-10-18,17.182571744344173,9.515901006686638,0.4733936549755496,6.063615369833164,3.7342760393384613,2.180183635289622,1.7980288364235633,0.7248388751977932,3.8895521050154835,0.5826819369675705,46.14504320407202
2024-10-21,17.182571744344173,9.522701418322129,0.47509375788442204,6.0637853801240515,3.727928988478671,2.180750336259246,1.7980288364235633,0.7248388751977932,3.8895521050154835,0.5826819369675705,46.147933379017104
2024-10-22,17.182571744344173,9.524004830552265,0.47509375788442204,6.0637853801240515,3.7297707666299496,2.182450439168118,1.7980288364235633,0.7248388751977932,3.8895521050154835,0.5826819369675705,46.152778672307385
2024-10-23,17.182571744344173,9.524004830552265,0.4765105103084825,6.0637853801240515,3.731640879829709,2.181883738198494,1.7980288364235633,0.7248388751977932,3.8895521050154835,0.582625266870608,46.15544216686462
2024-10-24,17.182571744344173,9.525449918024806,0.4765105103084825,6.0637853801240515,3.737874590495575,2.179050233350373,1.7980288364235633,0.7248388751977932,3.8895521050154835,0.5837303337613753,46.16139252704568
2024-10-25,17.182571744344173,9.525449918024806,0.4765105103084825,6.0637853801240515,3.7382146110773493,2.1909509537124805,1.8121963606641676,0.7248388751977932,3.8895521050154835,0.583701998712894,46.18777245718168
2024-10-28,17.182571744344173,9.525449918024806,0.47908899972027247,6.0637853801240515,3.7491519397910955,2.18811744886436,1.8121963606641676,0.7248388751977932,3.8895521050154835,0.583701998712894,46.198454770459094
2024-10-29,17.182571744344173,9.526583319964054,0.480789102629145,6.0637853801240515,3.7620727218985266,2.188910830221834,1.8121963606641676,0.7248388751977932,3.8895521050154835,0.5836453286159315,46.21494576867516
2024-10-31,17.182571744344173,9.526583319964054,0.48248920553801744,6.0637853801240515,3.7620727218985266,2.188910830221834,1.8121963606641676,0.7248388751977932,3.8895521050154835,0.5837303337613753,46.21673087672947
2024-11-01,17.182571744344173,9.526583319964054,0.48305590650764163,6.0637853801240515,3.7626394228681512,2.189080840512721,1.8126497214398667,0.7248388751977932,3.8884753731731974,0.5837303337613753,46.21741091789303
2024-11-04,17.182571744344173,9.526583319964054,0.48305590650764163,6.0637853801240515,3.7633194640317003,2.189080840512721,1.8126497214398667,0.7248388751977932,3.8884753731731974,0.5837870038583376,46.218147629153535
2024-11-05,17.182571744344173,9.526583319964054,0.48305590650764163,6.0637853801240515,3.7816805754475227,2.189477531191458,1.8126497214398667,0.7248388751977932,3.8884753731731974,0.5837303337613753,46.23684876115114
2024-11-06,17.182571744344173,9.531116927721047,0.48305590650764163,6.0637853801240515,3.805312005880851,2.189505866239939,1.8126497214398667,0.7248388751977932,3.8884753731731974,0.5836736636644129,46.26498546429298
2024-11-07,17.182571744344173,9.531116927721047,0.48305590650764163,6.0637853801240515,3.8068987685957985,2.198403071463039,1.8121963606641676,0.7248388751977932,3.8884753731731974,0.5835886585189692,46.274931066309875
2024-11-08,17.182571744344173,9.531116927721047,0.48305590650764163,6.0637853801240515,3.8080321705350464,2.198403071463039,1.8121963606641676,0.7248388751977932,3.8884753731731974,0.5874138900639324,46.27988969979409
2024-11-11,17.182571744344173,9.537350638386915,0.48305590650764163,6.0637853801240515,3.825316550108584,2.2025966586382575,1.8121963606641676,0.7248388751977932,3.8884753731731974,0.5875839003548196,46.3077713874996
2024-11-12,17.182571744344173,9.537350638386915,0.48305590650764163,6.0637853801240515,3.8395124093976696,2.2038434007714307,1.8121963606641676,0.7248388751977932,3.8884753731731974,0.5877255755972257,46.32335566416426
2024-11-13,17.182571744344173,9.537350638386915,0.48305590650764163,6.0637853801240515,3.850846428790153,2.1955128965179553,1.8121963606641676,0.7248388751977932,3.8884753731731974,0.5878955858881129,46.326529189594154
2024-11-14,17.182571744344173,9.537350638386915,0.48305590650764163,6.0637853801240515,3.85546504169259,2.1955128965179553,1.8121963606641676,0.7248388751977932,3.8884753731731974,0.5873855550154511,46.330637771623934
2024-11-15,17.182571744344173,9.537350638386915,0.4847560094165141,6.0637853801240515,3.8550116809168906,2.200046504274949,1.8121963606641676,0.7248388751977932,3.8884753731731974,0.5873288849184888,46.33636145141713
2024-11-18,17.182571744344173,9.537350638386915,0.4847560094165141,6.0637853801240515,3.8963241816024925,2.200046504274949,1.8121963606641676,0.7248388751977932,3.8884753731731974,0.5873288849184888,46.37767395210274
2024-11-19,17.182571744344173,9.537350638386915,0.4847560094165141,6.0637853801240515,3.8959274909237553,2.2096804207585596,1.8121963606641676,0.7248388751977932,3.8884753731731974,0.5872722148215263,46.38685450781065
2024-11-20,17.182571744344173,9.537350638386915,0.4847560094165141,6.0637853801240515,3.915620349618196,2.20945374037071,1.8121963606641676,0.7248388751977932,3.8884753731731974,0.5872722148215263,46.40632068611724
2024-11-21,17.182571744344173,9.534772148975124,0.4847560094165141,6.0637853801240515,3.9197005965994896,2.20945374037071,1.8300474412073289,0.7248388751977932,3.8884753731731974,0.5872722148215263,46.42567352422991
2024-11-22,17.182571744344173,9.534772148975124,0.4847560094165141,6.0637853801240515,3.91831217922391,2.20945374037071,1.8478985217504902,0.7248388751977932,3.8884753731731974,0.5879805910335565,46.44284456360952
2024-11-25,17.182571744344173,9.534772148975124,0.4847560094165141,6.0637853801240515,3.91831217922391,2.20945374037071,1.8478985217504902,0.7248388751977932,3.8884753731731974,0.5886606321971055,46.44352460477307
2024-11-26,17.182571744344173,9.534772148975124,0.4847560094165141,6.0637853801240515,3.9083382421585244,2.2094820754191913,1.8478985217504902,0.7248388751977932,3.8884753731731974,0.5897940341363538,46.43471240469541
2024-11-27,17.182571744344173,9.534772148975124,0.4847560094165141,6.0637853801240515,3.9083382421585244,2.2094820754191913,1.8478985217504902,0.7248388751977932,3.8884753731731974,0.5898507042333163,46.43476907479238
2024-11-28,17.182571744344173,9.534772148975124,0.4847560094165141,6.0637853801240515,3.9094716440977737,2.2094820754191913,1.8478985217504902,0.7248388751977932,3.8884753731731974,0.5897940341363538,46.43584580663466
2024-11-29,17.182571744344173,9.534772148975124,0.4847560094165141,6.0637853801240515,3.9090182833220735,2.2094820754191913,1.8478985217504902,0.7248388751977932,3.8884753731731974,0.589822369184835,46.43542078090744
2024-12-02,17.182571744344173,9.534772148975124,0.4847560094165141,6.0637853801240515,3.9089332781766304,2.2094820754191913,1.8478985217504902,0.7248388751977932,3.8884753731731974,0.5897373640393914,46.435250770616555
2024-12-03,17.182571744344173,9.534772148975124,0.4847560094165141,6.0637853801240515,3.909839999728029,2.209510410467672,1.8478985217504902,0.7248388751977932,3.8884753731731974,0.5893690084091358,46.43581747158618
2024-12-04,17.182571744344173,9.534772148975124,0.4847560094165141,6.0637853801240515,3.909783329631066,2.209510410467672,1.8478985217504902,0.7248388751977932,3.8884753731731974,0.5892556682152108,46.43564746129529
2024-12-05,17.182571744344173,9.534772148975124,0.4847560094165141,6.0637853801240515,3.909783329631066,2.209510410467672,1.8478985217504902,0.7248388751977932,3.8884753731731974,0.590615750542309,46.437007543622386
2024-12-06,17.182571744344173,9.534772148975124,0.4847560094165141,6.0637853801240515,3.909783329631066,2.209510410467672,1.8478985217504902,0.7248388751977932,3.8884753731731974,0.5924008585966251,46.43879265167671
2024-12-09,17.182571744344173,9.534772148975124,0.4847560094165141,6.0637853801240515,3.9101233502128405,2.209510410467672,1.8478985217504902,0.7248388751977932,3.8884753731731974,0.5924008585966251,46.43913267225848
2024-12-10,17.182571744344173,9.534772148975124,0.4847560094165141,6.0637853801240515,3.904314665274193,2.209510410467672,1.8478985217504902,0.7248388751977932,3.8884753731731974,0.5982095435352728,46.43913267225848
2024-12-11,17.182571744344173,9.534772148975124,0.4847560094165141,6.0637853801240515,3.904796361098374,2.209510410467672,1.8478985217504902,0.7248388751977932,3.8884753731731974,0.5982095435352728,46.43961436808266
2024-12-12,17.182571744344173,9.534772148975124,0.4847560094165141,6.0637853801240515,3.9112850872005707,2.209510410467672,1.8478985217504902,0.7248388751977932,3.8884753731731974,0.5984078888746411,46.44630143952423
2024-12-13,17.182571744344173,9.534772148975124,3.4581793269375662,6.0637853801240515,3.916357060878707,2.208915374449567,1.8478985217504902,0.7248388751977932,0.916185457591394,0.5987762445048969,46.45228013475376
2024-12-16,17.182571744344173,9.534772148975124,3.459879429846439,6.0637853801240515,3.9183971843693537,2.208915374449567,1.8478985217504902,0.7248388751977932,0.916185457591394,0.5987195744079344,46.45596369105632
2024-12-17,17.182571744344173,9.534772148975124,3.459879429846439,6.0637853801240515,3.918255509126948,2.208915374449567,1.8497119648532876,0.7248388751977932,0.916185457591394,0.599739636153258,46.458655520662035
2024-12-18,17.182571744344173,9.534772148975124,3.459879429846439,6.0637853801240515,3.9182271740784667,2.208915374449567,1.8497119648532876,0.7248388751977932,0.916185457591394,0.5998246412987016,46.458712190758995
2024-12-19,17.182571744344173,9.534772148975124,3.459879429846439,6.0637853801240515,3.9204939779569634,2.208915374449567,1.8497119648532876,0.7248388751977932,0.916185457591394,0.598917919747303,46.4600722730861
2024-12-20,17.182571744344173,9.534772148975124,3.452994013065505,6.0637853801240515,3.9203806377630386,2.208915374449567,1.8497119648532876,0.7248388751977932,0.916185457591394,0.6007030278016191,46.45485862416555
2024-12-23,17.182571744344173,9.534772148975124,3.4541274150047534,6.064068730608863,3.9203806377630386,2.208915374449567,1.8497119648532876,0.7248388751977932,0.916185457591394,0.6013263988682057,46.4568987476562
2024-12-27,17.182571744344173,9.534772148975124,3.4541274150047534,6.064068730608863,3.9207773284417753,2.208915374449567,1.8497119648532876,0.7248388751977932,0.916185457591394,0.6006180226561755,46.45658706212291
2024-12-30,17.182571744344173,9.534772148975124,3.4541274150047534,6.065768833517736,3.918680534854166,2.208915374449567,1.8497119648532876,0.7248388751977932,0.916185457591394,0.5992579403290774,46.45483028911707
2025-01-02,17.18228839385936,9.534772148975124,3.4541274150047534,6.065768833517736,3.9223074210597604,2.208915374449567,1.8497119648532876,0.7248388751977932,0.916185457591394,0.5988045795533781,46.45772046406215
2025-01-03,17.18228839385936,9.534772148975124,3.452994013065505,6.065485483032924,3.8601686597404705,2.208915374449567,1.8497119648532876,0.9746689976566083,0.916185457591394,0.5996546310078144,46.644845124232056
2025-01-06,17.18228839385936,9.534772148975124,3.455827517913626,6.065485483032924,3.861982102843268,2.208915374449567,1.8497119648532876,0.9746689976566083,0.916185457591394,0.6003346721713634,46.65017211334652
2025-01-07,17.18228839385936,9.534772148975124,3.455827517913626,6.065485483032924,3.874449524174999,2.208915374449567,1.8497119648532876,0.9746689976566083,0.916185457591394,0.6006746927531379,46.66297955526002
2025-01-08,17.18228839385936,9.534772148975124,3.455827517913626,6.065485483032924,3.874817879805255,2.208915374449567,1.8497119648532876,0.9746689976566083,0.916185457591394,0.6006746927531379,46.66334791089029
2025-01-09,17.18228839385936,9.534772148975124,3.455827517913626,6.065485483032924,3.874817879805255,2.208915374449567,1.8497119648532876,0.9746689976566083,0.916185457591394,0.6008163679955439,46.66348958613269
2025-01-10,17.18228839385936,9.534772148975124,3.455827517913626,6.065485483032924,3.8719843749571345,2.208915374449567,1.8497119648532876,0.9746689976566083,0.916185457591394,0.6034798625527775,46.6633195758418
2025-01-13,17.18228839385936,9.534772148975124,3.455827517913626,6.065485483032924,3.870964313211811,2.208915374449567,1.8497119648532876,0.9746689976566083,0.916185457591394,0.6043015789587326,46.66312123050243
2025-01-14,17.18228839385936,9.534772148975124,3.455827517913626,6.065485483032924,3.8732594521387886,2.208915374449567,1.8497119648532876,0.9746689976566083,0.916185457591394,0.6062000272069735,46.66731481767765
2025-01-15,17.18228839385936,9.533468736744988,3.455827517913626,6.065485483032924,3.8740528334962625,2.208915374449567,1.8497119648532876,0.9746689976566083,0.916185457591394,0.6062566973039359,46.666861456901955
2025-01-16,17.18228839385936,9.533468736744988,3.455827517913626,6.065485483032924,3.872267725441946,2.208915374449567,1.8497119648532876,0.9746689976566083,0.916185457591394,0.6062850323524172,46.66510468389612
2025-01-17,17.18228839385936,9.533468736744988,3.455827517913626,6.065485483032924,3.8682158135091336,2.208915374449567,1.8497119648532876,0.9746689976566083,0.916185457591394,0.6062850323524172,46.661052771963305
2025-01-20,17.18228839385936,9.533468736744988,3.455827517913626,6.065485483032924,3.861868762649343,2.208915374449567,1.8497119648532876,0.9746689976566083,0.916185457591394,0.6075884445825528,46.65600913333365
2025-01-21,17.18228839385936,9.533468736744988,3.455827517913626,6.065485483032924,3.860707025661613,2.208915374449567,1.8497119648532876,0.9746689976566083,0.916185457591394,0.6075601095340716,46.65481906129744
2025-01-22,17.18228839385936,9.533468736744988,3.455827517913626,6.065485483032924,3.8598569742071773,2.2091137197889354,1.8497119648532876,0.9746689976566083,0.916185457591394,0.6076451146795152,46.65425236032782
2025-01-23,17.18228839385936,9.533468736744988,3.455827517913626,6.065485483032924,3.859828639158696,2.2091137197889354,1.8497119648532876,0.9746689976566083,0.916185457591394,0.6077017847764775,46.65428069537629
