date,CHINA INTERNATIONAL CAPITAL CORPORATION,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA MERCHANTS SECURITIES (HK) CO LTD,UOB KAY HIAN (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,DEUTSCHE BANK AG,BANK OF CHINA (HONG KONG) LTD
2024-05-10,0.0,60.54956179677783,0.0,15.502270557949846,0.0,0.0,0.0,0.0,23.94816764527232
2024-05-13,0.0,60.499661609120935,0.0,15.567137328852304,0.0,0.0,0.0,0.0,23.93320106202676
2024-05-14,0.0,60.54116558741905,0.0,15.57527752081406,0.0,0.0,0.0,0.0,23.883556891766883
2024-05-16,0.0,59.590829044003144,2.054348503122859,15.141477115078624,0.0,0.0,0.0,0.0,23.213345337795367
2024-05-17,0.0,59.619765399218,2.0558735195783986,15.093783645945486,0.0,0.0,0.0,0.0,23.23057743525812
2024-05-20,0.0,59.6164312115921,2.070341731105014,15.072904147486337,0.0,0.0,0.0,0.0,23.24032290981655
2024-05-21,0.0,59.59845594862231,2.0167895748190388,15.147461441227986,0.0,0.0,0.0,0.0,23.237293035330662
2024-05-22,0.0,59.671397410838225,1.964816860712161,15.137814792782075,0.0,0.0,0.0,0.0,23.225970935667544
2024-05-23,0.0,59.79245379207994,1.9644384526931724,15.021609955873775,0.0,0.0,0.0,0.0,23.221497799353116
2024-05-24,0.0,59.78396932296416,1.9643271839545962,15.03152099417159,0.0,0.0,0.0,0.0,23.22018249890965
2024-05-27,0.0,59.80448272930775,1.96537360800204,14.997591453911763,0.0,0.0,0.0,0.0,23.232552208778444
2024-05-28,0.0,59.85381193869167,1.9650395217723886,14.972377255857438,0.0,0.0,0.0,0.0,23.2087712836785
2024-05-29,0.0,59.85205187261031,1.9673470313935941,14.974075040560933,0.0,0.0,0.0,0.0,23.206526055435166
2024-05-30,0.0,59.880524873632076,1.9674251578535324,14.958785052561113,0.0,0.0,0.0,0.0,23.193264915953275
2024-05-31,0.0,59.67027042365427,1.9681620839363243,15.345194517749214,0.0,0.0,0.0,0.0,23.016372974660197
2024-06-03,0.0,59.67130716952018,1.9673916743251985,15.449811089553764,0.0,0.0,0.0,0.0,22.91149006660086
2024-06-04,0.0,59.69059483115367,1.9659529599836738,15.481596117979853,0.0,0.0,0.0,0.0,22.86185609088281
2024-06-05,0.0,59.734510766370605,1.9656632413038673,15.453808614230086,0.0,0.0,0.0,0.0,22.846017378095436
2024-06-06,0.0,59.66592793701716,1.9656632413038673,15.552431856440835,0.0,0.0,0.0,0.0,22.815976965238143
2024-06-07,0.0,59.686679929491646,1.9656186767781538,15.550378897371807,0.0,0.0,0.0,0.0,22.79732249635839
2024-06-11,0.0,59.57685635565836,1.9660532671179292,15.700080501604363,0.0,0.0,0.0,0.0,22.757009875619353
2024-06-12,0.0,59.67482255833466,1.9660309757590877,15.622803238168666,0.0,0.0,0.0,0.0,22.736343227737592
2024-06-13,0.0,59.676980464631114,1.9660086849057246,15.625460606129321,0.0,0.0,0.0,0.0,22.731550244333835
2024-06-14,0.0,59.67437457128442,1.9659975396685923,15.632741682209083,0.0,0.0,0.0,0.0,22.726886206837907
2024-06-17,0.0,59.6909244488285,1.9660198302692222,15.6261160904097,0.0,0.0,0.0,0.0,22.716939630492583
2024-06-18,0.0,59.65049556598853,1.9663876981696946,15.676101698759384,0.0,0.0,0.0,0.0,22.7070150370824
2024-06-19,0.0,59.673996913580254,1.9675925925925926,15.678331517792301,0.0,0.0,0.0,0.0,22.68007897603486
2024-06-20,0.0,59.63424045030528,1.9678158832474635,15.715290859983206,0.0,0.0,0.0,0.0,22.68265280646406
2024-06-21,0.0,59.77792151789565,1.9677265609042012,15.590317968271261,0.0,0.0,0.0,0.0,22.664033952928893
2024-06-24,0.0,59.82530274240663,1.9670457445903407,15.592297439097019,0.0,0.0,0.0,0.0,22.615354073906015
2024-06-25,0.0,54.7469651911709,1.799866099926822,14.269180666490207,0.0,0.0,8.491755803633986,0.0,20.692232238778082
2024-06-26,0.0,54.76049644065334,1.7993898262872798,14.27474420438744,0.0,0.0,8.489508747898636,0.0,20.675860780773302
2024-06-27,0.0,54.770600319561744,1.7990911165985348,14.284306198252786,0.0,0.0,8.488099437654334,0.0,20.6579029279326
2024-06-28,0.0,54.75536921632014,1.799511205433818,14.297500505917943,0.0,0.0,8.49008141387201,0.0,20.657537658456093
2024-07-02,0.0,54.808899681412996,1.799445845397092,14.261179083258096,0.0,0.0,8.489773045671056,0.0,20.640702344260763
2024-07-03,0.0,54.76045994180709,1.798689881591436,14.334023142313299,0.0,0.0,8.486206413667553,0.0,20.62062062062062
2024-07-04,0.0,54.81305890408117,1.7988671494076396,14.299645206133164,0.0,0.0,8.486524057513952,0.0,20.601904682864078
2024-07-05,0.0,54.82875415601188,1.7988204965947934,14.286825766495673,0.0,0.0,8.48630396331817,0.0,20.59929561757948
2024-07-08,0.0,54.80803154508664,1.799315139566255,14.3177337345647,0.0,0.0,8.488637542803778,0.0,20.586282037978624
2024-07-09,0.0,54.81697918342563,1.7998474177794617,14.306399630481154,0.0,0.0,8.491148674247338,0.0,20.58562509406642
2024-07-10,0.0,54.87247109639036,1.8004080509596465,14.276592099593508,0.0,0.0,8.493793576052704,0.0,20.556735177003784
2024-07-11,0.0,54.88857627840098,1.8002211344300079,14.268361684566788,0.0,0.0,8.492911759056907,0.0,20.549929143545313
2024-07-12,0.0,54.91079539260928,1.8001837557812994,14.269103593619418,0.0,0.0,8.492735417629135,0.0,20.527181840360868
2024-07-15,0.0,54.891942133740436,1.8007913512166247,14.286901164179413,0.0,0.0,8.495601873487658,0.0,20.52476347737587
2024-07-16,0.0,54.858671931829996,1.8019328691676193,14.335965914995324,0.0,0.0,8.500987218123246,0.0,20.50244206588382
2024-07-17,0.0,54.864543219885356,1.8022793532997614,14.34495876272587,0.0,0.0,8.494306813634545,0.0,20.49391185045447
2024-07-18,0.0,54.86365740379564,1.8036853848434258,14.378513883904656,0.0,0.0,8.500933568415741,0.0,20.45320975904053
2024-07-19,0.0,54.87078672137883,1.8036291014619381,14.374424664159893,0.0,0.0,8.500668299710316,0.0,20.450491213289023
2024-07-22,0.0,54.912018126448615,1.802251255027907,14.402939311735421,0.0,0.0,8.494174383919013,0.0,20.38861692286905
2024-07-23,0.0,54.94819541292985,1.8019890467332453,14.382138069356834,0.0,0.0,8.492938572334168,0.0,20.374738898645912
2024-07-24,0.0,54.798303580234744,1.8672037624389408,14.532731869124433,0.0,0.0,8.484694327791074,0.0,20.317066460410814
2024-07-25,0.0,54.79703743687425,1.8669130279076769,14.553305894504105,0.0,0.0,8.483373211329157,0.0,20.299370429384805
2024-07-26,0.0,54.77333970228607,1.8675915493689026,14.57365226556456,0.0,0.0,8.486456456612375,0.0,20.29896002616809
2024-07-29,0.0,48.94860396583587,1.635101325426484,13.184338263005662,11.42436804991123,0.0,7.4217526143004395,0.0,17.385835781520314
2024-07-30,0.0,50.047068620617864,1.7745775138716655,13.647637064728405,11.38698552639916,0.0,7.398372511925559,0.0,15.745358762457345
2024-07-31,0.0,52.13147715694849,2.141846017906572,13.282961707345661,11.333165027184448,0.0,7.4078749244876425,0.0,13.702675166127184
2024-08-01,0.0,50.47100370517401,2.0763034272859597,15.060953420669579,10.411704380044991,4.269634114066428,6.750777424904062,3.306950509461427,7.652673018393543
2024-08-02,0.0,51.167048245778645,2.236095298861935,20.267480702105566,10.393547768283478,4.305797083317694,6.785018745334518,3.168149195347654,1.6768629609705037
2024-08-05,0.0,51.66040383610567,2.3867120975581657,19.260602230560405,10.550417862844915,4.376061695369924,6.908077257153665,3.218290484000515,1.6394345364067384
2024-08-06,0.0,52.135645330403655,2.4299362126079314,18.922339790048834,10.436152037061017,4.315152325294813,6.80816578873716,3.173495858205682,1.7791126576409109
2024-08-07,0.0,52.02565286286449,2.621849019094081,19.038766266984418,10.397561148057113,4.294192754147587,6.760910160912656,3.140895271605092,1.7201725163345685
2024-08-08,0.0,51.18786736419692,2.554327356823315,19.40697386392837,10.552958963775174,4.35924390081931,6.897949331872725,3.1884755388849815,1.8522036796992072
2024-08-09,0.0,51.32443206986015,2.6834567276255563,19.15627834377439,10.544411398679577,4.3557130502647174,6.899111982956822,3.1858929739079076,1.850703452930878
2024-08-12,0.0,50.22066889461466,2.646326011717986,20.096601103769654,10.631648766550168,4.3899929419968196,6.930023725095028,3.210966266146245,1.8737722901094416
2024-08-13,0.0,50.85255809457364,2.6381598026318556,19.74395938318252,10.510610218929017,4.339493382535273,6.850305340623962,3.1740294455115134,1.8908843320122222
2024-08-14,0.0,49.7849751377503,2.6726918424942885,20.804915333960487,10.502620615508668,4.336194731890875,6.845098105093402,3.1716167181830404,1.8818875151189356
2024-08-15,0.0,49.35347543710773,2.472252795725124,21.43277236790146,10.505709076549516,4.337469858260308,6.847111014022736,3.172549382041825,1.8786600683912924
2024-08-16,0.0,50.015093580197224,2.542848997115449,20.707972764473066,10.485007043670759,4.328922653786812,6.844519353323941,3.1662977124840683,1.9093378949486817
2024-08-19,0.0,50.40460394049055,2.4523354778179867,20.43166130545503,10.474467229593888,4.324571103069293,6.848110172899075,3.163114863959255,1.9011359067149176
2024-08-20,0.0,52.56598860312146,2.4049273744906072,18.008843571923773,10.571703951706995,4.3647170226077545,6.924787365359577,3.192478736535958,1.9665533742538766
2024-08-21,0.0,53.02423683645503,2.378215896030413,17.66632565854562,10.52830998901196,4.346801049126219,6.883312072950478,3.179374481646606,1.9934240162336705
2024-08-22,0.0,52.796073384308684,2.3759053170817874,17.955770896947367,10.521445815563462,4.342577871989637,6.876624523683347,3.1762855292267056,1.9553166611990143
2024-08-23,0.0,53.090151988340615,2.4022485946283574,17.864251509473245,10.416822819071413,4.299396210701644,6.775765146783261,3.1447012283989175,2.00666250260254
2024-08-26,0.0,51.66742009198701,2.3714234761800093,19.392753016120537,10.374874025904008,4.2820824399367945,6.76838599707201,3.132037441782342,2.01102351101729
2024-08-27,0.0,52.49163358207404,2.775364276954416,18.09058596104679,10.399717308611695,4.292336153318506,6.779604647779001,3.139537300712964,2.031220769502588
2024-08-28,0.0,52.22044628956928,2.8026984950700573,18.36927867151012,10.385469641930461,4.286455630513752,6.767825635703166,3.1352361183186304,2.0325895173845354
2024-08-29,0.0,51.70232010090281,2.8092638077535845,18.9371182952735,10.379049389272438,4.283805762081784,6.763641795007966,3.1332979288369622,1.9915029208709505
2024-08-30,0.0,51.59551065472385,2.365871678440683,19.487726521836578,10.383271211907392,4.285548259631588,6.766393000340354,3.1345724413305334,1.9811062317890142
2024-09-02,0.0,51.41978190549238,2.369776903324774,19.54013405809184,10.42785206923,4.3122853236402445,6.805449027912096,3.148030813352453,1.9766898989562143
2024-09-03,0.0,50.596194929090366,2.4510935486714147,20.08385761832612,10.493954109149211,4.341877185103731,6.896638560234365,3.169633301295638,1.9667507481291524
2024-09-04,0.0,50.70100394301651,2.4586359588053037,20.09516760956192,10.45463858469541,4.342335787787938,6.870800352906249,3.1577582926696692,1.9196594705569983
2024-09-05,0.0,51.00690508952359,2.2672616782169728,19.993810095399812,10.473067641437229,4.360118611955717,6.813913901772906,3.158524293284372,1.9263986884094038
2024-09-09,0.0,50.94871109030726,2.215052325387007,20.07506101842255,10.458390451034806,4.356966130596142,6.895917616770872,3.1562405964759774,1.893660771005383
2024-09-10,0.0,50.43087139328546,2.348429774552442,20.146585551460117,10.64020644415252,4.39799167591329,6.982369771406464,3.210597693233172,1.842947695996531
2024-09-11,0.0,50.08403854456138,2.371521621587637,20.60851450869935,10.490357572480626,4.377968069544515,6.9435537616155525,3.1653819876687583,1.9586639338421752
2024-09-12,0.0,50.834695575465425,2.2873125436370403,20.015134475247606,10.536855791863339,4.366839612189524,6.934265371735322,3.1573358306611095,1.867560799200632
2024-09-13,0.0,50.66316985166377,2.400023386342376,20.16737939329146,10.45160697581184,4.328561405853267,6.959942536415877,3.15381531471335,1.8755011359080582
2024-09-16,0.0,51.06138912873905,2.45022587628737,19.756145378400134,10.439530644508682,4.315217345964052,6.95190065614663,3.1501712321624473,1.8754197377916264
2024-09-17,0.0,50.90139329168313,2.446458752007534,19.766747668737967,10.522000891303069,4.349306717566239,6.990002270300268,3.175056967719694,1.8490334406820992
2024-09-19,0.0,50.869740590415205,2.48485306846161,19.754455844908865,10.51545785329535,4.346602129393871,6.965067520441005,3.1730825791379904,1.890740413946101
2024-09-20,0.0,50.86824447814998,2.4847799873114043,19.753874853471928,10.515148586818146,4.346474292988921,6.964862673260256,3.1729892567087794,1.8936258712905816
2024-09-23,0.0,50.84312572199913,2.5363591355898496,19.63626054171621,10.590166847915777,4.369020366193727,7.01032062050668,3.1956263249874115,1.8191204410912185
2024-09-24,0.0,51.1491004991994,2.540522489660664,19.018383895467817,10.714805586238194,4.429003228099018,7.074417529348301,3.2332365759887662,1.8405301959978422
2024-09-25,0.0,51.21890621854212,2.382982004480674,19.137962792411127,10.720634662257385,4.422845442434471,7.052564393631103,3.2349955236092134,1.8291089626339168
2024-09-26,0.0,50.065729777581055,2.4822396813101695,19.30994799159013,11.077569990040944,4.570100697134005,7.2820626314042265,3.3427022241894435,1.8696470067500277
2024-09-27,0.0,50.014982311927255,2.485722080349915,18.897838521983747,11.196482958179224,4.640044365532632,7.347146875852538,3.3775050649158977,2.0402778212587824
2024-09-30,0.0,50.28245257698306,2.4595589568749774,18.378912625584853,11.350241195458997,4.687896703057561,7.442602734757535,3.4238874179391385,1.9744477893438757
2024-10-02,0.0,50.159227734164425,2.801320933350849,18.200432157207377,11.340729231312825,4.674908155268558,7.43047659601455,3.4210180609097045,1.9718871317717088
2024-10-03,0.0,50.374934707356154,2.923782458190575,18.46564500278877,11.047072676245872,4.568271759050225,7.243278177649111,3.342983364762335,2.0340318539569555
2024-10-04,0.0,50.231293477877045,3.303877255552809,18.412991277940606,11.019986581447085,4.5552455948303265,7.310904339842509,3.3334510399378505,1.8322504325717717
2024-10-07,0.0,50.27767591663979,3.2755596594548986,18.429993417070552,11.003653746747194,4.559451805445717,7.2712652920567455,3.33652907313237,1.8458710894527335
2024-10-08,0.0,50.2625755815751,3.278992628450031,18.42445817561868,10.99593217644019,4.5580824253238585,7.291165181903706,3.3355269841129624,1.8532668465754756
2024-10-09,0.0,50.30012110925469,3.4410056488185217,18.438221019969767,11.00414600295259,4.5614872570079825,7.318711821854475,3.338018581872508,1.5982885582694637
2024-10-10,0.0,49.94840580467352,3.0420982510220873,19.62974089699883,10.861340055817518,4.493266630964355,7.118692772894107,3.2880958911863183,1.618359696443266
2024-10-14,0.0,49.16854791403736,2.989850151981087,19.871749293421264,11.063512096272463,4.608315409637911,7.261318591464174,3.356026805553087,1.6806797376326503
2024-10-15,0.0,47.97463468926148,3.0194234014289307,20.766165224571857,11.17294366854558,4.631458011704305,7.333141851865149,3.3892219868595843,1.7130111657631133
2024-10-16,0.0,47.28848685380866,2.993471377236987,21.715675810296368,11.071974952858717,4.589604013235137,7.266873020955633,3.3585939445689688,1.7153200270395277
2024-10-17,0.0,47.39940501334676,3.024815077788663,21.16696475917421,11.187906132317122,4.666870388179359,7.3474560276102565,3.393760729083343,1.812821872500292
2024-10-18,0.0,46.9982585590923,3.0210409148848316,21.586686055905638,11.17394660778083,4.661047377964489,7.341878960880415,3.38952622035511,1.827615303136389
2024-10-21,0.0,47.29373156832746,2.984988580678064,21.67941639504202,11.045477726778865,4.589902215126721,7.254262843965497,3.3490764761968115,1.803144193884565
2024-10-22,0.0,46.82897572028345,3.2267809938467686,21.839305151387254,11.065597440966746,4.5849345802696755,7.267476731012729,3.3551769331585843,1.831752449074794
2024-10-23,0.0,46.8088520425219,3.2025138731028946,21.766842726928306,11.101602371242004,4.599852911680149,7.256802834793073,3.3660939136636134,1.8974393260680618
2024-10-24,0.0,47.065908717160085,3.1934326845724086,21.61222793598023,11.070122181578983,4.586809367402542,7.236225127003951,3.3565488704093016,1.8787251158924945
2024-10-25,0.0,47.082681371093216,3.1670958905324,21.684301044764872,11.040287941986072,4.592178226160345,7.212290725661677,3.3475028922744134,1.8736619075270058
2024-10-28,0.0,46.54771688892424,3.422236361868908,22.006150746308226,11.005505624928198,4.595385172812994,7.189568475657715,3.3369566177965124,1.8964801117032088
2024-10-29,0.0,46.64312403358311,2.680743028468539,25.297256503960003,10.202081103140522,4.232752150213483,6.733439152137088,3.097455837055448,1.1131481914418018
2024-10-30,0.0,49.272399325879064,2.32824322030888,24.019307960389476,9.856847971519574,4.0731429112710025,6.4582206838301754,2.585972127388334,1.405865799413499
2024-10-31,42.54483087008178,28.587740912474054,1.470554243156907,13.076652813284454,5.749538862666599,2.3854322209021186,3.7427246628727815,1.5144720844332056,0.9280533301281014
2024-11-01,41.81225197281394,29.291611549514208,1.5463212151621584,13.316608128449573,5.6814760753546505,2.3536924690963827,3.692469096382794,1.4943210327053777,0.8112484605209141
2024-11-04,41.98028417352675,29.399938173366458,1.651458078107647,12.603931715918067,5.699270674711762,2.3677310770428552,3.7700507207382556,1.5003263072325712,1.027009079355629
2024-11-05,42.47191011235955,28.781883470404264,1.5994439939766014,12.605814896328043,5.76253909417352,2.4000926676705667,3.832039847098344,1.5178964438781422,1.0283794741109695
2024-11-06,42.23006435978826,29.072703065037018,1.5896453070795766,12.648287808496228,5.729725745297405,2.3956399353177216,3.812522747061886,1.5092531592501648,1.0121578726717375
2024-11-07,42.080497630059796,29.045252659727083,1.5688659864804377,12.970057268773024,5.709432706322518,2.3837122559764956,3.737963802462901,1.5039078190811748,1.000309871116569
2024-11-08,42.0755721616833,28.87637819129892,1.6352394679102902,12.934113046112605,5.81594433071083,2.3708103443527433,3.7714933580589194,1.5037317885962416,1.0167173112761523
2024-11-11,42.1777941379469,28.456724796392585,1.6318501817512538,13.277734321078544,5.796254543781346,2.3788708415773248,3.7742143284406207,1.5073850825932913,0.9991717664381357
2024-11-12,42.35847007666253,28.36513357023701,1.6051071380710986,13.133366912658328,5.816462803195889,2.389061149799217,3.7929233883079254,1.5138422295439526,1.0256327315240545
2024-11-13,42.13175221482988,28.93998414285222,1.5990439748583773,12.921736932216438,5.786480057913061,2.376274029898767,3.738150229239202,1.5057395980557757,1.0008388201362797
2024-11-14,41.97086558471439,29.127776137068658,1.626133520145237,12.768914132915754,5.878851564664163,2.385514751501249,3.714031268100265,1.4999896978729543,1.027923343017333
2024-11-15,41.88092959078542,28.33090800267738,1.5088831066772361,13.761333756719155,5.885672121185816,2.3632696046292216,3.7250337528355812,1.496775490529788,1.0471945739604012
2024-11-18,41.79156873964215,28.28892328524176,1.750262721774791,13.69344643097313,5.873113931206788,2.35822712382915,3.7186813988424285,1.493581838117795,1.032194530372005
2024-11-19,41.81406392194161,28.515125182179585,1.6622533020406394,13.488702014638228,5.876731418822601,2.3617772972874342,3.7241042694456037,1.494385789650147,1.062856803994152
2024-11-20,41.9816300313036,28.404524022707133,1.7300562640402484,13.311013966397292,5.880817328500014,2.375821805349778,3.7397152677751544,1.500374406617036,1.0760469073097454
2024-11-21,42.072675365924184,28.12165803013682,1.8721915978574675,13.35158555672341,5.893571025322091,2.3729420350387613,3.7264828592804062,1.5036282605003832,1.0852652692164702
2024-11-22,42.23376120750822,27.74186562969379,1.99661816606924,13.367689203011398,5.916136047400964,2.382027441693313,3.7333787930446642,1.5093852802683352,1.119138231310069
2024-11-25,42.221214012477745,28.01827674436279,1.7459173262891714,13.362335996388868,5.9143784271774456,2.38707730998381,3.7290454224078964,1.5089368581778988,1.1128179027343723
2024-11-26,42.17109969659259,27.78696613292419,2.0145883987495656,13.352456357868924,5.9073583772879195,2.389994686344826,3.7352005502278427,1.5071458310809722,1.1351899689231681
2024-11-27,42.2255900941571,27.551777192238948,2.2369221130990766,13.300381419174146,5.914991431888117,2.3930828619336295,3.7319655064399035,1.5090932542241713,1.136196126844908
2024-11-28,42.272812169257264,27.114274712174563,2.4478709103192884,13.39711263757168,5.898548017791797,2.407288272770664,3.741442482181686,1.5107809160146928,1.2098698819183598
2024-11-29,42.46167956753151,27.157825984241025,2.555853564761415,13.019682504389074,5.924901680123404,2.4180436081657612,3.731523043214423,1.5175308161592018,1.212959231414185
2024-12-02,41.90620306896134,27.82203407264839,1.765807116716993,13.861300136921484,5.847850286986516,2.369267412915422,3.696880064551965,1.4976787351106458,1.232979105187244
2024-12-03,42.037462939481,27.04632536212111,2.0944209157760296,14.11269149367936,5.866167099660408,2.3824209891518446,3.711669735457258,1.5023698095209705,1.246471655152014
2024-12-04,41.86371514496907,27.336665745648187,2.2403584208110594,14.044542280456978,5.841921259770598,2.361156464293788,3.702037582120976,1.49616026634941,1.1134428355799335
2024-12-05,41.787758395503246,27.310316217516075,1.9470410310063209,14.46627324676272,5.854115523218841,2.356872425732306,3.706717542288081,1.4934456608702193,1.0774599571021866
2024-12-06,42.34262116368877,26.82461521405739,2.0350233735518564,14.025054969420372,5.93184715729569,2.3881672548548623,3.742077936475675,1.513275807911901,1.1973171227434822
2024-12-09,41.953673149008424,27.48557148807045,1.7595690440338503,14.174496890032085,5.900243030605379,2.366230187971129,3.7077042074959614,1.499375260308205,1.1531367424745185
2024-12-10,42.05086565192261,27.597643885387136,1.8703035974787372,13.700879873019367,5.913911902599249,2.378593120659125,3.7224867652051046,1.5028488068041068,1.262466396924573
2024-12-11,42.11762057153884,27.850744691360298,1.8820026603504403,13.589152754197864,5.78545812934633,2.3823690903117756,3.7244906164064133,1.5052345496357526,1.1629269368522863
2024-12-12,42.10823698027921,27.839256921571597,1.8007340747580265,13.661921364882929,5.784169158754002,2.39791629342778,3.7192967949689697,1.5048991910477791,1.183569220309708
2024-12-13,41.999867139771254,27.553607956953286,1.917310542459151,13.974834440120123,5.770715314890196,2.3754492622821264,3.713901532244948,1.5008624461400668,1.1934513651388505
2024-12-16,41.9286013204022,27.83615487169871,2.0231379104532223,13.644003649743535,5.76092350402821,2.3714185748163126,3.707599744792369,1.4983157668463334,1.2298446572191057
2024-12-17,41.93483461642263,28.01114297868837,1.8889544537607554,13.615155548846591,5.7368500500885125,2.3786325607351806,3.704034069337139,1.4985385132631637,1.2318572088576616
2024-12-18,41.999289894744074,27.882397406970483,1.8930031725670304,13.65303340930696,5.7456677852733335,2.3822886005199804,3.709727296675104,1.5008418183275876,1.2337506156154436
2024-12-19,42.169395161846765,27.55580803782941,2.0917951949658917,13.543195168286589,5.76893885380203,2.3988371504666577,3.724752411486819,1.5069205186824106,1.240357502633431
2024-12-20,42.130248760334375,27.517359914337842,2.119495034444092,13.645283296338679,5.721074085818409,2.396610278539883,3.7189968703900296,1.505521624639819,1.2454101351568712
