date,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,UOB KAY HIAN (HONG KONG) LTD,CHINA SKY SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD,CITIBANK N.A.,DBS BANK (HONG KONG) LTD,REALINK FINANCIAL TRADE LTD,INTERACTIVE BROKERS HONG KONG LTD
2024-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2024-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.621337340345605,29.151014274981218,37.22764838467318
2024-03-15,0.0,0.0,0.0,0.0,0.0,0.0,25.96393897364771,24.549237170596395,21.525658807212206,27.96116504854369
2024-03-20,0.0,0.0,0.0,0.0,25.165152766308836,0.0,19.322873658133773,18.270024772914947,16.01981833195706,21.222130470685386
2024-03-21,0.0,0.0,0.0,0.0,25.159958720330238,0.0,19.318885448916408,18.28689370485036,16.016511867905056,21.217750257997935
2024-03-25,0.0,0.0,0.0,0.0,25.149577057974003,0.0,19.352176604085,18.279348050340417,16.009903032803795,21.208995254796783
2024-03-27,0.0,0.0,0.0,0.0,25.13920395957929,0.0,19.385440296968447,18.27180862033409,16.00329964941225,21.200247473705918
2024-03-28,0.0,0.0,0.0,0.0,25.102965403624385,0.0,19.43986820428336,18.307248764415156,15.980230642504118,21.16968698517298
2024-04-05,29.0223586146427,0.0,0.0,0.0,17.813824346047056,0.0,13.809732573432704,12.991378050562618,11.340055531199766,15.022650884115155
2024-04-15,22.668645131834268,21.08206825704828,0.0,0.0,14.222120762470036,0.0,10.843511014724347,10.249971464444698,8.857436365711676,12.076247003766694
2024-04-25,22.647964420116317,21.06283498688562,0.0,0.0,14.209145854715475,0.0,10.890637472915953,10.240620367202647,8.849355684798722,12.099441213365264
2024-04-26,22.639142335766422,21.06523722627737,0.0,0.0,14.210766423357665,0.0,10.891879562043796,10.287408759124087,8.85036496350365,12.055200729927007
2024-05-02,22.639142335766422,21.06523722627737,0.0,0.0,14.210766423357665,0.0,10.846259124087592,10.264598540145986,8.85036496350365,12.123631386861314
2024-05-10,22.68053016453382,21.103747714808044,0.0,0.0,13.893967093235831,0.0,10.934643510054846,10.180530164533822,8.86654478976234,12.340036563071298
2024-05-13,22.693494912541443,21.11581113524637,0.0,0.0,13.90190922602035,0.0,10.883731565108038,10.186349605579055,8.871613124499829,12.347090431004917
2024-05-16,22.592761211017528,21.022080582745275,0.0,0.0,14.466196221261097,0.0,10.755747780559982,10.141133621670841,8.832233098110631,12.189847484634646
2024-05-17,22.60562578294044,21.034050791481608,0.0,0.0,14.474433435827356,0.0,10.704931101241316,10.146908097027673,8.837262270811982,12.196788520669626
2024-05-21,19.13437439753229,17.707730865625603,15.808752650857913,0.0,12.02043570464623,0.0,8.88760362444573,8.55986119144014,7.480239059186427,10.401002506265664
2024-05-22,19.132530120481928,17.70602409638554,15.80722891566265,0.0,12.019277108433734,0.0,8.886746987951808,8.559036144578315,7.4795180722891565,10.409638554216867
2024-05-27,18.9033189033189,17.67195767195767,16.180856180856182,0.0,11.996151996151996,0.0,8.85040885040885,8.542568542568544,7.465127465127465,10.38961038961039
2024-05-28,18.906956605407483,17.67535841431733,16.58808813624555,0.0,11.767535841431732,0.0,8.659674781102664,8.544212450687963,7.466564033484076,10.391609737323199
2024-05-29,18.856155839170903,17.627866807408118,16.946550235102197,0.0,11.735917858171002,0.0,8.454083101429804,8.492467133672392,7.446502255061895,10.440456769983687
2024-05-30,18.827249209542973,17.600843154163073,17.073871802242024,0.0,11.717926607262623,0.0,8.39321644150618,8.47944811727508,7.435086710740634,10.472357957267414
