date,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,HANG SENG SECURITIES LTD,DBS BANK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,KGI ASIA LTD
2024-03-01,56.426669156838095,29.140832947863483,0.0,8.532818504869226,0.0,0.0,5.8996793904292,0.0,0.0,0.0
2024-03-05,45.17389115093628,23.348916254930263,19.836356145857536,6.88223170305611,0.0,0.0,4.758604745219811,0.0,0.0,0.0
2024-03-06,42.58571017942606,22.013518431691427,18.70902201485727,6.485164043091982,5.718747984913216,0.0,4.487837346020047,0.0,0.0,0.0
2024-03-07,42.42093213104813,22.076036296629717,18.756603038096546,6.506408270745532,5.737481571801306,0.0,4.502538691678761,0.0,0.0,0.0
2024-03-08,42.210082257867846,22.21610718185284,18.710092464927712,6.558725629265242,5.773885485616045,0.0,4.531106980470309,0.0,0.0,0.0
2024-03-11,42.233189351840615,22.207224150064306,18.699853738922876,6.55886070783302,5.771576817950183,0.0,4.529295233389,0.0,0.0,0.0
2024-03-12,40.81571132259834,21.464683214271815,18.074588428830427,6.338219999669496,5.578593128388669,0.0,4.3778496002763445,0.0,3.35035430596491,0.0
2024-03-13,40.84978179541146,21.476990643498187,18.084952044061218,6.273848625433769,5.5817917844985665,0.0,4.380359773549401,0.0,3.3522753335473956,0.0
2024-03-14,40.908993967054734,21.483603345178842,18.078308322691925,6.20356324995268,5.5957366831330795,0.0,4.378750596496466,0.0,3.3510438354922725,0.0
2024-03-15,40.631916512839574,21.640478017808316,18.19017701439199,6.248862073354712,5.636597117306206,0.0,4.276455888189677,0.0,3.375513376109529,0.0
2024-03-18,40.6308254237807,21.653323408462672,18.189688553476955,6.2648060756535076,5.609592752696177,0.0,4.276341052498163,0.0,3.37542273343183,0.0
2024-03-20,40.49871927980413,21.700524075332936,18.22933906872077,6.2811534716694135,5.621820737925195,0.0,4.285662769337422,0.0,3.3827805972101346,0.0
2024-03-21,40.43158944454052,21.72695579372019,18.247017060683493,6.291285297060188,5.627272526464882,0.0,4.2898188120609495,0.0,3.3860610654697734,0.0
2024-03-22,40.40551714995571,21.74551497827375,18.252636667098667,6.290063962231056,5.628590112272724,0.0,4.2908232426013955,0.0,3.38685388756669,0.0
2024-03-25,40.39817545627755,21.771325615880617,18.279696650318357,6.296181099101729,5.635270915177169,0.0,4.295916195509641,0.0,3.3234340677349308,0.0
2024-03-26,40.67060255855335,21.647718444817325,18.18648248961039,6.263150536460042,5.598998969290436,0.0,4.327048089135312,0.0,3.3059989121331497,0.0
2024-03-27,40.51335182289652,21.883675350977235,18.14849616761538,6.250068619540864,5.587304273638394,0.0,4.3180101323948765,0.0,3.2990936329367373,0.0
2024-03-28,40.506286117157195,21.79707045490166,18.260310457105536,6.245195746098959,5.580557141000205,0.0,4.312795777552279,0.0,3.2977843061841616,0.0
2024-04-02,40.65555013873736,21.50496211568033,18.330888606355288,6.268415988729201,5.601306192926542,0.0,4.328831169946825,0.0,3.3100457876244556,0.0
2024-04-03,40.74374411424845,21.393246367017333,18.340982236244464,6.274553622990651,5.604390468480306,0.0,4.3312147761440185,0.0,3.3118684148747746,0.0
2024-04-05,40.75412220037277,21.393378532244984,18.33840950364375,6.266534262739423,5.604425091815606,0.0,4.331241533933699,0.0,3.311888875249768,0.0
2024-04-08,40.82026848489042,21.444354905803582,18.382106463986844,6.281466228301277,5.617779376489762,0.0,4.341562063067213,0.0,3.1124624774608987,0.0
2024-04-09,40.82637648345352,21.444272486284145,18.3685628983756,6.282925399052671,5.617309883905336,0.0,4.34536444605294,0.0,3.1151884028757824,0.0
2024-04-10,40.83301225888747,21.455547074456828,18.378220394666776,6.286228723818726,5.620263253184703,0.0,4.336864208562051,0.0,3.089864086423445,0.0
2024-04-11,40.910961359876424,21.514273725575173,18.20080024835853,6.299476831353696,5.632107851150239,0.0,4.346004067438311,0.0,3.096375916247625,0.0
2024-04-12,40.903081570278786,21.525338658290234,18.195943934514265,6.303666256597442,5.631023060585972,0.0,4.3451669911022,0.0,3.0957795286310983,0.0
2024-04-15,39.144933683591546,20.65946169059395,17.46399499710135,6.04879900356861,5.404509868383527,4.13667330055453,4.1703785671839295,0.0,2.9712488890225575,0.0
2024-04-16,39.15903860480656,20.668346880881874,17.475196261333146,6.0089793580599435,5.407173525523831,4.138712094014522,4.169839981904321,0.0,2.972713293475802,0.0
2024-04-17,39.1017206661675,20.68605449347364,17.490168141142604,6.019319979105677,5.411806123116577,4.142257936882944,4.173412493600335,0.0,2.975260166510721,0.0
2024-04-18,39.0986754114158,20.684443456806534,17.444673816426725,6.073367420686676,5.411384649891591,4.141935336484544,4.170491456009038,0.0,2.9750284522790897,0.0
2024-04-19,39.10730486542685,20.689008712577383,17.430347937040114,6.078602747081829,5.412578994571582,4.14284950148187,4.163622172125465,0.0,2.9756850696949066,0.0
2024-04-22,38.929901209475894,20.74043955952421,17.473678072835106,6.0950150768000535,5.426034135208076,4.153148219105055,4.173972528570952,0.0,3.0078111984806584,0.0
2024-04-23,38.937502896446006,20.71845399298188,17.477090088452904,6.097506999636025,5.432300749248746,4.153959187839145,4.1747875635851255,0.0,3.008398521810173,0.0
2024-04-24,38.942572337253225,20.721151417529466,17.479365505906394,6.090489202466193,5.427800231954159,4.154500009634378,4.175331097116093,0.0,3.0087901981400966,0.0
2024-04-25,38.973016724283596,20.73735072629641,17.493030462702226,6.017072955902074,5.432043558500594,4.157747900018085,4.178595272753995,0.0,3.0111423995430258,0.0
2024-04-26,38.388002969379045,20.42675069639742,17.231023234466974,5.926950400486271,5.350683460291743,4.0954739558145725,4.116009080632194,1.4990641116864367,2.9660420908453387,0.0
2024-04-29,38.387121116065906,20.426199028057187,17.22947531822734,5.931551284177003,5.350202791807426,4.095106046691653,4.115639326775346,1.4989294461096365,2.9657756420885013,0.0
2024-04-30,38.38178012503292,20.427537225197362,17.229119722847283,5.943864048132079,5.350889487510827,4.095631651390512,4.105899609150187,1.4991218329126037,2.966156297826222,0.0
2024-05-02,38.353947829086714,20.40131787665389,17.245539229828612,5.927929518855924,5.350408782011333,4.095263713935755,4.102963990427017,1.4989871569655162,3.0236419022352363,0.0
