date,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,RICHES DEPOT SECURITIES CO LTD,INTERACTIVE BROKERS HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA GALAXY INTERNATIONAL SECURITIES,UBS SECURITIES HONG KONG LTD
2024-07-18,8.079716092077634,23.985982491051065,17.64842864986064,17.42303752044692,20.193023750362848,12.669811496200897,0.0
2024-07-25,8.078377032428307,23.982007269528776,17.662076860391416,17.42014998253761,20.189677139789673,12.667711715324218,0.0
2024-07-30,8.063188608814515,23.936917905160602,17.81769003464932,17.38739778289547,20.150910936564472,12.643894731915623,0.0
2024-08-01,8.063351271616922,23.937400796772884,17.8180494799673,17.387748547709137,20.149300100302682,12.64414980363107,0.0
2024-08-19,8.062794862825365,23.937545668055822,17.81815731639071,17.387853779912955,20.14942204566261,12.644226327152536,0.0
2024-08-23,8.068980526798414,23.955910219847265,17.755108550773386,17.401193499268953,20.164880401747084,12.6539268015649,0.0
2024-08-27,8.068947945827192,23.956217271065533,17.755036859104422,17.40112323664001,20.164798979888904,12.653875707473938,0.0
2024-08-28,8.060941012556004,23.930831652247857,17.737418280286867,17.42419383530727,20.144789159408855,12.701826060193147,0.0
2024-09-03,8.059461796453167,23.926440245403523,17.75453033424373,17.420996423484013,20.139075977976276,12.69949522243929,0.0
2024-09-05,8.060924754483356,23.930783386270107,17.757753146558088,17.406006636391727,20.142731634354664,12.70180044194206,0.0
2024-09-16,8.061119855683627,23.93136259085324,17.75818294326982,17.406427919667543,20.14079882275016,12.702107867775608,0.0
2024-09-17,8.052722798310596,23.906433917382575,17.86601536196855,17.366132827312246,20.119818680253694,12.688876414772347,0.0
2024-10-03,8.052553763278372,23.906328768083792,17.86608735668868,17.36620280765466,20.119899757129854,12.688927547164642,0.0
2024-10-04,8.050717343174622,23.90685862443875,17.866483338021325,17.366587709619676,20.120144202056967,12.68920878268866,0.0
2024-10-07,8.047011829526504,23.90782205980613,17.86720334905284,17.367287575088113,20.120955034581034,12.68972015194538,0.0
2024-10-10,8.046995615016062,23.907773886193525,17.867167347123,17.367252580474993,20.120914491402715,12.689896079789701,0.0
2024-10-16,8.045390701868474,23.90300565933282,17.863603874100594,17.36378881171739,20.11690152535257,12.70730942762815,0.0
2024-10-17,7.375472348227779,21.922536490794307,16.38435424546682,15.925927877695672,18.451060784572135,11.65873781832168,8.281910434921604
2024-10-23,7.394660332331441,21.92464307440351,16.385928653251035,15.945937493432933,18.452833786625863,11.659858131475332,8.23613852847989
2024-10-24,7.423907359386231,21.908974929518585,16.37421867451424,15.95300800151073,18.458112775717474,11.651525574091313,8.230252685261435
2024-10-25,7.423921068438355,21.909015386822905,16.374248911289353,15.9715035477527,18.458146860629622,11.65154708990013,8.211617135166936
2024-10-29,7.421796769461318,21.90274628744199,16.36956354355829,15.974317743906107,18.482771702651483,11.648213087647708,8.2005908653331
2024-11-01,7.4232082648575,21.906911805106887,16.372676747044853,15.977355778583298,18.481670722648722,11.650428373198858,8.187748308559874
2024-11-04,7.423564649537248,21.90796354546892,16.373462791427677,15.978122843795429,18.482558018824,11.650987704694966,8.183340446251757
2024-11-07,7.423783980195443,21.908610820503352,16.373946548563296,15.978594920535578,18.4803342276442,11.651331935387704,8.183397567170427
2024-11-14,7.422975262605822,21.90622418331375,16.372162835753137,15.987932516585843,18.478321053312637,11.650062685487141,8.18232146294167
2024-11-15,7.423235677848789,21.906992704626475,16.372737209317904,15.987754835158894,18.478969315807994,11.650471396791904,8.179838860448037
2024-11-18,7.422934146079784,21.90610284277237,16.37207214887413,15.987105412695826,18.482280699369014,11.649998154744575,8.179506595464302
2024-11-20,7.424030742678076,21.909339050636596,16.37449080951049,15.989467201857238,18.47023801490943,11.651719219231364,8.180714961176804
2024-11-21,7.424058161744328,21.90941996808425,16.374551285182527,15.99875946966752,18.460703688068524,11.651762252358825,8.180745174894028
2024-11-22,7.424332363546577,21.91022917543562,16.375156066472705,15.999350371379867,18.457692097707056,11.652192601116791,8.181047324341382
2024-11-25,7.424332363546577,21.91022917543562,16.375156066472705,16.014124059639045,18.44291840944788,11.652192601116791,8.181047324341382
2024-11-28,7.42440091716199,21.910431486613373,16.375307268775664,16.014271928302275,18.442165340682664,11.65230019327339,8.181122865190645
2024-12-04,7.427926278699134,21.92434576437188,16.38308282926174,16.02187605676076,18.450737556145853,11.657833107158154,8.134198407602483
2024-12-05,7.42999916191428,21.93046410839319,16.387654794051763,16.02634722094671,18.45551690938293,11.661086414429404,8.108931390881724
2024-12-06,7.430095283898243,21.93074782305767,16.387866801328883,16.026554553983633,18.455940483064605,11.661237274037447,8.107557780629522
2024-12-09,7.433276222726234,21.94068246313857,16.399358273182447,16.033814591466864,18.464301033627365,11.666519820540202,8.062047595318317
2024-12-10,7.4380346880690436,21.95509798220302,16.40985644056504,16.062580406797924,18.51293937920692,11.67398822727955,7.947502875878499
2024-12-11,7.439232139490224,21.95863253997043,16.41249826824402,16.06516632640473,18.516104829154543,11.675867626123445,7.932498270612612
2024-12-12,7.444839134622655,21.976479197239453,16.42486846938515,16.097459992443383,18.53006053153107,11.684667799544442,7.841624875233852
2024-12-13,26.417165217213622,17.490480255279543,13.072104729834551,12.84704887574682,14.747422276275454,9.299508333578041,6.126270312071968
2024-12-16,26.417009479096247,17.490377142987043,13.072027665359087,12.846973138051679,14.762073680181654,9.299453509833386,6.112085384490907
2024-12-20,26.421604525609876,17.49341946678136,13.07430144942224,12.849207775517943,14.76449402636178,9.301071082082162,6.095901674224635
2024-12-30,26.42417533353769,17.485391620814394,13.07557357193033,12.850457996532471,14.765930603699706,9.30197607130232,6.096494802183086
2025-01-02,26.421955060871355,17.48392242313515,13.074474906097544,12.849378245876888,14.78930755072551,9.301194479333853,6.079767333959697
2025-01-03,26.421994009807886,17.483948196405265,13.074494179345573,12.849397187307096,14.789181940571222,9.30120819034171,6.079776296221249
2025-01-09,26.422032958859244,17.483973969751364,13.074513452650422,12.849416128793148,14.789203741522607,9.301221901389988,6.079637847033222
2025-01-10,26.422071908025437,17.48399974317345,13.074532726012094,12.84943507033504,14.78922554253827,9.301235612478692,6.079499397437014
2025-01-13,26.422110857306457,17.484025516671522,13.07455199943059,12.849454011932782,14.789247343618205,9.301249323607818,6.079360947432623
2025-01-14,26.42226665557887,17.48412861142368,13.074629093672796,12.849234953322538,14.789039723021059,9.301304168528564,6.079396794452496
2025-01-17,26.42265615929834,17.48438635362327,13.074821833256008,12.849424370259094,14.787783586051406,9.301441283660163,6.079486413851712
2025-01-23,26.4226951103019,17.484412128261177,13.074841107526872,12.849443312259904,14.78780538548775,9.301454995395664,6.079347960766738
2025-01-24,26.42273406142029,17.484437902975074,13.074860381854561,12.849462254316556,14.787679769600834,9.301468707171592,6.079356922661094
2025-01-27,26.422773012653522,17.48446367776496,13.074879656239075,12.849481196429057,14.78770156894841,9.301482418987945,6.079218468977026
2025-02-03,26.42285091546451,17.484515227572714,13.074918205178584,12.849519080821603,14.787745167836375,9.301509842741936,6.078941560384272
2025-02-04,26.424409068156628,17.48554628756542,13.07568923170656,12.850276815587328,14.788617199587122,9.302058351782408,6.073403045614527
2025-02-05,26.42479863504386,17.485804071564345,13.075882002547312,12.850466263242572,14.788835223594928,9.302195489150652,6.072018314856329
2025-02-17,26.428694935768394,17.488382329662507,13.077810023616612,12.852361047066793,14.791015817293768,9.303567085260982,6.058168761330949
2025-02-18,26.429513304906592,17.488923860464933,13.078214980279993,12.852759022663376,14.791473823672705,9.303855171834922,6.055259836177479
2025-02-21,26.44054674896661,17.496224905355852,13.083674700696521,12.85812462270517,14.779504456477152,9.307739222380865,6.034185343417828
2025-02-26,26.440585752734947,17.49625071490924,13.083694001077179,12.858143590365664,14.779526258460804,9.307752952690901,6.034046729761265
2025-02-28,26.44370642708177,17.498463258317027,13.08523821604324,12.859661184537952,14.781270625582026,9.308851508756852,6.022808779681135
2025-03-03,26.455376471962595,17.506185619481982,13.091012948026389,12.865336365647288,14.78705585719467,9.312959658845257,5.982073078841822
2025-03-05,26.45429095566006,17.506591609906273,13.09120617096085,12.865526257602571,14.787126513986761,9.313097117833413,5.982161374050071
2025-03-06,26.457415040491462,17.508659027906244,13.09275215980221,12.855236226084912,14.788872780319123,9.31419693583602,5.98286782956003
2025-03-07,26.493982565111708,17.537292863634782,13.110848014450804,12.873003803396491,14.80886942674472,9.530620051905442,5.645383274756053
2025-03-10,26.485917297533344,17.531954181192543,13.10685682523809,12.869085018443851,14.802883566429797,9.559638397463774,5.643664713698597
2025-03-11,26.482903870755887,17.52995948870758,13.105365596790842,12.867620842407948,14.801199373082005,9.569928220706615,5.643022607549121
2025-03-14,26.482825609067014,17.5302032023382,13.10532686810573,12.86758281630085,14.801155632906612,9.569899939867451,5.643005931414142
2025-03-17,27.362722292462827,18.112647382754925,13.540753729887284,13.295110588847434,11.970408578404426,9.887861600825419,5.830495826817684
2025-03-19,27.367401800408874,18.11589765911616,13.543069437513056,13.297384287165134,11.97245572932243,9.946507578411172,5.757283508063167
2025-03-21,27.446012016115418,18.11739152735302,13.544186222429982,13.298480812459863,11.973442998717951,10.176846262671672,5.443640160252092
2025-03-26,27.44735326423204,18.118276898868924,13.544848107816149,13.299130690567223,11.97387540971814,10.214911325272446,5.401604303525083
2025-04-08,27.451587438561702,18.121530134163343,13.546937607944093,13.301182285022788,11.957394012144217,10.218930938502035,5.402437583661817
2025-04-09,27.444042295579784,18.116549382641438,13.543214195538605,13.297526419131838,11.954107490090996,10.243607507922828,5.400952709094513
2025-04-17,27.444084201583657,18.11672974209878,13.543234875509158,13.297546723946546,11.954125743556334,10.243623149520054,5.400655563785472
