date,CHINA SECURITIES DEPOSITORY AND CLEARING,HUATAI FINANCIAL HOLDINGS (HONG KONG),MORGAN STANLEY HONG KONG SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA INTERNATIONAL CAPITAL CORPORATION,CHINA SECURITIES DEPOSITORY AND CLEARING,MERRILL LYNCH FAR EAST LTD,CITIC SECURITIES BROKERAGE (HK) LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING
2024-03-01,0.0,76.9618629063059,0.5159215154843979,0.0,0.0,0.0,0.12322232624292538,2.4128768437593484,5.106634303527189,14.87948210468025
2024-03-04,0.0,77.188485893727,0.21139222445761613,0.0,0.0,0.0,0.1267395546155137,2.4199677038655456,5.108119573087769,14.945295050246557
2024-03-05,0.0,77.33817363387644,0.07406388276337676,0.0,0.2596751987130587,0.0,0.08453556740713163,2.25352911578811,5.009247485435213,14.98077511601667
2024-03-06,0.0,77.50018665178445,0.03394183078456395,0.03891996596629999,0.2620309336568337,0.014029290057619766,0.001810230975176744,2.1378827816837345,4.950076601620807,15.06112171347051
2024-03-07,0.0,77.4881616977232,0.025339449356344614,0.07511336773487869,0.2619918067379202,0.019457077184336043,0.012217234511094726,2.1375635492744993,4.925355468639485,15.054800348838244
2024-03-08,0.0,77.35285132365067,0.016713096137082894,0.09530981851147272,0.34871649237372954,0.08492059658842119,0.0013551159030067209,2.1338558419345834,4.91771561201139,15.048562102889637
2024-03-11,0.0,76.24435813245213,0.008014273331756376,1.2546790138271928,0.4902063854590984,0.6598418376479417,0.0013357122219593961,1.6545022056003718,4.899392430147065,14.787670009312473
2024-03-12,0.0,76.2191181932859,0.00801152671759038,1.4322829431781021,0.5452289016137897,0.3774319253620356,0.0013352544529317298,1.6539351823647692,4.934655373218029,14.828000699806859
2024-03-13,0.0,76.17673680702282,0.00800707193490037,1.4884257052320353,0.5449257289029419,0.36965982099456707,0.0013345119891500618,1.6530155172272096,4.957712039692479,14.800182797003899
2024-03-14,0.0,76.18027450445419,0.008006929463655497,1.514199327460184,0.5449160329432213,0.35452904347407943,0.002224147073237638,1.6529861048302126,4.933158208441081,14.809705701860135
2024-03-15,0.0,76.31769500668251,0.008020951527484943,1.3421725555991473,0.5458703122871698,0.3555955177184991,0.001336825254580824,1.655880882007447,4.9400149240943385,14.833413024828824
2024-03-18,0.0,76.33022190689954,0.008022595998188721,1.335316533920745,0.5459822276545101,0.34006893036766633,0.006239796887480115,1.6562203738482935,4.93924493621819,14.838682698205394
2024-03-19,0.0,76.33477409003874,0.008023168146070157,1.218184363511652,0.5460211654964411,0.443948637415882,0.012926215346446362,1.6563384905998166,4.940042920160863,14.839740949284094
2024-03-20,0.0,76.34513632390754,0.008024491550661775,1.1943118257901608,0.5461112305311486,0.4458050861478764,0.019169618704358685,1.6566117001255085,4.942640990121506,14.842188733121247
2024-03-21,0.0,76.31938398044007,0.008021737929353913,1.2166302526186767,0.5570651339829106,0.43540210872104296,0.025402170109620724,1.6560432303043968,4.944955781339501,14.837095604554435
2024-03-22,0.0,76.52868512251091,0.00804378401452323,1.071163904600677,0.5809399566044555,0.38610163269711506,0.03217513605809292,1.5488752996854176,4.966142875188703,14.877872288640107
2024-03-25,0.0,76.5428140852754,0.00804522210405554,1.070908453406504,0.5837255593275853,0.378572395674169,0.01966609847658021,1.54915221181425,4.96658377890362,14.880532195017837
2024-03-26,0.0,76.57000394259256,0.008047704017428376,1.0734742969914184,0.5186298144564954,0.37690080481622895,0.006259325346888738,1.5496301180225973,5.011037034852069,14.886016958904321
2024-03-27,0.0,76.49591786572752,0.07726757642240648,1.1764323485353678,0.5180947320808758,0.38857104906065687,0.0026798003383493576,1.464064251518199,5.007206932205775,14.869765444110861
2024-03-28,0.0,76.49179155979262,0.07726205517223068,1.1946589455821797,0.5180577109814312,0.3880966817610894,0.010271833924631825,1.4465421774731515,5.0046161286706194,14.868702906642058
2024-04-02,0.0,76.4814138696089,0.07725653471105404,1.1932338771557016,0.5180206951723854,0.3876223822496815,0.024561326064207925,1.4464388203994452,5.003811973626361,14.867640521012266
2024-04-03,0.0,76.50041553448685,0.0763872741436861,1.168144572431223,0.5248833164843927,0.375235732635651,0.027249261536636562,1.4468911166748495,5.008503612274903,14.872289579331818
2024-04-05,0.0,76.53662907120417,0.07374061833586619,1.1718054622826737,0.5336139290486317,0.349932752466565,0.030836985849544044,1.4475506835749734,4.976821368413369,14.879069128824202
2024-04-08,0.0,76.51953029096651,0.06970282724608899,1.1786926812511715,0.5357287812055174,0.3431523802884381,0.030830096666539363,1.447227291346681,4.977496766163022,14.897638884866021
2024-04-09,0.0,76.67163529152637,0.06939368088382389,1.1810356785259835,0.3362235764113015,0.34383449625017254,0.03492069102540815,1.450104079888423,4.9856001956275025,14.927252309861005
2024-04-10,0.0,76.67197855286912,0.05864911544878029,1.1917858421729246,0.336225081694916,0.3541332085495054,0.034920847366449334,1.4501105720503769,4.9748776402049355,14.927319139642995
2024-04-11,0.0,76.96835610755784,0.053599048178357166,1.1260229790858176,0.31539274630570496,0.35348793757296715,0.03366551786409211,1.4347712152867675,4.923139020283154,14.791565427865311
2024-04-12,0.0,77.10018616415371,0.053690851692322884,1.1084276655158891,0.14332351319520903,0.3625241804349405,0.03239200143421133,1.437228666375486,4.935121095223266,14.827105861974953
2024-04-15,0.0,77.22996443607043,0.03644699127920172,1.0227381333346728,0.07911663960607203,0.3640254372886123,0.03911384429963111,1.439656155528468,4.935011514304595,14.85392684828832
2024-04-16,0.0,77.22297625991843,0.02755625640301007,1.0546934910377888,0.07911312322154504,0.3608980677297448,0.02755625640301007,1.4395921691830584,4.934347719132545,14.853266656970865
2024-04-17,0.0,77.2226330394868,0.024000503743906356,1.0644667864195505,0.07911277160028392,0.3622298250237719,0.018667058467482723,1.4395857708613462,4.933881334464898,14.855422909931965
2024-04-18,0.0,78.14123136823018,0.017089460096847094,1.2093041631689958,0.08005062887470482,0.4987424012474586,0.01663973746271954,0.038676146534969744,4.976630669255525,15.021635425128595
2024-04-19,0.0,78.14931483684663,0.017091227948619406,1.189639419055219,0.08005890986458564,0.5086889160496986,0.011244228913565399,0.038680147462664974,4.98434179280527,15.020940521053744
2024-04-22,0.0,78.0394526544107,0.0170672011275671,1.1767386040585737,0.0031439581024465713,0.7401775646902784,0.004940505589558897,0.038625770972915016,4.980029634275368,14.999824106772591
2024-04-23,0.0,77.96761217451301,0.01705119523774476,1.2178143125062968,0.003141009649058245,0.7601243350720953,0.0013461469924535335,0.0385895471170013,5.008564243255447,14.985757035656889
2024-04-24,0.0,77.74350311261095,0.017001987812013182,1.2809655554156247,0.0031319451232655862,0.9901420796838203,0.0013422621956852513,0.038478182942977196,4.973528855745751,14.951906018469908
2024-04-25,0.0,77.75100648437498,0.017004118050597344,1.2744139002131902,0.0031323375356363523,0.9804216486541784,0.0013424303724155796,0.03848300400924661,4.981759112034216,14.952436964755531
2024-04-26,0.0,77.74996274526056,0.017003889785216372,1.26678978899862,0.003132295486750384,0.9844357244072637,0.0013424123514644505,0.038482487408647584,4.982587177852219,14.956263478449264
2024-04-29,0.0,77.44465904691639,0.016937119972674185,1.2653811474321583,0.0031199957844399817,1.3647752988507462,0.0035657094679314074,0.03833137678026263,4.965696147777977,14.89753415701742
2024-04-30,0.0,3.8653754551195143,0.0008453562663776236,0.06311251915035049,0.00015572352275377278,0.07163282046673548,0.0004226781331888118,0.0019131747081177798,0.24691076843487486,0.7435575749317288
2024-05-02,0.0,77.33219228034325,0.01691262086640664,1.2755676685031956,0.00311548279118017,1.4918711880051332,0.01691262086640664,0.03827593143449924,4.949166948274785,14.875985258915145
2024-05-03,0.0,76.67868431194468,0.0004413154638670702,1.8323418059760757,0.0030892082470694916,1.746285290521997,0.008826309277341404,0.037953129892568035,4.84123063862176,14.851147990054647
2024-05-06,0.0,76.68978106041622,0.0004411305200329996,1.8315739191770146,0.0030879136402309974,1.7455534677705795,0.004411305200329996,0.03793722472283797,4.844054240482369,14.843159738070371
2024-05-07,0.0,76.5121890846314,0.14627229295599598,1.8265340161001362,0.094582084167035,1.7407502653439884,0.0057189167170765345,0.037832833666813996,4.849201459410358,14.786919047007196
2024-05-08,0.0,76.21218605468137,0.0780762443256143,2.2471044925849557,0.09430557601127569,1.783471963078358,0.007456719963682265,0.03772223040451028,4.806952593058467,14.732724125891759
2024-05-09,0.0,76.18751693010256,0.07899023188142083,2.2191866812463616,0.09434944363614155,1.8044879638689024,0.03159609275256833,0.010532030917522778,4.838151702737026,14.735188922857493
2024-05-10,0.0,76.17548269201953,0.0798552855495027,2.1775922097922082,0.09433454062166528,1.844569343132469,0.027642214228674012,0.010530367325209148,4.857131928752719,14.73286141857803
2024-05-13,0.0,76.14875354714592,0.09868755313433807,2.029893315136518,0.023246401404977413,2.0329635945673643,0.08114309924378908,0.010526672334329395,4.847093998611422,14.727691818421349
2024-05-14,0.0,76.11403368912937,0.10521872721048682,2.11708847374767,0.023235802258982502,1.9873187101880696,0.0679537613234394,0.01052187272104868,4.852775381220327,14.72185358220061
2024-05-16,0.0,76.00407422477915,0.0998133850865735,2.2221611521905573,0.02320223425258068,2.000645481779127,0.09674893905321379,0.010506672114376158,4.84051139869405,14.70233651205037
2024-05-17,0.0,75.8914462007898,0.10797093103432184,2.2350419853380066,0.023167851598457724,2.110460141836866,0.10447389683078107,0.010491102610622366,4.836398303496911,14.680549586464231
2024-05-20,0.0,75.77981301386232,0.11086751418261218,2.319051586032356,0.02313377264440333,2.1758840874028413,0.08642428270928035,0.010475670631427923,4.835394968956605,14.658955103578139
2024-05-21,0.0,75.77981301386232,0.1065026514195172,2.317305640927118,0.02313377264440333,2.1400922127454627,0.09122563174868482,0.010475670631427923,4.872496302442912,14.658955103578139
2024-05-22,0.0,75.51108576903609,0.09786170968256042,2.413487231237901,0.07611466308643589,2.3212797536703333,0.09264241849949054,0.01043858236613978,4.870033614736129,14.607056257684931
2024-05-23,0.0,75.44403901580996,0.06214168649995001,2.479583658522481,0.07604751844399477,2.3235776064002285,0.08908423589153672,0.010429373958033568,4.920057164702336,14.595039739771476
2024-05-24,0.0,75.3978408195048,0.06253792515298258,2.5028198795599907,0.10205841952049242,2.3295377119486016,0.09076684970120388,0.010422987525497097,4.917912947447047,14.586102459639397
2024-05-27,0.0,75.27002641465968,0.05722925163507928,2.5284923904225938,0.19509972148322482,2.3281900096998163,0.09885052555150059,0.010405318479105325,4.943826942384917,14.567879425684083
2024-05-28,0.0,75.20133618762841,0.0628066487248285,2.6079919446358093,0.19491718569774358,2.299589641931824,0.10655472818143316,0.01039558323721299,4.941800381390126,14.574607698572613
2024-05-29,0.0,75.21361244161156,0.06021896895139204,2.614109774479853,0.16679354709558228,2.3195133796097336,0.09964289826489331,0.010397519818945388,4.938388684006603,14.577322786161433
2024-05-30,0.0,74.50733495654389,0.05450543713730749,3.4368467763429793,0.12016946770429997,2.496949868227204,0.09656475083381248,0.015021183463037496,4.831670955053604,14.440936604693878
2024-05-31,0.0,3.8620162762715395,0.00037818569811630534,0.17614555045205327,0.006228940910150911,0.140106678043323,0.0060287249523246315,0.0007786176137688639,0.25360687991328706,0.7485407276598495
2024-06-03,0.0,74.36998895774047,0.008567611914510954,3.3512214003609597,0.11994656680315335,2.647392081583885,0.13793855182362638,0.01499332085039417,4.930660656801054,14.419290852121936
