date,CHINA SECURITIES DEPOSITORY AND CLEARING,CMB INTERNATIONAL SECURITIES LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,MERRILL LYNCH FAR EAST LTD,SBI CHINA CAPITAL FINANCIAL SERVICES LTD,CITIBANK N.A.,CHINA SECURITIES (INTERNATIONAL),FUTU SECURITIES INTERNATIONAL
2024-03-07,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2024-03-12,0.0,0.0,48.975039375724634,34.22053242576481,0.0,10.537212203451814,0.0,6.267215995058742
2024-03-13,0.0,0.0,48.96804533948338,34.22053242576481,0.0,10.533015781707064,0.0,6.278406453044741
2024-03-15,0.0,0.0,48.968701465471554,34.22196852389342,0.0,10.532058944070513,0.0,6.277271066564505
2024-03-25,0.0,0.0,44.20218690060778,30.89793235360365,9.727562818117637,9.498453580214212,0.0,5.673864347456722
2024-03-26,0.0,0.0,44.19156627172549,30.900600324770373,9.740635620428346,9.493075446300338,0.0,5.674122336775454
2024-03-27,0.0,0.0,44.167747118317806,30.897570607209158,9.780957323479484,9.481653715012177,0.0,5.672071235981375
2024-03-28,0.0,0.0,44.150657844044225,30.89192385165672,9.806486924174793,9.479433135051034,0.0,5.671498245073225
2024-04-02,0.0,0.0,44.10253103845001,30.87818388655082,9.884571281113395,9.468030827542972,0.0,5.666682966342802
2024-04-03,0.0,0.0,44.04772890379117,30.87464189456307,9.97483228441146,9.446186360197832,0.0,5.656610557036472
2024-04-05,0.0,0.0,43.93639765512186,30.850509366454315,10.133447084785788,9.427456709770334,0.0,5.652189183867703
2024-04-09,0.0,0.0,43.93418215519609,30.84895372455241,10.13797862018556,9.426981328747871,0.0,5.651904171318073
2024-04-12,0.0,0.0,44.00840820418893,30.849731525891993,10.138234231232271,9.35157936468696,0.0,5.6520466739998465
2024-04-15,0.0,0.0,44.00674387686795,30.851086064857185,10.13911143262909,9.35122570297398,0.0,5.651832922671797
2024-04-16,0.0,0.0,44.00507967542658,30.853701066834198,10.138728002218796,9.350872068009826,0.0,5.651619187510599
2024-04-17,0.0,0.0,43.9928281544219,30.857468303422536,10.14714967687296,9.349339958855332,0.0,5.653213906427274
2024-04-18,0.0,0.0,43.96128877094551,30.840271321949388,10.212452520661792,9.344511209246841,0.0,5.641476177196469
2024-04-19,0.0,0.0,43.90945153808209,30.82143643285814,10.293500336197276,9.338041446363059,0.0,5.637570246499435
2024-04-22,0.0,0.0,43.8608421025033,30.80069544275748,10.371705885696505,9.332519834629414,0.0,5.634236734413298
2024-04-23,0.0,0.0,43.85682521622275,30.798758060053434,10.381117597506458,9.331932813386782,0.0,5.6313663128305755
2024-04-24,0.0,0.0,43.81315216336539,30.780075276595433,10.451939447701566,9.326652943482655,0.0,5.628180168854961
2024-04-25,0.0,0.0,43.767408663039056,30.763829936907527,10.521821262041001,9.321730452427758,0.0,5.625209685584657
2024-04-26,0.0,0.0,43.72344238862843,30.74528481951468,10.59334300008849,9.316111107050434,0.0,5.621818684717975
2024-04-29,0.0,0.0,43.66941674220378,31.517230606975023,10.6789018007648,8.516512664494808,0.0,5.617938185561588
2024-04-30,0.0,0.0,47.43810629054742,34.25391639561288,11.707101017618921,0.4964885653281198,0.0,6.104387730892662
2024-05-02,0.0,0.0,47.43286043497971,34.25111331107252,11.71569012411512,0.49644793641416246,0.0,6.103888193418488
2024-05-03,0.0,0.0,47.428192099670994,34.24834812118432,11.723393699355068,0.49642762445065686,0.0,6.103638455338957
2024-05-06,0.0,0.0,47.42488791020346,33.408259428470025,11.72836911654205,1.335094807090012,0.0,6.103388737694452
2024-05-07,0.0,0.0,43.60475431883932,30.717182660648128,10.786142247322957,9.280167574669584,0.0,5.611753198520014
