date,THE HONGKONG AND SHANGHAI BANKING,BNP PARIBAS,DBS BANK LTD,BOOM SECURITIES (H.K.) LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD,VC BROKERAGE LTD
2024-07-10,85.71428571428571,11.428571428571429,0.0,0.0,2.857142857142857,0.0,0.0,0.0,0.0,0.0
2024-07-12,89.04256040385708,8.65080234262142,0.0,0.0,2.2753466735505943,0.0,0.0,0.0,0.03129057997089976,0.0
2024-07-15,89.0351311748111,8.62922192035126,0.0,0.0,2.2751568309458876,0.0005214661542392591,0.0,0.0,0.03910996156794443,0.020858646169570363
2024-07-16,89.01517126322925,8.627287419842553,0.0,0.0,2.2746467858818624,0.0005213492518638236,0.0,0.0,0.06151921171993119,0.020853970074552943
2024-07-17,88.9453621346887,8.617493282229676,0.0,0.0,2.2720644905951213,0.0005207573895473576,0.053117253733830486,0.022913325140083738,0.04166059116378861,0.04686816505926219
2024-07-18,88.51391969486536,8.782985427333596,0.0,0.0,2.5201592006799194,0.016065172778342074,0.052859600754544885,0.025911568997325926,0.04145851039572148,0.04664082419518666
2024-07-19,88.75921056733978,8.806809324367862,0.0,0.0,2.2484696687833217,0.016108749649244965,0.05300298271687054,0.025981854272975755,0.04364951517859927,0.04676733769135635
2024-07-22,88.66199851546564,8.797163812657992,0.0,0.0,2.329577011518118,0.01609110680861445,0.052944932079957235,0.025953398078410406,0.04360170877172948,0.07266951461954914
2024-07-23,88.2269386321493,8.7539965806315,0.0,0.0,2.7468582614938817,0.03150777622247589,0.05268513401135313,0.046486882951193936,0.043387757421114344,0.0981389751191872
2024-07-24,88.52781880846874,8.369224390370313,0.0,0.0,2.7562258674751874,0.01606675477467672,0.14200938091165877,0.046645417087771125,0.04353572261525305,0.09847365829640572
2024-07-26,87.72902801741846,8.709226850710705,0.0,0.0,2.196306794840194,0.0159189877577849,0.14070331114945364,0.04621641607098841,1.065031632569222,0.09756798948319777
2024-07-29,87.73488493911864,8.452519733159411,0.0,0.0,2.3854398299122344,0.01592005053332169,0.19206770643426815,0.056490501892431814,1.0651027356809415,0.09757450326874587
2024-07-30,86.99945033692312,8.63123714908084,0.0,0.0,2.9651269314549786,0.015777366095967103,0.1903462877384418,0.04580525640764642,1.055556686549541,0.09669998574947579
2024-07-31,87.00011196270624,8.63079788695838,0.0,0.0,2.9649760298024366,0.015776563152055535,0.19033660060866997,0.04580292528016123,1.0555029670117153,0.09669506448034036
2024-08-01,87.00896810773945,8.631676455917832,0.0,0.0,2.9652778484685,0.015778169121614057,0.1903559758543115,0.035628123822999486,1.0556104115557274,0.09670490751957002
2024-08-02,86.38201111672562,7.961091460333501,0.0,0.0,4.272865083375442,0.015664477008590198,0.1889843355229914,0.035371399696816574,1.0480040424456796,0.09600808489135927
2024-08-05,86.18168985682597,7.720810647307926,0.0,0.0,4.600725952813067,0.13157894736842105,0.18854607783827385,0.03528937285743093,1.0455737043758822,0.09578544061302681
2024-08-06,85.70024964157886,6.986455189837884,0.0,0.0,5.562796386713854,0.13083624916034206,0.36393531375635385,0.04511594798632486,1.0953149594457756,0.11529631152060796
2024-08-07,86.14984553824755,7.743749716526148,0.0,0.0,4.002902772248288,0.18192721903331638,0.6032323578473122,0.06047442183932954,1.1419586657326728,0.11590930852538162
2024-08-08,86.13074694545912,5.571986396271571,0.0,0.0,6.239072931099635,0.18188688751731957,0.6030986270311122,0.06046101524121426,1.096863584834362,0.11588361254566065
2024-08-09,86.93715227275038,5.608389190068859,0.0,0.0,5.382080413356795,0.18358981661360702,0.6087451814030127,0.05085590487911552,1.1122186397062563,0.11696858122196567
2024-08-12,86.93715227275038,5.303253760794166,0.0,0.0,5.687215842631488,0.18358981661360702,0.6087451814030127,0.05085590487911552,1.1122186397062563,0.11696858122196567
2024-08-13,87.29185283529502,4.916383690351571,0.0,0.0,5.7109301197436615,0.18433885669058137,0.6112288406056119,0.05106339520514719,1.116756453136569,0.11744580897183855
2024-08-14,87.02522462901214,5.206811413444651,0.0,0.0,5.6934863949907095,0.1837758037009698,0.6093618754295314,0.050907424847914065,1.1133453814238807,0.11708707715020236
2024-08-15,87.03853614577447,5.207394622555533,0.0,0.0,5.689541934596997,0.18379638822277547,0.6094301293702555,0.040730501545213404,1.1134700859922715,0.11710019194248852
2024-08-16,87.13702463415754,5.213287051903502,0.0,0.0,5.950833626415076,0.18400436309514706,0.1911402663730752,0.04077659015958938,1.1657007711872613,0.11723269670881947
2024-08-19,87.13746878026403,5.213313624547633,0.0,0.0,5.9503542484326415,0.18400530098374024,0.19114124063407922,0.0407767980019369,1.165706712880371,0.11723329425556857
2024-08-20,88.0029578254883,5.2159722576368,0.0,0.0,5.132337192105666,0.13310214697332856,0.191238716915702,0.04079759294201642,1.1663011882298946,0.11729307970829721
2024-08-21,87.94555035725571,5.21919497701536,0.0,0.0,5.197790212926439,0.13301531969544078,0.1911139650796563,0.030578234412745004,1.1655403683657972,0.11721656524885586
2024-08-22,88.18734668847097,4.926410466067048,0.0,0.0,5.211058871627147,0.13338103025347506,0.22996729354047424,0.025551921504497137,1.1687448896156991,0.11753883892068684
2024-08-23,88.45450025373034,4.9459477469257624,0.0,0.0,4.919293245646859,0.1337850929575732,0.23066395337512624,0.025629328152791807,1.172285469708697,0.11789490950284229
2024-08-26,88.44655416350551,4.96370645286965,0.0,0.0,4.919621070762164,0.13379400848899917,0.23067932498103305,0.015378621665402202,1.172363591625828,0.11790276610141688
2024-08-27,88.4334076522898,4.9727070039209655,0.0,0.0,4.924015273826914,0.13377412162681632,0.23064503728761435,0.01537633581917429,1.1721893339483866,0.11788524128033623
2024-08-28,88.6998185267249,4.987687578077206,0.0,0.0,4.635022799829323,0.1341771240855649,0.23391031210318786,0.01542265794086953,1.175720623692287,0.1182403775466664
2024-08-29,89.2457934401978,5.018388343187002,0.0,0.0,4.0480217660051,0.13500302592989152,0.23535010267471515,0.015517589187343854,1.1829575490485131,0.11896818376963621
2024-08-30,89.31514649549644,5.022259033026193,0.0,0.0,4.05114401076716,0.13510715394968423,0.15788383890671912,0.015529557925251061,1.1838699658349725,0.11905994409359145
2024-09-03,89.50046685340803,5.136943666355432,0.0,0.0,3.763875920738666,0.11982570806100218,0.15769270671231456,0.015561780267662622,1.1863263824048138,0.1193069820520801
2024-09-04,89.50052131693475,5.095419154377247,0.0,0.0,3.763856396636598,0.1198250864971133,0.15769188872347378,0.01556169954507965,1.2278180941067842,0.11930636317894398
2024-09-05,89.50005705926903,5.095392723387039,0.0,0.0,3.8162276561089725,0.1198244649396728,0.10581900799867207,0.01556161882333413,1.2278117251610627,0.11930574431222832
2024-09-09,89.51404128599815,5.075407386655461,0.0,0.0,3.81680181372015,0.11984249272384866,0.10583492863924296,0.020751946792008424,1.2279964514170987,0.11932369405404845
2024-09-10,90.35437297402032,5.1278560094681,0.0,0.0,2.909031876286284,0.12096964238022172,0.10683033353058541,0.020947124221683416,1.239546075818116,0.12044596427467966
2024-09-11,90.35477705338675,5.127641190794124,0.0,0.0,2.9089100096876392,0.12096457466027806,0.10682585814154426,0.020946246694420443,1.2394941481423296,0.12044091849291755
2024-09-12,90.92135423527861,5.165063891450402,0.0,0.0,2.2948228164932156,0.12172309313660913,0.10749571861414833,0.021077591885127124,1.2472664998023975,0.12119615333948096
2024-09-13,90.9794099812818,5.515277741161583,0.0,0.0,2.9400754000685456,0.1218001107273734,0.10756373414884922,0.02109092826448024,0.1935092668266062,0.12127283752076139
2024-09-17,90.93625655484992,5.512661730216871,0.0,0.0,2.986112941052465,0.12174233840153892,0.10751271443252787,0.021080924398534876,0.19341748135655748,0.12121531529157555
2024-09-20,92.10120366169366,5.583282179935414,0.0,0.0,1.743307801115589,0.12330192959513198,0.10889001574635032,0.02135098347967653,0.19589527342603216,0.12276815500814006
2024-09-23,91.83160807898028,5.247611698022832,0.0,0.0,2.3502488091753375,0.12294100428430772,0.10857127651081722,0.021288485590356315,0.1953218552915192,0.12240879214454883
2024-09-24,92.42186453841828,5.26527223546426,0.0,0.0,1.722595677441817,0.12373121936848872,0.10926912879295107,0.037494308899542035,0.1965773052304561,0.12319558638420954
2024-09-25,91.52473146797507,5.230075586792203,0.0,0.0,2.6606550855324227,0.12253016841267737,0.10820846041639039,0.03713035406444769,0.1946691420236043,0.12199973478318525
2024-09-26,91.79256926416139,5.2453504702728,0.0,0.0,2.3492360726901307,0.12288802825892668,0.10852449248840279,0.06383793675788399,0.19523768991786186,0.12235604545261097
2024-09-27,92.08600842152453,5.262118616479077,0.0,0.0,2.0370696510244053,0.12328087225219744,0.10887141965129124,0.0640420115595831,0.1958618186863916,0.12274718882253424
2024-09-30,92.0869913275517,5.277118078719146,0.0,0.0,2.0424282855236826,0.12328218812541696,0.10887258172114743,0.04269513008672448,0.19586390927284858,0.12274849899933289
2024-10-02,91.39489922932282,4.696628618342647,0.0,0.0,3.2982865012314946,0.12235493524722582,0.10805370904949814,0.0635610053232342,0.1943907412802246,0.12182526020286553
2024-10-03,91.07059247738317,4.655756055819561,0.0,0.0,3.7096435663812546,0.12431853530162046,0.10978779740922326,0.06458105729954308,0.1415401505814986,0.12378035982412426
2024-10-07,91.06607616597877,4.655305089032509,0.0,0.0,3.709284242133982,0.12430649353444798,0.10977716312133066,0.06457480183607686,0.14690767417707487,0.123768370185814
2024-10-09,90.79253016314115,4.635655005552486,0.0,0.0,4.047145163972683,0.12392504412482631,0.05579309345879627,0.06437664629861108,0.15718631137910868,0.12338857207233789
2024-10-10,90.78741255740097,4.635530663920004,0.0,0.0,4.052401184498519,0.12392172009784988,0.055791596927170506,0.06437491953135058,0.1571820951890477,0.12338526243508863
2024-10-14,90.82214999088168,4.647121295014965,0.0,0.0,4.006157542990163,0.12390177968010813,0.05578261942307899,0.06436456087278344,0.1571568027977129,0.1233654083395016
2024-10-15,90.80306296451208,4.645925163283034,0.0,0.0,4.005126390184786,0.1238698883562305,0.05576826142445009,0.08579732526838477,0.15711635189772957,0.12333365507330309
2024-10-16,91.34069324071427,4.770277048198944,0.0,0.0,3.340002912322901,0.12458270188060554,0.05608918179906051,0.08629104892163154,0.15802048333773777,0.12404338282484535
2024-10-17,91.14603234399806,4.973226058176143,0.0,0.0,3.332884858595915,0.12431719721228103,0.05596964722977155,0.08610714958426392,0.1576837176761833,0.12377902752737939
