date,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,GOLDMAN SACHS (ASIA) SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIBANK N.A.,MORGAN STANLEY HONG KONG SECURITIES LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,BANK OF CHINA (HONG KONG) LTD,DBS BANK LTD,BNP PARIBAS
2024-03-01,12.024253717829131,27.034587573914433,0.0,0.0,26.85130684271791,4.917811339203144,0.0,26.035835702475314,0.0,3.136204823860074
2024-03-04,10.9596079345311,24.524479528926953,0.0,7.95247638757801,25.673910034218594,4.458619043310839,0.0,23.623380266371015,0.0,2.807526805063484
2024-03-05,10.947690924888438,24.535983942876225,0.0,7.887974275736587,25.67600305582597,4.456446039713442,0.0,23.63943727001034,0.0,2.8564644909489973
2024-03-06,10.94462194091781,24.65912892613641,0.0,7.8837156908212425,25.59749710141319,4.4504882160365415,0.0,23.594707965270022,0.0,2.8698401594047818
2024-03-07,10.893981082827857,24.698777137381594,0.0,7.8832500539713894,25.56953001333135,4.44201146533808,0.0,23.640907341554502,0.0,2.8715429055952217
2024-03-08,10.71027185513591,24.720173945085385,0.0,7.968963910632004,25.54056843545934,4.4433994367267005,0.0,23.67053861814014,0.0,2.9460837988205237
2024-03-11,10.708462357624569,24.75454799394015,0.0,8.006680086580904,25.538882346750885,4.421507398990221,0.0,23.712236116846285,0.0,2.8576836992669894
2024-03-12,10.707625336853093,24.774717980539755,0.0,8.011573838778089,25.477715617733864,4.389682837666864,0.0,23.634498609715493,0.0,3.0041857787128445
2024-03-13,10.821779365267602,24.88769277168436,0.0,8.031822662380412,25.505051793764803,4.328180288259853,0.0,23.409233569764034,0.0,3.0162395488789366
2024-03-14,10.733270638214638,24.85203486954214,0.0,8.177934441438692,25.489251528822383,4.252386756213384,0.0,23.419541916498936,0.0,3.0755798492698214
2024-03-15,10.85105092752869,24.830173657823725,0.0,8.170975305366138,25.451875076625175,4.2259521369792,2.3952151738291216,23.360397728283484,0.0,0.7143599935644657
2024-03-18,11.22385446170965,24.868095536172998,0.0,8.267235462093515,22.931741480153562,4.138675546279244,4.591637016232699,23.38042781463356,0.0,0.5983326827247668
2024-03-19,10.964470706653339,24.011116253560832,0.0,8.16972857271952,24.65070396838679,4.116975957487729,4.537481519556671,22.954832424775084,0.0,0.5946905968600343
2024-03-20,11.122167433323598,24.463134911150725,0.0,8.223950266186083,23.65334172973295,4.1605254227481785,4.6331996814614085,23.259323939843142,0.0,0.48435661555391
2024-03-21,10.96571941617737,24.17947279656478,0.0,8.130516058181113,24.402536907259858,4.056665470489862,4.580560824372722,23.105386495542348,0.0,0.5791420314119443
2024-03-22,11.144555059919094,24.50641605389938,0.0,8.245338559594565,23.355985736218106,4.112502450445606,4.645249393704273,23.41716106309947,0.0,0.5727916831195072
2024-03-25,11.208705482143605,24.33964656022444,0.0,8.287103804905382,23.377431672225292,4.134461623983523,4.651974560170022,23.451063291582194,0.0,0.5496130047655393
2024-03-26,11.19105849520017,24.356657560449374,0.0,8.314736321263181,23.393042157882654,4.135167137593598,4.655225829250436,23.474733477610254,0.0,0.47937902075033056
2024-03-27,11.25738416377637,24.35324148478365,0.0,8.328257150854444,23.05357251131153,4.0944930867116245,4.662795824583322,23.560304774397096,0.0,0.6899510035819673
2024-03-28,11.20362884700202,24.396890257997462,0.0,8.361388536201453,23.059397849435694,4.061416262802213,4.665006961561797,23.597011567803396,0.0,0.6552597171959678
2024-04-02,11.136322666047905,24.224278078858408,0.0,8.37991267445158,23.114871522689942,4.017038838932061,4.6753419954523565,23.695352848174092,0.0,0.7568813753936562
2024-04-03,11.133559328130781,23.616931324241023,0.0,8.985590775358878,23.11368852396391,4.016833250429256,4.675102715574942,23.719729699684226,0.0,0.7385643826169834
2024-04-05,11.154918610203264,23.52648117631278,0.0,9.039140202139988,23.15127263323403,3.984930079042674,4.683149096706679,23.81182124283637,0.0,0.648286959524214
