date,SHANXI SECURITIES INTERNATIONAL LTD,BNP PARIBAS,INTERACTIVE BROKERS HONG KONG LTD,ABN AMRO CLEARING HONG KONG LTD,IFAST SECURITIES (HK) LTD,MERRILL LYNCH FAR EAST LTD
2024-03-19,0.0,100.0,0.0,0.0,0.0,0.0
2024-04-12,0.0,99.71264367816092,0.28735632183908044,0.0,0.0,0.0
2024-04-16,0.0,99.7134670487106,0.28653295128939826,0.0,0.0,0.0
2024-04-22,0.0,99.70930232558139,0.29069767441860467,0.0,0.0,0.0
2024-05-24,0.0,99.55156950672645,0.4484304932735426,0.0,0.0,0.0
2024-05-27,99.21564489465725,0.780837817874855,0.0035172874679047514,0.0,0.0,0.0
2024-06-06,99.3624291098665,0.6340483990277925,0.003522491105709958,0.0,0.0,0.0
2024-06-07,99.64322300328517,0.3532445512027977,0.003532445512027977,0.0,0.0,0.0
2024-06-13,99.71014492753623,0.28632025450689286,0.003534817956875221,0.0,0.0,0.0
2024-06-20,99.79480648128494,0.2016556994268733,0.0035378192881907597,0.0,0.0,0.0
2024-06-21,99.83719119416719,0.15926948396687196,0.003539321865930488,0.0,0.0,0.0
2024-06-25,99.8654676768392,0.13099199886709623,0.0035403242937053036,0.0,0.0,0.0
2024-07-03,99.49911816578482,0.13051146384479717,0.003527336860670194,0.36684303350970016,0.0,0.0
2024-07-08,99.46403385049365,0.16572637517630465,0.0035260930888575456,0.36671368124118475,0.0,0.0
2024-07-09,99.46403385049365,0.5183356840620592,0.0035260930888575456,0.014104372355430182,0.0,0.0
2024-07-26,99.46754116858845,0.5148277442787123,0.003526217426566522,0.014104869706266088,0.0,0.0
2024-07-31,99.46403385049365,0.5183356840620592,0.0035260930888575456,0.014104372355430182,0.0,0.0
2024-08-01,96.07629427792915,3.906675749318801,0.0034059945504087193,0.013623978201634877,0.0,0.0
2024-08-09,96.30261855177358,3.6803113584377454,0.0034140179577344574,0.01365607183093783,0.0,0.0
2024-08-12,97.10982658959537,2.8716466577738253,0.0037053505261597742,0.014821402104639097,0.0,0.0
2024-08-15,96.87850168080678,3.1014887145829997,0.00400192092204258,0.01600768368817032,0.0,0.0
2024-08-16,97.09999598892945,2.8799486582968994,0.004011070554731058,0.016044282218924233,0.0,0.0
2024-08-19,98.0438216354137,1.9359280709570288,0.004050058725851525,0.0162002349034061,0.0,0.0
2024-08-20,98.28265194267387,1.6970484348991108,0.004059924485404571,0.016239697941618284,0.0,0.0
2024-08-21,98.20997841817952,1.7688629342812408,0.004231729507849859,0.016926918031399434,0.0,0.0
2024-08-22,98.27651916154986,1.7023078551767945,0.004234596654668642,0.01693838661867457,0.0,0.0
2024-09-05,98.48504137492043,1.4937407171652877,0.004243581582855931,0.016974326331423723,0.0,0.0
2024-09-12,98.46832703975561,1.5104586533157962,0.004242861385718529,0.016971445542874115,0.0,0.0
2024-09-25,99.04404233526802,0.9346193240013656,0.004267668146124957,0.01707067258449983,0.0,0.0
2024-09-26,98.66507950004252,1.3136638040982909,0.0042513391718391295,0.017005356687356518,0.0,0.0
2024-09-30,98.38901136170935,1.5897914193657794,0.004239443784975412,0.016957775139901647,0.0,0.0
2024-10-03,97.39393176381719,2.5850854001426833,0.004196567208023837,0.016786268832095348,0.0,0.0
2024-10-04,95.92460940729106,4.04645779945441,0.004133256179217988,0.01653302471687195,0.0,0.008266512358435976
2024-10-10,95.54549197200494,4.4256895841910255,0.004116920543433511,0.016467682173734045,0.0,0.008233841086867023
2024-10-15,95.184972520712,4.786317775408088,0.004101386268558773,0.01640554507423509,0.0,0.008202772537117545
2024-10-16,94.75747182753553,5.213947411399641,0.004082965866405356,0.016331863465621425,0.0,0.008165931732810713
2024-10-17,94.54130682744012,5.430177611210689,0.004073651621313346,0.016294606485253382,0.0,0.008147303242626691
2024-10-18,94.44512269564156,5.5263907540796815,0.004069507182680177,0.01627802873072071,0.0,0.008139014365360355
2024-10-30,94.32229221702906,5.649258280837229,0.00406421459053038,0.01625685836212152,0.0,0.00812842918106076
2024-11-04,94.18831168831169,5.783279220779221,0.004058441558441558,0.016233766233766232,0.0,0.008116883116883116
2024-11-07,94.07377381434941,5.897851641670044,0.004053506282934739,0.016214025131738957,0.0,0.008107012565869478
2024-11-11,93.90248836738823,6.06918875177018,0.004046125834513453,0.016184503338053813,0.0,0.008092251669026907
2024-11-22,93.82656155245603,6.145138467758237,0.004042854255104103,0.016171417020416412,0.0,0.008085708510208206
2024-11-28,93.6183945139169,6.353368293666802,0.004033884630899556,0.016135538523598225,0.0,0.008067769261799113
2024-12-03,93.219794344473,6.752088688946016,0.004016709511568123,0.016066838046272493,0.0,0.008033419023136246
2024-12-04,93.05906411644412,6.91286739644733,0.004009783872649264,0.016039135490597056,0.0,0.008019567745298528
2024-12-05,92.99939891805249,6.972550591063915,0.004007212983370066,0.016028851933480266,0.0,0.008014425966740133
2024-12-23,93.07025986525505,6.881616939364774,0.024061597690086624,0.016041065126724416,0.0,0.008020532563362208
2025-01-09,93.07025986525505,6.713185755534168,0.192492781520693,0.016041065126724416,0.0,0.008020532563362208
2025-01-20,92.82457403407727,6.959443244540436,0.1919846412287017,0.015998720102391808,0.0,0.007999360051195904
2025-01-22,92.75408656728348,7.026098077614804,0.19183885536149634,0.015986571280124696,0.003996642820031174,0.007993285640062348
2025-02-28,92.75408656728348,7.022101434794773,0.19183885536149634,0.015986571280124696,0.007993285640062348,0.007993285640062348
2025-03-11,92.86543155535993,6.910487775599215,0.19206914489216118,0.016005762074346765,0.008002881037173382,0.008002881037173382
2025-04-15,92.85800024006721,6.917937022366262,0.19205377505701596,0.01600448125475133,0.008002240627375664,0.008002240627375664
2025-04-25,92.86543155535993,6.958505061822256,0.14805329918770757,0.016005762074346765,0.008002881037173382,0.004001440518586691
