date,THE HONGKONG AND SHANGHAI BANKING,CMB INTERNATIONAL SECURITIES LTD,CHINA INDUSTRIAL SECURITIES,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,CLSA LTD,TIGER BROKERS (HK) GLOBAL LTD
2025-02-11,148245763.0,119294120.0,59670000.0,53033333.0,18646943.0,20147301.0,22138000.0,0.0,0.0,19896050.0
2025-02-12,148785240.0,119284120.0,58671000.0,52872803.0,18439943.0,20171301.0,21985000.0,14158000.0,0.0,20135050.0
2025-02-13,148485424.0,119321120.0,58672000.0,52313971.0,18778943.0,20179301.0,22128000.0,14226000.0,0.0,20118050.0
2025-02-14,148204739.0,119324120.0,58676000.0,50972419.0,18661943.0,20025403.0,22393000.0,0.0,0.0,20396050.0
2025-02-17,147749739.0,119396120.0,0.0,50407226.0,18870943.0,0.0,22470000.0,14232000.0,0.0,20319050.0
2025-02-18,147486739.0,119415120.0,58677000.0,50260793.0,18905943.0,20031403.0,22656000.0,14237000.0,0.0,0.0
2025-02-19,146388739.0,119418120.0,58706000.0,50363793.0,18955943.0,20041403.0,22711000.0,14268000.0,0.0,20330050.0
2025-02-20,146652739.0,118729120.0,58673000.0,46639195.0,19640943.0,20516403.0,22334000.0,14274000.0,0.0,20623050.0
2025-02-21,146679739.0,118585120.0,58682000.0,46098195.0,20447943.0,20440403.0,22472000.0,0.0,0.0,20632050.0
2025-02-24,146092739.0,119586120.0,58794000.0,45011195.0,20733943.0,20492403.0,22375000.0,14329000.0,0.0,20616050.0
2025-02-25,147145739.0,119052120.0,58796000.0,43617595.0,21924943.0,20463403.0,22411000.0,14349000.0,0.0,20629050.0
2025-02-26,146988739.0,119265120.0,58800000.0,42942595.0,21976943.0,20470403.0,22684000.0,0.0,0.0,20619050.0
2025-02-27,146898739.0,119485120.0,0.0,42741695.0,21834943.0,20440403.0,22714000.0,0.0,0.0,20633050.0
2025-02-28,146756739.0,119195120.0,0.0,42520695.0,22207943.0,20446403.0,22733000.0,14529000.0,0.0,20623050.0
2025-03-03,146956739.0,119578120.0,58794000.0,42926673.0,21829943.0,20531403.0,22486000.0,14523000.0,0.0,20508050.0
2025-03-04,146837739.0,120094120.0,58796000.0,43002673.0,21675943.0,20446403.0,22639000.0,0.0,0.0,20500050.0
2025-03-05,146730739.0,120205120.0,58797000.0,43325553.0,21739943.0,20482403.0,22644000.0,0.0,0.0,20493050.0
2025-03-06,146592739.0,120377120.0,0.0,43300553.0,21676943.0,20440403.0,22696000.0,14563000.0,0.0,20488050.0
2025-03-07,146649739.0,120575120.0,58837000.0,43651002.0,21836943.0,20506403.0,22709000.0,0.0,0.0,20456050.0
2025-03-10,146957739.0,120720120.0,0.0,43776002.0,21971943.0,20440403.0,22592000.0,14644000.0,0.0,0.0
2025-03-11,146593739.0,121174120.0,58868000.0,43878002.0,21171943.0,20491403.0,22836000.0,14634000.0,0.0,20459050.0
2025-03-12,145842739.0,121444120.0,58948000.0,43397402.0,21731943.0,20440403.0,22853000.0,14600000.0,0.0,20462050.0
2025-03-13,146100739.0,120266120.0,59597000.0,43817792.0,21699943.0,0.0,21736000.0,14620000.0,0.0,20192050.0
2025-03-14,146343739.0,121415120.0,60386000.0,43499402.0,20547943.0,0.0,21816000.0,14530000.0,0.0,20342050.0
2025-03-17,146250739.0,121508120.0,60576000.0,43160302.0,20186943.0,20615403.0,21873000.0,14528000.0,0.0,20350050.0
2025-03-18,145914219.0,121546120.0,0.0,43043302.0,20039943.0,20540403.0,21877000.0,0.0,0.0,20336050.0
2025-03-19,145574257.0,121012120.0,61046000.0,42837202.0,20051943.0,21160403.0,21814000.0,14486000.0,0.0,20333050.0
2025-03-20,144922257.0,121484120.0,0.0,42259202.0,20202943.0,0.0,21769000.0,0.0,0.0,20331050.0
2025-03-21,145013257.0,121561120.0,0.0,42249441.0,20214943.0,0.0,21814000.0,0.0,0.0,20335050.0
2025-03-24,144712408.0,121627120.0,61066000.0,42246592.0,20724943.0,0.0,21780000.0,0.0,0.0,20331050.0
2025-03-25,143308527.0,121723120.0,61166000.0,41948580.0,20300943.0,21363403.0,22076000.0,0.0,0.0,20334050.0
2025-03-26,143796527.0,121640120.0,61739000.0,41944580.0,20366943.0,21218403.0,22245000.0,0.0,0.0,20328050.0
2025-03-27,143644527.0,121489120.0,62624000.0,42218741.0,20236943.0,21160403.0,22293000.0,0.0,0.0,20318050.0
2025-03-28,144221527.0,120786120.0,63274000.0,42054825.0,20183943.0,21217403.0,22189000.0,0.0,0.0,0.0
2025-03-31,144177527.0,120062120.0,63884000.0,41999884.0,20830943.0,21338403.0,22172000.0,0.0,0.0,20113050.0
2025-04-01,145116527.0,120605120.0,64779000.0,42396695.0,20748943.0,21160403.0,21547000.0,0.0,0.0,19979050.0
2025-04-02,141069048.0,118830120.0,65279000.0,42616695.0,20603943.0,0.0,21431000.0,14466000.0,0.0,19935050.0
2025-04-03,141442048.0,118786120.0,65289000.0,42653695.0,20471943.0,21232403.0,0.0,14458000.0,0.0,19916050.0
2025-04-07,136625517.0,118827120.0,0.0,42634695.0,20177943.0,21216403.0,21966000.0,0.0,0.0,19909050.0
2025-04-08,137404517.0,118679120.0,66066000.0,42088884.0,19837943.0,21213403.0,21695000.0,0.0,0.0,19902050.0
2025-04-09,131882517.0,118873120.0,66989000.0,41480884.0,24398943.0,21160403.0,21278000.0,13895000.0,10118000.0,19802050.0
2025-04-10,132951517.0,118725120.0,67429000.0,41681693.0,25365943.0,0.0,21269000.0,13432000.0,0.0,19781050.0
2025-04-11,132855517.0,118713120.0,0.0,51203130.0,25047943.0,21321403.0,21158000.0,13262000.0,0.0,19780050.0
2025-04-14,133965517.0,118452120.0,0.0,51075321.0,24944943.0,21160403.0,21166000.0,13172000.0,0.0,19772050.0
2025-04-15,134055517.0,118674120.0,67419000.0,0.0,24606943.0,21165403.0,21157000.0,13042000.0,0.0,19749050.0
2025-04-16,134178517.0,118209120.0,67819000.0,51483298.0,24603943.0,21360403.0,20175000.0,13052000.0,0.0,19703050.0
2025-04-17,134224190.0,118438120.0,67891000.0,51140598.0,24562743.0,21360730.0,20123000.0,12988000.0,0.0,19683050.0
2025-04-22,134171190.0,117416120.0,67907000.0,52264427.0,24898743.0,21160730.0,20689000.0,12783000.0,0.0,0.0
2025-04-23,134750190.0,117382120.0,0.0,51943870.0,24985743.0,21170730.0,20667000.0,0.0,0.0,19671050.0
2025-04-24,135213190.0,116717120.0,0.0,52350225.0,23441743.0,21188730.0,20886000.0,12763000.0,0.0,19681050.0
2025-04-25,135707190.0,116978120.0,67906000.0,52381225.0,23228743.0,21184730.0,20778000.0,12653000.0,0.0,19666050.0
2025-04-28,135687190.0,117098120.0,67909000.0,52224925.0,23147743.0,21172730.0,20835000.0,0.0,0.0,0.0
2025-04-29,135935190.0,116911120.0,0.0,52258925.0,23297743.0,21205730.0,20644000.0,12583000.0,0.0,19658050.0
2025-04-30,136375190.0,116929120.0,67992000.0,52601925.0,23009743.0,21246730.0,20603000.0,0.0,0.0,19655050.0
2025-05-02,136789190.0,116365120.0,68246000.0,53298574.0,23185743.0,21195730.0,19927000.0,12778000.0,0.0,0.0
