date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BOCI SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,UBS SECURITIES HONG KONG LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,BNP PARIBAS,INDUSTRIAL AND COMMERCIAL BANK OF CHINA
2024-03-01,78.33272855192264,9.019807755684093,0.0,3.866872230578384,0.9767085620454653,1.4513884960143129,3.755027846383494,2.135041344764119,0.46242521260748404,0.0
2024-03-04,74.32193282291804,8.751541007503276,4.870777445102215,3.6661163110407275,0.9591361655064317,1.380318608961423,3.5666020571415693,2.0351315463644326,0.4484440354618768,0.0
2024-03-05,73.85345857739998,8.677754439114521,4.8370751784074,3.635349132551105,0.9524918085342036,1.3697268727987533,3.5415341549972426,2.0196438542298853,0.4236647529064228,0.6893012290604913
2024-03-06,73.83628391312553,8.686990752816376,4.834809549191455,3.615321379690222,0.9510647382458767,1.4110738168688441,3.542340171573371,2.0189573203067575,0.41411963666635715,0.6890387215152127
2024-03-07,73.8091928607952,8.639917125581057,4.835585073608664,3.6144871082637433,0.9643152604216172,1.4393669725448213,3.5579867524182864,2.0103963371463407,0.4396991050890975,0.6890534041311696
2024-03-08,73.79251919067784,8.712246455392068,4.839118870701621,3.618193291885231,0.9696659288800704,1.4416933977336772,3.5029048379344054,2.0189529297811872,0.4151526016851506,0.6895524953287607
2024-03-11,73.90552468077722,8.608405762583061,4.842438710525198,3.567673707713241,0.974846974440072,1.441288132757323,3.5545775879633155,2.003599492917965,0.4115780877227343,0.6900668625998639
2024-03-12,73.84051307162876,8.620500694563209,4.842014359747748,3.525227864620834,0.9686786461600659,1.4410526621956499,3.5889184221387307,2.0751353863115645,0.40766506915083073,0.6902938234825964
2024-03-13,73.89074185043276,8.614767785321357,4.842505341058811,3.491966954458942,0.980300648459344,1.4397811572551644,3.5880868981302454,2.051877224395952,0.4095669759709998,0.6904051645164287
2024-03-14,73.87437943603048,8.718748566985877,4.847278140162812,3.480039748434769,0.9775583201561947,1.4370133802348497,3.508909461142347,2.039275117196885,0.4256994972710881,0.6910983323847043
