date,THE HONGKONG AND SHANGHAI BANKING,VALUABLE CAPITAL LTD,CMB INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,GF SECURITIES (HONG KONG) BROKERAGE LTD,WINBULL SECURITIES INTERNATIONAL (HONG,ZHONGTAI INTERNATIONAL SECURITIES LTD,BOCI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,GUOSEN SECURITIES (HK) BROKERAGE CO LTD
2024-03-01,0.0,0.0,0.0,43.05971941843422,48.859147839213705,0.0,0.0,0.0,8.081132742352072,0.0
2024-03-04,0.0,0.0,0.0,34.2299964776357,38.98995294902644,0.0,12.609647342359898,7.86679132679228,6.303611904185681,0.0
2024-03-05,0.0,0.0,0.0,34.24682838237748,39.00609279942371,0.0,12.607814014412794,7.86564756693906,6.273617236846958,0.0
2024-03-06,0.0,0.0,0.0,34.24931815193377,39.00892857099583,0.0,12.608730611744203,7.866219405289579,6.266803260036615,0.0
2024-03-07,0.0,0.0,0.0,34.179741168468695,39.13283103087862,0.0,12.583116161920788,7.850239296866207,6.254072341865684,0.0
2024-03-08,91.59902903132426,0.0,0.0,2.871399192252861,3.2873257732106405,0.0,1.0566439593074246,0.6579908568433703,0.5276111870614433,0.0
2024-03-11,84.55770604270818,2.7162865523373676,4.953956252709983,2.6456096723632747,3.0408118370657453,0.0,0.9754185196915816,0.6242828503888077,0.4859282727350719,0.0
2024-03-12,84.5581816122815,2.7163018292801473,4.957358635630818,2.624815006422332,3.0453283003679323,0.0,0.975424005641839,0.6355347643908964,0.48705584598452767,0.0
2024-03-13,84.5583553061226,2.7157088617472063,4.9573028738907485,2.6219734126815744,3.04585645949275,0.0,0.9754130338030316,0.6355276157202147,0.48986243654186457,0.0
2024-03-14,84.5569286265675,2.71510063762441,4.95721923363269,2.611243492133607,3.0458050694068994,0.0,0.975396576507616,0.6467649796177735,0.49154138450950785,0.0
2024-03-15,84.5583553061226,2.7151464479279848,4.958990115348412,2.6073506533818174,3.0464188733119717,0.0,0.9754130338030316,0.6467758921046433,0.4915496779995288,0.0
2024-03-19,84.5578797409217,2.719068052248055,4.958962225459566,2.6039615254270223,3.0464017399275973,0.0,0.9754075479761879,0.6467722545681046,0.4915469134717595,0.0
2024-03-20,84.55883087667283,2.7185362202666967,4.96070525649797,2.6017411477413583,3.046436006889068,0.0,0.9754185196915816,0.6467795296820981,0.4915524425583945,0.0
2024-03-21,84.55978203382159,2.718566799629411,4.962448326749225,2.5989582967953466,3.0464702746214405,0.0,0.9754294916538049,0.6467868049597592,0.49155797176941696,0.0
2024-03-25,84.56168441231492,2.718627960418712,4.962559969125115,2.596767022852737,3.046538812398994,0.0,0.975451436318775,0.6468013560061069,0.49156903056464124,0.0
2024-03-26,84.5612088096669,2.7186126699633952,4.962532058060208,2.5961899849848815,3.0465216776654964,0.0,0.9754459500599645,0.6479225837799802,0.49156626581918644,0.0
2024-03-27,84.56834341117326,2.717717084350315,4.964638197758674,2.5924716690602887,3.0467787189076523,0.0,0.9755282504225379,0.6479772503287126,0.48654541799855583,0.0
2024-03-28,84.57072187922108,2.7166685274661715,4.964777827232849,2.5908570936017723,3.046864408960684,0.0,0.9755556869629712,0.6479954745616046,0.4865591019928715,0.0
2024-04-02,84.57595497988879,2.716836630558697,4.965085039724187,2.5848295720262455,3.047052944044915,0.0,0.9756160527846574,0.6480355714825631,0.4865892094899454,0.0
2024-04-08,84.5750034588697,2.716806064812676,4.965029180079705,2.584800491424446,3.047018663203236,0.0,0.9756050766250502,0.6491533298627569,0.48658373512243047,0.0
2024-04-09,84.57357621748443,2.71732273253959,4.964945392969625,2.5841943566922,3.0469672433869786,0.0,0.9755886128487088,0.6508299202763537,0.48657552380211394,0.0
2024-04-10,84.57357621748443,2.716760217483171,4.964945392969625,2.5841943566922,3.0469672433869786,0.0,0.9755886128487088,0.6508299202763537,0.48713803885853263,0.0
2024-04-11,84.57547921670296,2.716821347599716,4.9650571097448335,2.579752282220874,3.0470358035276557,0.0,0.9756105646739819,0.6508445646710342,0.4893991108589454,0.0
2024-04-12,84.58672977097558,2.716821347599716,4.9650571097448335,2.579752282220874,3.0470358035276557,0.0,0.9756105646739819,0.6508445646710342,0.47814855658632593,0.0
2024-04-15,84.58720559744926,2.716836630558697,4.965085039724187,2.579766794124038,3.0464904131668917,0.0,0.9756160527846574,0.6508482258726784,0.47815124631959954,0.0
2024-04-16,82.65529043605106,4.935970554783632,4.851685820561854,2.5252441115853808,2.9752615620066902,0.0,0.9533336351215427,0.6359832880082403,0.467230591881594,0.0
2024-04-17,82.65402850966508,4.937035860768904,4.852192582484589,2.524408394142539,2.9755723301243235,0.0,0.9534332114757852,0.6360497169003365,0.46727939443844946,0.0
2024-04-18,82.67311698789781,4.942025113112402,4.853313168790688,2.538738077504173,2.9454669459313787,0.0,0.9536534014584368,0.6361966089683325,0.4574896963367785,0.0
2024-04-19,82.67247184204169,4.944801640083186,4.853339855725506,2.537652296380508,2.9443834012895613,0.0,0.9536586453166587,0.6362001072254703,0.4574922119374169,0.0
2024-04-22,82.65974523974288,4.941291508200226,4.852592732471675,2.5543050099242017,2.9439301428381257,0.0,0.9535118390819186,0.6361021705657005,0.4585213571752759,0.0
2024-04-23,82.65166129069574,4.940775398250814,4.852085886966706,2.563933327637903,2.943622654070347,0.0,0.953412246304157,0.6360357307172263,0.45847346535710176,0.0
2024-04-24,82.65438753842824,4.940938368692253,4.852245932003195,2.5733635890844373,2.928326846611624,0.0,0.9534436944073653,0.6388054427645734,0.45848858800830833,0.0
2024-04-25,82.65529632763938,4.9376941792445255,4.852299282694964,2.57339188334849,2.9283590437148166,0.0,0.9551034352281487,0.6388124664630327,0.45904338166663716,0.0
2024-04-26,82.65120693355836,4.93799961078712,4.8520592138204,2.578212092243372,2.9282141623258124,0.0,0.9550561812165084,0.6387808610362142,0.45847094501222263,0.0
2024-04-29,82.65457825012912,4.929889234736316,4.852192582484589,2.5749845168347005,2.9282946502164333,0.0,0.955082432867921,0.6387984192205627,0.46617991351035903,0.0
2024-04-30,75.1765,4.477833333333334,4.413166666666666,2.3460001666666668,2.6633428333333335,0.0,0.8686666666666667,0.581,0.4235,0.0
2024-05-03,82.64240706553436,4.925282915839601,4.851445812384376,2.5806344317715832,2.9278439750109007,0.0,0.9549354422050442,0.6387001058186462,0.47875025143549127,0.0
2024-05-06,82.6096423961466,4.910562509156827,4.849393379329564,2.6136069249520597,2.9266053331738,0.0,0.9545314510769171,0.6384298999336403,0.49722810623058905,0.0
