date,KINGKEY SECURITIES GROUP LTD,LEEDS SECURITIES INVESTMENT LTD,KINGSWAY FINANCIAL SERVICES GROUP LTD,TSE\,FUTU SECURITIES INTERNATIONAL,SILVERBRICKS SECURITIES CO LTD,MFG LIMITED,CHINA CITIC BANK INTERNATIONAL LTD,GLORY SUN SECURITIES LTD,MONMONKEY GROUP SECURITIES LTD
2024-03-01,0.0,0.0,57.953149401353464,0.0,42.04685059864654,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,0.0,49.37870557744879,0.0,35.9303440195974,4.920651826605602,0.0,0.0,9.770298576348209,0.0
2024-03-05,0.0,0.0,48.36621776803424,0.0,35.47691129902217,5.451160524759022,1.1292062497825104,0.0,9.576504158402061,0.0
2024-03-06,0.0,31.46530824694535,33.01894972705143,0.0,24.485669101138143,3.7214320992464254,0.7708935309323108,0.0,6.537747294686345,0.0
2024-03-07,0.0,31.517345472915686,33.07355636032401,0.0,24.360783742630193,3.7275865917294455,0.7721684321839802,0.0,6.548559400216683,0.0
2024-03-08,0.0,31.52372155280808,33.06358695173578,0.0,24.362141954935748,3.7283406967962924,0.7723246448199151,0.0,6.54988419890418,0.0
2024-03-11,0.0,31.353811520521603,33.84912605872186,0.0,24.969228621049886,3.817332419350476,0.7907592531626105,0.0,5.219742127193565,0.0
2024-03-12,0.0,31.006993286743555,33.412048677073734,0.0,24.73761619028179,3.7751072344935634,0.7820123189231799,0.0,6.286222292484175,0.0
2024-03-13,0.0,29.030359592545764,34.30554019067956,0.0,25.274705421297476,3.8768985108898404,2.912933001798495,0.0,4.599563282788872,0.0
2024-03-14,0.0,28.66054459373761,33.71460465950283,0.0,28.756753701516907,2.7201182283003877,2.867513797321591,0.0,3.2804650196206646,0.0
2024-03-15,0.0,25.896834467746256,34.73396948459052,0.0,30.199508716367212,2.812625248734067,2.965033513443794,0.0,3.392028569118156,0.0
2024-03-18,0.0,25.948147675106288,34.68163445910659,0.0,30.23789228550709,2.7626673155380033,2.970908570478054,0.0,3.3987496942639757,0.0
2024-03-19,0.0,26.004597345256986,34.72419849380912,0.0,30.119011391166183,2.7686774423744502,2.977371721950414,0.0,3.4061436054428484,0.0
2024-03-20,0.0,26.03654078045215,34.73266095973939,0.0,30.067363151897485,2.772078420566213,2.981029055282259,0.0,3.4103276320625002,0.0
2024-03-21,0.0,24.013139142519712,35.692987207843714,0.0,30.87604782422974,2.8490354797976183,3.0637868978728156,0.0,3.505003447736403,0.0
2024-03-22,0.0,22.72289031485878,36.86999519145516,0.0,26.872150560463215,2.945132808133679,3.1671277434201373,0.0,7.422703381669031,0.0
2024-03-25,0.0,22.752277313140965,36.914983991651894,0.0,26.780270300344792,2.9489416815460916,3.171223717843535,0.0,7.432302995472721,0.0
2024-03-26,0.0,21.943190732861943,35.473635331080764,0.0,25.525218463700426,4.0809687058171145,3.0584528282373413,0.0,9.918533938302405,0.0
2024-03-27,0.0,23.962924932655486,34.37824210837995,0.0,24.18237023764488,3.9847248408583864,2.9863235515379314,0.0,10.505414328923369,0.0
2024-03-28,0.0,19.867698872941315,28.364215586971074,0.0,19.175585506955528,4.875148857700558,5.305339986675645,0.0,8.710055596681407,13.70195559207447
2024-04-02,0.0,14.837874511830021,29.37788895259454,0.0,20.170964003758215,6.5464357938593,5.563643158252115,0.0,9.134125494346902,14.369068085358904
2024-04-03,0.0,16.105782118773092,28.67277551562657,0.0,19.80276472175253,7.263741088271411,5.430311256742403,0.0,8.69990984649789,14.0247154523361
2024-04-05,0.0,16.493866331302566,28.450001944876817,0.0,19.70557788522476,7.249770106963926,5.419866669560701,0.0,8.6831765576368,13.997740504434427
2024-04-08,0.0,16.42503527365357,28.29596526756936,0.0,20.075968096737874,7.219515869773502,5.397248858327782,0.0,8.646940528181364,13.939326105756544
2024-04-09,0.0,11.787033236011728,20.281349589742668,28.235858918840968,14.433145800727063,5.180912679160752,3.8732063959814482,0.0,6.205269802919525,10.003223576615847
2024-04-10,0.0,10.824064024008214,20.867500850517366,29.051903444433364,14.80129338685417,3.793157336942824,3.9851459295021048,0.0,6.384608298236818,10.292326729505138
2024-04-11,0.0,10.827913720148,20.767433982622567,29.062236069988373,13.862870758684725,4.595928931684816,3.9865632900117305,0.0,6.601065939369147,10.295987307490645
2024-04-12,0.0,10.772825657719363,20.618529138720923,28.91437912207418,13.527346660059344,4.572546696985705,3.966281262183301,0.0,7.384485989921368,10.243605472335817
2024-04-15,0.0,10.768480037309265,19.072959967152894,26.845236782858528,12.5673467129022,4.245330610870587,3.682450146385424,7.140770198611386,6.1668628839249955,9.510562659984718
2024-04-16,0.0,10.624823790237594,18.802671141908412,26.48710954906004,12.419861925019532,4.188696038393956,3.6333246462010504,7.045509192008819,7.414316134684262,9.383687582486338
2024-04-17,0.0,10.22974418729508,18.88498695633487,26.606124726873166,12.47132701836735,4.207517208853918,3.649650352787475,7.077166950954458,7.447631062894821,9.425851535638865
2024-04-18,0.0,9.992758271509247,18.924837648746713,26.676577673160523,12.513782281807561,4.218658703038494,3.6593146170466313,7.095907269891574,7.467352369797974,9.450811165001282
2024-04-19,0.0,9.991888403231233,18.92319024414731,26.674255480623355,12.521397945420023,4.21829146935968,3.6589960741960836,7.09528957210783,7.4667023377677015,9.449988473146785
2024-04-22,0.0,11.73982844930716,19.02503516034855,26.826043710452357,12.639340982937291,4.6989896260374655,3.6798173690006175,7.135664886240095,4.751516757395128,9.503763058281333
2024-04-23,0.0,11.427853561740514,18.505259632528066,26.11316685653886,12.292099891757937,5.135852239713063,3.582029687100759,6.946041310375203,6.746487317100954,9.251209503144645
2024-04-24,0.0,3.293807327095296,19.43001799014951,27.432851770687588,12.805130885537022,5.396149597709699,3.7630552427551116,7.29707441106022,7.08743552858318,13.494477246422374
2024-04-25,0.0,2.9726216566400705,19.472630406199414,27.498294583753548,12.864843537687642,5.474083281745832,3.772032250427046,7.3144820462781395,7.104343056910574,13.526669180357734
