date,CITIBANK N.A.,ABN AMRO CLEARING HONG KONG LTD,DEUTSCHE BANK AG,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,DBS BANK LTD,INTERACTIVE BROKERS HONG KONG LTD,PHILLIP SECURITIES (HONG KONG) LTD,BNP PARIBAS
2024-03-01,98.01719535716747,1.818091146012721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16471349681982042
2024-03-04,97.96975995388657,1.7254851008892842,0.0,0.0,0.0,0.0,0.0,0.04396711905542118,0.0,0.2607878261687268
2024-03-05,97.76507332406491,2.082886701718435,0.0,0.0,0.0,0.0,0.0,0.06901130638223732,0.0,0.08302866783442163
2024-03-06,97.67813700303793,2.1581717632263304,0.0,0.0,0.0,0.0,0.0,0.08155881663355319,0.0,0.08213241710218477
2024-03-07,97.67494355851616,2.058759242505383,0.0,0.0,0.0,0.0,0.0,0.0813844878661989,0.0,0.18491271111225585
2024-03-08,95.76298142193453,1.8475550308089677,0.0,1.7944016186161926,0.0,0.0,0.0,0.0798705500254708,0.0,0.5151913786148445
2024-03-11,95.75641057529039,1.9390157647061295,0.0,1.790515532970099,0.0,0.0,0.0,0.0796975765981291,0.2171977911685276,0.21716275926672624
2024-03-12,95.58327521471377,2.1250164601684824,0.0,1.7805199392733,0.0,0.0,0.0,0.08970356368744004,0.21598527955810803,0.205499542598916
2024-03-13,95.34649077149166,2.350081347630648,0.0,1.7794815964259267,0.0,0.0,0.0,0.10096645789820563,0.21585932378237063,0.2071205027711811
2024-03-14,93.40729916534362,4.421381483148448,0.0,1.746040015338615,0.0,0.0,0.0,0.09906900754205522,0.21180270577956634,0.11440762284770445
2024-03-15,93.68361339620046,4.141780811970157,0.0,1.7466217745924644,0.0,0.0,0.0,0.10251932702896427,0.2118732758598595,0.11359141434809242
2024-03-18,93.52898007793178,4.269075643031121,0.0,1.7466217745924644,0.0,0.0,0.0,0.07859815072220594,0.2118732758598595,0.16485107786257455
2024-03-19,93.57255079191908,4.044387451292641,0.0,1.7466217745924644,0.0,0.0,0.0,0.07859815072220594,0.2118732758598595,0.3459685556137448
2024-03-20,93.43002728088449,4.250397326767066,0.0,1.6603869738985433,0.0,0.0,0.0,0.07856020324549277,0.21177098266176314,0.36885723254264197
2024-03-21,93.41834258762492,4.262478096544932,0.0,1.6601034563660637,0.0,0.0,0.0,0.0785467887852944,0.21173482194296753,0.36879424873582356
2024-03-22,93.28003193780734,4.376029432506281,0.0,1.6601034563660637,0.0,0.0,0.0,0.0785467887852944,0.21173482194296753,0.3935535625920577
2024-03-25,93.00249712618752,4.745752119244606,0.0,1.660117629943111,0.0,0.0,0.0,0.07854745939950125,0.21002907622040554,0.3030565890048583
