date,WE SECURITIES LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,THE HONGKONG AND SHANGHAI BANKING,ZINVEST GLOBAL LTD,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,VALUABLE CAPITAL LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.1962302055808549,0.0,0.0,0.0,0.1962302055808549
2024-03-05,0.0,0.0,0.0,0.0,0.5253524734044214,0.1962302055808549,0.2609896116389623,0.0,0.0,0.9825722906242387
2024-03-07,0.0,0.0,0.5209834898146587,0.3586889301175015,0.5254774085942917,0.1962302055808549,0.2609896116389623,0.265237408094551,0.0,2.12760705384082
2024-03-08,0.0,0.0,0.5122380265237407,0.3586889301175015,0.5358470293535229,0.1962302055808549,0.2609896116389623,0.26336338024649714,0.0,2.1273571834610796
2024-03-11,0.0,0.0,0.5122380265237407,0.3586889301175015,0.5384706683407983,0.1962302055808549,0.2609896116389623,0.26336338024649714,0.0,2.129980822448355
2024-03-12,0.0,0.0,0.5122380265237407,0.3585639949276313,0.5372213164420957,0.1962302055808549,0.2609896116389623,0.26336338024649714,0.0,2.1286065353597823
2024-03-13,0.0,0.0,0.5122380265237407,0.3586889301175015,0.5369714460623551,0.1962302055808549,0.2609896116389623,0.2644877969553294,0.0,2.129606016878744
2024-03-14,0.0,0.0,0.5122380265237407,0.3586889301175015,0.5367215756826147,0.1962302055808549,0.2609896116389623,0.26511247290468065,0.0,2.129980822448355
2024-03-20,0.0,0.0,0.5122380265237407,0.3588138653073718,0.5373462516319659,0.1962302055808549,0.2609896116389623,0.26511247290468065,0.0,2.1307304335875763
2024-03-21,0.0,0.0,0.5122380265237407,0.3588138653073718,0.5380958627711875,0.1962302055808549,0.2609896116389623,0.26511247290468065,0.0,2.131480044726798
2024-03-22,0.0,0.0,0.5122380265237407,0.3586889301175015,0.5365966404927444,0.1962302055808549,0.2587407782212977,0.26511247290468065,0.0,2.12760705384082
2024-03-25,0.0,0.0,0.5122380265237407,0.3585639949276313,0.5357220941636526,0.18698500153045608,0.2587407782212977,0.26511247290468065,0.0,2.117362368271459
2024-03-26,0.0,0.0,0.5121130913338706,0.3586889301175015,0.5357220941636526,0.18698500153045608,0.25861584303142743,0.26511247290468065,0.0,2.117237433081589
2024-03-27,0.0,0.0,0.5108637394351679,0.36168737467438766,0.5357220941636526,0.18698500153045608,0.2584909078415572,0.26511247290468065,0.0,2.118861590549902
2024-03-28,0.0,0.0,0.5139869942467344,0.36168737467438766,0.5357220941636526,0.18698500153045608,0.2584909078415572,0.26511247290468065,0.0,2.1219848453614687
2024-04-03,0.0,0.0,0.4992446418420444,0.36181230986425794,0.5355971589737824,0.18698500153045608,0.2584909078415572,0.26511247290468065,0.0,2.107242492956779
2024-04-05,0.0,0.0,0.5006189289306172,0.36181230986425794,0.5340979366953393,0.18698500153045608,0.2584909078415572,0.265737148854032,0.0,2.1077422337162597
2024-04-08,0.0,0.0,0.5003690585508768,0.3661850415097168,0.5323488440371558,0.18698500153045608,0.2584909078415572,0.265737148854032,0.0,2.1101160023237946
2024-04-09,0.0,0.0,0.5003690585508768,0.3661850415097168,0.5317241680878044,0.18698500153045608,0.2584909078415572,0.2663618248033833,0.0,2.1101160023237946
2024-04-11,0.0,0.0,0.500493993740747,0.36805906935777066,0.5317241680878044,0.18698500153045608,0.2584909078415572,0.2663618248033833,0.0,2.1121149653617186
2024-04-12,0.0,0.0,0.5003690585508768,0.3688086804969922,0.5303498809992316,0.18698500153045608,0.2584909078415572,0.2663618248033833,0.0,2.111365354222497
2024-04-15,0.0,0.0,0.5003690585508768,0.3686837453071219,0.530474816189102,0.18698500153045608,0.2584909078415572,0.2663618248033833,0.0,2.111365354222497
2024-04-16,0.0,0.0,0.5003690585508768,0.3688086804969922,0.530474816189102,0.18698500153045608,0.2584909078415572,0.2663618248033833,0.0,2.1114902894123673
