date,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,NANYANG COMMERCIAL BANK LTD,BANK OF COMMUNICATIONS TRUSTEE LTD,FUTU SECURITIES INTERNATIONAL,ICBC (ASIA) SECURITIES LTD,HANG SENG SECURITIES LTD,CHINA SYSTEM SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,KGI ASIA LTD
2024-08-12,84.71852414316015,5.681686301946728,2.831171960400067,1.9165536518968245,0.9223552609618801,0.8836704986686915,0.799558772654073,0.8488542126048219,0.7471685517198692,0.650456645986898
2024-08-15,84.71337438826531,5.681340931295618,2.8309998629537447,1.9164371510293943,0.9222991940796017,0.8836167833033451,0.799510170158399,0.8488026136047143,0.7532017984005376,0.6504171069093417
2024-09-05,84.71618326786579,5.681529310081855,2.831093731694324,1.9165006952012325,0.9223297751703741,0.8836460817839594,0.796220934730662,0.848830757736186,0.7532267726526183,0.650438673083002
2024-09-13,84.71618326786579,5.681529310081855,2.831093731694324,1.9165006952012325,0.9333822589950639,0.8836460817839594,0.796220934730662,0.848830757736186,0.7421742888279282,0.650438673083002
2024-09-17,84.71337438826531,5.67692008434976,2.8309998629537447,1.9241736331846455,0.9333513114442464,0.8836167833033451,0.7961945349490055,0.8488026136047143,0.7421496810358928,0.6504171069093417
2024-09-24,84.67968235590456,5.674662271146444,2.8298739233995165,1.9631801529888506,0.932980100843604,0.8832653530189005,0.7958778740648104,0.8484650295416079,0.7418545147619658,0.6501584243297347
2024-09-30,76.644,5.1365,2.5614999999999997,1.7845,0.8444999999999999,0.7995,0.7204,0.768,0.6715,0.5884999999999999
2024-10-03,84.68211062238767,5.663041568747038,2.8301396894635715,1.9716510934404623,0.9330677211602523,0.8833483044021573,0.7959526185007054,0.8485447126714906,0.7419241856235754,0.6502194836030888
2024-10-04,84.68351409403093,5.66313542467715,2.8301865945391707,1.9716837704294947,0.9314258439182201,0.8833629444989525,0.7959658101526521,0.8485587759539657,0.7419364818399583,0.6502302599595167
2024-10-07,84.66293450453118,5.661759182753699,2.829498809213462,2.0043433883731514,0.9234671108734938,0.8831482717025817,0.795772376403427,0.8483525611852193,0.740651552441002,0.6500722425227885
2024-10-08,84.57032392179623,5.644384469143185,2.8263299418845214,2.1218163100698555,0.9235362722456937,0.8821591991164064,0.7948811595290296,0.8474024576878051,0.7398220675516579,0.6493442009756162
2024-10-09,84.55433354405034,5.627026496283769,2.825924589791368,2.1529540647971324,0.9267135098281278,0.8820326798899859,0.7947671577145038,0.8472809232714311,0.7397159623092376,0.6492510720641109
2024-10-17,84.55441874422186,5.626995456922401,2.825909001648217,2.152942188841107,0.9267083979638893,0.8820278144906303,0.794762773682364,0.8472762495669846,0.7397118819461759,0.6492474907163677
2024-10-18,84.56247814128372,5.627274823502933,2.8260493011278824,2.1530490771622337,0.9289609648837309,0.8820716050172718,0.7948022317128739,0.847318314763308,0.7287158162775585,0.6492797242684983
2024-10-22,84.54335678374223,5.626002378131776,2.825410271852671,2.1751743338252845,0.9287509072418303,0.8818721500473199,0.7946225101864781,0.84712671824433,0.7285510382817446,0.6491329084463388
2024-10-24,84.5042083143149,5.623397213273445,2.8241019432996626,2.1741671021615985,0.9746266320034752,0.8814637921796136,0.7942545539539633,0.8467344495233811,0.7282136769663975,0.6488323223235805
2024-11-06,84.48883847619929,5.614107028491621,2.8235882885296064,2.2002272980304878,0.9744493644583925,0.8813034693263402,0.7941100929364546,0.8465804433303682,0.7280812276298283,0.6487143110676062
2024-11-12,84.47451316033282,5.617295933223334,2.825192132918038,2.2069917852699565,0.9750028676554932,0.8818040641296003,0.7945611604740013,0.8470613148862203,0.7284947896905579,0.6490827914199747
2024-11-14,84.46934102730388,5.611657424196302,2.8251298136947383,2.2069431025583333,0.9749813606504583,0.8817846129412231,0.8055728346369849,0.8470426300673665,0.7284787202597598,0.6490684736909441
2024-11-18,84.4713962443924,5.610914817314437,2.8247559560831226,2.206651051384864,0.9748523385428384,0.8816679238291847,0.8054662308503271,0.8469305384625564,0.728382318560571,0.6489825805797063
2024-11-25,84.47325934290856,5.611038571478985,2.8248182588135653,2.2066997212125488,0.9726682429332674,0.8816873698697816,0.8054839961887285,0.8469492183364506,0.728398383738575,0.6489968945195328
2024-11-29,84.47698578650645,5.611286096185913,2.824942872519697,2.206797067308965,0.9771225395480974,0.8817262645244964,0.7966967523358301,0.8469865805563643,0.7284305162206752,0.6490255242935161
2024-12-02,84.4676702938984,5.610667325361363,2.824631358866575,2.2065537181698285,0.9880420447177244,0.8816290343212284,0.7966088985536652,0.8468931811866208,0.7283501903304207,0.648953954594175
2024-12-04,84.46673885763309,5.610605455784504,2.824600211279875,2.207632099544138,0.9880311494463276,0.881619312480289,0.7966001142411018,0.8468838423825665,0.7283421587157359,0.6489467984923702
2024-12-06,84.41014036591426,5.605382400994162,2.821970719368425,2.2386275626611907,0.9871113662128084,0.8807985907222547,0.836070106940737,0.8460954567538358,0.7254607529588554,0.6483426774734796
2024-12-09,84.39898261657885,5.604641453858092,2.821597697338346,2.2515501438061993,0.9869808849561422,0.8806821624134327,0.8359595910638574,0.8459836156766933,0.7253648579727897,0.6482569763355911
2024-12-13,84.38782781662646,5.60390070258024,2.8212247739110228,2.264469309061512,0.9868504381902309,0.8805657648806803,0.8358491044001856,0.8458718041630551,0.7252689883351194,0.6481712978515077
2024-12-16,84.35967440492776,5.603530400363877,2.8210383491611775,2.2852448075383345,0.9972477943257646,0.8805075776515172,0.8357938720196828,0.8458159094888871,0.7230184174211646,0.648128467101836
2024-12-17,84.3601389436494,5.6030105925810085,2.821053883615971,2.2852573915686665,0.997253285814664,0.8805124262935659,0.8357984744392585,0.8458205670962584,0.7230223988264239,0.6481320361147761
2024-12-23,84.35429497497506,5.601159976835694,2.820122119049559,2.284502594974755,1.0079335545539219,0.880221602256538,0.8355224189524538,0.8455412014171623,0.7227835920968321,0.6479179648880208
2024-12-27,84.35615575815085,5.600296774449217,2.819687506191974,2.284150527170934,1.0083286182595543,0.8800859501075478,0.835393655455432,0.8454108939119407,0.72267220293384,0.6478181133687202
2024-12-30,84.33758807176487,5.5990640896114385,2.8190668630053466,2.283647761364862,1.030117737174704,0.8798922338367263,0.8352097764336356,0.8452248099895008,0.7225131351017021,0.6476755217172151
2025-01-03,84.30975186317158,5.597216079495321,2.8181364103444255,2.2938959264369028,1.0517815374933714,0.8796018192740066,0.8349341096273216,0.8449458376515787,0.7222746646071112,0.6474617518983776
2025-01-06,84.3069692529077,5.597031345575843,2.8180433988584808,2.2938202173023354,1.0550472846009302,0.8795727883612553,0.8349065529547925,0.8449179505458962,0.7222508262153396,0.6474403826774218
2025-01-13,84.30765981227806,5.596785052651033,2.81791939309398,2.2937192795631263,1.0550008580820327,0.8795340834583786,0.8348698135541758,0.8448807706016696,0.7222190441406199,0.6474118925769303
2025-01-15,84.2983861032401,5.596169415160421,2.8176094264242595,2.293466974075573,1.0658846512610218,0.8794373361023601,0.8347779791970995,0.8447878350551752,0.7221396011897429,0.6473406782942326
2025-01-16,84.28169856722431,5.595061608914267,2.8170516582277925,2.2930129640464365,1.0854694462896082,0.879263244486871,0.8346127282565183,0.8446206025840111,0.7219966479119835,0.6472125320581908
2025-01-20,84.28216202067792,5.595092375387532,2.817067148806912,2.2930255730089444,1.0849255289080688,0.879268079434365,0.8346173176769726,0.8446252470363881,0.7220006180721209,0.6472160909907739
2025-01-22,84.25436383205856,5.593246985693382,2.8161380154994786,2.325251572430762,1.08456769560423,0.8789780766706355,0.8343420417577803,0.8443466702727306,0.7217624857214161,0.6470026242910182
2025-01-27,84.24897955145336,5.592816569907734,2.815921305910302,2.3250726379075886,1.0932788361225043,0.8789104368827976,0.832079186587354,0.8442816954671526,0.7217069441070127,0.6469528356541919
2025-02-03,84.24637056707965,5.591986669363277,2.8155034601619726,2.3247276276566744,1.0980628368931526,0.8787800181141897,0.8319557169613887,0.8441564151490903,0.7215998522726274,0.6468568363479683
2025-02-10,84.21536084841652,5.589928350028952,2.8144671191349704,2.352989004734546,1.1053499597305407,0.8784565534836654,0.8316494875944794,0.8438456949036335,0.7213342431044731,0.646618738868214
2025-02-12,83.51366938160997,6.277874865497471,2.901547964664673,2.3346477423743743,1.0983691806874538,0.8541660080085558,0.8251668812529367,0.8372680206133641,0.7157115306415022,0.6415784246496938
2025-02-14,83.52231964708986,6.278525121732627,2.90184850420967,2.3348895629400745,1.0881250449751083,0.8542544817014003,0.8252523512441478,0.8373547440289411,0.7157856633528643,0.6416448787253018
2025-02-17,83.50547604591006,6.277258957507366,2.932875787995757,2.3344186954071415,1.082455178397988,0.8540822077289262,0.8250859260115179,0.8371858781567522,0.7096458420313094,0.6415154808531883
2025-02-19,83.4718092160104,6.271459221622069,2.931693343023921,2.37488408887591,1.0841980584682407,0.8537378681506197,0.8247532768388053,0.8368483506568932,0.7093597347365072,0.6412568416166429
2025-02-20,83.27278225323984,6.250720630369376,3.2104762795676,2.37073794725312,1.0828491059832444,0.8522473877828949,0.7906810799992168,0.8353873564993789,0.6939806425085986,0.6401373167967246
2025-02-21,83.27495774114739,6.250720630369376,3.2104762795676,2.37073794725312,1.080673618075694,0.8522473877828949,0.7906810799992168,0.8353873564993789,0.6939806425085986,0.6401373167967246
2025-02-25,83.27449715464977,6.25150263430151,3.2108779300688957,2.371034541279064,1.0791769969941876,0.8523540092186954,0.7907799991079384,0.8354918686406613,0.6940674637926326,0.6402174019466526
2025-02-26,83.27495012042897,6.24881692402422,3.210895395413908,2.3710474383549425,1.0813586390111551,0.8523586455384708,0.7907843005002099,0.8354964132400073,0.6940712391238602,0.6402208843642504
2025-02-27,83.26815615111244,6.247219318408031,3.2106334351874115,2.3708539969476408,1.08181431519359,0.8522891060373832,0.7907197845291307,0.8354282494406003,0.7027169910659217,0.6401686520778559
2025-03-03,83.26408030160964,6.246913526531163,3.2104762795676,2.3843347466753104,1.081761362029469,0.8522473877828949,0.7906810799992168,0.8353873564993789,0.6939806425085986,0.6401373167967246
2025-03-04,83.26091047229131,6.24667570910048,3.2103540580550356,2.384243976031387,1.0866148412661294,0.8522149430750874,0.7895632765516348,0.8353555536460333,0.6939542229507412,0.6401129470321492
2025-03-05,83.25764736465989,6.24667570910048,3.2103540580550356,2.384243976031387,1.0866148412661294,0.8522149430750874,0.7928263841830646,0.8353555536460333,0.6939542229507412,0.6401129470321492
2025-03-06,83.2586464562527,6.24650585059289,3.210266762671934,2.384179144088389,1.0860414577428175,0.8521917697961918,0.7928048257874208,0.8353328388046909,0.6939353530695219,0.6400955411934384
2025-03-14,83.25909924961033,6.243276784908238,3.210284221368757,2.384192110194923,1.088766561270583,0.8521964043511507,0.7928091373727553,0.8353373816741335,0.6939391269636682,0.6400990222854526
2025-03-17,83.2586464562527,6.24324283169131,3.210266762671934,2.384179144088389,1.0893044766443984,0.8521917697961918,0.7928048257874208,0.8353328388046909,0.6939353530695219,0.6400955411934384
2025-03-20,83.20751250870963,6.211689868787631,3.3213436685765347,2.3827148818588655,1.0880919693160238,0.8516683895695352,0.7939484259624614,0.8348198126220843,0.6935091672563669,0.6147013073408706
2025-03-21,83.20742124062724,6.211723629659744,3.321361720259926,2.382727832043776,1.0880978831550272,0.8516730184335304,0.7939527411153167,0.8348243499131478,0.693512936516391,0.614704648275892
2025-03-25,83.20651677674343,6.211656108282497,3.3213256170893644,2.382701931814723,1.0891730545977887,0.8516637607558556,0.7939441108565117,0.834815275380341,0.6935053980373145,0.6146979664421651
2025-03-27,83.18843162740555,6.210305988932408,3.3206037184675776,2.4039193013419347,1.088936320047296,0.85147864945814,0.7937715450724001,0.8346338261440353,0.6933546628644459,0.6145643602662134
2025-03-28,83.17035433806625,6.208956456358571,3.319882133590623,2.425127449574299,1.088699688384161,0.8512936186117667,0.7935990542872168,0.8344524557675007,0.6932039932026894,0.6144308121569292
2025-04-03,83.16852555353681,6.209631149322369,3.3202428868237805,2.4036580807246617,1.1105508853981032,0.8513861239818139,0.7936852903079985,0.8345431311015099,0.6932793198473481,0.6144975789556041
2025-04-08,83.14945967762087,6.208248186522305,3.3195034270572936,2.403122755899438,1.133118008319672,0.8511965096054295,0.7935085266315324,0.8343572678710528,0.6931249178407964,0.614360722631615
2025-04-09,83.13320277326103,6.205405100097866,3.41987011336568,2.4026529111528934,1.113888137607275,0.8510300885570939,0.7933533844060006,0.7798846248678921,0.6864722603293981,0.6142406063548649
2025-04-16,83.08672505655888,6.201935811647004,3.4630098440668546,2.4013096473592106,1.1241212205427047,0.8505542986916553,0.7929098401587558,0.7794486106708469,0.6860884706740602,0.6138971996300333
2025-04-25,83.0727467901997,6.20089241619895,3.4624272374714944,2.4177293640964748,1.1239321016933332,0.8504112039369642,0.7927764433383009,0.7793174785280669,0.6859730451667664,0.6137939193699469
2025-04-28,83.06147742022304,6.200051223948498,3.4619575362148978,2.4526721102964477,1.102074569914178,0.8502958400076402,0.792668897947135,0.7792117589348891,0.6858799883660863,0.6137106541471864
2025-04-30,76.53649999999999,5.7090000000000005,3.19,2.279,1.0354999999999999,0.7835,0.7303999999999999,0.718,0.632,0.5655
