date,EVERBRIGHT SECURITIES INVESTMENT,HSBC BROKING SECURITIES (HONG KONG) LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,EAST ASIA SECURITIES CO LTD,CELESTIAL SECURITIES LTD,HING WONG SECURITIES LTD
2024-10-07,100.0,0.0,0.0,0.0,0.0,0.0
2024-10-17,95.34109690943589,4.6589030905641104,0.0,0.0,0.0,0.0
2025-04-01,96.02726519562967,3.972734804370339,0.0,0.0,0.0,0.0
2025-04-24,96.02726519562967,3.972734804370339,0.0,0.0,0.0,0.0
