date,FUTU SECURITIES INTERNATIONAL,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CHINA INTERNATIONAL CAPITAL CORPORATION,CITIBANK N.A.,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,VALUABLE CAPITAL LTD,CMB INTERNATIONAL SECURITIES LTD
2025-03-28,516170701.0,372578500.0,320487680.0,74771916.0,40078974.0,27884524.0,27794600.0,26783580.0,6849200.0
2025-03-31,515638301.0,369999300.0,321537730.0,0.0,40604974.0,27949724.0,27978600.0,26789580.0,0.0
2025-04-01,515456301.0,367340900.0,321660530.0,0.0,40426174.0,28001724.0,27596600.0,27047580.0,6867200.0
2025-04-02,515784701.0,366848500.0,322242530.0,0.0,39644974.0,27868524.0,27583800.0,0.0,6877200.0
2025-04-03,516532301.0,365770900.0,320847389.0,0.0,39900399.0,28005724.0,28387000.0,27073980.0,0.0
2025-04-07,516067101.0,360702900.0,320846189.0,0.0,38852319.0,27952924.0,28413000.0,27090780.0,6907200.0
2025-04-08,515873901.0,360498500.0,321475189.0,74371916.0,39077639.0,27958124.0,28521000.0,0.0,6917200.0
2025-04-09,515760301.0,356291700.0,322585589.0,0.0,39735839.0,27791324.0,27959800.0,27123980.0,8688800.0
2025-04-10,515111901.0,352762100.0,321167699.0,74423916.0,41272929.0,27695324.0,27374200.0,27128780.0,13733200.0
2025-04-11,512541901.0,351716100.0,322549092.0,76423916.0,41173416.0,27090924.0,27171000.0,27124380.0,17438000.0
2025-04-14,512901501.0,350712100.0,321531092.0,0.0,41054016.0,27124924.0,27159400.0,26728380.0,32598400.0
2025-04-15,512737101.0,349316100.0,326130582.0,74623916.0,41212726.0,26868260.0,27139400.0,0.0,33606800.0
2025-04-16,511288301.0,349106100.0,324376614.0,0.0,44867326.0,26926292.0,27149400.0,26698380.0,34087200.0
2025-04-17,510911901.0,349053300.0,324025414.0,74723916.0,44695726.0,26868292.0,0.0,0.0,35007600.0
2025-04-22,510792301.0,348745700.0,323657714.0,0.0,44625526.0,0.0,27139400.0,0.0,37636400.0
2025-04-23,510848701.0,347768100.0,323454642.0,0.0,45092398.0,26879892.0,27079400.0,25649180.0,39513600.0
2025-04-24,510463101.0,346615300.0,324017423.0,0.0,43170017.0,26893492.0,27118200.0,26449580.0,41483200.0
2025-04-25,510651501.0,345354900.0,320621023.0,0.0,45897729.0,26868292.0,27079800.0,26256380.0,41603200.0
2025-04-28,510580701.0,345278500.0,318320655.0,0.0,45069197.0,0.0,0.0,0.0,45073200.0
2025-04-29,510374301.0,344530100.0,317748655.0,74745516.0,45303997.0,26869092.0,0.0,26260380.0,45133200.0
2025-04-30,510468701.0,199716800.0,319857719.0,0.0,44255333.0,26868292.0,26981800.0,0.0,45183200.0
2025-05-02,511047901.0,344333300.0,318701816.0,74785116.0,43410836.0,27500192.0,26961800.0,26288380.0,0.0
