date,MIRAE ASSET SECURITIES (HK) LTD,ABN AMRO CLEARING HONG KONG LTD,INTERACTIVE BROKERS HONG KONG LTD,BNP PARIBAS,MAGNUM RESEARCH LTD,FUTU SECURITIES INTERNATIONAL,CATHAY SECURITIES (HONG KONG) LTD,CITIBANK N.A.,BOCI SECURITIES LTD
2024-03-04,0.0,90.85159250056472,0.0,0.0,9.148407499435283,0.0,0.0,0.0,0.0
2024-03-07,0.0,89.70555431630605,0.0,0.0,9.034128931519072,0.0,0.0,1.2603167521748828,0.0
2024-03-12,0.0,46.25337857266088,0.0,48.43866812352637,4.6581172005290705,0.0,0.0,0.649836103283685,0.0
2024-03-13,0.0,46.20737247685318,0.0,48.54218183909368,4.600609580769452,0.0,0.0,0.649836103283685,0.0
2024-03-14,0.0,46.74219334061763,0.0,48.54218183909368,4.065788717005003,0.0,0.0,0.649836103283685,0.0
2024-03-19,0.0,46.70768876876186,0.0,48.54218183909368,4.100293288860774,0.0,0.0,0.649836103283685,0.0
2024-04-05,0.0,46.68468572085801,0.0,48.54218183909368,4.123296336764621,0.0,0.0,0.649836103283685,0.0
2024-04-08,0.0,46.66436622958362,0.0,48.544973544973544,4.140786749482402,0.0,0.0,0.6498734759604324,0.0
2024-04-09,0.0,46.65861513687601,0.0,48.544973544973544,4.140786749482402,0.0,0.0,0.6556245686680469,0.0
2024-04-10,0.0,45.630356337392875,0.0,47.59246729815065,4.059539918809202,2.074875958502481,0.0,0.6427604871447903,0.0
2024-04-11,0.0,45.61344158773117,0.0,47.59246729815065,4.076454668470906,2.074875958502481,0.0,0.6427604871447903,0.0
2024-04-16,0.0,45.6021650879567,0.0,47.59246729815065,4.0877311682453765,2.074875958502481,0.0,0.6427604871447903,0.0
2024-04-18,0.0,45.630356337392875,0.0,47.59246729815065,4.059539918809202,2.074875958502481,0.0,0.6427604871447903,0.0
2024-04-25,0.0,45.647271087054584,0.0,47.59246729815065,4.042625169147496,2.074875958502481,0.0,0.6427604871447903,0.0
2024-05-10,0.0,45.69237708615246,0.0,47.59246729815065,3.9918809201623815,2.074875958502481,0.0,0.6483987370320253,0.0
2024-05-13,0.0,45.66418583671628,0.0,47.59246729815065,3.9918809201623815,2.074875958502481,0.0,0.6765899864682002,0.0
2024-05-16,0.0,45.62471808750564,0.0,47.59246729815065,3.9918809201623815,2.1087054578258906,0.0,0.6822282363554353,0.0
2024-05-17,0.0,45.66418583671628,0.0,47.59246729815065,3.986242670275147,2.074875958502481,0.0,0.6822282363554353,0.0
2024-05-22,0.0,45.66982408660352,0.0,47.59246729815065,3.980604420387911,2.074875958502481,0.0,0.6822282363554353,0.0
2024-06-04,0.0,45.630356337392875,0.0,47.59246729815065,4.020072169598557,2.074875958502481,0.0,0.6822282363554353,0.0
2024-06-07,0.0,45.6190798376184,0.0,47.59246729815065,4.031348669373027,2.074875958502481,0.0,0.6822282363554353,0.0
