date,SHANGHAI COMMERCIAL BANK LTD,HANG SENG SECURITIES LTD,BOCI SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,CHINA CONSTRUCTION BANK (ASIA),STANDARD CHARTERED BANK (HONG KONG) LTD
2024-05-03,24.00209168554994,15.888094823078264,13.42164894544187,10.920341641973156,11.49555516820638,8.567195398291789,6.8241241066759635,4.706292487362733,4.174655743419906
2024-05-06,23.97284122562674,15.868732590529246,13.405292479108635,10.907033426183844,11.472841225626741,8.70473537604457,6.74616991643454,4.7005571030640665,4.221796657381615
2024-05-07,23.964497041420117,15.863209189001044,13.400626522798467,10.903237034458755,11.46884789418726,8.745214061956142,6.735120083536374,4.698920988513748,4.220327184128089
2024-05-08,23.941580457272018,15.848039641832564,13.387811875162999,10.892810571155351,11.457880552899244,8.936799095888029,6.572198556898201,4.7465878466487,4.216291402242893
2024-05-14,23.90625,15.824652777777779,13.368055555555555,10.87673611111111,11.440972222222221,9.071180555555555,6.5625,4.739583333333333,4.210069444444445
2024-05-17,23.90832537546662,15.826026564805973,13.369216077784529,10.877680354197413,11.441965448389617,9.054605434499523,6.563069710912406,4.739994791214515,4.219116242729404
2024-05-20,23.80293863439931,16.17113223854797,13.31028522039758,10.829732065687121,11.39152981849611,9.040622299049266,6.534140017286084,4.719101123595506,4.200518582541054
2024-05-21,23.821468731078628,16.18372113139002,13.320647002854425,10.8381627886861,11.40039788945593,8.978462070755125,6.539226710492171,4.722774846466569,4.195138828821037
2024-05-24,23.768015879865366,16.458099594373003,13.290756882713387,10.813843100025892,11.331664796754984,8.91516354535255,6.524553378786571,4.712177440234746,4.185725381893501
2024-05-27,23.79471228615863,16.47658545014688,13.305685156385,10.825989286331431,11.344392604112667,8.812856402280975,6.531881804043546,4.717470191809228,4.19042681873164
2024-05-28,23.790601243953006,16.473738769868692,13.303386316516933,10.824118866620594,11.342432619212163,8.828610919143054,6.530753282653766,4.716655148583276,4.189702833448514
2024-05-29,23.74752091058032,16.443907907217383,13.279296369750798,10.804518409933603,11.321893593170648,8.99370526860395,6.518927308786755,4.708114167457101,4.182116064499439
2024-05-30,23.745473357475426,16.442490084497326,13.278151405414725,10.80358682531471,11.320917399551647,9.010174167959994,6.518365235385411,4.70770822555613,4.173133298844629
2024-05-31,23.71684464347227,16.577678263864968,13.262142611091972,10.790561488115742,11.307268343093352,8.964863933861523,6.510506372717878,4.702032380296245,4.168101963486049
2024-06-03,23.73319544984488,16.589107204412272,13.271285763529816,10.798000689417442,11.31506377111341,8.902102723198897,6.514994829369184,4.705274043433299,4.1709755256808
2024-06-04,23.71728650137741,16.571969696969695,13.257575757575758,10.786845730027549,11.303374655647383,8.892906336088155,6.508264462809918,4.7004132231404965,4.261363636363636
2024-06-06,23.71116275066701,16.567690851192012,13.25415268095361,10.784060590412256,11.300456149410449,8.916429985368794,6.506584043377226,4.6991995868835525,4.260263361735089
2024-06-12,23.77664624147752,16.613446103391734,13.290756882713387,10.813843100025892,11.331664796754984,8.6389919737637,6.550444463623026,4.712177440234746,4.272028998015017
2024-06-14,23.91077937858011,16.707168894289186,13.365735115431349,10.874848116646415,11.395591043221662,8.123589654573857,6.587398021176879,4.738760631834751,4.296129144245791
2024-06-18,23.923237235151092,16.71587356721084,13.303230288294547,10.880514067384508,11.401528308440431,8.145189301840917,6.590830149357416,4.741229593608892,4.298367488711358
2024-06-19,23.923237235151092,16.71587356721084,13.303230288294547,10.880514067384508,11.401528308440431,8.153872872525183,6.582146578673151,4.741229593608892,4.298367488711358
2024-06-20,23.919083174162182,16.712971001910056,13.300920298662962,10.878624761243271,11.399548532731377,8.187185275221392,6.563639520750131,4.740406320541761,4.297621114776871
2024-06-21,24.026822258991555,16.763911869720456,13.341461290603501,10.911782635199861,10.78115475050074,8.52564660802926,6.58364538883567,4.754855003047984,4.310720195070974
2024-06-24,24.03553078463816,16.763911869720456,13.341461290603501,10.911782635199861,10.772446224854132,8.52564660802926,6.58364538883567,4.754855003047984,4.310720195070974
2024-06-25,24.033437826541274,16.762452107279692,13.3402995471961,10.9108324625566,10.771508185301288,8.533611981887844,6.583072100313479,4.754440961337513,4.310344827586207
2024-06-26,24.02506963788301,16.756615598885794,13.33565459610028,10.907033426183844,10.767757660167131,8.565459610027855,6.580779944289694,4.752785515320334,4.308844011142061
2024-07-03,24.03553078463816,16.763911869720456,13.341461290603501,10.911782635199861,10.772446224854132,8.52564660802926,6.58364538883567,4.754855003047984,4.310720195070974
2024-07-04,24.1214335421016,16.744954766875438,13.326374391092555,10.899443284620737,10.76026443980515,8.516005567153792,6.576200417536534,4.749478079331942,4.305845511482255
2024-07-05,24.123531970421922,16.74641148325359,13.327533710308831,10.900391474554153,10.761200521966071,8.508046976946499,6.576772509786864,4.749891257068291,4.30622009569378
2024-07-09,24.123531970421922,16.74641148325359,13.327533710308831,10.900391474554153,10.752501087429318,8.508046976946499,6.576772509786864,4.749891257068291,4.314919530230535
2024-07-11,24.1004693203546,16.730401529636712,13.314792282287502,10.889970450199895,10.742221449678429,8.604206500956023,6.561793846688683,4.745350252042413,4.310794368155745
2024-07-12,24.123836855378727,16.83624663014175,13.322897643273329,10.896599704322114,10.748760761805375,8.444212540220889,6.5657883294199495,4.748238977302374,4.31341855813549
2024-07-15,24.335468023510835,16.983945960171944,13.439775418896394,10.992192297569963,9.965786472497587,8.51829107816475,6.623388016492675,4.789893850337749,4.351258882358102
2024-07-18,24.35942435942436,16.988416988416986,13.443313443313443,10.995085995085994,9.968409968409969,8.476658476658477,6.625131625131625,4.791154791154791,4.352404352404352
2024-07-23,24.35515002632041,16.98543604141077,13.440954553430426,10.99315669415687,9.966660817687313,8.483944551675734,6.623969117389016,4.790314090191262,4.360414107738199
2024-07-24,24.357287005352283,16.986926384136176,13.44213389488462,10.994121259980696,9.96753531631131,8.475914714398526,6.624550320259718,4.790734403790471,4.360796700886198
2024-07-25,24.357287005352283,16.986926384136176,13.44213389488462,10.994121259980696,9.96753531631131,8.467140475563745,6.624550320259718,4.790734403790471,4.36957093972098
2024-07-29,24.50482033304119,17.046450482033304,13.426818580192812,10.98159509202454,9.956178790534619,8.31726555652936,6.6170026292725685,4.785276073619632,4.364592462751972
2024-07-30,24.50482033304119,17.046450482033304,13.426818580192812,10.98159509202454,9.956178790534619,8.326029798422436,6.6170026292725685,4.785276073619632,4.355828220858895
2024-07-31,24.515563349408154,17.05392371766769,13.432704953967558,10.986409469530907,9.960543621218763,8.285839544059623,6.619903551074089,4.787373958790004,4.357737834283209
2024-08-06,24.302477183833116,16.90569317687962,13.315949587136028,10.890916992611908,10.743155149934811,8.213820078226858,6.5623641894828335,4.745762711864407,4.319860930030422
2024-08-16,24.29825323715999,16.902754844877034,13.313635178586946,10.889024072303815,10.741287911705918,8.22977318154167,6.561223603024247,4.744937863908925,4.319110106891457
2024-08-19,24.266874891549538,17.074440395627278,13.291688356758632,10.871074093354157,10.723581467985424,8.172826652785007,6.550407773728962,4.737116085372202,4.311990282838799
2024-08-26,24.273444955322287,17.072959139411818,13.290535265029929,10.870130996790145,10.722651166825713,8.172117636852606,6.549839507243862,4.736705127092912,4.311616205430728
2024-08-27,24.265024715983003,17.06703668372214,13.28592489810077,10.866360246292603,10.744948399965311,8.17795507761686,6.5475674269360855,4.735062006764374,4.3101205446188535
2024-08-28,24.244261585101775,17.158943265482893,13.269813772195757,10.853183196188827,10.731918579471634,8.168038111736681,6.539627544391512,4.72932005197055,4.304893893460372
2024-09-02,24.246622791825427,17.154485625216488,13.266366470384483,10.850363699341878,10.746449601662626,8.165916175961204,6.537928645652927,4.728091444405957,4.303775545549013
2024-09-03,24.263686763686763,17.16042966042966,13.270963270963271,10.854123354123354,10.706860706860708,8.16874566874567,6.540194040194041,4.72972972972973,4.305266805266806
2024-09-19,24.255282299965362,17.154485625216488,13.266366470384483,10.850363699341878,10.703152060962937,8.200554208520956,6.537928645652927,4.728091444405957,4.303775545549013
2024-09-24,24.244784904353846,17.147061369341294,13.260624945901498,10.84566779191552,10.698519864970137,8.153726304855882,6.621656712542197,4.726045183069333,4.30191292305029
2024-10-02,24.246883656509695,17.14854570637119,13.261772853185597,10.846606648199446,10.699445983379501,8.1457756232687,6.622229916897507,4.726454293628809,4.302285318559557
2024-10-03,24.355424813981656,17.139643536944106,13.254888388994635,10.840975947395744,10.676587644921266,8.08963488492819,6.618792178577608,4.724000692161274,4.300051912095518
2024-10-04,24.355424813981656,17.139643536944106,13.254888388994635,10.840975947395744,10.676587644921266,8.150198996366154,6.618792178577608,4.724000692161274,4.239487800657553
2024-10-07,24.357532231547978,17.141126589945486,13.256035303279399,10.841913991520292,10.677511464913039,8.142251449338064,6.619364887081422,4.724409448818897,4.239854633555421
2024-10-08,24.416392875670066,17.12778834514958,13.24572021442158,10.833477433857858,10.651910772955214,8.1618537091475,6.605568044267682,4.720733183468788,4.236555421061733
2024-10-09,24.474617313845886,17.088990746346102,13.249156793219752,10.836288160511979,10.654674392458704,8.129378189051284,6.607281847271469,4.721957969385108,4.237654587909712
2024-10-14,24.472500864752682,17.087512971290213,13.248011068834314,10.835351089588379,10.653753026634384,8.13732272570045,6.60671048080249,4.721549636803874,4.23728813559322
2024-10-15,24.496673291281432,17.07422448803249,13.237708459345027,10.826924738615745,10.645467899421067,8.165557763760477,6.601572625939688,4.717877819061609,4.23399291454247
2024-10-21,24.494556765163296,17.0727492655953,13.23656471401417,10.825989286331431,10.644548125108,8.173492310350786,6.601002246414376,4.717470191809228,4.23362709521341
2024-10-22,24.555037152237773,17.0727492655953,13.23656471401417,10.825989286331431,10.644548125108,8.113011923276309,6.601002246414376,4.717470191809228,4.23362709521341
2024-10-23,24.595972690346557,17.077175697865353,13.239996543081842,10.828796128251664,10.647307924984876,8.05461930688791,6.602713680753608,4.71869328493648,4.2347247428917125
2024-10-25,24.60873324686554,17.086035451794206,13.246865542585388,10.834414180717683,10.652831820146995,8.006917423259836,6.606139213143105,4.721141374837873,4.236921746649373
2024-10-28,24.60660556804427,17.084558187791803,13.24572021442158,10.833477433857858,10.651910772955214,8.014871174131073,6.605568044267682,4.720733183468788,4.236555421061733
2024-10-29,24.604478257110745,17.083081179216737,13.244575084291519,10.83254084896689,10.650989885017722,8.022823549753609,6.604996974150601,4.7203250626783095,4.2361891588138665
2024-10-30,24.60235131396957,17.081604426002766,13.243430152143846,10.831604426002766,10.650069156293222,8.030774550484095,6.604426002766252,4.719917012448133,4.23582295988935
2024-10-31,24.60022473852537,17.080127928083673,13.242285417927219,10.830668164923503,10.649148586740427,8.038724176679056,6.603855130089031,4.719509032759962,4.23545682427176
2024-11-04,24.598098530682798,17.078651685393258,13.241140881590319,10.829732065687121,10.648228176318064,8.046672428694901,6.6032843560933445,4.719101123595506,4.235090751944685
2024-11-05,24.60022473852537,17.080127928083673,13.242285417927219,10.830668164923503,10.649148586740427,8.038724176679056,6.603855130089031,4.719509032759962,4.23545682427176
2024-11-07,24.619377162629757,17.093425605536332,13.252595155709344,10.83910034602076,10.657439446366782,7.967128027681661,6.608996539792387,4.72318339100346,4.2387543252595155
2024-11-08,24.61724764293746,17.09194706340282,13.251448836605832,10.8381627886861,10.65651760228354,7.975088660150506,6.6084248767407665,4.722774846466569,4.238387682726408
2024-11-11,24.664531209419096,17.106744004848064,13.262920959224308,10.847545667041816,10.49259804345944,8.042593714829884,6.614145961388624,4.726863475023808,4.242056964764956
2024-11-12,24.83988229184698,17.1023022329929,13.259477237320407,10.844729098147827,10.489873636835728,7.884715250129826,6.612428596157175,4.7256361433269864,4.2409555132421675
2024-11-13,24.86139986139986,17.117117117117118,13.270963270963271,10.854123354123354,10.4989604989605,7.804920304920306,6.618156618156617,4.72972972972973,4.244629244629245
2024-11-14,24.943644876018727,17.13195769030692,13.282469221432287,10.86353389977458,10.29131264088781,7.8810473383041435,6.62389457256806,4.733830414426912,4.248309346280562
2024-11-15,24.978294842854663,17.155756207674944,13.300920298662962,10.878624761243271,10.305608612606356,7.753082132314638,6.63309602361521,4.740406320541761,4.254210800486195
2024-11-18,24.98699497138894,17.13195769030692,13.282469221432287,10.86353389977458,10.29131264088781,7.7076469568233055,6.753944858678689,4.733830414426912,4.248309346280562
2024-11-19,25.054314764925696,17.17215607890849,13.096376118884157,10.889024072303815,10.31546015468845,7.717041800643088,6.752411575562702,4.744937863908925,4.258277570174676
2024-11-20,25.05213764337852,17.170663885992354,13.095238095238097,10.888077858880779,10.314563781717066,7.7250608272506085,6.751824817518248,4.744525547445255,4.257907542579075
2024-11-21,25.115428173185816,17.214043035107586,13.128321282341668,10.915584981270147,10.340622005401167,7.500653367018033,6.760170746580712,4.756511891279728,4.26866451781514
2024-11-22,25.12418300653595,17.22004357298475,13.132897603485837,10.919389978213507,10.344226579520697,7.477124183006537,6.753812636165578,4.758169934640523,4.270152505446624
2024-12-02,25.12418300653595,17.22004357298475,13.132897603485837,10.919389978213507,10.344226579520697,7.468409586056644,6.762527233115469,4.758169934640523,4.270152505446624
2024-12-10,25.12856271245533,17.223045410964875,13.135186960690318,10.921293471629042,10.346029809117057,7.4522792643598015,6.763706092565153,4.758999389871873,4.270896888346553
2024-12-17,25.135088025100227,17.22154436116437,13.134042182325256,10.920341641973156,10.345128115739934,7.451629771657661,6.7631166114694095,4.758584626111208,4.270524664458776
2024-12-19,25.143803381558307,17.22154436116437,13.125326825867178,10.920341641973156,10.345128115739934,7.451629771657661,6.7631166114694095,4.758584626111208,4.270524664458776
2024-12-20,25.130662020905923,17.212543554006967,13.118466898954702,10.914634146341463,10.339721254355402,7.5,6.7595818815331015,4.7560975609756095,4.2682926829268295
2025-01-16,25.217618384401113,17.200557103064067,13.109331476323119,10.907033426183844,10.332520891364902,7.459958217270195,6.754874651810584,4.752785515320334,4.265320334261839
2025-01-27,25.25665564642422,17.191578214720725,13.102488254741603,10.90133982947625,10.32712719679833,7.456064033408735,6.751348529667653,4.750304506699147,4.263093788063337
2025-02-11,25.26105116602854,17.194570135746606,13.104768534632788,10.903237034458755,10.311521058127394,7.457361642882004,6.752523494604942,4.751131221719457,4.263835711799513
2025-02-13,25.265448215839857,17.162750217580506,13.107049608355092,10.905134899912968,10.313315926892951,7.476066144473455,6.753698868581375,4.751958224543081,4.2645778938207135
2025-02-17,25.267647314822874,17.138132126381755,13.108190443032466,10.906084080424753,10.314213595613195,7.494124815040474,6.754286709026025,4.752371833928105,4.264949081730351
2025-02-18,25.195143104943625,17.07718993928881,13.061578490893321,10.867302688638334,10.277536860364267,7.805724197745014,6.730268863833477,4.735472679965308,4.24978317432784
2025-02-20,25.244991761338998,17.075708958459803,13.060445754921515,10.866360246292603,10.276645564131472,7.7616858902090025,6.729685196427022,4.735062006764374,4.249414621455207
2025-02-21,25.28197119555787,17.08311643241367,13.066111400312339,10.871074093354157,10.19434322401527,7.782404997397189,6.732604546243276,4.737116085372202,4.251258025334027
2025-03-03,25.240864508289214,17.09053033590834,13.071781963371235,10.875792031941673,10.198767468101726,7.794462286259874,6.735526429997396,4.739171946879611,4.2531030292509335
2025-03-07,25.273390036452003,17.297344211074467,13.070647457038708,10.874848116646415,10.197882312098594,7.559451484117341,6.7349418503731995,4.738760631834751,4.25273390036452
2025-03-10,25.32523850823938,17.285342584562013,13.061578490893321,10.867302688638334,10.190806591500435,7.554206418039897,6.730268863833477,4.735472679965308,4.24978317432784
2025-03-13,25.327435163500738,17.286841877005813,13.06271142336716,10.868245294474804,10.191690519559373,7.546187874056727,6.730852632491977,4.735883424408015,4.250151791135397
2025-03-24,25.430922477262886,17.2628843655262,13.044608055435253,10.853183196188827,10.17756604590732,7.535729753139887,6.721524469467302,4.72932005197055,4.244261585101776
2025-03-25,25.426517710227763,17.259894344851475,13.042348661990127,10.85130336884039,10.17580323893652,7.551745042002252,6.720360266735949,4.7285009093270975,4.2435264570884215
2025-04-02,25.443838226379146,17.259894344851475,13.042348661990127,10.85130336884039,10.16714298086083,7.543084783926561,6.720360266735949,4.7285009093270975,4.2435264570884215
2025-04-08,25.45029442327676,17.25839972289574,13.041219258746104,10.850363699341878,10.166262556286803,7.542431589885694,6.7197783165916185,4.728091444405957,4.24315898856945
2025-04-09,25.571329639889196,17.252423822714682,13.036703601108032,10.846606648199446,10.162742382271468,7.444598337950138,6.717451523545706,4.726454293628809,4.241689750692521
2025-04-11,25.62970656972215,17.250930494243917,13.035575175279149,10.84566779191552,10.118583917597162,7.4352981909460745,6.716870077036267,4.726045183069333,4.2413226001904265
