date,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,HANG SENG BANK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIC SECURITIES BROKERAGE (HK) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,BANK OF COMMUNICATIONS TRUSTEE LTD
2024-10-24,24.861222597822525,24.60797503702615,19.71147867180699,16.868096460186997,0.0,4.742738917592791,4.6014177341126725,4.607070581451877,0.0
2024-10-25,24.865469838111604,24.606584064393598,19.710364474993217,16.86714298634349,0.0,4.742470832956498,4.601157637695578,4.6068101655060145,0.0
2024-10-31,24.876774893732478,24.606584064393598,19.710364474993217,16.86714298634349,0.0,4.731165777335625,4.601157637695578,4.6068101655060145,0.0
2024-11-07,24.81174954209348,24.609366166926712,19.76912466363657,16.869050041833436,0.0,4.731700698731429,4.601677859937137,4.607331026841237,0.0
2024-11-13,24.815999819108885,24.60797503702615,19.768007145199036,16.868096460186997,0.0,4.731433222914382,4.6014177341126725,4.607070581451877,0.0
2024-11-18,24.80338094377147,24.64631169770385,19.757955161815225,16.859519074308444,0.0,4.729027300668957,4.599077924425963,4.604727897306093,0.0
2024-11-19,24.81187716087045,24.643526992520282,19.755722775857006,16.857614173050415,0.0,4.728492983526541,4.598558289833457,4.604207624341853,0.0
2024-11-25,24.63190774210342,24.68396690847772,19.844727877683592,16.885277441405144,0.0,4.736252419053654,4.6061045031178915,4.611763108158576,0.0
2024-11-26,22.833373548326183,22.881631539744653,18.395736511366856,15.657620041753653,7.296398485118704,4.390428132310823,4.2697831537646485,4.275028587614481,0.0
2024-11-27,22.838618982176015,22.87638610589482,18.395736511366856,15.657620041753653,7.296398485118704,4.390428132310823,4.2697831537646485,4.275028587614481,0.0
2024-11-29,22.84101520286221,22.8787862890957,18.402912570427336,15.643524881703055,7.2971640209419695,4.3908887746430105,4.270231138063813,4.275477122262908,0.0
2024-12-02,22.849109849875685,22.87638610589482,18.40098194521669,15.641883740204152,7.296398485118704,4.390428132310823,4.2697831537646485,4.275028587614481,0.0
2024-12-03,22.766588733605225,22.993048930080416,18.389406695253772,15.63204411780124,7.291808641133979,4.3876663067067865,4.267097220620459,4.272339354798126,0.0
2024-12-04,22.56486022046188,23.226036296575717,18.37880883524037,15.623035332578903,7.287606353996395,4.385137683892871,4.264638082065468,4.269877195188398,0.0
2024-12-05,22.56722486534068,23.217990903946514,18.380734810219437,15.624672521115837,7.288370045899441,4.385597216691468,4.265084987320018,4.270324649466603,0.0
2024-12-10,22.57500575759479,23.193685488767457,18.361493206038144,15.712999602202544,7.280740322006574,4.381006218202374,4.260620145300756,4.234449259887361,0.0
2024-12-20,22.580239934677472,23.193685488767457,18.361493206038144,15.707765425119863,7.280740322006574,4.381006218202374,4.260620145300756,4.234449259887361,0.0
2024-12-23,22.58429200992348,23.192471553736482,18.360532183270355,15.70694329589348,7.280359255110906,4.380776920580754,4.260397148569575,4.23422763291497,0.0
2025-01-03,22.51088139281828,23.18678329287687,18.456516280237718,15.699548003682933,7.276931447225245,4.378714321587009,4.258391227923328,4.232234033648615,0.0
2025-01-13,21.654454688191958,22.284512258947622,17.754337936309835,15.102258545029992,7.000080518539393,4.21212609203269,4.096380691654254,4.071218648093724,3.824630621200532
2025-01-14,21.661667304169267,22.271656634388904,17.756125057878524,15.10377871278159,7.00078513478147,4.212550077506895,4.096793026392607,4.0716284500634154,3.8250156020373236
2025-01-20,21.66560980765166,22.270535777193988,17.75523145212429,15.103018590653342,7.000432808929956,4.2123380741009155,4.096586848647724,4.071423538766595,3.8248231019315355
2025-01-22,21.822985203564002,22.225793814225874,17.71956082811825,15.072676316661813,6.986368795893562,4.203875400548462,4.088356721680345,4.063243965404667,3.8171389539030245
2025-01-27,21.83914973981878,22.226910172181704,17.720450846844674,15.073433387579612,6.986719707471922,4.204086552950395,4.088562071805999,4.043356840053844,3.8173306812930705
2025-02-05,21.931946460248348,21.948072891469117,17.779390420899855,15.123568779229156,7.009958071278826,4.218069666182873,4.102160941783584,4.056805353975165,3.8300274149330753
2025-02-11,21.915723485955592,21.967123895143164,17.778494471936384,15.122806663911872,7.009604821559952,4.217857106862458,4.101954223400289,4.056600921175961,3.8298344100543233
2025-02-13,21.92973615786185,21.96601697135831,17.777598613266683,15.111966621651582,7.009251607441598,4.21764456896378,4.1017475258500795,4.0563965089795015,3.82964142462661
2025-02-18,21.941536260215035,21.962696869237515,17.774911578883728,15.109682490099857,7.008192178635846,4.2170070837657825,4.101127558166484,4.055783395975453,3.829062585020304
2025-02-21,21.94657450045848,21.957658628994064,17.774911578883728,15.109682490099857,7.008192178635846,4.2170070837657825,4.101127558166484,4.055783395975453,3.829062585020304
2025-02-24,21.95050682143361,21.956552405134715,17.774016081252643,15.108921266348267,7.007839106865768,4.216794631521673,4.100920943917135,4.055579066158837,3.82886967736735
2025-02-26,21.9295155071924,21.935555309489533,17.75701875358613,15.094472574264403,7.001137496099294,4.212762102253853,4.096999224892039,4.051700707663502,3.920838324558843
2025-02-28,21.939581844354294,21.935555309489533,17.75701875358613,15.094472574264403,7.001137496099294,4.212762102253853,4.096999224892039,4.041634370501606,3.920838324558843
2025-03-04,21.94351055905623,21.934451311577718,17.756125057878524,15.093712882249916,7.00078513478147,4.212550077506895,4.096793026392607,4.041430958468383,3.920640992088257
2025-03-07,21.949033940455696,21.939972412682113,17.760594436221947,15.097512107207942,6.977376385658622,4.213610414715921,4.097824226497921,4.042448223437138,3.9216278531227036
2025-03-13,21.86863697760216,21.96540531822672,17.781182589762714,15.11501320484648,6.985464588835352,4.208414813620144,4.102574441062033,4.047134245912545,3.926173820131847
2025-03-20,21.869739216338544,21.961472162579007,17.78207880968942,15.115775042590297,6.985816675235129,4.208626929164021,4.102781221963489,4.047338232477495,3.926371709962601
2025-03-26,22.036068184796523,21.961472162579007,17.78207880968942,14.949446074132316,6.985816675235129,4.208626929164021,4.102781221963489,4.047338232477495,3.926371709962601
2025-03-27,22.043926580721894,21.95925854995918,17.780286460170746,14.947939240608402,6.9851125379242225,4.208202719456512,4.102367681003114,4.046930279908477,3.9259759502474525
2025-04-03,22.04837132401125,21.963686221532193,17.783871520601668,14.950953211480881,6.986520954522084,4.18888810476757,4.103194846306621,4.047746267302477,3.9267675494752545
2025-04-07,22.038289764192314,21.963686221532193,17.793953080420604,14.950953211480881,6.986520954522084,4.18888810476757,4.103194846306621,4.047746267302477,3.9267675494752545
2025-04-09,22.010770906450443,21.97143894469321,17.800233974746863,14.956230586147083,6.988987050707976,4.1903666949049985,4.104643188511034,4.049175037314938,3.928153616523458
2025-04-15,22.01470336120047,21.97033107774226,17.799336432670103,14.95547644739363,6.988634644668772,4.190155403838203,4.104436219884834,4.048970865562065,3.9279555470396623
2025-04-17,22.002904807052225,21.973655013818004,17.80202933048232,14.957739091844353,6.989691969418837,4.1907893409719,4.105057188388841,4.049583442599802,3.9285498154237186
2025-04-23,22.006838055087695,21.97254692337949,17.80113160734637,14.956984800960152,6.989339492289538,4.190578007281823,4.104850178011317,4.049379229659811,3.9283517059838027
2025-04-24,22.022567081102338,21.968115678978734,17.79754162003005,14.953968398019581,6.987929939195935,4.189732885621805,4.104022345242057,4.048562583819867,3.9275594679896337
