date,VMS SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,NANYANG COMMERCIAL BANK LTD,BANK OF CHINA (HONG KONG) LTD,HANG SENG BANK LTD,EVERBRIGHT SECURITIES INVESTMENT,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,28.959791538892652,37.25226256233272,0.0,33.78794589877463
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,29.02737221947302,37.25167617136303,0.0,33.72095160916395
2024-03-06,0.0,55.960757953324624,0.0,0.0,0.0,0.0,13.26119400824059,16.166317758591234,0.0,14.611730279843552
2024-03-07,0.0,55.64258169907587,0.0,0.0,0.0,0.0,13.229376720759564,16.30268550810119,0.0,14.82535607206338
2024-03-08,0.0,55.65293505644355,0.0,0.0,0.0,0.0,13.20764933220315,16.311301000688175,0.0,14.82811461066512
2024-03-11,0.0,55.78059722104497,0.0,0.0,0.0,0.0,13.20064717767071,16.356177295201284,0.0,14.662578306083034
2024-03-15,0.0,55.80141067674443,0.0,0.0,0.0,0.0,13.205572744963364,16.36228028779201,0.0,14.630736290500193
2024-03-18,0.0,55.85351233316804,0.0,0.0,0.0,0.0,13.191759220242794,16.314066260613927,0.0,14.640662185975243
2024-03-20,0.0,55.888172803718696,0.0,0.0,0.0,0.0,13.133116629822212,16.332210387959453,0.0,14.646500178499636
2024-03-21,0.0,55.88284184988874,0.0,0.0,0.0,0.0,13.135816668929715,16.33556812915695,0.0,14.645773352024591
2024-03-26,0.0,55.884518555048814,0.0,0.0,0.0,0.0,13.136430469020652,16.336331444712876,0.0,14.642719531217658
2024-03-28,0.0,55.88336959446193,0.0,0.0,0.0,0.0,13.138216344973557,16.335995577079952,0.0,14.64241848348456
2024-04-02,0.0,55.88336959446193,0.0,0.0,0.0,0.0,13.136347294919185,16.38459087849371,0.0,14.595692232125176
2024-04-03,0.0,55.304062494825686,0.0,0.0,0.0,0.0,14.02020031592999,16.228558705636114,0.0,14.447178483608205
2024-04-05,0.0,55.30201628467537,0.0,0.0,0.0,0.0,14.027081433459166,16.23350815181875,0.0,14.437394130046712
2024-04-10,0.0,55.55277659643365,0.0,0.0,0.0,0.0,14.051660144934742,16.07853972176566,0.0,14.317023536865944
2024-04-11,0.0,48.004110453441776,0.0,0.0,0.0,0.0,12.147098896173755,13.893742923791851,13.5882787602672,12.366768966325418
2024-04-12,0.0,48.05813182287942,0.0,0.0,0.0,0.0,12.118969948926043,13.838642019062283,13.603570313844514,12.380685895287739
2024-04-15,0.0,48.058904437619184,0.0,0.0,0.0,0.0,12.11916478161009,13.837256831318834,13.60378901395913,12.380884935492762
2024-04-18,0.0,42.10901942181541,12.384626749020141,0.0,0.0,0.0,10.618763601392697,12.125557599698846,11.91958540258939,10.842447225483518
2024-04-25,0.0,42.02259567370472,12.561635388849993,0.0,0.0,0.0,10.596969853560653,12.106294298041584,11.895121872909488,10.81738291293356
2024-04-26,0.0,42.0604363475177,12.84168512518106,0.0,0.0,0.0,10.606512255052179,11.962425139531398,11.905833239486018,10.62310789323164
2024-05-03,0.0,42.0604363475177,12.921884478824921,0.0,0.0,0.0,10.596663211622232,11.962425139531398,11.905833239486018,10.552757583017728
2024-05-07,0.0,36.27889262114127,11.284958299136632,13.959619550993185,0.0,0.0,9.185849010292587,10.34231200867149,9.824807843560436,9.123560666204403
2024-05-08,0.0,36.722024199368654,11.421568060384962,13.882637414084423,0.0,0.0,8.25143780089764,10.54251757830384,9.944813783404385,9.235001163556092
2024-05-09,0.0,36.17800461424949,11.605225360765322,13.813109077369484,0.0,0.0,8.397319017870347,10.643228915451319,10.104725070767838,9.258387943526204
2024-05-10,0.0,36.28166824611153,11.482909813540948,13.735106384224158,0.0,0.0,8.475312407573865,10.646616125808457,10.112695878766099,9.265691143974946
2024-05-13,0.0,36.43418164430175,11.5551055848471,13.915959793008295,0.0,0.0,8.48701978261369,10.208307048578789,10.201476136065704,9.19795001058467
2024-05-14,0.0,36.43464070884686,11.555251177229021,13.916135131755144,0.0,0.0,8.485866734494078,10.208435671526251,10.201604672944823,9.198065903203824
2024-05-16,0.0,36.401617603302064,11.614014157166554,14.155290251849612,0.0,0.0,8.371173940417526,10.020427655649522,10.192358289248245,9.245118102366481
2024-05-17,0.0,36.430509544351494,11.623232192915209,14.097234081781131,0.0,0.0,8.377818135921055,10.018302140601538,10.200447957626633,9.252455946802943
2024-05-20,0.0,36.55161894460915,11.661872406778421,13.973455010063152,0.0,0.0,8.405669311833758,9.945428540826443,10.234358274829408,9.227597511059663
2024-05-21,0.0,36.51607777563796,11.650532920602505,13.959867843749766,0.0,0.0,8.477052374661746,9.953437239877136,10.224406839920091,9.218625005550793
2024-05-22,0.0,36.51792236804931,11.651121441766952,13.960573019876463,0.0,0.0,8.46990340984615,9.956465759425335,10.224923320999558,9.21909068003623
2024-05-23,0.0,36.61039019598389,11.680623500560545,13.742710709709877,0.0,0.0,8.49135023705693,9.981676743593603,10.250814072416393,9.242434540678769
2024-05-28,0.0,36.62986796642746,11.686837924989343,13.718353861050742,0.0,0.0,8.495867877262016,9.965452793641358,10.256267797500811,9.247351779128273
