date,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,HANG SENG SECURITIES LTD,BOCI SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,BRIGHT SMART SECURITIES INTERNATIONAL,CMB INTERNATIONAL SECURITIES LTD
2024-03-05,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-03-07,62.05698315732199,0.0,0.0,13.286177132540253,14.313803081641232,0.0,10.343036628496526,0.0,0.0,0.0
2024-03-08,62.0554483850225,0.0,0.0,13.28584854330514,14.31592224365633,0.0,10.342780828016027,0.0,0.0,0.0
2024-03-12,52.63251735783358,0.0,15.182598116334193,11.268432865563318,12.144190632013927,0.0,8.772261028254986,0.0,0.0,0.0
2024-03-14,50.21212303135819,0.0,14.484400952552482,10.7502351363791,11.587720878109304,0.0,8.368853935282464,0.0,4.596666066318464,0.0
2024-03-15,39.62587451240505,21.083053015587247,11.430647020735616,8.483757363276007,9.144675542079247,0.0,6.604444023309802,0.0,3.627548522607034,0.0
2024-03-22,39.61336259294927,21.07639601521921,11.427037779637201,8.481078606273977,9.141788099335344,0.0,6.602358661846197,0.0,3.6579782447387945,0.0
2024-03-25,39.609846212145136,21.078725487100137,11.425142893232703,8.482015978779172,9.142798496857928,0.0,6.603088388543278,0.0,3.658382543341649,0.0
2024-03-26,36.93101519255683,19.653162171711223,10.65245554116123,7.90837357201743,8.5259392297727,6.761571075256153,6.156518666823696,0.0,3.410964550700742,0.0
2024-03-28,36.92340525742545,19.649112478290306,10.650260516322746,7.906743987518766,8.525654234494127,6.779311765917989,6.155250066232963,0.0,3.410261693797651,0.0
2024-04-02,36.87835354649026,19.625137816979052,10.657846380007351,7.897096655641309,8.516721793458288,6.848952590959207,6.14773980154355,0.0,3.4281514149209853,0.0
2024-04-03,36.87835354649026,19.601617052554207,10.681367144432194,7.897096655641309,8.516721793458288,6.848952590959207,6.14773980154355,0.0,3.4281514149209853,0.0
2024-04-05,36.86186075893579,19.58894651015881,10.674462677577164,7.891991949345517,8.521500242401094,6.8695000661093895,6.14376588461708,0.0,3.447971910855162,0.0
2024-04-08,36.828316038220485,19.571120341694677,10.664748792766876,7.884810145161528,8.534294227297412,6.863248741395253,6.1381749864232145,0.0,3.515286727040554,0.0
2024-04-10,36.804125228035076,19.616901076914022,10.542576354969693,7.903254281174601,8.57779673983405,6.8793032425116225,6.152533396104278,0.0,3.523509680456659,0.0
2024-04-11,35.45245224072919,18.89644827125629,10.155388353968995,7.612998358571231,8.248595857420673,6.626653076075777,5.484419889737651,4.036823557213164,3.4862203950270345,0.0
2024-04-12,35.46350890486136,18.90234156406457,10.158555545829213,7.61537264752924,8.252585976841301,6.6287197505299185,5.4535254235005555,4.038082533656595,3.487307653187254,0.0
2024-04-15,35.67580493007141,18.922459990754476,10.16936765364831,7.623477956377159,8.261369494238577,6.713826174910712,4.955544494353879,4.042380406866949,3.635768898778533,0.0
2024-04-16,35.69911204767832,18.9310568929087,10.192444685330099,7.62694147507916,8.194134907561313,6.716876418205418,4.957795910457265,4.044216951842864,3.6374207109368597,0.0
2024-04-17,35.640415149284856,18.899930227308726,10.211121745727619,7.614401168524259,8.180662014917678,6.705832451282255,4.9496442443199395,4.037567402935697,3.7604255956989694,0.0
2024-04-18,35.66061232908441,18.918164467007955,10.220973212863756,7.6217473763886865,8.188554538873289,6.7123020919015035,4.8721296519953,4.041462759740801,3.7640535721443014,0.0
2024-04-19,35.67275925801739,18.923189209538517,10.18897287446764,7.624343541111597,8.194182322153353,6.714588475986405,4.873789225647287,4.042839386717221,3.7653357063605863,0.0
2024-04-24,36.00379695935313,18.176277884144042,10.282297697511531,7.6941779121091995,8.26923607140031,6.7760900413605025,4.918430184322969,4.0798693479320285,3.799823901866289,0.0
2024-04-26,35.990449803651025,18.17315441095129,10.280530752627504,7.69285571850048,8.292159537970408,6.77492561508298,4.917584984611067,4.079168249356214,3.799170927249027,0.0
2024-04-29,35.98128214244921,18.175757230719544,10.282003164519569,7.693957514946249,8.29334716870742,6.775895942518748,4.918289297528932,4.07975248143378,3.7997150571765457,0.0
