date,GET NICE SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,OSHIDORI SECURITIES LTD,CHINA CONSTRUCTION BANK (ASIA),GUOTAI JUNAN SECURITIES (HONG KONG) LTD,HANG SENG SECURITIES LTD,SHANGHAI COMMERCIAL BANK LTD,ICBC (ASIA) SECURITIES LTD,YUEXING SECURITIES COMPANY LTD,TOTAL_CCASS_PCT
2024-03-04,38.359670860139964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.359670860139964
2024-03-05,38.361512994228924,3.1009450450276135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.46245803925654
2024-03-06,38.36759824616325,3.1009450450276135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.46854329119086
2024-03-07,38.37631216134811,3.1009450450276135,0.0,0.0,0.0,0.0,1.0613057631890028,0.0,0.0,0.0,42.53856296956472
2024-03-11,38.38800660809264,3.1009450450276135,0.0,0.0,1.4347223323314178,0.0,1.0613057631890028,0.0,1.0784231318703306,0.0,45.063402880511006
2024-03-12,38.39268438679046,3.101152026385924,3.2061545698256353,0.0,1.4347223323314178,0.0,1.0613057631890028,0.0,1.0784231318703306,0.0,48.27444221039276
2024-03-13,38.4030541528418,3.101152026385924,3.2061545698256353,0.0,1.4347223323314178,0.0,1.0594015346925483,0.0,1.0680740639548167,0.0,48.27255868003214
2024-03-14,38.41340322075732,3.101152026385924,3.205347342528225,0.0,1.4347223323314178,0.0,1.0592876949454777,0.0,1.0680740639548167,0.0,48.281986680903174
2024-03-18,38.41965405777828,3.101152026385924,3.2053266443923945,0.0,1.4347223323314178,0.0,1.0592876949454777,0.0,1.0680740639548167,0.0,48.28821681978831
2024-03-19,38.41965405777828,3.101152026385924,3.2049126816757734,0.0,1.4347223323314178,0.0,1.0592876949454777,0.0,1.0680740639548167,0.0,48.287802857071696
2024-03-21,38.42174456949722,3.101152026385924,3.2049126816757734,0.0,1.4347223323314178,0.0,1.0592876949454777,0.0,1.0680740639548167,0.0,48.28989336879063
2024-03-22,38.42381438308032,3.101152026385924,3.2049126816757734,0.0,1.4347223323314178,0.0,1.0592876949454777,0.0,1.0680740639548167,0.0,48.29196318237373
2024-03-25,38.42484928987187,3.1009450450276135,3.2048712854041117,0.0,1.4347223323314178,0.0,1.0592876949454777,0.0,1.0680740639548167,0.0,48.29274971153531
2024-03-26,38.484232241571085,3.1009450450276135,3.2048712854041117,0.0,1.4347223323314178,4.0070763043436,1.0592876949454777,0.0,1.0680740639548167,0.0,52.35920896757813
2024-03-27,38.484749694966865,3.1009450450276135,3.204353832008336,0.0,1.4347223323314178,4.0070763043436,1.0592876949454777,0.0,1.0680740639548167,0.0,52.35920896757813
2024-03-28,38.496133669673924,3.1009450450276135,3.204353832008336,0.0,1.4347223323314178,4.0070763043436,1.0592876949454777,0.0,1.0680740639548167,0.0,52.370592942285185
2024-04-02,38.52629085357974,3.1009450450276135,3.204353832008336,0.0,1.4347223323314178,4.0070763043436,1.0592876949454777,0.0,1.0680740639548167,0.0,52.400750126191
2024-04-03,38.53558431656786,3.0934750360608563,3.2064236455914386,0.0,1.4347223323314178,4.0070763043436,1.0592876949454777,0.0,1.0680740639548167,0.0,52.40464339379547
2024-04-05,38.56663152031441,3.0930817714800667,3.203939869291715,0.0,1.4347223323314178,4.012250838301357,1.0592876949454777,0.0,1.0420358090793842,0.0,52.41194983574383
2024-04-08,38.568908315255825,3.0928540919859255,3.203939869291715,0.0,1.4347223323314178,4.012250838301357,1.0592876949454777,0.0,1.0420358090793842,0.0,52.4139989511911
2024-04-09,38.6310027227489,3.0928540919859255,3.1957848037742904,0.0,1.4347223323314178,4.012250838301357,1.0592876949454777,0.0,1.0057519769675929,0.0,52.43165446105497
2024-04-10,38.63959244911878,3.0928540919859255,3.1957848037742904,0.0,1.4347223323314178,4.012250838301357,1.0592876949454777,0.0,1.0057519769675929,0.0,52.440244187424845
2024-04-11,38.63958210005086,3.0928540919859255,3.1957848037742904,0.0,1.4346602379239248,4.012250838301357,1.0592876949454777,0.0,1.0057519769675929,0.0,52.440171743949435
2024-04-12,38.64171400804146,3.0913017317985982,3.1957848037742904,0.0,1.4314934231417775,4.0116712904980885,1.0592876949454777,0.0,1.0057519769675929,0.0,52.43700492916729
2024-04-15,38.65216656663613,3.0912913827306827,3.1951638596993597,0.0,1.4314727250059465,4.0116712904980885,1.0592876949454777,0.0,1.0057519769675929,0.0,52.44680549648327
