date,GRAND CHINA SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,KGI ASIA LTD,KOALA SECURITIES LTD,YUANTA SECURITIES (HONG KONG) CO LTD,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL
2024-03-28,0.0,26.99932402568702,23.52813093102462,14.903608662870809,11.098328263525985,0.0,0.0,8.555299898603854,7.749655513090503,7.1656527051972025
2024-04-02,0.0,27.18537292763545,23.14679330572358,14.925923990436749,11.153861228329175,0.0,0.0,8.598108252877468,7.788432645702416,7.201507649295167
2024-04-03,0.0,27.18537292763545,23.111519015455364,14.925923990436749,11.153861228329175,0.0,0.0,8.598108252877468,7.823706935970631,7.201507649295167
2024-04-05,0.0,27.14937181306839,23.222217841560216,14.901369394942964,11.10169268779898,0.0,0.0,8.64906954739,7.732087473058928,7.244191242180518
2024-04-08,0.0,27.140454826122944,23.21459069590236,14.929319337335944,11.098046428524508,0.0,0.0,8.646228831929792,7.729547932787682,7.24181194739677
2024-04-09,0.0,27.037304610534612,23.21062655983187,15.042361749638774,11.096151320110339,0.0,0.0,8.64475239721529,7.728228030999606,7.240575331669513
2024-04-10,0.0,27.032333473418785,23.206359003992436,15.057982244168944,11.094111157806262,0.0,0.0,8.643162954402186,7.7268071023324225,7.239244063878966
2024-04-11,0.0,26.87052742740576,23.18063453957509,15.283981712876418,11.081813232583613,0.0,0.0,8.633581928019048,7.718241864919288,7.231219294620779
2024-04-15,0.0,26.867805725904304,23.179418227134096,15.283179746171252,11.08123175810842,0.0,0.0,8.633128914832913,7.724395762961992,7.230839864887023
2024-04-17,0.0,26.86041478100035,23.179266197053767,15.313250167250402,11.081159078089541,0.0,0.0,8.610772237744808,7.724345099891123,7.23079243897
2024-04-18,0.0,26.859005469785014,23.17805002820153,15.317693508401433,11.080577672258878,0.0,0.0,8.610320448076394,7.723939819247871,7.230413054028883
2024-04-23,0.0,26.864996064025192,23.183219627394386,15.29880608764104,11.083049068485963,0.0,0.0,8.612240881658357,7.7256625557596434,7.232025715035424
2024-04-24,0.0,26.883689786915593,23.129767484606194,15.30945159977418,11.09076109076109,0.0,0.0,8.618233618233619,7.731038376199667,7.237058043509656
2024-04-25,0.0,26.917970290521886,23.159261206783228,15.243525700013146,11.1049033784672,0.0,0.0,8.587156566320495,7.740896542658078,7.246286315235967
2024-04-30,0.0,26.859710106906277,22.945169541549156,15.590935921820687,11.080868367547714,0.0,0.0,8.568570866399948,7.724142454253295,7.230602741522922
2024-05-03,0.0,26.881924618245634,22.546753450849945,15.987519316901963,11.063018937112025,0.0,0.0,8.554768328138506,7.747059902040389,7.2189554467115435
2024-05-06,0.0,26.884389202498987,22.548820578643372,16.119959136095137,11.064033215020103,0.0,0.0,8.415410407198335,7.747770166729971,7.219617293814096
2024-05-07,0.0,26.899538711537453,22.561526969649314,16.113317083398858,11.070267861823138,0.0,0.0,8.379527703517324,7.752136080096451,7.2236855899774595
2024-05-10,0.0,26.89389969079189,22.556797337665742,16.13090246842409,11.067947172580054,0.0,0.0,8.377771081180232,7.7505109795084115,7.222171269849588
2024-05-13,0.0,26.824311962572857,22.498431823527874,16.347913018478348,11.039308956901284,0.0,0.0,8.356093672407935,7.730456600716135,7.203483965395573
2024-05-14,0.0,26.827100880144794,22.495311775122023,16.35455394889018,11.039381088974993,0.0,0.0,8.349614160726071,7.730507112380181,7.203531033761753
2024-05-17,0.0,26.773837729174417,22.724899323164482,16.217618609386932,11.027132162414416,0.0,0.0,8.34034970922833,7.7206242290145095,7.195538237616912
2024-05-20,0.0,26.78082951956285,22.73083376313058,16.195739457998474,10.997368988007025,0.0,0.0,8.342527730082978,7.722640413127641,7.23006012809046
2024-05-21,0.0,26.787124222670293,22.719560975928065,16.217724096078932,10.991915118532585,0.0,0.0,8.338390462580508,7.718810563201065,7.226474561008554
2024-05-22,0.0,26.775243449845743,22.70948427115062,16.270537513778642,10.987039923817973,0.0,0.0,8.334692173731549,7.699733232453022,7.223269435222448
2024-05-24,0.0,26.74419362194208,22.68314928825043,16.370240072966546,10.97429883709567,0.0,0.0,8.325026873839539,7.6881983126486215,7.214892993257109
2024-05-28,0.0,26.735832958845407,22.74769934155253,16.421132842265685,10.970868095582345,0.0,0.0,8.322424337156367,7.589404922399588,7.212637502198081
2024-05-29,0.0,26.715649587723465,22.68106651741844,16.533688231733905,10.962585985851788,0.0,0.0,8.31614158623966,7.583675541295987,7.207192549736755
2024-05-31,0.0,26.713911068595486,22.679590548516618,16.539119796445608,10.961872596294633,0.0,0.0,8.315600413876577,7.583182034112281,7.206723542158795
2024-06-03,0.0,27.000214954305925,22.668885689905615,16.308843741247124,10.972440252473604,0.0,0.0,8.323616964454374,7.51232730375649,7.213671093856866
2024-06-04,0.0,27.013587930528853,22.680113395679232,16.234807259930268,10.977874808563328,0.0,0.0,8.327739580957347,7.548633060705791,7.217243963635179
2024-06-06,0.0,26.998456337808,22.83024275227804,16.118894555496937,10.971725579850323,0.0,0.0,8.323074818766242,7.544404713054692,7.213201242745765
2024-06-07,0.0,26.99036965170566,22.82340454625367,16.14401896117257,10.968439284528282,0.0,0.0,8.320581857960502,7.542144982647141,7.211040715732174
2024-06-11,0.0,26.989315223690124,22.8225129083297,16.147294948008568,10.96801078244337,0.0,0.0,8.320256799255125,7.541850334998014,7.210759003275102
2024-06-12,0.0,26.988963765992775,22.82221571116971,16.14838688674024,10.967867955855064,0.0,0.0,8.320148451997266,7.541752124230881,7.210665104014064
2024-06-13,0.0,27.007738131993484,22.78312755730475,16.215627711677396,10.949083026483846,0.0,0.0,8.297773458954751,7.54833488789296,7.1983152256928085
2024-06-18,0.0,27.008440340733664,22.783719924989192,16.213449294579917,10.949367705702837,0.0,0.0,8.297989203383937,7.548531146709828,7.198502383900626
2024-06-19,0.0,27.008089231799225,22.78342373729659,16.214538517288336,10.94922536424293,0.0,0.0,8.297881329767009,7.548433016025714,7.198408803580191
2024-06-20,0.0,26.958282021205044,22.77868578131448,16.276152938844607,10.946948404098038,0.0,0.0,8.296155733257082,7.546863271997063,7.196911849283688
2024-06-21,0.0,26.826653150343105,22.7122972551466,16.476268454980243,10.946272613849032,0.0,0.0,8.295643584944894,7.546397379912665,7.196467560823456
2024-06-24,0.0,26.685258135392697,22.75147236631694,16.566558758141895,10.950115059089669,0.0,0.0,8.298555585891286,7.5490463746635985,7.198993720503919
2024-06-25,0.0,26.654762677748202,22.751444711382376,16.6359327316408,10.93760145445101,0.0,0.0,8.289072138172845,7.540419453282254,7.190766833322512
2024-06-26,0.0,26.65013341296995,22.748047496315724,16.649029753364537,10.935968266540288,0.0,0.0,8.287834425090727,7.539293528010231,7.189693117708543
2024-06-27,0.0,26.645808721390647,22.744356021758037,16.662555660855002,10.934193615391607,0.0,0.0,8.286489503953057,7.538070077503278,7.188526399148373
2024-06-28,0.0,26.633674940575926,22.756172959773473,16.645235033576224,10.939874527529907,0.0,0.0,8.290794788865941,7.541986517554456,7.1922612321240695
2024-07-05,0.0,26.628832642884042,22.75203563497526,16.660389854940718,10.937885536927134,0.0,0.0,8.289287430359856,7.54061530070257,7.19095359921042
2024-07-10,0.0,26.63713480299822,22.75912911313475,16.634406786266386,10.941295678042064,0.0,0.0,8.291871809194715,7.5429662635264165,7.193195546837449
2024-07-12,0.0,26.727865276497397,22.68947115571887,16.630094654426944,10.93589726943402,0.0,0.0,8.287780619863147,7.5392445823649314,7.189646441694691
2024-07-15,0.0,26.713929573075724,22.68976576295835,16.630310584813547,10.9360392645684,0.0,0.0,8.287888231016932,7.539342474291057,7.202724109275994
2024-07-16,0.0,26.683531166893687,22.766750989167804,16.61412726211325,10.926250243237984,0.0,0.0,8.28046961146786,7.532593889861841,7.196276837257573
2024-07-17,0.0,26.69044453811485,22.761583606238446,16.620083654875003,10.923770305761812,0.0,0.0,8.27859018838559,7.530884212574171,7.194643494050128
2024-07-25,0.0,26.640293135315673,22.756574467395183,16.621161516261875,10.924478744446967,0.0,0.0,8.27912707934758,7.583254969356982,7.195110087875742
2024-07-26,0.0,26.64046590658521,22.75672205144169,16.621269310089886,10.924549593369392,0.0,0.0,8.278532238608506,7.5833041493183915,7.195156750586923
2024-08-02,0.0,26.63597458176631,22.75288548826352,16.63791985475295,10.922707819997406,0.0,0.0,8.277136558163663,7.5794319802879,7.193943716768253
2024-08-06,0.0,26.618569676837538,22.765728299585422,16.647311088475536,10.904867873849208,0.0,0.0,8.281808567925102,7.583710172383591,7.198004320943601
2024-08-07,0.0,26.630664078980676,22.776072126337926,16.654874953752685,10.909822605038197,0.0,0.0,8.28557148698909,7.541719945736484,7.20127480316494
2024-08-09,0.0,26.635504917713504,22.780212289414745,16.639724737884247,10.911805758431525,0.0,0.0,8.287077612230986,7.543090855974291,7.202583828350699
2024-08-12,0.0,26.74995598620249,23.01073936659255,16.06079772562777,10.959761608231558,0.0,0.0,8.323498151420504,7.661008991855817,7.234238170069314
2024-08-13,0.0,26.854094710794524,23.04078714555272,15.947271172165237,10.974073034258067,0.0,0.0,8.334367103897206,7.605722083297968,7.243684750034278
2024-08-14,0.0,26.83657290504434,23.025753453259473,15.936865869334014,10.96691265227292,0.0,0.0,8.394177253182479,7.60075948871533,7.238958378191452
2024-08-15,0.0,27.20457073649151,23.228543406857423,14.935855663724388,11.06349927265786,0.0,0.0,8.533928371609303,7.694029212166689,7.339573336492829
2024-08-16,0.0,27.17559259624552,23.20380050629582,15.026465463392183,11.051714501758884,0.0,0.0,8.524838083966204,7.685833579905974,7.3317552684354155
2024-08-19,0.0,27.175771284290263,23.2032955471976,15.02656426711554,11.051787170248021,0.0,0.0,8.524894137450357,7.685884116672365,7.331803477025854
2024-08-20,0.0,27.172555258970952,23.205809259575812,15.02478599886918,11.05047928363861,0.0,0.0,8.523885287504438,7.691549092056646,7.33093581938436
2024-08-22,0.0,27.172555258970952,23.238681937121143,14.99191332132385,11.05047928363861,0.0,0.0,8.523885287504438,7.691549092056646,7.33093581938436
2024-08-23,0.0,27.15470230351769,23.2234136213716,15.04776546957333,11.043218880172402,0.0,0.0,8.518284910842171,7.686495578244701,7.326119236278104
2024-08-26,0.0,27.063661484867136,23.14555312545019,15.009101981481724,11.006194585958065,0.0,0.0,8.489725892845449,7.667273465432115,7.618489463965321
2024-08-30,0.0,27.061889421439982,23.144037610329747,15.014666980959115,11.005473926822242,0.0,0.0,8.489170006023938,7.666771430816374,7.617990623608602
2024-09-13,0.0,27.057637415874513,23.140401183648887,15.028020006808601,11.003744729881896,0.0,0.0,8.487836174614397,7.665566815932124,7.6167936732395845
2024-09-16,0.0,27.044535472641375,23.129196058159167,15.069165434296108,10.998416458363325,0.0,0.0,8.483726165080945,7.661854968525474,7.613105442933608
2024-09-17,0.0,27.035020677380516,23.128893367533895,15.079437784641156,10.998272522640423,0.0,0.0,8.483615138983405,7.66175469821494,7.613005810605664
2024-09-19,0.0,27.03371198241114,23.128893367533895,15.080746479610532,10.998272522640423,0.0,0.0,8.483615138983405,7.66175469821494,7.613005810605664
2024-09-23,0.0,24.461206896551722,20.907836775293674,13.693041871921183,9.951686244789693,9.488679424024252,0.0,7.676321523304281,6.932668624478969,6.888558639636226
2024-09-25,0.0,24.460917239991,20.907589195846015,13.692879726225296,9.951568402230933,9.488567064145224,0.0,7.676230624400526,6.932586531516064,6.889661215644946
2024-09-26,0.0,24.46294497998626,20.909322375121388,13.702304540394591,9.952393358755122,9.489353639184293,0.0,7.676866961938372,6.933161223088037,6.8736529215319395
2024-09-27,0.0,24.474911794653217,20.900819303355355,13.708531647368046,9.950036702895977,9.487106627832635,0.0,7.675049134522034,6.931519499893443,6.872025289479293
2024-09-30,0.0,24.478244652192704,20.903665460832084,13.697373017329678,9.951391643625556,9.48839852931599,0.0,7.675502217275208,6.932463395717018,6.872961083711761
2024-10-02,0.0,24.47696143164228,20.90762662181928,13.681019014739235,9.953277392535043,9.490196542882352,0.0,7.676956694242283,6.939698819795225,6.874263482344302
2024-10-03,0.0,24.640532226911795,21.047344826763954,13.117891122397882,10.019791592150131,9.553616138493455,0.0,7.714548012494933,6.986074349619667,6.920201731168181
2024-10-04,0.0,24.682609627706455,21.19101779291618,12.980849391420337,10.008813091013028,9.543148417216491,0.0,7.70609532429793,6.974846961865517,6.9126193935640625
2024-10-07,0.0,24.727667545607485,21.008972355123905,12.89358452745994,10.027084103897964,9.560569362748023,0.0,7.869304284538198,6.9875794924415064,6.925238328182978
2024-10-08,32.105119329568225,15.73222201979717,13.347338616627194,7.850170037043784,6.379425517702071,6.082619785024595,4.687405113256816,5.00660411732556,4.406160806461408,4.402934657193174
2024-10-09,32.06252700684553,15.874339516795416,13.337212211263655,7.817771072920378,6.370962239691913,6.074550264951369,4.681186557603232,4.999962095655404,4.384395539416728,4.397093494856381
2024-10-10,31.412566237698712,15.85995457986374,13.314345193035578,7.959500378501136,6.361847085541257,6.065859197577593,5.278576835730507,4.992808478425435,4.363739591218774,4.390802422407267
2024-10-14,31.414706528075342,15.861035195433452,13.315252363900646,7.953229213193934,6.362280549015452,6.0662724939624955,5.278936490752587,4.9931486626643755,4.3640369139456885,4.39110158905603
2024-10-15,31.415895704313858,15.861635601047801,13.315756401132594,7.923246975455385,6.362521387580819,6.066502127401844,5.279136320276184,4.993337673939706,4.390699998485835,4.3912678103659735
2024-10-16,31.42184293621887,15.864638311083516,13.318277159797368,7.905816251580709,6.363725853961427,6.0676505554251445,5.280135694868281,4.994282945002689,4.391531186345704,4.392099105716298
2024-10-17,31.395810714191143,15.813664925229155,13.625014659095639,7.850087576274585,6.35845366401731,6.062623656564816,5.275761232650251,4.868711247971371,4.361411964091836,4.388460359913899
2024-10-18,31.260994195441484,15.745759583548352,13.99968359317616,7.812611825328367,6.331149875132307,6.036590189128412,5.253106625332887,4.847804550984816,4.342683657210874,4.369615904716345
2024-10-22,31.266882918724644,15.748725657515514,14.002320753792889,7.773394968937314,6.332342492022409,6.037727318964251,5.2540961681190215,4.848717745854855,4.3653529542517635,4.370439021817346
2024-10-23,31.266411739220523,15.748488330476388,14.002109744381864,7.773277826963286,6.332247066136719,6.037636332812176,5.2540169909770755,4.848644677604687,4.366794130389738,4.370373161037542
2024-10-24,31.243341326878266,15.658563947732004,13.991778068071875,7.916621177498108,6.3275747183122455,6.033181368138508,5.250140232126521,4.845067029074166,4.366583719520689,4.36714841264762
2024-10-25,31.24310608998129,15.658446051507156,13.991672721386273,7.917314490292998,6.327527076831569,6.033135943199828,5.25010070284942,4.845030549668151,4.366550842704032,4.367115531579284
2024-10-28,31.243341326878266,15.57498936494611,13.991778068071875,7.955020310129465,6.3275747183122455,6.033181368138508,5.250140232126521,4.845067029074166,4.411759169675227,4.36714841264762
2024-10-30,31.186165535589478,15.545359577330355,14.191636792700981,7.933698584838305,6.315995160041786,6.022140554190247,5.240532395403543,4.836200482492728,4.358592804695662,4.369678112716914
2024-10-31,31.183821926970218,15.544191359369952,14.190570305630915,7.9406172737452,6.31552051942977,6.021687996452968,5.240138574724392,4.83583704694557,4.358265260879694,4.369349735851325
2024-11-01,31.18101006154147,15.542789729563196,14.189290732711656,7.939901263140493,6.314951044852384,6.021145016944568,5.239666068033754,4.83540099638566,4.366889338072301,4.3689557487545185
2024-11-04,31.08949204987535,15.421499894173154,14.521316148801908,7.899365226235318,6.296416309696173,6.003472618942817,5.224287354534915,4.821208823523903,4.310617710356608,4.412323863859852
2024-11-06,31.08646428551362,15.389283125726905,14.519901937098153,7.89859591754176,6.2958031100698015,6.002887948713627,5.223778568124312,4.82073929239638,4.310197905019824,4.4523479097956145
2024-11-08,31.086231404989633,15.389167838755533,14.520542301014894,7.898536746156454,6.2957559458148475,6.0028429787975215,5.223739434812819,4.820703178405347,4.310165615688448,4.452314555564504
2024-11-11,31.08611496603608,15.389110195917588,14.520487911766855,7.898881728404773,6.295732363952363,6.002820494092132,5.223719868376942,4.820685121612738,4.310149471204179,4.452297878636349
2024-11-13,31.121786037720987,15.406769078462585,14.537150057093356,7.793196421774601,6.3029566671729125,6.009708683252803,5.2297140457159355,4.826216819759364,4.31509533371958,4.45740685532787
2024-11-18,31.11711850203499,15.404458425584485,14.54996747385254,7.792027625666223,6.302011371966023,6.00880736834409,5.228929711651484,4.825493000785501,4.314448170943183,4.456738349171474
2024-11-19,31.116185162897686,15.40399637817683,14.549531056383838,7.794793347993094,6.301822346948914,6.008627137803623,5.228772873069345,4.8253482630433435,4.3143187616814105,4.4566046720019195
2024-11-20,31.12248628884826,15.386865419772183,14.5524773824591,7.796371818309661,6.303098485913843,6.009843903810997,5.2298317161205645,4.826325411334552,4.315192424881639,4.457507148549196
2024-11-21,31.138717599010967,15.394890131639425,14.563818950298943,7.800437860076129,6.306385740844616,6.012978217680617,5.232559230236734,4.828842484809032,4.317442927171525,4.403926858232014
2024-11-25,31.15087296537979,15.400899708917704,14.569504109121143,7.784715458140264,6.308847513038647,6.0153254547809,5.2143330349317525,4.830727480533519,4.319128292035681,4.405645983120605
2024-11-26,31.15087296537979,15.382132313888436,14.569504109121143,7.784715458140264,6.308847513038647,6.0153254547809,5.2143330349317525,4.830727480533519,4.319128292035681,4.424413378149873
2024-11-29,31.151925318258854,15.378898354231534,14.569996302698279,7.78497844491865,6.3090606413786245,6.015528667225954,5.214509187888615,4.830890674354051,4.319274202781047,4.424938206264393
2024-12-02,31.16093168902898,15.375835184083114,14.572706775527674,7.787980107646991,6.310884661523991,6.017267823987595,5.2160167609407,4.811636538400164,4.32052295336486,4.426217505495929
2024-12-04,31.161867714507245,15.413845088059535,14.573144516766137,7.766436184293281,6.311074230593766,6.0174485732684255,5.216173441897228,4.793007053398942,4.320652735092959,4.426350462122478
2024-12-05,31.156486335812954,15.411183253463678,14.57062786371665,7.782364104267911,6.309984363942839,6.016409413169202,5.215272654919914,4.792179343510849,4.3199065966141275,4.4255860705818755
2024-12-06,31.16163370286583,15.319859946869926,14.573035078991092,7.860998207094648,6.311026837258639,6.017403384930208,5.216134270775643,4.792971060067023,4.320620288929983,4.426317222217007
2024-12-09,31.15250998947094,15.31537449489594,14.589788874478943,7.8669546987580965,6.309179052234281,6.015641568961602,5.21460705578526,4.791567741656985,4.319355268566151,4.425021255191804
2024-12-10,31.158591871328895,15.318364504314754,14.573114301107362,7.868490558599755,6.3104107886699445,6.016815998287989,5.215625099726491,4.792503195940733,4.320198533152371,4.425885148871706
2024-12-11,31.15672027015105,15.317444377077704,14.57223893876739,7.874024616181657,6.31003174162207,6.01645458657992,5.215311813101725,4.792215324952744,4.31993903205885,4.425619299506888
2024-12-17,31.153913289926365,15.316064393463053,14.570926092415917,7.882324456114732,6.3094632564232995,6.015912550418835,5.214841953726348,4.791783583308151,4.319549838866188,4.425220585337105
2024-12-19,31.163271858167157,15.320665306114787,14.545263383193117,7.884692289350709,6.31135860555323,6.017719717550932,5.216408480982,4.793223024743395,4.320847422304915,4.426549912039757
2024-12-20,31.163739934174334,15.320895424308933,14.545481854759219,7.883308706598902,6.311453402901511,6.017810104408592,5.216486832050678,4.793295019516766,4.3209123219412,4.426616399339866
2024-12-27,31.154381084840054,15.34632558715715,14.541113670020778,7.880941253315164,6.309557996842968,6.016002882996514,5.214920257742891,4.7918555348465315,4.319614699528322,4.4252870327096225
2024-12-30,31.152977742242445,15.3456343151221,14.540458668588577,7.885090737101705,6.309273784119084,6.015731893401501,5.2146853527476384,4.791639686713476,4.319420123385191,4.425087696578285
2025-01-03,31.150522196886527,15.344424738901557,14.548320806238213,7.883718529778829,6.308776473458511,6.015257720350196,5.214274319924181,4.791261999268079,4.319079657311225,4.424363557882686
2025-01-07,31.148417751805752,15.343388111041678,14.54733796100818,7.889941656767646,6.308350269572381,6.014851345797655,5.21392205764514,4.790938314558034,4.3187878719639095,4.424064659839626
2025-01-08,31.14818394212635,15.34327293881419,14.54722876417989,7.8898824324197525,6.30830291713972,6.014806196458898,5.213882920329902,4.790902352289893,4.3187554538033535,4.42478208243805
2025-01-13,31.11291891679116,15.325901752426011,14.530758834765104,7.9266863984074645,6.301160848677292,6.007996416046066,5.207979920860599,4.785478238539127,4.313865890393241,4.487252783093934
2025-01-14,31.113035556630248,15.316586908397017,14.530813309415224,7.9357135225413185,6.301184471224229,6.008018939543044,5.207999445159863,4.7854961789134505,4.313882062730675,4.487269605444931
2025-01-15,31.112569002521113,15.316357229214894,14.530595413265354,7.936344295635385,6.3010899820991755,6.007928846568384,5.207921348841133,4.785424418223226,4.314567146833616,4.48720231679772
2025-01-22,31.1284396959621,15.28291165234808,14.537257395123614,7.938892358356635,6.304304202931982,6.010993524285337,5.210577938310988,4.761610058080765,4.316768031386493,4.508245143214002
2025-01-23,31.13521300601943,15.286237096867982,14.540420590988301,7.937618526862337,6.305675971240294,6.012301470436516,5.211711720161243,4.762646147959041,4.317707327046916,4.490468142417939
2025-01-27,31.12353672462578,15.280504474908449,14.534967664028411,7.972143624591464,6.303311225991784,6.010046746058086,5.2097572317633185,4.760860067465831,4.316088106850276,4.488784133716602
2025-02-04,31.121669332263345,15.27958765438117,14.534095575234513,7.977665237306854,6.302933031336543,6.009686147084687,5.209444649650598,4.760574418896799,4.315829144315342,4.488514809530149
2025-02-06,31.12540434109981,15.281421405466222,14.55684215461066,7.941868641882706,6.3036894660353475,6.010407388308097,5.210069851389996,4.761145750316441,4.316347100464113,4.492803900426609
2025-02-10,31.12236957813874,15.27618140465418,14.589173246432303,7.924594104554991,6.303074849013831,6.009821366628729,5.20956186354713,4.760681533093206,4.315926251624238,4.488615802312652
2025-02-11,31.122019451262155,15.276009547505968,14.589009118130699,7.926004953753097,6.303003939377462,6.009753756096098,5.209503255939535,4.7606279753924845,4.315877697423561,4.488190305118941
2025-02-12,31.14210612226519,15.279865062881223,14.602928015399943,7.87558467435538,6.307072003362172,6.013632551516072,5.212865556324802,4.763700564176747,4.3111583916366,4.491087058081874
2025-02-13,31.15122374177275,15.284338620168045,14.60720338267337,7.848612980051911,6.308918554218676,6.01539319073706,5.214391751261652,4.765095254986084,4.312420589565586,4.492401934564864
2025-02-14,31.17790588248553,15.297430204535509,14.499499414888323,7.88163275272974,6.3143223692984485,6.020545590812526,5.2188580648675655,4.769176730024024,4.316114332512487,4.50451465784585
2025-02-17,31.20739122423732,15.311897178655096,14.41694837499107,7.901871495880604,6.319729860831701,6.026239297277175,5.223793605252372,4.773687001056641,4.320196136678988,4.498245825139037
2025-02-18,31.26664732719745,15.340971167865336,14.444323049507785,7.942493962694917,6.331729664359745,6.037681825545429,5.007666718154864,4.78275120275173,4.347236402406634,4.4984986795161115
2025-02-19,31.280553304562503,15.347794131504061,14.38290334131127,7.969394870248572,6.334545728662157,6.040367110792831,5.009893899704125,4.784878352147447,4.349169854701016,4.500499406366018
2025-02-20,31.27737033714979,15.346232409494162,14.381439802217516,7.984412569438687,6.333901153982407,6.039752470396696,5.009384115594214,4.77873838291714,4.348727302877042,4.500041455932344
2025-02-21,31.277900786733877,15.346492674424084,14.381683704715693,7.991331794412776,6.334008573985961,6.03985490177604,5.009469072407782,4.770339661751543,4.348801055259811,4.500117774532435
2025-02-24,31.276722034313494,15.34591431990126,14.381141710398628,7.9947992726519,6.333769867814847,6.0396272812067195,5.009280283401954,4.770159884679524,4.348637164473002,4.499948181158669
2025-02-25,31.2926426921808,15.350332280718293,14.389216194560966,7.950605646415611,6.336993919969835,6.042701607201772,5.011830136211529,4.772588019041335,4.350850732902861,4.502238770797002
2025-02-26,31.30243899679213,15.350988856389048,14.393720804361642,7.925938079315957,6.3389777448379,6.044593302518203,5.013399112509171,4.774082099502318,4.352212786581652,4.503648217191976
2025-02-27,31.302557061952978,15.350669580976772,14.393775093963871,7.925967974020145,6.3390016539149885,6.044616101249017,5.013418021827152,4.774100106174931,4.352229202066168,4.50366520385398
2025-02-28,31.296654894721858,15.366630401785967,14.391061115437337,7.924473515009701,6.337806420957959,6.043476375347172,5.0124727306323855,4.773199938909074,4.351408579503994,4.502816027694553
2025-03-04,31.290047109256147,15.36338598485491,14.388022674275028,7.943913781955213,6.336468295037033,6.042200392482878,5.011414427610285,4.772192154489707,4.3504898495482305,4.501865330490566
2025-03-07,31.284975167513263,15.360895665859337,14.373250652618486,7.967505725136885,6.335441188943654,6.041220985571712,5.010602105342519,4.771418608815297,4.353554296915494,4.5011356032833545
2025-03-10,31.28733400563603,15.332648464228155,14.3773503105473,7.986956070987625,6.3359188712854495,6.041676484171042,5.010979896892643,4.7717783663044395,4.353882548090064,4.501474981857252
2025-03-11,31.29488467854604,15.31296958635864,14.380820042723522,7.988129422478303,6.33744793895778,6.043134541382048,5.012189212782365,4.772929954919709,4.354933284563913,4.502561337287679
2025-03-12,31.292760683454524,15.299864447808636,14.379844011289103,8.006440143055636,6.337017814084231,6.042724391664766,5.011849033695748,4.772606014445075,4.354637713673803,4.5022557468284745
2025-03-13,31.30055007533599,15.303672889036395,14.383423441091777,7.983541112332662,6.338595224131656,6.044228546213305,5.013096582819622,4.773794011212711,4.355721669800166,4.503376448025707
2025-03-18,31.306571807412077,15.306617074288603,14.385813360895833,7.966215821150572,6.339814669863012,6.045391360439391,5.0140610235218,4.774712413875052,4.356559641939007,4.50424282661466
