date,GF SECURITIES (HONG KONG) BROKERAGE LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,CHINA MERCHANTS BANK CO LTD,BOCI SECURITIES LTD
2024-03-22,65.77689995710537,22.10104587691365,0.0,3.6734770144736038,2.5855650225654245,0.0,1.880030915000333,1.2393525469796556,1.4793421366408857,1.264286530321082
2024-03-25,63.99802208344715,21.47908304287406,0.0,3.5795461933071704,2.515640711560412,2.696613487047645,1.8426166055854578,1.207351586553964,1.4393346416668622,1.2417916479572793
2024-03-26,63.99802208344715,21.478866438714288,0.0,3.5795461933071704,2.515640711560412,2.696613487047645,1.8426166055854578,1.2075681907137332,1.4393346416668622,1.2417916479572793
2024-03-27,63.998437953283535,21.474457295062503,0.0,3.5795694537961866,2.5156570586139155,2.6966310100924695,1.842628579215913,1.2114749379049103,1.43934399470376,1.2417997173268105
2024-03-28,63.94635767785696,21.4223532486162,0.0,3.5766564926517552,2.5136098818908357,2.6944365614430827,1.8411290956818853,1.3156737103508171,1.4489941587101038,1.2407891727983609
2024-04-02,63.944558545977074,21.41179506267487,0.0,3.5819664436105,2.5135391614333096,2.6943607534237977,1.8410772954829167,1.3229950829896522,1.4489533912343728,1.2407542631735116
2024-04-03,63.935011001959616,21.378086957258223,0.0,3.581431621210173,2.521170328759707,2.6939584591789525,1.8399368411669126,1.3314531828047789,1.448737048411831,1.2702145592498053
2024-04-05,63.941237337695775,21.348139899060904,0.0,3.5882727593895916,2.521415853905772,2.6942208113638237,1.8401160241267165,1.3311500229486228,1.448878134228748,1.286569157280046
2024-04-08,63.924083256137045,21.31471934411438,0.0,3.5883918712562384,2.5358841850983147,2.6934980089055087,1.8396223599176758,1.3370671669573915,1.4484894308705074,1.3182443767429428
2024-04-09,63.92726436627284,21.30626000136592,0.0,3.588570443543418,2.536010380523787,2.6936320478057234,1.8414448240731591,1.3399464454043009,1.4485615133185523,1.3183099776922989
2024-04-10,63.899246153405706,21.27176367556533,0.0,3.5954902309333425,2.5358686644466792,2.6923330153529705,1.8496397018781456,1.390121420353339,1.4478629292572502,1.317674208807233
2024-04-11,63.89054144985199,21.268865919989064,0.0,3.5997575128609944,2.535523214597049,2.6919662510767495,1.8493877338776568,1.393391744402472,1.4476656934783596,1.3229004798656614
2024-04-12,63.8833584015924,21.266474716426487,0.0,3.599352801438131,2.5352381522826524,2.691663600276555,1.8526391170005505,1.3979916333497895,1.4475029361702505,1.3257786414631778
2024-04-15,63.88239157613217,21.26615286469984,0.0,3.5992983280037985,2.535199783404517,2.6916228640196596,1.854556908347171,1.3975380692415824,1.4474810293274127,1.3257585768238527
2024-04-16,63.8832202818778,21.26642873701194,0.0,3.5993450194179912,2.5352326709432425,2.6916577807357918,1.8543647602425235,1.3964751681410883,1.4474998065806761,1.3257757750489478
2024-04-17,63.88349652190426,21.266520696039855,0.0,3.5993605834919222,2.5352436336457647,2.691669419842482,1.85437277877647,1.3938867223361968,1.4496681360732435,1.325781507889803
2024-04-18,63.85547033867566,21.235579691362236,0.0,3.6107482469075998,2.544937011601436,2.6904885636830906,1.8390797351733057,1.4494643798242894,1.4490321554676995,1.325199877304688
2024-04-19,63.84926096738407,21.233514721858505,0.0,3.6103971340524823,2.544689539321694,2.690226937821453,1.8389009011775659,1.4590475347741234,1.4488912500978224,1.3250710135122814
2024-04-22,63.82622785339211,21.22585489999638,0.0,3.6077986326885467,2.539451298569704,2.6892564598114608,1.8382375322765792,1.5002117445191048,1.4483685740821595,1.3245930046639525
2024-04-23,63.82664147532366,21.22599245283943,0.0,3.6078220128049865,2.539467755327162,2.6892738873720226,1.8382494448614883,1.49957342271871,1.4483779601453401,1.3246015886071925
2024-04-24,63.84732940926785,21.23287236880578,0.0,3.6089914051113663,2.4970739400043076,2.6901455534859493,1.8388452710276348,1.5108637061708308,1.4488474184604434,1.3250309276658372
2024-04-25,63.857816415482795,21.236359895481566,0.0,3.6095841866050518,2.4970518473833443,2.6905874133632457,1.825747856397883,1.5087345461816797,1.4490853935178574,1.3250324455865747
2024-04-26,63.870239694868346,21.240491343234133,0.0,3.6102864165799087,2.4975376387003916,2.6911108562403085,1.8261030482440936,1.4895734696455252,1.4493673072084234,1.3252902252788732
2024-04-29,63.87134422030525,21.240426329027805,0.0,3.604296204995265,2.4921766817536795,2.691157394352713,1.8410500747646792,1.4848435794055013,1.4493923715117027,1.3253131438834078
2024-04-30,63.877557887762514,21.221306365924747,0.0,3.598593611700069,2.487014457684249,2.691419201229143,1.8464176660506135,1.5027153594717677,1.4495333743717742,1.3254420758051226
2024-05-02,63.88722599609871,21.22451829035902,0.0,3.599570711664979,2.4873908766646493,2.6918265576353053,1.8657244576766934,1.468347656765441,1.4497527666930177,1.325642686442191
2024-05-03,63.88722599609871,21.22451829035902,0.0,3.5974085151449295,2.4873908766646493,2.6918265576353053,1.8678866541967425,1.468347656765441,1.4497527666930177,1.325642686442191
2024-05-06,63.89233746431846,21.202430350019892,0.0,3.6018048374987877,2.5087811082390585,2.6920419244114946,1.8816590273872873,1.4550584448664563,1.4498687580367942,1.3160180852217644
2024-05-07,63.88101044766679,21.19867152241768,0.0,3.60138249783334,2.513741309739205,2.6915646715058252,1.8938649612190515,1.4543680907040193,1.4496117211491675,1.3157847777649267
2024-05-08,63.880319905828706,21.18763255476933,0.0,3.602856941512004,2.506147266896122,2.691535576192484,1.8955740591236712,1.4705670901852503,1.4495960511161576,1.3157705543762765
2024-05-09,63.88045801300197,21.187678361741565,0.0,3.602432337278547,2.5007477664431716,2.6915413952048297,1.9009830759549171,1.4707864662499261,1.449599185095657,1.3157733990294063
2024-05-10,63.88418713242242,21.18848280613087,0.0,3.601129169203945,2.5008937514181,2.6916985180495927,1.9064992829310932,1.4615753228655968,1.4496838076647673,1.3158502093136129
2024-05-13,63.88308216276044,21.188116320592975,0.0,3.598904826176234,2.500634289206214,2.691651961220193,1.9107904198138344,1.4621986596836956,1.4496587332809667,1.3149626272654498
2024-05-14,63.88819296789826,21.189811422489846,0.0,3.5991927474952043,2.5008343461561977,2.6918673000580657,1.9109432877902104,1.4608020787334666,1.449774709577841,1.3085811398009086
2024-05-16,63.893166428129256,21.18583873749417,0.0,3.599472931378357,2.495190553455078,2.6920768520009526,1.9132544452462212,1.4624294750859426,1.4498875691928501,1.3086830080171707
2024-05-17,63.89302826600034,21.185792925387076,0.0,3.5994651479036763,2.4951851578727613,2.6920710306731035,1.9134665473275907,1.4624263127388408,1.4498844339662764,1.3086801781303365
2024-05-20,63.88846925093168,21.184281236994625,0.0,3.5981271928237994,2.49500711674617,2.6918789409768125,1.9221951923237797,1.4554027994469598,1.449780979095508,1.3148572906606688
2024-05-21,63.89192299047938,21.185426435662798,0.0,3.59291581486326,2.4951419940542654,2.6920244609566315,1.9190555708293235,1.4554814769026136,1.4498593526418102,1.3181719036099142
2024-05-22,63.8727249308237,21.179060700190984,0.0,3.581027697209939,2.493959919877522,2.6912155692567574,1.9024823160540012,1.441209221272726,1.5192467987257716,1.3190728465885968
2024-05-23,63.85464235272447,21.183005869882372,0.0,3.5800138965136252,2.4932538716374264,2.6904536772948027,1.9196646859023134,1.441449538339398,1.5188166949699082,1.318699412735683
2024-05-24,63.84043194133261,21.178291737646465,0.0,3.5792171890483013,2.4926990151396855,2.689854935336874,1.907570168482044,1.4389681408364658,1.5383563307440897,1.3346105414334608
2024-05-27,63.83725960649214,21.177239353903154,0.0,3.5768788264681812,2.4943035532413305,2.6897212720725805,1.9215186637076263,1.4302546143315382,1.5382798873173038,1.3345442224661497
2024-05-28,63.838500917360086,21.182188293469668,0.0,3.5769483786166916,2.488950686115959,2.6897735735069994,1.921123918004106,1.4296342612872657,1.5383097990577803,1.3345701725814478
2024-05-29,63.842776913215516,21.183607107321027,0.0,3.577187967833579,2.4891173996613154,2.6899537384621137,1.9188758362788283,1.4334031969924625,1.5373324911970714,1.327745349038089
2024-05-30,63.83753544917988,21.17733086138105,0.0,3.585536341448726,2.4891290956920162,2.6897328944377876,1.9076996719565618,1.4490572732233618,1.5363420709544244,1.3276363417261903
2024-05-31,63.8453979680145,21.17583367328134,0.0,3.5753901258978074,2.4894356680598086,2.6900641740743496,1.918090303055857,1.4382157630940096,1.5397724651153715,1.3277998594069544
2024-06-03,63.84291485810285,21.18062790307617,0.0,3.5752510698821474,2.4893388475750355,2.689959550636699,1.918447843016653,1.4359991303692117,1.5388483007056162,1.3286124966356128
2024-06-04,63.84457024324908,21.172750160074923,0.0,3.575343772690724,2.4894033937280633,2.690029298690871,1.9217387158379748,1.4386292678970096,1.5388882015563985,1.3286469462749644
2024-06-05,63.86181894440456,21.169176592601154,0.0,3.569825702945309,2.4883468792595,2.6907560560532566,1.911883490481068,1.439882472824354,1.5393039584891999,1.329005902941602
2024-06-06,63.85436636217901,21.159790710060282,0.0,3.5694091094310334,2.488056492765192,2.690442048699753,1.9218174732074413,1.4503037542731871,1.5369632395158557,1.3288508098682503
2024-06-07,63.86002464525623,21.158423814172593,0.0,3.569725403027074,2.5152929141888745,2.6906804549917847,1.9113975178966114,1.4366001031632107,1.537099433382993,1.320755713920623
2024-06-11,63.85636599782993,21.149222265993593,0.0,3.569339686631554,2.5150211314585516,2.69038972126596,1.9271827010168958,1.4364448754773151,1.5354206168596845,1.3206130034665071
2024-06-12,63.855538030683476,21.148515840480865,0.0,3.5692934062654715,2.514988521477746,2.6903548374409008,1.9288865244942555,1.4364262504092264,1.5354007084636008,1.3205958802844566
2024-06-13,63.855814017346624,21.1481750406275,0.0,3.569308832920816,2.514999391377387,2.690366465282074,1.9288948612332744,1.4364324587115904,1.5354073445382654,1.3206015879624686
2024-06-14,63.84974286179135,21.142923129307377,0.0,3.568969477304057,2.517785420833207,2.6901106759923628,1.9330331061129766,1.4416979340713316,1.5352613641452055,1.3204760304421326
2024-06-17,63.85291627636275,21.137275090366224,0.0,3.5691468596902114,2.5179105580159744,2.6902443779625704,1.938963679584811,1.4376638295983761,1.5353376686151303,1.3205416598039497
2024-06-18,63.84891506638718,21.129036038314748,0.0,3.552717279797296,2.546275209459537,2.6900757994031315,1.9451084701381893,1.4375737413895366,1.5298394842984997,1.3204589108118832
2024-06-19,63.8451902526737,21.11851255807431,0.0,3.552510021615538,2.5541211224788896,2.6899188659420465,1.934623808486143,1.4383541419796944,1.5403374910880638,1.3264317376616108
2024-06-20,63.84974286179135,21.117209392173912,0.0,3.552763340455234,2.551710267303411,2.6901106759923628,1.9347617607101846,1.439969279474124,1.5404473279368291,1.3232850941625953
2024-06-21,63.85898803545024,21.113999794831937,0.0,3.5532777656131005,2.552079744195424,2.690500192680238,1.9199139881915028,1.4470934005531848,1.5406703782173914,1.3234767002669807
2024-06-24,63.8581600003077,21.111348804237856,0.0,3.549990036963524,2.5520466523507235,2.6904653059903745,1.9270207336334195,1.4468585263348375,1.5406504009321966,1.3234595392493718
2024-06-25,63.85995410359092,21.110861348410307,0.0,3.550089774393802,2.5521183524322466,2.6905408949619147,1.9253459424764985,1.446899176012693,1.5406936857049274,1.3234967220166889
2024-06-26,63.86561308973157,21.099115560808844,0.0,3.5341942026384188,2.5793614514829843,2.6907793187730364,1.9192486276432452,1.4472435293388692,1.5408302151518516,1.323614004431188
2024-06-27,63.86713152494842,21.097455795562283,0.0,3.5321168230626254,2.5794227770238423,2.6908432933264894,1.91648442995575,1.4520330330187843,1.5408668491204098,1.3236454739813985
2024-06-28,63.867821746643294,21.096603083901524,0.0,3.5321549951802997,2.579450653233693,2.6908723736746154,1.9165051416911896,1.4520487253581322,1.5408835015001672,1.3236597788170885
2024-07-02,63.87817686259576,21.093538209264995,0.0,3.529268827142297,2.5770585540243673,2.6913086543349016,1.910762886004942,1.4548782877765283,1.5411333303950774,1.3238743884611381
2024-07-03,63.881491208909594,21.092470763764577,0.0,3.5229662667081074,2.577192265801043,2.691448294026515,1.913023919429788,1.4562509103628745,1.5412132927519198,1.3239430782455823
2024-07-04,63.88204363340007,21.091788399423848,0.0,3.5229967320715176,2.577214552446163,2.691471568717264,1.913040462582491,1.4562635035045175,1.5412266206181273,1.3239545272359954
2024-07-05,63.88121500024718,21.090650058175225,0.0,3.5229510342239894,2.5778296876232667,2.6914366568320918,1.9130156479607294,1.4577579322076224,1.5412066289052557,1.32393735382463
2024-07-08,63.88687775527504,21.089276527947668,0.0,3.523263326478949,2.578058199526563,2.6916752394335743,1.9023748525020967,1.463076135205992,1.5413432492808508,1.3240547143492678
2024-07-09,63.887015883793275,21.08910591667836,0.0,3.523270944054885,2.578279981458632,2.6916810590498312,1.903460005412561,1.463079298493129,1.541346581787722,1.3227603292716068
2024-07-10,63.887568403839154,21.088423464223556,0.0,3.5233014146880293,2.578734699107689,2.691704337766511,1.90347646728349,1.4630919517784633,1.541359911959312,1.3223393493537876
2024-07-11,63.8751390139132,21.097723092277175,0.0,3.52261595289626,2.585798875691212,2.691180664012518,1.9005121307940738,1.4643204801815974,1.5410600388565998,1.3216497513773673
2024-07-12,63.87638173526804,21.095539494843585,0.0,3.522684487073049,2.5828227759721885,2.6912330222184266,1.904872545697071,1.4641327972597615,1.5410900209161142,1.321243120751759
2024-07-15,63.88066259008788,21.09500759339551,0.0,3.5229205696509216,2.582995871082289,2.691413382745142,1.9006764767929618,1.4631499879046646,1.541193301384804,1.321980226955825
2024-07-16,63.8809387939733,21.094234053297164,0.0,3.5229358018715953,2.583007039305452,2.6914250197383014,1.9006846948390264,1.4631563141964596,1.5420647147108963,1.321553568067813
2024-07-17,63.880386388590914,21.090592674103785,0.0,3.522905337561968,2.5829847029557027,2.691401745852613,1.9004520732887558,1.4681159288393184,1.5420513798278395,1.321109768979101
2024-07-18,63.90096994144625,21.069707825610777,0.0,3.524040488933453,2.5864120551459187,2.692268969944742,1.8915492090981978,1.4714003029442166,1.542548259979585,1.3211029468968576
2024-07-19,63.90166089473255,21.06842184706783,0.0,3.5240785939474946,2.5866562792265455,2.692298081116201,1.89005585949761,1.4735787882827258,1.5425649393631762,1.3206847167658653
2024-07-22,63.88729214262162,21.047901209859763,0.0,3.5232861793055763,2.5860746507938575,2.69169269835784,1.9136300546041576,1.487949648588189,1.5422180824439917,1.3199553334250063
2024-07-23,63.88881160888521,21.046239663137055,0.0,3.523369975539646,2.5861361568157157,2.6917567163512466,1.9138917815519934,1.4879850373050545,1.5422547618565758,1.3195542985575048
2024-07-24,63.88922602131923,21.04572753246546,0.0,3.523392829749808,2.5861529316930767,2.691774176332494,1.9136879804963596,1.4886433353989492,1.542264765635542,1.3191304269090762
2024-07-25,63.88991672065638,21.044657748799924,0.0,3.5234309207589436,2.5861808903056147,2.691803276804594,1.9134924513829032,1.489524300084891,1.5422814388888848,1.3187122523178618
2024-07-26,63.89060743492784,21.043804162123028,0.0,3.523469012591683,2.5862088495226745,2.6918323779059055,1.9132969180417145,1.490189063699546,1.5422981125027369,1.3182940686848712
2024-07-29,63.88839720182726,21.046967999804487,0.0,3.523347121625966,2.602335330125347,2.691739256596503,1.8983120572735737,1.4884078109490602,1.5422447582073862,1.3182484635904155
2024-07-30,63.88853533691591,21.047013506107945,0.0,3.52335473956425,2.602340956715421,2.691745076489584,1.898099948565983,1.4884110290818342,1.5422480927426965,1.3182513138163776
2024-07-31,63.892817820960715,21.043883519526027,0.0,3.523590911991381,2.602515393076616,2.691925505658635,1.8982271792608534,1.486348522101085,1.5423514704898222,1.3183396769348728
2024-08-01,63.895581018587,21.04284748000779,0.0,3.523743298102624,2.6026279450754446,2.6920419244114946,1.899174220437396,1.4831692485271248,1.542418173165765,1.3183966916853596
2024-08-02,63.88383907898068,21.028603019493634,0.0,3.545147863957771,2.602149666301519,2.6915472142423362,1.8960146499080437,1.492409367437636,1.5421347266308354,1.3181544130475542
2024-08-05,63.879972090823756,21.02127696988121,0.0,3.5589852389061845,2.601992154134323,2.6913842907024974,1.8958998811918513,1.4903733724328703,1.5420413788168934,1.3180746231104161
2024-08-06,63.881353104279825,21.019785727140032,0.0,3.5590621801812667,2.60204840629067,2.691442475416724,1.8957246796232359,1.4904055926360815,1.5420747160245387,1.3181031184076284
2024-08-07,63.882734177449116,21.016781065596916,0.0,3.563462994276176,2.5992941457088445,2.691500662646782,1.8961980509030811,1.4897892338085044,1.5421080546736414,1.3181316149369398
2024-08-08,63.88991672065638,21.012441299284372,0.0,3.563863645989873,2.5995863927885967,2.691803276804594,1.8918706731845454,1.489956735648858,1.5422814388888848,1.3182798167538947
2024-08-09,63.89516652370677,21.006167165962566,0.0,3.564156486913765,2.599799999524606,2.6920244609566315,1.891809891719276,1.490079164661404,1.5424081673965746,1.3183881391584067
2024-08-12,63.897377225212615,21.00602898380043,0.0,3.564279802753466,2.599889949705293,2.692117602000836,1.8892804298717683,1.4901307197387654,1.5424615329990732,1.3184337539177555
2024-08-13,63.910644647402584,21.005632265845932,0.0,3.55485434431905,2.6004297815279456,2.6926765836423656,1.8842655150346623,1.4900075492760558,1.5427818041785608,1.3187075087728426
2024-08-14,63.92488561401836,21.003390115250813,0.0,3.5556464590335963,2.6010092254360724,2.693276582555634,1.8704071945546348,1.4892578813858375,1.5431255763981957,1.3190013513668581
2024-08-15,63.930971068566954,21.00322600687296,0.0,3.548628817305527,2.6012568335978994,2.6935329742890333,1.870585251626783,1.4893996542034385,1.54327247725641,1.3191269162809942
2024-08-16,63.94231523518581,21.002408605791604,0.0,3.549258500163446,2.601718410990602,2.6940109255283624,1.866372878422238,1.488581963669995,1.5435463216831045,1.3117871585648364
2024-08-19,63.949787982754444,21.00075110701618,0.0,3.5457777242175763,2.6037538292553086,2.69432576654592,1.8611804858575536,1.4887559298019504,1.5437267113355595,1.3119404632155
2024-08-20,63.96847749543927,20.977446861689387,0.0,3.5483293736787123,2.606679620424042,2.695113191136045,1.8552299118242126,1.4922217941685012,1.5441778699846105,1.3123238816552232
2024-08-21,63.97554082129401,20.975649523782465,0.0,3.549803713900526,2.6069674469954855,2.695410782440852,1.852620165991004,1.4936856089047301,1.5443483763324308,1.3059735603585059
2024-08-22,63.97145498185384,20.97192846932777,0.0,3.5495770033822107,2.612213294470198,2.6952386382816784,1.8512028848473072,1.4987860631209333,1.5442497455209618,1.3053489191950987
2024-08-23,63.977687827454,20.971590136302158,0.0,3.547757696401798,2.614416440141691,2.6955012398794187,1.8487850728045394,1.4943852811476563,1.5444002043503668,1.3054761015183707
2024-08-26,63.98042373765311,20.9716208586983,0.0,3.5479094109572182,2.6145282417532556,2.695616508961255,1.8488641333349904,1.4918508973647977,1.5444662483168508,1.304719962960222
2024-08-27,63.99369102516441,20.97120511707361,0.0,3.5458297257611457,2.6150704028685365,2.6961754849285176,1.849247522668685,1.4798158230062701,1.5447865162452399,1.3041783822835882
2024-08-28,63.99729458061282,20.96913731121436,0.0,3.550361018804832,2.614567916854215,2.6963273095490843,1.8441537076950854,1.4798991530703156,1.544873504880808,1.3033854973184777
2024-08-29,63.985792342721105,20.95952188615304,0.0,3.5562191795860327,2.6140980003935144,2.6958426984674504,1.8615787220473807,1.4796331706998744,1.5445958446659163,1.302718155265688
2024-08-30,63.9873164980203,20.95222543989349,0.0,3.5563038894897354,2.622822164954084,2.695906914018813,1.8808957842644924,1.4575805806065008,1.5446326372702675,1.30231609148232
2024-09-02,64.06431142807133,20.94795103844848,0.0,3.5605831339431258,2.6335664445971076,2.6991508563440925,1.8842430763985067,1.3574347171830485,1.5490929650651466,1.3036663399491568
2024-09-03,64.06292249283612,20.934271880408055,0.0,3.56050593933567,2.671449920658485,2.6990923378702973,1.8842022253920392,1.335074550512494,1.549059380222762,1.303421272764065
2024-09-04,64.05958929397744,20.931881916656028,0.0,3.5603206859336782,2.6778146846693027,2.69895190388524,1.8841041902031521,1.3350050864794014,1.548978782542274,1.3033534556534851
2024-09-05,64.05570100033292,20.92324091142833,0.0,3.558803908329211,2.677652146477373,2.6987880827048296,1.8839898287089696,1.3496650148937925,1.5488847625146396,1.3032743446099389
2024-09-09,64.0547290006744,20.925741498210993,0.0,3.558749906013576,2.6776115150123925,2.6987471305170643,1.8839612405046169,1.3483438814262532,1.54886125929109,1.3032545683496197
2024-09-10,64.05445129190437,20.925000451013112,0.0,3.5567835056472763,2.677599906248886,2.698735430120264,1.8869879170589128,1.3483380356920394,1.5488545442153732,1.3032489180997653
2024-09-11,64.05958929397744,20.92255986100182,0.0,3.562488605853261,2.6778146846693027,2.69895190388524,1.8877896540664438,1.3384737583507347,1.548978782542274,1.3033534556534851
2024-09-13,64.07278523738226,20.916461640702437,0.0,3.5361178787952765,2.678366300616532,2.699507873990084,1.8988035248009572,1.345037739857865,1.5492978641438733,1.303621939710702
2024-09-16,64.07911574238055,20.91520457142559,0.0,3.536455285366713,2.6786218629087175,2.6997654535526294,1.899635275392609,1.3380097874147334,1.5494456938538526,1.3037463277045993
2024-09-17,64.07869886429508,20.913550512338045,0.0,3.5364322783278106,2.6786044366577313,2.699747889748253,1.8996229169774292,1.3408202098328004,1.549435613659285,1.3030872781635612
2024-09-20,64.08342380023457,20.908369573864512,0.0,3.5388617614919697,2.6816212823978924,2.6865009005826033,1.9119078159144935,1.3365816387721965,1.5495498635449203,1.3031833631968406
2024-09-23,64.08589077158318,20.907656305759662,0.0,3.5389979943905034,2.6832968966982524,2.686170560250254,1.9085113329019219,1.3366330921498781,1.5496095154001102,1.3032335308662368
2024-09-24,64.08894868982514,20.904316121808726,0.0,3.538516189141009,2.6860276201210276,2.6862987333919284,1.9086023993059242,1.3284550274131495,1.556840846819851,1.3019943721732465
2024-09-25,64.08978271817509,20.903503695153606,0.0,3.538562237997775,2.686062575027135,2.6863336918261966,1.909277917423986,1.326954061329189,1.5575117872515376,1.3020113158154825
2024-09-26,64.08783668579129,20.899181901324752,0.0,3.5384547925296337,2.6859810149947205,2.6862521235615486,1.9103043780721136,1.3325528276744705,1.55746449471523,1.3019717813362381
2024-09-27,64.08797568418521,20.897492130410185,0.0,3.5384624669895395,2.6859868405470633,2.6862579497018917,1.9124773945187843,1.3319050558410495,1.5574678726582927,1.3019746051479921
2024-09-30,64.10618968828634,20.889112631730143,0.0,3.543807088421552,2.6917400326187,2.6870213926534006,1.8893734895372456,1.3325005364076692,1.5579105099224149,1.3023446304225397
2024-10-02,64.1085540966326,20.881204799650213,0.0,3.5504465025065364,2.6972632353556816,2.6871204972147273,1.9035453774657234,1.3119387708738006,1.5579679698436848,1.3019587504570327
2024-10-03,64.01480700324439,20.5826865220488,0.0,3.560419400019986,2.6805372361184254,2.6831910725108403,1.9074776196439176,1.7281349307996428,1.5351089531962225,1.3076372624177817
2024-10-04,64.0166723236282,20.415818906650664,0.0,3.5514240139252085,2.6748850568166884,2.6832692577188495,1.901033820879075,1.9017187472654364,1.5615844987798206,1.2935933743360586
2024-10-07,64.06316707431688,20.354548756278408,0.0,3.5481496913183754,2.6995921559572977,2.6743779244616235,1.9093522328806063,1.8935606008875054,1.5627186639795212,1.2945328999197727
2024-10-08,64.06400043177386,20.330097630541285,0.0,3.5752966202810423,2.7028793660518597,2.67441271376237,1.9039569157802976,1.8864306288716615,1.5659910852017023,1.2969346077359245
2024-10-09,64.08317363909903,20.275675035164547,0.0,3.5835233878912796,2.7286284627745223,2.6697913407450247,1.89498440876719,1.8911157541364378,1.569279082216888,1.303828889205076
2024-10-10,64.12838982972016,20.254035204345733,0.0,3.569750903216019,2.71035215928774,2.6553803283714323,1.903904440102942,1.9106671906323476,1.5627799227332504,1.3047400215903764
2024-10-14,64.14133554226072,20.1997330513717,0.0,3.581324856991762,2.7395520724371014,2.655916374738856,1.9042887846912233,1.910835833993392,1.5630954039062155,1.3039180796090317
2024-10-15,64.14384176778024,20.18011728311402,0.0,3.581464791835251,2.7279370707499195,2.656020150647789,1.905882716311819,1.9376107118370451,1.5631564794912127,1.3039690282327057
2024-10-16,64.15191871580123,20.173540054920018,0.0,3.5819157673952646,2.7119979018500295,2.656354594861112,1.9061227037402224,1.9506637272548804,1.5633533110698268,1.3041332231074085
2024-10-17,64.14648744053694,20.16618792771706,0.0,3.5848687707622506,2.711768296759239,2.656129700683462,1.9059613262273005,1.9611356884454576,1.5632209533424553,1.3042398955258256
2024-10-18,64.1633413205956,20.165623597475005,0.0,3.585810660968546,2.709875097222331,2.656827573523921,1.898645026785995,1.951662476468718,1.563631674794308,1.3045825721655606
2024-10-21,64.17881010862138,20.163535032843093,0.0,3.5851547915952158,2.7105284061459693,2.657468093511034,1.8991027607015143,1.936495077581168,1.56400864217833,1.3048970868223033
2024-10-22,64.17518612002489,20.154143579623586,0.0,3.5795228236381917,2.7238405721179775,2.6536259572328937,1.898995523955668,1.9459416930725317,1.563920327211529,1.3048234031227421
2024-10-23,64.65768366826275,20.04637696215082,0.0,3.608623404381534,2.7449760567123236,2.6790474419964716,1.9314345656340894,1.364304390153796,1.5785231548627883,1.3890303558454367
2024-10-24,64.66164535016415,20.04782406367727,0.0,3.6088445106324705,2.7455819004049586,2.6792115916096626,1.9254257444277678,1.3637315015241898,1.5786198735551193,1.3891154640044217
