date,UPBEST SECURITIES CO LTD,BOCI SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.,NANYANG COMMERCIAL BANK LTD,TIGER BROKERS (HK) GLOBAL LTD,YUANTA SECURITIES (HONG KONG) CO LTD,BANK OF CHINA (HONG KONG) LTD,PHILLIP SECURITIES (HONG KONG) LTD
2024-03-01,0.0,56.29457834016027,9.95022808573349,15.83374582929665,0.0,0.0,2.337629986672643,5.899678230219432,9.684139527917516
2024-03-04,0.0,56.27444337300158,9.968457146127461,15.835857195763984,0.0,0.0,2.337603187009539,5.899610593600337,9.684028504497094
2024-03-05,0.0,56.25488432370772,9.972916175577176,15.842940794816702,0.0,0.0,2.3386488294093426,5.902249571427405,9.688360305061657
2024-03-06,0.0,56.23846384601008,9.975773847137308,15.849303268621332,0.0,0.0,2.3395880232186266,5.904619895773935,9.692251119238716
2024-03-07,0.0,56.11845968620813,10.032383608395932,15.868730989577372,0.0,0.0,2.34262543351783,5.909987851895888,9.727812430404837
2024-03-08,0.0,52.02825396708477,9.345617408656347,14.797154047227728,0.0,6.689285759863892,2.183011149865953,5.5073120916677105,9.449365575633596
2024-03-11,0.0,52.0603771799399,9.284353463002974,14.809799402756427,0.0,6.676303000909803,2.1847186356692485,5.527691731936073,9.456756585785575
2024-03-12,0.0,52.06050964586895,9.283878838751356,14.81182309014812,0.0,6.694948322885443,2.184859095768793,5.5066164262657304,9.457364580311605
2024-03-13,0.0,52.098695906797,9.309876093901025,14.819923399259524,0.0,6.702693483274624,2.1866867219835133,5.416848765443221,9.465275629341093
2024-03-14,0.0,51.992031753194844,9.330003789717484,14.83179395847671,0.0,6.885922658446171,2.181932622434015,5.3361087516290695,9.442206466101709
2024-03-15,0.0,51.74086544276717,9.241781110628402,14.651960787230408,0.0,7.371668161117083,2.164325172123883,5.407094158536299,9.422305167596756
2024-03-18,0.0,51.80322944290109,9.212627380923708,14.619186207256849,0.0,7.356238802911913,2.1594838509196665,5.44800565040558,9.401228664681199
2024-03-19,0.0,51.817550641729994,9.241873942524936,14.622466556131608,0.0,7.364785715594606,2.115586393464541,5.433716631635242,9.404020118919073
2024-03-20,0.0,51.98526840838412,9.256062451927933,14.300894826507438,0.0,7.408384713025236,2.1230633003874186,5.493798570391291,9.432527729376568
2024-03-21,0.0,51.95785514504577,9.312379953353789,14.296328949324202,0.0,7.438342749990391,2.1215964745614206,5.474059040075809,9.399437687648618
2024-03-22,0.0,51.97782869128504,9.315277602438858,14.263064980282453,0.0,7.482978324479806,2.1224988966408542,5.428535504685151,9.409816000187835
2024-03-25,0.0,51.88833224026189,9.399015700560545,14.231093679351533,0.0,7.460095813707667,2.1193212701623265,5.489424332033681,9.412716963922357
2024-03-26,0.0,52.112951187080405,9.373338347076087,14.048207322950232,0.0,7.543486015579819,2.1135314552354463,5.421483492387518,9.387002179690496
2024-03-27,0.0,52.14235770403123,9.345134189243115,14.054623801744807,0.0,7.516702630176451,2.1143374365603433,5.434143812402085,9.392700425841966
2024-03-28,0.0,52.06307318459689,9.369571937266308,14.027762064446556,0.0,7.823052950433322,2.1112511748330056,5.4262116868203005,9.17907700160362
