date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,STANDARD CHARTERED BANK (HONG KONG) LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,UBS SECURITIES HONG KONG LTD,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,BNP PARIBAS,BANK OF CHINA (HONG KONG) LTD
2024-03-01,61.697188104319444,6.035672771884422,14.272439788765102,2.2326887742103163,9.329547886387639,0.8002952000896643,0.5706174931009226,2.1746912600262887,2.145679971559289,0.7411787496569092
2024-03-04,61.51294060292234,6.065859120970464,14.463956633855682,2.2384298239631493,9.308884110864902,0.8322114817140914,0.5659156466300527,2.1099501677188934,2.154225456793537,0.747626954566896
2024-03-05,61.30618804196356,6.055330077159399,14.651713609269656,2.197860954798926,9.305732071100625,0.9584482434070809,0.5786406016432912,2.105835581621287,2.0951604768930796,0.7450903421430893
2024-03-06,61.31694413842133,6.08347004617095,14.76623988641918,2.209920569471513,9.311814182884367,0.8867766734931006,0.5703878066680447,2.08650308635565,2.0189009738167365,0.7490426362991375
2024-03-07,61.27981723679118,6.107319564509347,14.789333519247409,2.2133429143130843,9.296227791057815,0.8872941384742671,0.5642749678422116,2.088406297391202,2.021429621334076,0.7525539490394046
2024-03-08,61.489952107106696,6.0463537056332815,14.75211461910059,2.2118200329898197,9.160474598443885,0.8803587195970634,0.5746552458799589,2.092089272278451,2.0278587572099935,0.7643229417602675
2024-03-11,60.56872933368359,5.9750143665088675,14.501907227215897,2.1043913387168227,9.049009558909084,2.437037310952668,0.5583521781748861,2.0533309482711024,1.9980377628300867,0.75418997473699
2024-03-12,61.40230289349097,6.120562152234366,14.821743931057538,2.0675206937281594,9.145071018093496,0.8989764143521813,0.5462285213889713,2.079720431159273,2.0810799037599588,0.8367940407350835
2024-03-13,61.34065100604328,6.046873994219135,14.929931492221884,2.059640925915832,9.158995027404574,0.8943976802604741,0.565158568226442,2.0843076040194184,2.064379823115723,0.8556638785732349
2024-03-14,61.287363481651425,6.090561939868255,14.877325531908914,2.0921125718061284,9.122796551581885,0.9034650411576204,0.5280538193828712,2.081219081236755,2.1671025875873386,0.8499993938188137
2024-03-15,61.52792142568111,6.063038292910085,14.796209604997626,2.072453838141964,9.104509493704455,0.8906275342340026,0.5159436232553116,2.0709164175806336,2.096748019274774,0.8616317502200312
2024-03-18,61.58384142534429,6.062700807328124,14.79799773457447,2.136959473536287,9.072277804436759,0.917983529363226,0.559757833472803,2.095099996476319,1.9155455717575192,0.8578358237102025
2024-03-19,61.4693634862861,6.05492775595388,14.944597794926354,2.200971225572069,8.97051737615324,0.9214409599335098,0.5647118661129352,2.1035068742799656,1.9093171183647828,0.8606455424171683
2024-03-20,61.44226361203104,6.036381486406975,14.94883835061743,2.2350828496899298,8.943844416411244,0.9006348135021488,0.6151305334589793,2.111997430919265,1.9036772339080348,0.8621492730549496
2024-03-21,61.65193407366498,6.084949115928599,14.780599018925574,2.2371062565070723,8.935362965677838,0.8733308504137711,0.5730826936263032,2.1159038807582715,1.854920251626469,0.8928108928711196
2024-03-22,61.65099225154959,6.089635550273951,14.839968380641372,2.241268807530172,8.816286282174696,0.9230687395701025,0.5718977984153838,2.1145994885411645,1.8567687087134195,0.8955139925901486
2024-03-25,61.64522536069646,6.093027316580248,14.849509139467134,2.2692804396779374,8.737006534105545,0.9676402942856708,0.5476247783177106,2.1174679886296333,1.8797794972063888,0.8934386510332758
