date,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,BNP PARIBAS,DBS BANK LTD,TOTAL_CCASS_PCT
2024-03-01,18.037752564010006,7.46256924014081,7.6098711318323815,3.8652728468855813,1.5039019834439697,2.1646491318030794,1.0313451469988864,1.797301971123236,0.804757003534003,0.0758115930338077,44.35323261280576
2024-03-04,18.133470791300006,7.429429749488416,7.559133714734768,3.8522162581790345,1.5119651799824438,2.150538184831129,1.0299656484527506,1.7983004094967088,0.8065362375197409,0.07366517293950291,44.345221346924504
2024-03-05,18.172027168453557,7.436616832417016,7.536349183010025,3.828934907868977,1.5018261692738197,2.15171112574615,1.0299444666755042,1.8162096021585643,0.7936096696225248,0.07346041575945408,44.340689540985586
2024-03-06,18.185974309681466,7.440651607952839,7.512675016640934,3.8790769052081933,1.506916856405378,2.14605859197313,1.0312436156799518,1.7875103415614535,0.7998291689665076,0.07346041575945408,44.36339682982931
2024-03-07,18.22534053678507,7.422978945136902,7.494578718280068,3.8838675524650554,1.5215040403357523,2.1111616139596387,1.0313236474949812,1.754997549091858,0.8085803143269834,0.0735451428684398,44.327878060744744
2024-03-08,18.274966616636483,7.432366602903634,7.435975801231614,3.870575634213301,1.5122334824942318,2.107363015240112,1.0328699172339706,1.7437302204122787,0.8139933881082325,0.07206241846118978,44.29613709693505
2024-03-11,18.317132333329862,7.448516790177022,7.330893004312081,3.906030116603919,1.523057370667157,2.1441698835019904,1.034253793347404,1.734521160330697,0.8141969802905328,0.07206241846118978,44.32483385102186
2024-03-12,18.431540901923604,7.441426402061552,7.213560079551695,3.9957958055491667,1.5231774007382202,2.0422050441931305,1.035150735704904,1.747985180522579,0.8288205262718464,0.07054439109186236,44.33020646760856
2024-03-13,18.56188183851472,7.477555453451544,7.184915256122107,3.9157288640724754,1.5249284276572583,2.0055512142718577,1.0352142810366431,1.7331148668363445,0.8008340324790783,0.07054439109186236,44.31026862553389
2024-03-14,18.607518789560277,7.443326619298329,7.017247368031791,3.90853249646485,1.5382308308887502,1.996456147454824,1.0337727904890994,1.6974238192968463,0.8106380533805498,0.0708621177505588,44.12400903261588
2024-03-15,18.694985443706162,7.429989054316607,6.978068140718313,3.939918030052353,1.5526132576390757,1.9613650031499068,1.0340700414297912,1.6702829020517551,0.8112410279728316,0.0708621177505588,44.14339501878735
2024-03-18,18.715342296637726,7.444615530443774,6.97616884135855,3.88801925141128,1.5445218187309397,1.9546756213806742,1.0335119015993477,1.6747522570507516,0.781448328731298,0.0708621177505588,44.083917965094905
2024-03-19,18.72166615153761,7.453709997110453,6.961758172238562,3.9043548145385367,1.5367128035194229,1.9528963520919742,1.0340273248456775,1.6843264203661377,0.7720294278431284,0.07033257331939807,44.091814037410906
2024-03-20,18.69663402142925,7.446486305010179,6.973655270458639,3.848687444695704,1.5453126756873972,2.043255413223819,1.034551220802906,1.6854631757450291,0.7664611975435492,0.07033257331939807,44.110839297915874
2024-03-21,18.711511466313826,7.4497220333023435,6.975046207164488,3.8519830821145136,1.5480874885066795,2.00502936588643,1.0349547336594502,1.7542108931878873,0.7659183791986475,0.0702054826559195,44.16666913199018
2024-03-22,18.769332740478923,7.454888127560899,6.998635646424596,3.795946478591313,1.5590455279354987,2.0001187238614664,1.033416230572118,1.754726634160876,0.7671294826156742,0.0700289678455326,44.2032685600469
2024-03-25,18.80469716501328,7.462157784117797,6.99610089374744,3.718972253107411,1.5600763744281583,1.9842047840102999,1.0327737166623097,1.726021795695757,0.8049358483398871,0.06989481658963854,44.15983543171198
2024-03-26,18.863683295715088,7.450343188920094,6.989372149175491,3.6964754052206374,1.5665721194503965,1.9813041867371362,1.034864711106153,1.7233712846059492,0.8037616365182312,0.06989481658963854,44.17964279403881
2024-03-27,18.89716561343221,7.404703625455341,6.944156115346781,3.6452331910682796,1.562371066963188,2.0097167872821786,1.041195732507338,1.762113284734099,0.7556364620995343,0.07010663436210283,44.092398513251055
2024-03-28,18.95227120723951,7.47022009808222,6.9120516016336095,3.635297454815298,1.5586724109293026,2.0210741032120927,1.0523373473389597,1.7305836091524343,0.7323868491523846,0.06637864156673133,44.131273323122535
2024-04-02,18.99448613626202,7.446998303869187,6.883992807374506,3.6302732431613305,1.562308616023273,1.9921810293531774,1.0531490330430429,1.7387789093750015,0.730225848934742,0.06284834535899318,44.09524227275527
2024-04-03,19.030220677050796,7.441614178516841,6.890439128249836,3.650183301804846,1.5739797752860556,1.9909899074126867,1.0524087299282803,1.7262675396147775,0.7230473799288892,0.061768074719425296,44.140918692512436
2024-04-05,19.048311185725883,7.450830864038231,6.880780237825465,3.6430537627044326,1.5649351564018303,1.992138383374988,1.0460310380112288,1.760857381858196,0.7199570998404836,0.061478590430390764,44.16837370021113
2024-04-08,19.18188361425371,7.449337054500889,6.885129562753398,3.637230080171262,1.5277752585191784,1.9654576755435378,1.0484740029869837,1.7621883035285133,0.7633064895493524,0.06226937678092411,44.283051418587746
2024-04-09,19.283739755742335,7.431641691880336,6.885129562753398,3.638912831161642,1.5277752585191784,1.964292677794984,1.0508181196689217,1.7626026896973777,0.735955978618408,0.06221995263401578,44.343088518470594
2024-04-10,19.239797029149834,7.433181006935796,6.889598917752394,3.6481615011666744,1.546234118300579,1.9645408576183883,1.0516226388717032,1.760303937321709,0.7464245777809864,0.06221995263401578,44.34208453753208
2024-04-11,19.295556575026648,7.429871460149928,6.892952699149745,3.6696087566879254,1.5541562442025918,1.9953850555853963,1.052420485814652,1.7541797559753354,0.7332436873449648,0.062177942109143694,44.43955266204633
2024-04-12,19.28733628030693,7.448971457025616,6.875089400338591,3.6864072828598644,1.534400706624089,2.0133260209131216,1.0530029846889288,1.7525416985349447,0.7354478630852282,0.061118853246822244,44.44764254762414
2024-04-15,19.28301636274641,7.446044841469401,6.877016942068017,3.674265146780008,1.5278202344928649,2.0352584803451643,1.0541577092755179,1.7564744485103652,0.7211594128199529,0.0612462969399216,44.43645987544762
2024-04-16,19.302497278582912,7.44285062946064,6.812984429452061,3.65295440781311,1.5128235362023934,2.0295971914375492,1.0572502487534965,1.7757216234349535,0.7280867365535871,0.059904784380981096,44.37467086607168
2024-04-17,19.30211611250136,7.421118126005803,6.745753468471895,3.659005370816135,1.5241840293988946,2.0293382089077494,1.0578032696544388,1.792329125279092,0.7857779899093543,0.06924594814665627,44.38667164909138
2024-04-18,19.46123387029727,7.4271912945719745,6.610218336464412,3.7505610611505555,1.5313646518854342,2.014941660972593,1.0578315120241006,1.8175777331509113,0.7030431682855134,0.06518257721154966,44.439145866014314
