date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,MERRILL LYNCH FAR EAST LTD,THE CORE SECURITIES COMPANY LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,BOCI SECURITIES LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG)
2024-03-01,20.559583609424735,25.79411396368968,20.61755600156857,0.0,12.325267027640905,7.805930229780767,8.45788392480602,0.0,0.0,4.439665243089326
2024-03-04,20.522593315990395,25.803928273146365,20.6203841734931,0.0,12.329026615382023,7.818832402725946,8.461986234328807,0.0,0.0,4.443248984933367
2024-03-05,20.51816179683266,25.806192898788755,20.614329883169663,0.0,12.330783455441017,7.8237144733470165,8.46302373372037,0.0,0.0,4.443793758700515
2024-03-06,20.52980541002871,25.810190874456318,20.608987256111323,0.0,12.332999037052804,7.8262050189923364,8.461386428359118,0.0,0.0,4.430425974999384
2024-03-07,20.494711066226387,25.81160470665983,20.624260362300753,0.0,12.332857031827036,7.848544947623483,8.461032343702696,0.0,0.0,4.426989541659816
2024-03-08,19.51295223665561,24.675677837224114,19.70110369303545,0.0,11.766811734458342,7.484385293034442,8.084745188819117,0.0,4.546176905288213,4.228147111484715
2024-03-11,19.530127973566703,24.690306214597417,19.684024916730394,0.0,11.739165902197142,7.496134647537205,8.093303607960422,0.0,4.535948347924512,4.230988389486204
2024-03-12,19.57199976904697,24.694540672398244,19.69055480327276,0.0,11.720677266118692,7.45574781727724,8.095485647657387,0.0,4.538047558172099,4.232946466056608
2024-03-13,19.180187541499063,24.242397749689758,19.340622583462242,0.0,11.498327287372025,7.317088523145195,7.955780445153882,1.8536588649720305,4.455418961721942,4.156518042983867
2024-03-14,19.08626270004928,24.257541714961825,19.3718873591761,0.0,11.505518060865459,7.321259557858581,7.979923902422893,1.8547933391089173,4.463213923022096,4.1595994425348515
2024-03-15,19.04995713447446,24.25921366075963,19.36838073956409,0.0,11.509020152020161,7.33737689234661,7.987156024097704,1.85529599457126,4.46442346955793,4.169175932608153
2024-03-18,16.67664586232816,21.294906732769313,16.991217172840212,12.293036254055972,10.102963650595116,6.428440714782256,7.005690808162712,1.628569347622777,3.918848118361804,3.659681338481677
2024-03-19,16.63758590774242,21.30363384553431,17.000827458849525,12.297256552953352,10.106836765213075,6.431726811554313,7.011872982106325,1.6291284486682827,3.9201934906564206,3.660937736721978
2024-03-20,16.593699469073083,21.260771736964696,17.019296147945838,12.309740800847472,10.120871431626158,6.448910081413538,7.02403028744892,1.6313253873644402,3.9254800135104593,3.6658746438053966
2024-03-21,16.658472561328864,21.24940864474596,17.00746007406158,12.288594171670503,10.11649703736501,6.439353399049358,7.02164328399565,1.6305985411750306,3.9237309938412235,3.6642412927668233
2024-03-22,16.68778365681548,21.23915084696946,16.998413350912482,12.282740101134806,10.111812668306642,6.447621816986423,7.0182982964009115,1.6298217526553602,3.9218617972773075,3.6624957125411273
2024-03-25,16.720850849511525,21.181743269397845,17.003535965142646,12.288197643476488,10.118735835813636,6.449001526352731,7.0214167097031375,1.6305459250428953,3.921849220481789,3.664123055077307
2024-03-26,16.763870722926367,21.1734959586796,17.000896796578584,12.276125282151781,10.114661051034426,6.447435266527646,7.010585259438808,1.6299110566700155,3.9203222116468672,3.662696394345904
2024-03-27,16.764063822141832,21.17391031494586,17.000419721444896,12.27636552067668,10.114858990628141,6.446549220807977,7.010722453595979,1.629942953332763,3.920398930676985,3.6627680717488875
2024-03-28,16.760050009037425,21.174277858400387,16.99512709522287,12.276539492374855,10.113585203969063,6.454063623123388,7.010821804441197,1.62996605169547,3.9210618278811804,3.6645070338541683
2024-04-02,16.76448470421807,21.16283865099976,16.98189888822868,12.269907205675192,10.102051312679968,6.480522803354301,7.009732104305494,1.6290854776401935,3.918943510563359,3.68053534233498
2024-04-03,16.715115467161922,21.122416321299177,16.99863599523113,12.287856579120554,10.110074933177229,6.498378527272633,7.021810185110468,1.6328195194197026,3.926972956851902,3.6859195153552826
2024-04-05,16.67806228313408,21.060460993785636,16.958425765379552,12.260759213042776,10.094361429832917,6.655868292659975,7.022931749203089,1.6340468302615774,3.943979870943537,3.691103571756857
2024-04-08,16.679621567786043,21.050079631359836,16.946473216578912,12.254754824368561,10.089417978257892,6.698946781352302,7.0221943764150945,1.6264917837266677,3.94272389059288,3.6892959495618114
2024-04-09,16.68340562842995,21.037645409535166,16.93295255461033,12.24751597574843,10.0833231714298,6.74069281418766,7.02277196339994,1.6255310196825863,3.9390447699785307,3.687116692997605
2024-04-10,16.690346322070162,21.046397570511836,16.936957930878773,12.252611233763163,10.087450537422166,6.721142577678298,7.020155624585518,1.6169548021097275,3.939332779721831,3.6886506212585233
2024-04-11,16.698453128901008,21.0480180872218,16.93529020434645,12.253554652283055,10.087821995141475,6.697345137123401,7.020696157921834,1.6160661803895366,3.953819819112788,3.6889346375586505
2024-04-12,16.751009974929467,21.055370124627977,16.950478217162534,12.256576224142448,10.089971733750163,6.65346240147941,7.014455507170729,1.587752453467689,3.9511466391917076,3.689776724077878
2024-04-15,16.77378172984382,21.06353435337917,16.971023751213334,12.260974652132864,10.093051988782124,6.609961611869417,7.003185918138049,1.5829156443005237,3.9533079650432374,3.688262385297463
2024-04-16,16.77751545244567,21.05580392357307,16.964688357990525,12.256592784805596,10.089174667661958,6.618746437626781,6.999467047624722,1.5823499367168794,3.951895118879035,3.7037662726757645
2024-04-17,16.80058884757623,21.047456796563825,16.952515343198986,12.252677433832048,10.085951695295096,6.628518546799385,6.997231077922505,1.5818444573006998,3.9506326916553576,3.702583109855875
2024-04-18,16.82588532550818,21.040949500200824,16.93987823620418,12.247788828567023,10.082062595424945,6.624793727170236,6.998489889288427,1.5812133288649621,3.94905645789903,3.709882110872186
2024-04-19,16.852856859828066,20.992488036804207,16.925044325664743,12.244920347886918,10.079836324286,6.633636240590008,6.9995505727193335,1.5808430024371913,3.981811048003515,3.709013241780021
2024-04-22,16.87144117503268,20.983367386254262,16.938739825278823,12.239600271519162,10.075591845766471,6.6499815254228585,6.97363895934717,1.5801561702439668,3.9800810621599556,3.7074017789746554
2024-04-23,16.9693927468683,20.866075247626036,16.955718536290185,12.253332853112745,10.087031534705822,6.657982991370387,6.933779783048295,1.581929073202977,3.98454663184546,3.710210601929794
2024-04-24,17.000758922023778,20.860059266790422,16.947048799171874,12.249800046164534,10.084258344343201,6.652687360197184,6.9378575526111845,1.5814729809635528,3.9769158313246753,3.709140896409594
2024-04-25,17.000811497318193,20.857788951007443,16.94393427031459,12.248427186287225,10.08326320764036,6.662608876266014,6.936674933274646,1.5812957420866378,3.976470130320603,3.7087252054842907
2024-04-26,17.08530623924312,20.854229414998688,16.94804591706824,12.246178346020935,10.081546898356082,6.584367111092989,6.935401343313513,1.5810054124399304,3.975740040978456,3.7081792764880475
2024-04-29,17.076679833978254,20.85441632365017,16.94990661303689,12.246644862874586,10.082065960692258,6.584415431524669,6.938365684403368,1.581065640671937,3.9758914963698806,3.710548152797985
2024-04-30,133.15619846437636,162.39748477252064,131.95217599234817,95.34452835543223,78.49513193645188,51.135909523283985,53.993493832805164,12.309163815620057,31.028369621769908,28.889001003778624
2024-05-02,17.100398880046694,20.833959793143954,16.936004569303247,12.243231581899359,10.079593395932616,6.5885189264556026,6.946959484091349,1.5806924640967601,3.9809919554813082,3.7096489495491123
2024-05-03,17.12242907253084,20.820652000485644,16.923963631795655,12.234380799904015,10.07244160615671,6.619564438360713,6.941937442033836,1.579549762163221,3.978114047660363,3.7069671989090067
2024-05-06,17.125241991784478,20.821938824325827,16.928191374935217,12.234463304039275,10.07311645765865,6.618327788586018,6.947379159750737,1.5795604140621082,3.964653614937604,3.7071270699200856
2024-05-07,17.123916245812463,20.823787549533797,16.93259745756857,12.234479722494944,10.07360270470631,6.622247980824706,6.95015337496231,1.5795625338071262,3.9511716576888714,3.708480772600903
2024-05-08,17.13919667488668,20.827928298183668,16.93637731865727,12.236674746928047,10.075747282198598,6.593758763455543,6.949983904430133,1.579845927824196,3.9513409612581754,3.709146122177688
2024-05-09,17.171782453649072,20.824322065093405,16.931184863759878,12.233605232927081,10.073489553262014,6.5795624774150605,6.948038237988029,1.5794496306850536,3.9503497854155536,3.7082156998048523
2024-05-10,17.21914257601807,20.82222999240534,16.929551331888145,12.232376208937517,10.072679815234219,6.580991643822753,6.948823563088466,1.5792909545262714,3.907070752538174,3.707843161541048
2024-05-13,17.219509202348917,20.82365964031473,16.942921805563756,12.232780357359575,10.073214889992848,6.706083919280334,6.861263164477034,1.565857728727646,3.8667436260713672,3.7079656658637883
2024-05-14,17.330812672205965,20.8491871878193,16.986610741382005,12.244247846452543,10.082792898000333,6.484590937629154,6.892869038251323,1.5673256253055916,3.8501213943403356,3.7114416586134515
2024-05-16,17.364500439012147,20.851992724673526,16.9936583879793,12.243636365329671,10.082424334255453,6.530158160248265,6.805264296327028,1.5672473526305126,3.8499291182133786,3.711188821330717
2024-05-17,17.403411676155088,20.8524483131182,16.999516103748743,12.247273097357859,10.08555413445268,6.612903581850939,6.803100238445868,1.5674428450925852,3.7160588526014595,3.712291157176578
