date,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,CITIBANK N.A.,GOLDMAN SACHS (ASIA) SECURITIES LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,MERRILL LYNCH FAR EAST LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2025-03-03,88.49823236481814,2.1918688390599192,0.0195854811459641,0.12305749950726166,1.2367432417853335,0.3064463713321737,0.8692090468499407,2.791925506834834,0.11360253263665923,0.34520337543396
2025-03-04,91.7121901564236,2.5251293275652715,0.01896926094494741,0.11874268272986013,1.0327997525933268,0.3243527029656249,0.8990290833564731,2.8933188397466565,0.11772819407821875,0.3577399995960211
2025-03-05,90.22303033725562,4.076303882919023,0.1357150652547864,0.7959563137844482,1.1312910909235399,0.8332870639699026,0.9522977320057117,1.1855372513694162,0.4196203967487825,0.2469608657687757
2025-03-06,90.0335163345001,4.201797729784491,0.15552672250543556,0.594051035303496,1.264631506506734,0.7869809914656742,1.1453077011668196,1.0839372337085005,0.45954974235343693,0.2747010027053008
2025-03-07,89.83492857475419,4.263815041097189,0.200558219121855,0.7477923214405469,1.3071482022171343,0.8141945094982093,1.0481102039936125,1.045688859583945,0.46496930241047024,0.2727947658828576
2025-03-10,89.87085300906111,4.419432137468778,0.16517324379676906,0.7103497006838309,1.3203836140884802,0.8332112078313136,1.0310411703125109,0.9175902589618636,0.45940413093318977,0.27256152686215035
2025-03-11,90.17865215730106,4.0790213068837105,0.12396929697180002,0.7114140754169571,1.3154732815593488,0.8764227400429795,1.0424474788736087,0.9297456822599935,0.4714199588919323,0.27143402179860454
2025-03-12,90.1631560867168,4.118320995865708,0.09111499837909406,0.7576612224430535,1.1132460037916478,1.1593365240045057,0.9908050301688525,0.8728026929540913,0.45973063260556096,0.2738258130706811
2025-03-13,90.14903110138894,3.964907492794544,0.2014654916465718,0.756432011598149,1.0516533002708786,1.3110008887351245,0.965408763112246,0.8517907418354984,0.4732567591397737,0.2750534494782751
2025-03-14,90.20281092967521,3.9331059896750475,0.23463927089686212,0.6986457304345585,1.0575472654337426,1.3120956561326953,0.9287296528857468,0.8390018639889363,0.5029505999982821,0.29047304087890946
2025-03-17,90.2025505892009,3.9991521537651407,0.2711280045095689,0.7375733112463594,1.0323823249142206,1.2472218055221604,0.9039162346061588,0.8406912867341338,0.4934660246820972,0.27191826481925335
2025-03-18,90.12550321043668,4.1226885104868085,0.2630692244881985,0.7566458622383061,1.0268769687065031,1.248010287953177,0.8959609793810098,0.8109329413786125,0.48137239537694376,0.26893961955377105
2025-03-19,90.1114345586695,4.165465368586031,0.24174700838849422,0.7612425539484382,1.0374931726978982,1.2349094844693387,0.8837457824019903,0.8248882976420745,0.47051937966626134,0.26855439352997
2025-03-20,90.05317431087047,4.0668322984860605,0.2850173523050817,0.7726820764013214,1.0384318577845395,1.2559959037631312,0.8761081468826241,0.772385705005977,0.5028023047403885,0.3765700437604028
2025-03-21,90.06874878420396,4.122307279817837,0.25803180162188477,0.7344591676081402,1.043414596825739,1.2632806096700342,0.8890909259331052,0.7670107662491248,0.4943808351776838,0.3592752328924847
2025-03-24,90.05478125088716,4.13704048973393,0.25689409556861015,0.7072014196662697,1.056768113524125,1.2779035389118643,0.8666959832603157,0.7858983479840148,0.4948530141103979,0.36196374635331474
2025-03-25,90.06060403140891,4.0809104402212455,0.15783764958642146,0.688263403696015,1.1071750230512951,1.233252348199529,0.9695300266488682,0.8360181056696477,0.498727178806215,0.3676817927118594
2025-03-26,90.04525906853115,4.114583629164191,0.1490987520650537,0.7342916318632381,1.0679065207143887,1.2390788851279555,0.9697078257150216,0.8388507760420263,0.49452629566918443,0.34669661510779
2025-03-27,90.04624306997925,4.081622083183058,0.16796516394953773,0.7225781092034242,1.1162806331912816,1.2224228177433913,0.9553503181545578,0.8440419271507268,0.4889065646184829,0.3545893128262857
2025-03-28,90.05436854417188,4.129396726240897,0.19154627528182722,0.7390804799101368,1.062972059175011,1.1966688895273458,0.9598787254121164,0.8190174331945662,0.4948507462778724,0.3522201208083456
2025-03-31,88.49823236481814,4.048516493179756,0.21190074782018986,0.6791469532562592,1.0549866057557529,1.067107355499028,1.0113187360888305,0.7737647160619648,0.46917508879436887,0.37323657013444833
2025-04-01,90.07907211930556,4.119050036580826,0.24100825777189183,0.695382937828626,1.0693712075339952,1.0749832961788086,1.0685127185520114,0.7691512284819496,0.5018489148877691,0.3816192828785565
2025-04-02,86.99734730986165,4.070234976282095,1.6841519741732698,0.5493598890340624,1.3890227489954505,1.0287291499619526,0.9508542701991101,0.7448410808322827,0.4856078672530616,0.37035304520405465
2025-04-03,88.52142143850898,4.040181918770466,1.7794076328656792,0.8252146202243658,1.2554507846269836,0.9986680878279622,0.9484534013461874,0.7489164317248622,0.49445223846627606,0.387833445638237
2025-04-07,88.57994316059504,4.012740332952608,1.697176066381273,0.8963120843200799,1.271890062184531,0.9439254647239221,0.9478542754827578,0.7715409635274096,0.5104349807597595,0.3681826090726133
2025-04-08,88.53710056660759,4.013902207638019,1.6963552098471322,1.0198352622578308,1.2805761871807038,0.9362518278227385,0.8492547736194412,0.7830004676342069,0.5156515140867326,0.3680719833055984
2025-04-09,88.49298987490609,4.004906664530931,1.694296570461808,1.0671088610827486,1.1973536964428233,1.0478306083655253,0.8496568311240635,0.7234050399255539,0.5129002191657424,0.4095516339947272
