date,HUATAI FINANCIAL HOLDINGS (HONG KONG),THE HONGKONG AND SHANGHAI BANKING,PHILLIP SECURITIES (HONG KONG) LTD,UOB KAY HIAN (HONG KONG) LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD
2024-03-04,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-14,0.0,75.79247579794259,0.0,0.0,23.285557948268117,0.0,0.9219662537892961,0.0
2024-03-18,0.0,75.89585847351495,0.0,0.0,23.18611269881619,0.0,0.9180288276688643,0.0
2024-03-20,0.0,75.90072085439004,0.0,0.0,23.181435506275196,0.0,0.917843639334754,0.0
2024-04-02,0.0,75.89816910890457,0.0,0.0,23.180656157637472,0.0,0.9211747334579647,0.0
2024-04-08,0.0,72.92663809405664,0.0,0.0,22.273097523145143,0.0,0.8818789882260514,3.9183853945721623
2024-04-19,0.0,67.46923004949855,0.0,0.0,20.606307653533072,7.483421952784165,0.8158842624241522,3.6251560817600605
2024-04-24,0.0,53.75096902288979,0.0,0.0,29.296009975854375,10.639189119585113,1.1599435421911883,5.153888339479529
2024-05-28,0.0,41.2211843915053,0.0,23.310806966193866,22.466873641586062,8.159108281150326,0.889551342154169,3.952475377410282
2024-07-04,0.0,41.21926906263723,0.0,23.311566557231178,22.467605732752162,8.159374148631098,0.8895803285049081,3.9526041702434194
2024-07-08,0.0,41.21735360894174,0.0,23.312326197773203,22.468337871630727,8.159640033439208,0.8896093167447698,3.952732971470351
2024-07-09,0.0,41.21543803040662,0.0,23.313085887824773,22.46907005822642,8.159905935576353,0.8896383068739395,3.9528617810918996
2024-07-10,0.0,39.03272337175303,5.295866701800648,22.078455935129274,21.27913805880855,7.727768194235911,0.8425242480137395,3.7435234902588497
2024-07-11,0.0,39.01766722697304,5.297174540041218,22.083908309705638,21.28439303821923,7.729676601551986,0.8427323131883756,3.7444479703205116
2024-07-12,0.0,38.99359311640416,5.355606692790007,22.070282419481398,21.27126045321837,7.7249073495081655,0.8422123428177832,3.7421376257801136
2024-07-15,0.0,38.9791629044873,5.3906313864131095,22.062114953317728,21.263388678099766,7.722048622184455,0.8419006684729856,3.740752787024658
2024-07-17,0.0,38.96234115009779,5.43146077943173,22.052593879713164,21.254212300897716,7.718716113335445,0.8415373398324985,3.7391384366916505
2024-07-23,0.0,38.94793405523326,5.466429363852834,22.044439497747,21.246353136282575,7.715861965663752,0.8412261647868229,3.7377558164337583
2024-07-26,0.0,38.87945759570926,5.531479964490364,22.045798142598365,21.24766259340449,7.7163375103531315,0.841278011312462,3.7379861821319285
2024-07-29,0.0,38.8770615212036,5.537301897882493,22.044439497747,21.246353136282575,7.715861965663752,0.8412261647868229,3.7377558164337583
2024-08-01,0.0,38.87517801206169,5.537472530365252,22.045118799239297,21.24700784466801,7.716099730681464,0.8412520872508146,3.737870995733473
