date,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,ABN AMRO CLEARING HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,PHILLIP SECURITIES (HONG KONG) LTD,BOCI SECURITIES LTD,VALUABLE CAPITAL LTD,BRIGHT SMART SECURITIES INTERNATIONAL,CMB WING LUNG BANK LTD,BOOM SECURITIES (H.K.) LTD
2025-03-24,0.0,0.0,0.0,90.18036072144288,0.0,0.0,9.819639278557114,0.0,0.0,0.0
2025-03-26,0.16153001227628094,0.0,95.8002196808167,3.7345738838276152,0.0,0.0,0.3036764230794082,0.0,0.0,0.0
2025-03-27,0.3255420274757471,0.0,93.5933328992773,3.261931115306986,0.0,2.604336219805977,0.21485773813399311,0.0,0.0,0.0
2025-03-28,0.30365601846228596,0.0,93.58071176970728,3.498117332685534,0.0,2.4292481476982877,0.18826673144661726,0.0,0.0,0.0
2025-03-31,3.4652814308258812,0.0,87.9339821146765,6.213834823776959,0.17096265123619148,0.3550762756443977,0.31562335612835346,1.1046817464492371,0.3287743293003682,0.11178327196212519
2025-04-01,5.123628189871744,0.15866719555731854,87.3595134206003,3.91379082374719,0.5156683855612851,0.3570011900039667,1.1767817003834458,0.720613513156155,0.33055665741108026,0.34377892370752344
2025-04-02,6.832774986041318,2.512562814070352,79.61334450027917,4.9623115577889445,0.37688442211055273,0.5862646566164154,2.7219430485762146,0.9840871021775545,0.3489670575097711,1.060859854829704
2025-04-03,9.711180436751535,3.522189795712992,72.42628559927543,7.77900774881755,1.2679883264566771,0.8453255509711181,0.4931065713998189,1.9221092885176612,0.5031699708161417,1.5296367112810707
2025-04-07,9.992022337455126,3.689668927004388,70.65217391304348,6.711208615875548,1.2564818508177105,0.2991623454327882,0.4487435181491823,0.9074591144794576,0.7080175508575987,5.335061826884722
2025-04-08,25.576154870429175,1.3315579227696404,56.90873706852402,6.6782751203523505,0.29703984431015057,0.30728259756222476,0.8296630134180067,1.6490832735839394,0.21509781829355729,6.20710847075694
2025-04-09,12.775769662221116,1.246416552411816,60.82512775769662,11.629066434002242,0.2866758070547177,2.9789355602642407,1.246416552411816,2.1438364701483232,0.26174747600648135,6.606007727782624
2025-04-10,13.554858934169278,20.652037617554857,48.65203761755486,11.134796238244514,0.2884012539184953,0.48902821316614425,0.4263322884012539,0.7147335423197492,2.4075235109717865,1.6802507836990597
2025-04-11,12.96274532847573,14.878364085086378,46.76225173345869,12.010812081325655,0.6228699024562228,3.4904219062169464,0.37607239393583264,2.409213773651428,2.3269479374779642,4.160300857915149
2025-04-14,20.50445476220354,13.138411343957838,11.645124858827959,17.266909273434557,0.7529175555276697,5.784916551637596,18.220604843769607,4.015560296147572,3.3630317480235914,5.308068766470071
2025-04-15,20.219512195121954,10.268292682926829,41.24390243902439,11.926829268292682,0.7317073170731708,4.926829268292683,1.0731707317073171,3.951219512195122,2.6707317073170733,2.9878048780487805
2025-04-16,32.41623117122656,15.40116815247464,8.991699969259145,22.871195819243777,0.9222256378727329,6.716876729173071,1.5063018751921304,3.735013833384568,3.6735321241930525,3.765754687980326
2025-04-17,32.48435139218649,9.007842290812288,39.938125044967265,8.532987984747104,0.48924383049140224,3.1441110871285707,0.7410605079502123,1.748327217785452,1.5756529246708395,2.338297719260378
2025-04-22,41.29459277540947,9.412160646174557,21.006282252636304,11.93067085483509,6.271034328023334,2.608256674893426,1.346196993493381,2.3277989679156383,1.9127215615885125,1.8902849450302894
2025-04-23,40.728591160220994,8.241252302025783,19.34852670349908,11.556169429097606,6.261510128913445,4.068830570902394,1.9509668508287292,3.3034069981583793,2.589779005524862,1.9509668508287292
2025-04-24,12.01337215572091,6.119918041626226,60.120780761350154,7.160573708616413,6.006686077860455,1.1754556238542002,0.8896797153024912,2.1891512994715843,2.561199180416262,1.7631834357813003
2025-04-25,22.328170644325635,7.071597861434162,50.23976189163864,6.91175660034173,5.892079589924489,0.7551121644711458,0.9094416579397012,1.5102243289422916,2.5795072479744254,1.8023480130077718
2025-04-28,27.111086338554152,7.151217880831615,43.799119335600025,7.55810712892258,6.125634022629731,1.4937851847723091,0.9419764784571651,1.5829663898333426,2.413466361964216,1.82264087843487
2025-04-29,34.85438586293089,9.852932628029995,28.558972272278094,9.271638667674242,6.5628088124164385,3.4063826076847064,0.7091786316340173,2.3484275998372377,2.534441667151078,1.9008312503633087
2025-04-30,35.92290410310985,11.197824287572425,19.03157147924796,10.559299988175477,6.468014662409837,4.0558117535769185,5.054984036892515,3.021165898072603,2.7551141066572074,1.9333096842852073
2025-05-02,37.361119452285145,11.975256741336857,11.72902528376674,11.350669629451685,6.780373551138069,6.7143114527656,5.158849318359258,3.9096750945889136,3.05687346105339,1.963846015254339
