date,SINOPAC SECURITIES (ASIA) LTD,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.,RICHES DEPOT SECURITIES CO LTD,SUCCESS SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,SDICS INTERNATIONAL SECURITIES (HONG,THE HONGKONG AND SHANGHAI BANKING,DONGHAI INTERNATIONAL SECURITIES,ZIRCON SECURITIES (HK) LTD
2024-03-01,17.908342534297635,13.094700549822475,7.186713116313892,16.145189582689763,0.0,10.6070776162121,9.338700265333832,7.939633607698637,8.209417417883051,9.570225309748615
2024-03-04,17.101828896670273,12.916028409172775,8.678535336216001,16.736176933453205,0.0,10.468558084656415,9.056326179855768,7.492027893363666,8.09883206326655,9.451686203345346
2024-03-05,17.118837546124247,13.047969206110444,8.17918482935873,16.795498297564855,0.0,10.529989284110068,9.330399224797393,7.4817588070336685,8.106886768782724,9.409476036117875
2024-03-06,20.381614213452405,12.5893454740993,7.8767812050916515,16.19352497135817,0.0,10.152401733310032,8.749733563166844,7.2216621317976655,7.8161875632045135,9.018749144519417
2024-03-07,18.408217365751227,12.603147645049736,12.785940519350758,14.172925849391287,10.805369954820408,7.273950961679695,7.2673793515505665,7.494567243587393,6.937977393827974,2.2505237149909574
2024-03-08,18.72808263261124,13.172019181262717,12.143613214384521,14.148678736457496,10.786884073473814,7.293299199371756,6.896270811642697,7.658370775957328,6.926107867155225,2.2466735076832047
2024-03-11,18.737562063709134,13.161835341263103,12.166673960775318,14.155840250417015,10.792343976996314,7.291436895512106,6.846115910367569,7.670767318957228,6.929613595082169,2.24781068692004
2024-03-12,18.82105578669356,13.221536351508417,11.771935152581085,14.211259347450378,10.834595227893338,7.375738676005493,6.874121791879976,7.67608763028629,6.9567425341939435,2.256927501507518
2024-03-13,18.81727634607398,13.162439398801007,11.793452961695703,14.208405596234622,10.832419541801919,7.374257560032649,6.872614711694447,7.727314037410696,6.955345556489205,2.2564742897657695
2024-03-14,18.711144786005868,13.132837786327906,12.310964114636635,13.937470357194282,10.763611372333646,7.323074912562301,6.8313177792626245,7.641973619237639,6.915208724646227,2.432396547792874
2024-03-15,18.74622008613813,13.365874711207928,11.839046403728236,13.97818263665532,10.795052598249816,7.363415651006858,6.832322964870449,7.69234166544739,6.9354085100386955,2.4521347726571725
2024-03-18,18.72849795222449,13.414045165353025,11.79576660245382,13.859834014233115,10.776245431206101,7.3716603172733235,6.816108320468701,7.735052126104177,6.925351742183689,2.5774383284995555
2024-03-19,18.666539951129224,13.306677908320363,12.064871424943728,13.58892625696359,10.737451989629825,7.356702975576636,6.603644244509227,7.832300897922613,6.902441151493399,2.940443199511396
2024-03-20,18.526134709515066,13.173874058677326,11.697702441877324,13.167370968096003,10.65561087366554,7.313107159486243,6.303830495781128,7.813652736594968,6.849830579892091,4.498885976414309
2024-03-21,18.526018249274482,13.176355704680354,11.761185884139705,12.921214689704016,10.658280361286126,7.318936191813606,6.170369968619047,7.837634012814373,6.848980295134749,4.781024642533542
2024-03-22,18.521743402107624,13.172345160049886,11.758960045301563,12.908786004236529,10.648532258802767,7.326603283669793,6.183060976524539,7.852843280967347,6.8472846288888345,4.779840959451116
2024-03-25,18.515390075677598,13.151209084624696,11.747503998003225,12.891202550893139,10.646062492262134,7.39909822553596,6.164730574077672,7.860374147097654,6.84569650443566,4.778732347392261
2024-03-26,18.502470132821703,13.13158124564488,11.79971695185632,12.915342415904224,10.639959384906161,7.441092285349245,6.089350350046763,7.862722360675985,6.841772046851145,4.775992825943577
2024-03-27,18.39246955603435,13.009347014983664,11.736564905882917,13.406627479265637,10.57670287585997,7.476139256376471,6.0703059515219575,7.783147829201977,6.801096457808244,4.747598673064815
2024-03-28,17.758339077547287,12.557704419982544,11.33281196130613,12.969037673074984,10.212042239339624,7.2381150678078,9.279542692653301,7.50164522894944,6.566610135137581,4.584151504201311
2024-04-02,17.713524675515124,12.471369217065496,11.32445164283711,12.897938421097935,10.203108764960172,7.255684764418888,9.260968023433708,7.6721935521510565,6.560865677562178,4.639895260958333
2024-04-03,17.699849440014216,12.442574828225524,11.311171118756086,12.887980925420717,10.195231737786969,7.30555179018064,9.266774949447228,7.698751508515392,6.555800543159282,4.636313158493946
2024-04-05,17.702819601526713,12.420477051565522,11.311516550149216,12.894741895492714,10.196942570696661,7.327678962104889,9.261163838483764,7.690667711483826,6.556900653446824,4.637091165049872
2024-04-08,17.696287911484866,12.488690888474355,11.325024755551949,12.843902841721661,10.195931831320127,7.252372426119853,9.269620628527367,7.615862602786897,6.556250721603772,4.756055392409155
2024-04-09,17.702281313656034,12.486230573397702,11.325873722128197,12.85004479636889,10.199385002984181,7.24957223951804,9.266428467414409,7.597356502330979,6.558471201260644,4.764356180940922
