date,HAITONG INTERNATIONAL SECURITIES CO LTD,CITIBANK N.A.,INTERACTIVE BROKERS HONG KONG LTD,BOCI SECURITIES LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,CHINA INDUSTRIAL SECURITIES,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING
2024-03-01,0.0,80.60802700521505,0.0,0.0,0.0,0.0,12.54808460432362,6.843888390461325,0.0
2024-03-04,86.09784356495224,5.203074778649595,4.865816007943087,2.5863116078954103,0.0,0.0,0.806107073535013,0.4408469670246477,0.0
2024-03-05,86.0787913108664,5.203399812374768,4.865790276379823,2.5862979308799523,0.0,0.0,0.807072319829189,0.45864834966988466,0.0
2024-03-06,84.04057928581496,5.079589038378942,4.75057592332415,2.512581128935495,0.0,0.0,0.7879621013617703,0.4477882694186283,2.380924252766061
2024-03-07,84.04029001831022,5.08017390409144,4.750989821599773,2.512572480636307,0.0,0.0,0.7866686399526394,0.4483890777800496,2.3809160576295754
2024-03-08,84.02543086923339,5.08016516113231,4.750981645165144,2.512568156509038,0.0,0.0,0.789248780146611,0.45208844757242317,2.3895169402410863
2024-03-14,84.02517271982863,5.080423310537069,4.750981645165144,2.512568156509038,0.0,0.0,0.789248780146611,0.45208844757242317,2.3895169402410863
2024-03-15,84.02531732706632,5.080604153839828,4.750989821599773,2.512572480636307,0.0,0.0,0.7892501384429673,0.4520892256161865,2.3891768527986255
2024-03-19,83.96592565963607,5.077872918507746,4.74806162213695,2.5185355388878263,0.0,0.0,0.815606869007171,0.4749867393802648,2.399010652443971
2024-03-20,83.9653237357475,5.077872918507746,4.74806162213695,2.5185355388878263,0.0,0.0,0.8162087928957373,0.4749867393802648,2.399010652443971
2024-03-21,83.92836985263253,5.080225437067005,4.74997874383652,2.519233076709906,0.0,0.0,0.7849541144475605,0.5202750873844405,2.4169636879220304
2024-03-22,83.93428978953952,5.081099887812374,4.750571843408425,2.519410772295967,0.0,0.0,0.7771817517735006,0.5203117852935861,2.4171341698766313
2024-03-25,83.88965005361663,5.079959388085599,4.757847504828171,2.518845267314589,0.0,0.0,0.8169111678179958,0.5201949965151588,2.4165916218218424
2024-03-26,83.88549213778305,5.081564951755145,4.758948436142526,2.5194281097928286,0.0,0.0,0.817100195121789,0.5203153658545823,2.4171508035500864
2024-03-27,83.88513134950432,5.082145230760606,4.7589279680881456,2.5194172738293266,0.0,0.0,0.8341284886586426,0.50310928168162,2.4171404074773495
2024-04-02,83.84173504751553,5.084730173642251,4.762037016121341,2.520698730665401,0.0,0.0,0.8690640097736084,0.5033651792794495,2.418369843002416
2024-04-03,83.83895331171894,5.085605538415739,4.7628568274607055,2.521132683067603,0.0,0.0,0.8692136240095824,0.5034518364138685,2.418786178913573
2024-04-05,83.83579322414013,5.086437414166019,4.763635909728666,2.521545076267673,0.0,0.0,0.8698723565368762,0.5035341883326289,2.419181830828011
2024-04-09,83.8329662013028,5.087681058772608,4.764316790251846,2.5219054881386236,0.0,0.0,0.8699966899570709,0.5036061599585231,2.4195276116185367
2024-04-10,83.81391403727352,5.087643915154592,4.763234035470662,2.5213323513500367,0.0,0.0,0.8914062104622769,0.5034917087157668,2.4189777415731513
2024-04-11,83.79717784857729,5.08819581454425,4.763750743400858,2.521605861408728,0.0,0.0,0.8766947484285935,0.5333348352710843,2.4192401483691914
2024-04-12,83.80643216883932,5.089751941713264,4.7643208925315434,2.521907659606672,0.0,0.0,0.8560485490050713,0.5333986674086317,2.4281401208954954
2024-04-15,83.80268114046406,5.091093338069994,4.7650597603183895,2.5225723045216593,0.0,0.0,0.8562741592937394,0.5335392438134035,2.428780053518754
2024-04-17,83.79488678239412,5.090619823333898,4.773228463634058,2.5223376839638063,0.0,0.0,0.8568834700891075,0.5334896201515582,2.4285541564334507
2024-04-18,83.77917677238702,5.094796804340105,4.777145017083896,2.524407325178981,0.0,0.0,0.8599998733529951,0.5339273617405427,2.4305468459164628
2024-04-22,83.77394489829187,5.088125121316957,4.777112078091856,2.52438991908549,0.0,0.0,0.871974215964625,0.5339236802468774,2.4305300870023157
2024-04-24,84.04820393103343,5.104782618775559,4.792751381450747,2.5326542635461866,0.0,0.0,0.8748288840280233,0.5356716389025203,2.1111072822635326
2024-04-26,84.02502356051613,5.10495036257816,4.792908871867418,2.532737486885664,0.0,0.0,0.8715716183659602,0.5356892411403363,2.137118858646328
2024-04-29,84.02291317555091,5.106398714834284,4.791846733763979,2.5334560631288707,0.0,0.0,0.8718188965234692,0.5358412243460251,2.1377251918524673
2024-04-30,38.05375025760871,2.3143419469568274,2.1717794709451983,1.1482228406172408,0.0,0.0,0.39328661057298514,0.24277764373568403,0.9710635310897967
2024-05-02,83.99991833899134,5.02707406183011,4.795472097897741,2.7085007847056284,0.0,0.0,0.8366409947323308,0.5360734973800703,2.096320224462789
2024-05-06,83.93428132600704,5.024699360557071,4.793206801314552,2.707221336624626,0.07310864673897154,0.0,0.8363323033594436,0.5358202656987754,2.095329959699529
2024-05-08,83.94510348021834,5.025347225416177,4.793824818438796,2.6210361371474185,0.07311807307868269,0.0,0.8771112379453343,0.5358893522442646,2.128569675510984
2024-05-09,83.93969935949569,5.026578193951021,4.79499907511169,2.6216781650250547,0.07313598349228219,0.0,0.8755949789492373,0.5393097266544986,2.129004517320521
