date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BOCI SECURITIES LTD,UBS SECURITIES HONG KONG LTD,EVERBRIGHT SECURITIES INVESTMENT,BANK OF CHINA (HONG KONG) LTD,DBS BANK LTD,BRIGHT SMART SECURITIES INTERNATIONAL,MORGAN STANLEY HONG KONG SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,4.093076089968101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.093076089968101
2024-03-07,4.093076089968101,1.7888893503016596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.881965440269761
2024-03-08,4.093076089968101,1.7874774625206888,0.0,0.0,0.0,0.0,0.0,0.7410465974678111,0.0,6.621600149956601
2024-03-12,4.093429061913344,1.7874774625206888,0.0,0.0,0.0,1.28443172937528,0.0,0.7410465974678111,0.0,7.9063848512771235
2024-03-13,4.093429061913344,1.7874774625206888,0.0,0.0,0.0,1.28443172937528,0.0,0.7410465974678111,0.012452144284271462,7.918836995561396
2024-03-14,4.093429061913344,1.7821828833420488,0.0,0.0,0.0,1.28443172937528,0.0,0.7442233449749952,0.012452144284271462,7.916719163889939
2024-03-15,4.099429584982469,1.7779472199991362,0.0,0.0,0.0,1.28443172937528,0.0,0.7421055133035391,0.012452144284271462,7.9163661919446975
2024-03-21,4.099429584982469,1.769122921368069,0.0,0.0,0.0,1.28443172937528,0.0,0.7421055133035391,0.012452144284271462,7.9075418933136294
2024-03-22,4.098194183174121,1.769122921368069,2.565912613288331,0.0,0.0,1.28443172937528,0.8222481464428361,0.7421055133035391,0.012452144284271462,11.294467251236448
2024-03-25,4.137903527013923,1.7668286037239918,2.5592061463287203,0.0,0.0,1.2861965891014935,0.7959517365222559,0.7504003540167422,0.012452144284271462,11.308939100991397
2024-03-26,4.158022927892755,1.7668286037239918,2.5592061463287203,0.0,0.0,1.2861965891014935,0.7959517365222559,0.7470471205369367,0.012452144284271462,11.325705268390426
2024-03-27,4.159081843728483,1.7668286037239918,2.5592061463287203,0.0,0.0,1.3063159899803267,0.7959517365222559,0.7463411766464513,0.012452144284271462,11.346177641214501
2024-03-28,4.165082366797609,1.7668286037239918,2.5592061463287203,0.0,0.0,1.3034922144183851,0.7959517365222559,0.7512827838798489,0.012452144284271462,11.354295995955082
2024-04-02,4.165082366797609,1.7668286037239918,2.55391156715008,0.0,0.0,1.3034922144183851,0.7959517365222559,0.7512827838798489,0.012452144284271462,11.349001416776442
2024-04-03,4.165082366797609,1.7668286037239918,2.55391156715008,0.0,0.0,1.306492475952948,0.7959517365222559,0.7512827838798489,0.012452144284271462,11.352001678311005
2024-04-05,4.165082366797609,1.7668286037239918,2.553558595204837,0.0,0.0,1.306492475952948,0.7959517365222559,0.7546360173596545,0.012452144284271462,11.355001939845568
2024-04-08,4.165082366797609,1.7668286037239918,2.5486169879714398,0.0,0.0,1.306492475952948,0.7959517365222559,0.7546360173596545,0.012452144284271462,11.35006033261217
2024-04-09,4.165082366797609,1.7668286037239918,2.545087268519013,0.0,0.0,1.306492475952948,0.7959517365222559,0.752871157633441,0.012452144284271462,11.344765753433531
2024-04-10,4.165964796660716,1.7668286037239918,2.545087268519013,0.0,1.3225908204315764,1.306492475952948,0.7959517365222559,0.752871157633441,0.012452144284271462,12.668239003728212
2024-04-11,4.165964796660716,1.7668286037239918,2.545087268519013,0.0,1.3225908204315764,1.2971387194040167,0.7959517365222559,0.7588716807025666,0.012452144284271462,12.664885770248407
2024-04-12,4.165435338742852,1.7666521177513703,2.545087268519013,0.0,1.3155313815267224,1.2971387194040167,0.7959517365222559,0.7615189702918868,0.012628630256892806,12.65994416301501
2024-04-15,4.165435338742852,1.7666521177513703,2.5397926893403726,0.0,1.3155313815267224,1.2959033175956673,0.7959517365222559,0.7624014001549935,0.012628630256892806,12.654296611891128
2024-04-16,4.165435338742852,1.7666521177513703,2.5397926893403726,0.0,1.3155313815267224,1.2959033175956673,0.7959517365222559,0.7634603159907215,0.012628630256892806,12.655355527726856
2024-04-17,4.173553693483434,1.7666521177513703,2.538027829614159,0.0,1.3155313815267224,1.2959033175956673,0.7959517365222559,0.7620484282097508,0.012628630256892806,12.660297134960253
2024-04-18,4.173553693483434,1.7666521177513703,2.538027829614159,0.0,1.3155313815267224,1.2959033175956673,0.7959517365222559,0.7618719422371295,0.012628630256892806,12.660120648987633
2024-04-19,4.173553693483434,1.7666521177513703,2.538027829614159,0.0,1.3155313815267224,1.2959033175956673,0.7959517365222559,0.7613424843192654,0.012628630256892806,12.659591191069767
2024-04-22,4.173553693483434,1.7666521177513703,2.538027829614159,0.0,1.3155313815267224,1.2966092614861526,0.7959517365222559,0.7613424843192654,0.012628630256892806,12.660297134960253
2024-04-23,4.173553693483434,1.762416454408458,2.5344981101617323,0.0,1.3155313815267224,1.2966092614861526,0.7959517365222559,0.7613424843192654,0.012628630256892806,12.652531752164913
2024-04-24,3.7183963700929903,1.762416454408458,2.5344981101617323,2.2556435669530512,1.3155313815267224,1.2966092614861526,0.7959517365222559,0.7631073440454789,0.012628630256892806,14.454782855453734
2024-04-25,3.7079836977083316,1.762416454408458,2.5344981101617323,2.2556435669530512,1.3155313815267224,1.2953738596778033,0.7959517365222559,0.7659311196074204,0.012628630256892806,14.445958556822669
2024-04-26,3.69849122318492,1.7581807910655458,2.5344981101617323,2.2556435669530512,1.3155313815267224,1.2953738596778033,0.7959517365222559,0.7659311196074204,0.012628630256892806,14.432230418956344
2024-04-29,3.69849122318492,1.7581807910655458,2.5344981101617323,2.265526781419846,1.3155313815267224,1.2953738596778033,0.7959517365222559,0.7669900354431485,0.012805116229514147,14.44334903523149
2024-05-02,3.69849122318492,1.7581807910655458,2.532733250435519,2.265526781419846,1.3155313815267224,1.2953738596778033,0.7959517365222559,0.7692843530872259,0.012805116229514147,14.443878493149354
2024-05-03,3.700785540828997,1.7581807910655458,2.5316743345997907,2.265526781419846,1.3155313815267224,1.2953738596778033,0.7959517365222559,0.7684019232241192,0.013158088174756834,14.444584437039836
2024-05-06,3.709433353487443,1.7588867349560313,2.5316743345997907,2.265526781419846,1.3155313815267224,1.2953738596778033,0.7895982415078877,0.7676959793336338,0.013158088174756834,14.446878754683915
2024-05-07,3.709433353487443,1.7934779855898146,2.5316743345997907,2.265526781419846,1.3155313815267224,1.2953738596778033,0.7895982415078877,0.7493414381810141,0.013158088174756834,14.46311546416508
2024-05-08,3.709433353487443,1.7934779855898146,2.5316743345997907,2.265526781419846,1.3155313815267224,1.295726831623046,0.7895982415078877,0.7477530644274221,0.013334574147378176,14.462056548329352
