date,HANG TAI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,SOUTH CHINA SECURITIES LTD,GET NICE SECURITIES LTD,DBS BANK LTD,DBS BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-04,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-11,0.0,52.67619719031963,0.0,0.0,24.473051976493537,0.0,0.0,22.850750833186837,0.0
2024-03-12,0.0,42.18738783687414,0.0,0.0,19.73401027363027,0.0,19.77786001398705,18.300741875508546,0.0
2024-03-13,0.0,42.20354547000808,0.0,0.0,19.741568335757638,0.0,19.785434870423195,18.26945132381109,0.0
2024-03-14,0.0,27.86540424643048,33.956460322862924,0.0,13.040527756698184,0.0,13.069504317889638,12.068103356118774,0.0
2024-03-18,0.0,27.830200007835405,33.913560843620544,0.0,13.15038950432911,0.0,13.052992734412957,12.052856909801985,0.0
2024-03-19,0.0,27.82394927554128,33.91056193912955,0.0,13.16185919832365,0.0,13.051838485859921,12.051791101145596,0.0
2024-03-20,0.0,22.482202790082827,27.431653845919463,19.16616481912221,10.635285656637633,0.0,10.54638471281447,9.738308175423398,0.0
2024-03-21,0.0,22.440970518523365,27.38134430057549,19.131014148169093,10.79918019153012,0.0,10.52704268469963,9.720448156502302,0.0
2024-03-22,0.0,22.26746933797577,27.206704836468987,19.008995666462187,10.892284639138124,0.0,10.966094825603934,9.658450694351002,0.0
2024-03-25,0.0,22.209556827774037,27.187043030220202,18.981132068986653,11.078499452984559,0.0,10.950020601722748,9.593748018311803,0.0
2024-03-26,0.0,20.716509779823202,25.359382323005146,17.70511726949613,10.428037119135134,6.760261010779954,10.138465077989771,8.892227419770663,0.0
2024-03-27,0.0,19.044962932080853,23.197914113713583,16.196048648172553,10.28965974418141,6.572219338489514,9.274328496192666,8.123098523021948,7.30176820414747
2024-03-28,0.0,19.12448270027284,23.14799689270066,16.16119802600265,10.379411963405424,6.6441491640364445,9.237157633796702,8.105619257330394,7.199984362454884
2024-04-02,0.0,19.125305776098262,23.148993131759674,16.16189356854953,10.37985867055056,6.644435113656268,9.233251399961812,8.10596810542032,7.2002942340035725
2024-04-03,0.0,19.125305776098262,23.148993131759674,16.16189356854953,10.37985867055056,6.644435113656268,9.205707202477972,8.10596810542032,7.227838431487411
2024-04-23,0.0,19.119040085412912,23.150786578177403,16.163145696016127,10.380662840314802,6.6449498850022435,9.20642040596423,8.106596107656882,7.228398401455396
2024-04-26,0.0,19.117394416403688,23.14879387708778,16.16175445525066,10.38837681366973,6.644377921763257,9.205627964467155,8.10589833340017,7.227776217957563
2024-04-29,0.0,19.087036126975573,23.132864609420714,16.150633145256972,10.467243956086984,6.6398057580920575,9.199293340180983,8.100320460750721,7.222802603236
2024-04-30,0.0,19.076370495826364,23.119938212692205,16.14160834461178,10.530169037453401,6.636095505822031,9.181257736491293,8.095794088523519,7.218766578579411
2024-05-02,0.0,18.99013791073663,23.088260136269888,16.119491715319104,10.713195513912263,6.627002975442179,9.168334520650262,8.08470153362669,7.208875694042984
2024-05-06,0.0,18.988605552974022,23.08639709163002,16.118190996578914,10.720915328040908,6.626468227379789,9.167079649533457,8.08404916052589,7.208293993336998
2024-05-07,0.0,18.987464596130714,23.08500991326795,16.117222512596875,10.720271146893646,6.62607006679607,9.172537472214657,8.08356341915928,7.207860872940803
2024-05-09,0.0,19.037990184879963,23.075502321944693,16.11058461356666,10.767337401686268,6.6233411112309195,9.168759750740387,8.080234193063482,7.136250422887628
2024-05-10,0.0,19.03451667034932,23.076492330626543,16.111275806261606,10.767799352952135,6.623625272551073,9.169153118201185,8.080580859493141,7.1365565895649965
2024-05-14,0.0,19.031250678019465,23.072532805504,16.108511391271794,10.783110048145312,6.622488773541897,9.167579850843053,8.079194372220314,7.135332080454167
2024-05-16,0.0,19.111591495269412,22.342860550104284,16.17651380434229,10.828631169611317,7.055367112522711,9.206280978261418,8.113300857893114,7.1654540319954565
2024-05-17,0.0,19.121475785604407,22.225118955234247,16.18488010701728,10.834231610288251,7.136594301142455,9.211042358501112,8.117496961669946,7.1691599205423024
2024-05-20,0.0,19.186677158369626,21.81417938636154,16.22543953838166,10.870023681511883,7.344589575981712,9.234125299978823,8.137839470152581,7.187125889262172
2024-05-21,0.0,19.24988867230482,20.941030988048674,16.278895099707853,11.10524266550481,7.672232330381116,9.264547609963035,8.164650008987625,7.323512625102067
2024-05-22,0.0,19.283325475928535,19.952583037981153,16.30717132654355,11.24612140605369,8.380353639928478,9.315379744539433,8.178831898745756,7.336233470279403
2024-05-23,0.0,19.257401839159293,19.83902709490442,16.285248697755748,11.456507350382884,8.36908746885075,9.298519937033182,8.167836644446675,7.326370967467049
2024-05-24,0.0,19.22178249339564,18.990055462783808,16.271249122338336,12.521218326241975,8.899172770273148,9.273194881016753,8.16081518304788,6.662511760902462
2024-05-27,0.0,19.298712356904968,18.230811325724336,16.336370292788466,12.719239284562933,9.108798949440775,9.310308276547948,8.193476586763818,6.802282927266755
2024-05-28,0.0,19.392935922192898,17.584596744686138,16.423534852958667,12.82209186161563,9.341085041118207,9.35998448438541,8.237193812203142,6.838577280839911
2024-05-29,0.0,19.367525029390627,17.561555349373787,16.402014816732212,12.805290857213633,9.459876954773422,9.347719937989861,8.226400477465523,6.829616577060933
2024-05-30,0.0,19.38445821893992,17.489478725886826,16.4163552358338,12.816486630395286,9.468147804525524,9.355892727921638,8.233592888389579,6.835587768107432
2024-05-31,0.0,19.292726258823727,17.509379902874425,16.435035311790326,12.831070436624634,9.478921555313402,9.366538744305178,8.242961846257552,6.843365944010754
2024-06-03,0.0,19.23715970864749,17.458949713596077,16.38769942975639,12.794114626975627,9.77454996533789,9.339561414189635,8.219220621358279,6.788744520138616
2024-06-04,0.0,19.215357639290367,17.439162944742296,16.36912674205288,12.779614660312935,9.990138363935056,9.311540738293134,8.209905523871834,6.685153387501498
2024-06-05,0.0,19.18383078252042,17.442204143293054,16.37198133803795,12.781843284800665,10.0093194364699,9.313164568765291,8.211337241257592,6.686319204855123
2024-06-06,0.0,19.1478764897518,17.449964002741602,16.37926506623158,12.787529797042389,10.031219141491885,9.31730790108047,8.214990381786928,6.671847219873345
2024-06-07,0.0,19.13785973751856,17.44083547269348,16.370696646646316,12.780840307598442,10.087002917709166,9.312433774971714,8.210692906644091,6.659638236218229
2024-06-11,0.0,19.131187722915076,17.426039362891146,16.364989345589994,12.776384534886828,10.153212112849248,9.30918718966945,8.20783042025694,6.631169310941316
2024-06-12,0.0,19.08457445604192,17.404195970548834,16.344475970432885,12.760369445381976,10.349400398866221,9.306223004722034,8.162722766005892,6.58803798800024
2024-06-13,0.0,19.072781384652863,17.3955042087189,16.336313439247277,12.753996838898523,10.396434574462795,9.301575420080365,8.15864625237171,6.584747881567564
2024-06-17,0.0,19.07137315291675,17.395806911585893,16.336597710910507,12.754218773908994,10.39661548503109,9.30173727877175,8.158788222709664,6.584862464165357
2024-06-19,0.0,19.06827487057592,17.396472894977162,16.33722314339551,12.754707058121117,10.397013510444552,9.302093387721976,8.159100574845834,6.585114559917928
2024-06-20,0.0,20.4419748710201,11.445621756578749,17.514175101119267,13.673570521666164,11.146026075076437,9.972226673379797,8.746891370781182,7.059513630378307
2024-06-21,0.0,20.42693097787617,11.442419790538546,17.50927542899235,13.707045898107067,11.142907922324701,9.969436896482355,8.744444387146546,7.057538698532265
2024-06-24,0.0,20.413798585617197,11.440286141620517,17.50601050363054,13.732460217750816,11.140830122884775,9.967577912225794,8.742813825198377,7.0562226910719765
2024-06-25,0.0,20.414369580630037,11.440606138229912,17.50650016480998,13.732844328834576,11.141141743400299,9.967856715666228,8.743058370723379,7.053622957705589
2024-06-27,0.0,20.421985900903316,11.4448744708926,17.513031599032956,13.737967864012008,11.1452983500196,9.934266962358649,8.746320285447531,7.0562545673333394
2024-06-28,0.0,20.420081288095137,11.443807089169244,17.511398283622036,13.736686621840994,11.153585193603298,9.933340464211595,8.745504578604871,7.055596480852823
2024-07-03,0.0,20.423890869037045,11.445942051747242,17.514665219156043,13.739249345212226,11.155666012234136,9.916537581557613,8.747136144468882,7.056912776586811
2024-07-15,0.0,20.422406265326522,11.44615559181883,17.514991979753628,13.73950567014166,11.155874136799863,9.91672258844787,8.747299334538344,7.057044433173284
2024-07-17,0.0,20.408151250717246,11.448205981979223,17.518129501948447,13.741966876177935,11.15787252782095,9.91849900588826,8.748866269072973,7.058308586394964
2024-07-18,0.0,20.40592344333674,11.448526421800398,17.518619841333827,13.74235151927532,11.158184841093716,9.918776628605109,8.749111153306115,7.058506151248774
2024-07-26,0.0,20.14396300676977,11.468728919628141,17.5495338529935,13.76660178664489,11.177874991311171,10.057785425495247,8.764550162009696,7.07096185514759
2024-08-01,0.0,18.78872322891111,17.430141104484502,16.368841337202994,12.849134070448839,10.425853116813814,9.381120616231184,8.174891264671508,6.581295261236042
2024-08-02,0.0,18.838251740299036,17.41951094354491,16.35885843363577,12.84129773898804,10.41949467737836,9.375399330250394,8.16990562460777,6.57728151129572
2024-08-07,0.0,18.861520908533517,17.441027671121102,16.379065034240963,12.909498761036176,10.432364925526045,9.385584187182097,8.179997161288542,6.410941351071556
2024-08-13,0.0,18.860040225383777,17.439658500739135,16.37777923095276,12.90848532858925,10.431545955145442,9.393569930980032,8.17935500819705,6.409565820012555
2024-08-16,0.0,18.86099441677801,17.440540830355662,16.378607836608534,12.909138411269133,10.432073721325153,9.388985854021502,8.17976882863783,6.409890101004173
2024-08-28,0.0,18.862639801114753,17.442062297997957,16.380036663964955,12.910264571092597,10.432983788436227,9.381081183667561,8.180482410499497,6.410449283226455
2024-09-03,0.0,18.86099441677801,17.440540830355662,16.378607836608534,12.909138411269133,10.440796701534135,9.380262873812523,8.17976882863783,6.409890101004173
2024-09-10,0.0,18.89395673891859,17.471020703921862,16.407231828313034,12.931699002162004,10.284279009807774,9.396656243100352,8.194064160538527,6.421092313237854
2024-09-12,0.0,18.891830514644518,17.471478713051884,16.40766194983273,12.93203801133096,10.284548615903608,9.396902579844149,8.194278970895697,6.421260644496457
2024-09-19,0.0,18.890767360702128,17.471707726622167,16.40787701904953,12.932207522580963,10.284683424252458,9.397025753059467,8.194386380297834,6.421344813435451
2024-09-27,0.0,18.929714012580174,17.435141763278427,16.373537512058295,12.931302969650313,10.38524286576684,9.377359026451913,8.177236618139792,6.390465232074247
2024-09-30,0.0,18.724177115926143,17.479344949280552,16.41504922065149,12.964087606459012,10.411572495218985,9.40113337545824,8.197968305677676,6.406666931327902
2024-10-02,0.0,18.732919504223705,17.479344949280552,16.41504922065149,12.95534521816145,10.411572495218985,9.40113337545824,8.197968305677676,6.406666931327902
2024-10-03,0.0,18.734048560716694,17.43970413628849,16.37782208780987,13.187641082529572,10.387960443426778,9.266419561726337,8.179376411675745,6.42702771582651
2024-10-04,0.0,18.748745570964193,17.296348915003286,16.243195588918624,13.79725956095198,10.30014865900525,9.155645692153252,8.112141537373553,6.346514475629869
2024-10-07,0.0,18.60189944438122,17.288511943316458,16.23583580075989,13.851536620850585,10.459773564774274,9.14492559518135,8.108465927922081,6.30905110281414
2024-10-08,0.0,18.5792094833538,17.2931474615298,16.240189067993647,13.855250592908977,10.46257811331066,9.147377597371884,8.119289287832768,6.302958395698467
2024-10-09,0.0,18.450300615316188,17.31601745482178,16.271432428868405,13.881905737899725,10.465374532976217,9.164975595654775,8.134909419113521,6.315084215349391
2024-10-10,0.0,18.42634848041088,17.293537843527194,16.25030889528677,13.863884281994505,10.460443059761944,9.153077646865327,8.193585901934728,6.358813890218652
2024-10-14,0.0,18.40017664979442,17.277089854768608,16.234853127909872,13.850698257545153,10.562897513159395,9.14437209918594,8.185792932674946,6.344119564961664
2024-10-15,0.0,18.408823068583075,17.277089854768608,16.234853127909872,13.850698257545153,10.562897513159395,9.135725680397286,8.185792932674946,6.344119564961664
2024-10-18,0.0,18.408540879013017,17.277149608957007,16.234909277439716,13.85074616128589,10.562934045779954,9.135757277030635,8.185821243890388,6.344141506603393
2024-10-22,0.0,18.40933675594168,17.277896571188137,16.23561117933502,13.851344986004644,10.563390724859586,9.131828842131927,8.186175150607545,6.344415789931465
2024-10-24,0.0,18.417299311858997,17.224815809844166,16.242633537803506,13.85733608228602,10.567959688447916,9.135778614942692,8.189715901599817,6.3644610532168855
2024-10-25,0.0,18.42048626321612,17.210492293615008,16.245444182411056,13.859733972187557,10.56978838074969,9.137359480929733,8.191133059770788,6.36556236712005
2024-10-28,0.0,18.300318278181436,17.218514027871503,16.2693739927761,13.897479199683,10.585357855410397,9.150818963918361,8.203198735451567,6.374938946707634
2024-10-29,57.039138649099364,7.905438403657723,7.335143110368844,6.994159938155866,5.974488772766326,4.550616752447149,3.933912357486707,3.526532980660566,2.740569035357456
2024-10-30,57.05167710015856,7.9708872811637725,7.251062257597003,6.995697407587587,5.975802096158915,4.551617077606172,3.93477711752225,3.527308189792995,2.741171472412748
2024-10-31,57.0559286736752,8.057180946970552,7.158450808817777,6.996218737079378,5.976247421576573,4.5519562706958165,3.93507034280566,3.5275710499024076,2.741375748476644
2024-11-01,57.04530092778758,8.07430703605193,7.157117411957651,6.994915559011117,5.975134232457853,4.551108382743398,3.9343373615252677,3.526913973072876,2.740865115392326
2024-11-04,57.0559286736752,8.075811308656371,7.139820447131958,6.996218737079378,5.976247421576573,4.5519562706958165,3.93507034280566,3.5275710499024076,2.741375748476644
2024-11-05,57.05380280771147,8.112769744358785,7.098569153601594,6.995958062621288,5.97602475057148,4.55178666783194,3.9423755917136374,3.5274396149507043,2.741273606639101
2024-11-06,57.05252736417156,8.112588382569525,7.10213631458182,6.995801667270279,5.975891155932957,4.551684912179996,3.940797119422993,3.52736075868087,2.7412123251900007
