date,CHEONG LEE SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,QUAM SECURITIES LTD,ZINVEST GLOBAL LTD,KGI ASIA LTD,HAFOO SECURITIES LTD,USMART SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING
2024-03-01,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,41.52697703122256,0.0,0.0,58.47302296877744,0.0,0.0,0.0,0.0
2024-03-07,0.0,33.46931666793929,0.0,0.0,47.127247446937126,0.0,0.0,0.0,19.403435885123585
2024-03-11,0.0,33.28869592773834,0.0,0.0,47.307868187138084,0.0,0.0,0.0,19.403435885123585
2024-03-12,0.0,33.19875018525523,0.0,0.0,47.45024183040767,0.0,0.0,0.0,19.3510079843371
2024-03-14,0.0,22.174391024010788,0.0,0.0,64.90051946632379,0.0,0.0,0.0,12.925089509665433
2024-03-18,0.0,22.039961566624203,0.0,0.0,65.01762533699306,0.0,0.0,0.0,12.942413096382735
2024-03-20,0.0,22.039965549588427,0.0,0.0,65.01763708669031,0.0,0.0,0.0,12.942397363721259
2024-03-21,0.0,21.572154641863406,0.0,0.0,65.76015780034665,0.0,0.0,0.0,12.66768755778994
2024-03-25,0.0,21.616246659926937,0.5930031577485632,0.0,65.18331574366817,0.0,0.0,0.0,12.607434438656332
2024-03-26,0.0,12.416836895983705,0.6626002210044296,0.0,72.8334728967313,0.0,0.0,0.0,14.087089986280574
2024-03-28,0.0,12.26344338384573,0.6561470478917937,0.0,73.13051608064431,0.0,0.0,0.0,13.949893487618162
2024-04-03,0.0,12.263459308626793,0.6561478999361792,0.0,73.13061104479272,0.0,0.0,0.0,13.94978174664431
2024-04-05,0.0,10.979694846177775,0.5874609711626584,0.0,66.6958988442642,0.0,0.0,9.247455799241326,12.489489539154022
2024-04-09,0.0,11.005561556005986,0.5872902721019192,0.0,66.67651895717941,0.0,0.0,9.244768757724282,12.485860456988403
2024-04-11,0.0,10.904706442430497,0.5803760165575262,0.0,67.04012624950076,0.0,0.0,9.135928722947352,12.338862568563872
2024-04-12,0.0,10.80849303325922,0.5752552959357431,0.0,67.33093479497899,0.0,0.0,9.055321431680863,12.229995444145183
2024-04-30,0.0,10.808497955300576,0.5752555578992147,0.0,67.33096545657487,0.0,0.0,9.055280016705852,12.230001013519484
2024-05-07,0.0,10.783105351793237,0.5754193317561658,0.0,67.35013441853212,0.0,0.0,9.05785803288274,12.233482865035732
2024-05-14,0.0,10.783142191005217,0.5754212976086774,0.0,67.35036451234998,0.0,0.0,9.057547339744119,12.233524659292007
2024-05-21,0.0,10.754679685598079,0.5754216907807916,0.0,67.35041053130222,0.0,0.0,9.057553528557518,12.261934563761399
2024-05-24,0.0,10.80546682673185,0.5750942335817121,0.0,67.31208320172325,0.0,0.0,9.052399115443631,12.254956622519563
2024-06-04,0.0,10.830838727254951,0.5749306447028119,0.0,67.29293589057941,0.0,0.0,9.049824108190595,12.251470629272223
2024-06-05,0.0,10.783889970121253,0.5752333900846323,0.0,67.32837081783146,0.0,0.0,9.054589539430493,12.25791628253216
2024-06-12,0.0,10.755429413308105,0.5752333900846323,0.0,67.35683137464461,0.0,0.0,9.054589539430493,12.25791628253216
2024-06-19,0.0,10.755796752465558,0.5752530365107054,0.0,67.35913186872394,0.0,0.0,9.051483404922141,12.258334937377663
2024-06-21,0.0,10.761922767972464,0.5755806746302387,0.0,67.39749658459354,0.0,0.0,8.99968324210632,12.265316730697439
2024-06-27,0.0,10.812719810166156,0.5752530365107054,0.0,67.35913186872394,0.0,0.0,8.994560347221544,12.258334937377663
2024-07-08,0.0,10.812676725822675,0.5752507443585134,0.0,67.3588634696509,0.0,0.0,8.994922967329112,12.258286092838803
2024-08-12,0.0,10.812681802617305,0.5752507116136144,0.0,67.35885963539391,0.0,0.0,8.994922455312663,12.258285395062497
2024-08-13,0.0,10.81292800359214,0.5752638098706943,0.0,67.36039337301875,0.0,0.0,8.992850301593968,12.258564511924451
2024-08-23,0.0,10.812929850141812,0.575263908109876,0.0,67.36040487631482,0.0,0.0,8.992834760084559,12.258566605348939
2024-08-27,0.0,10.813545401843644,0.5752966563735332,0.0,67.36423952727736,0.0,0.0,8.987653961150425,12.259264453355033
2024-08-28,0.0,10.838923931470635,0.57513295233009,0.0,67.34507063715446,0.0,0.0,8.985096471413247,12.25577600763156
2024-09-05,0.0,10.838923931470635,0.006021202315157981,0.0,67.9141823871694,0.0,0.0,8.985096471413247,12.25577600763156
2024-09-16,0.0,10.413312042404243,0.005956790802039373,0.0,68.56708186755976,0.0,0.0,8.888978847565356,12.124670451668596
2024-09-24,0.0,10.41331321499268,0.005956791472802335,0.0,68.56708958853913,0.0,0.0,8.888968588031258,12.124671816964126
2024-09-30,0.0,10.41282075108379,0.005956509765649906,0.0,68.56384693019756,0.0,0.0,8.888548213062553,12.128827595890447
2024-10-04,0.0,10.738529931446978,0.005949811651626381,0.0,68.48674666801409,0.0,0.0,8.653584897893388,12.115188690993916
2024-10-07,0.0,10.858761309720792,0.5094075333272486,0.0,68.12966323232332,0.0,0.0825162107291717,8.411825596757936,12.007826117141523
