date,DBS BANK LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BNP PARIBAS,ABN AMRO CLEARING HONG KONG LTD,ORIENT SECURITIES (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,HUATAI FINANCIAL HOLDINGS (HONG KONG)
2024-03-01,0.0,71.33454360862794,0.0,0.0,26.80014110318601,0.0,0.0,0.28822906897708794,1.5770862192089619,0.0
2024-03-04,0.0,71.09293272281387,0.0,0.0,26.615904374817788,0.0,0.30525972801015244,0.28725283394213785,1.6986503404160451,0.0
2024-03-05,0.0,70.54774146942592,0.23711384013937875,0.0,25.605745123868612,0.0,0.40283856711851446,0.29320528619385544,1.850167849402966,1.0631878638507628
2024-03-06,0.0,70.90767639289042,0.2470740110627602,0.0,24.076464704323367,0.0,0.6240969829612975,0.43430310595114946,2.613512982072173,1.0968718207388282
2024-03-07,0.0,70.96531307219742,0.2900559576980338,0.0,23.56554922395058,0.0,0.6417167205708711,0.4432123483409484,2.9758543388606533,1.1182983383815048
2024-03-08,0.0,71.24394460706277,0.2901453294304935,0.0,23.259555966380802,0.0,0.6419144456426847,0.44334891045721425,3.0007360618976704,1.1203546791283658
2024-03-11,0.0,71.83561218683725,0.2922564960256565,0.0,22.61927341069366,0.0,0.6439988275255617,0.45088539062365296,3.012224770246737,1.1457489180474851
2024-03-12,0.0,71.93312398633493,0.3269609027226612,0.0,22.482659857137925,0.0,0.6142378964077435,0.4511887918837779,3.0496221401704684,1.1422064253424893
2024-03-13,0.0,72.0102375208598,0.11499917857729589,0.0,22.694612331716428,0.0,0.6130407339195698,0.4885303450840013,3.0055424416141387,1.0730374482287532
2024-03-14,0.0,72.4974721941355,0.07234754715665423,0.0,22.62909243052892,0.0,0.6092883790662809,0.43147031135594993,2.704752275025278,1.0555768627314248
2024-03-15,0.0,72.61394488044627,0.06721896797059825,0.0,22.29574599959843,0.0,0.6102085533954309,0.659095075555866,2.6782830355038367,1.075503487529572
2024-03-18,0.0,72.56706652126499,0.023555070883315158,0.0,22.464558342420936,0.0,0.29225736095965105,0.8680479825517994,2.710577971646674,1.0739367502726282
2024-03-19,0.0,72.40886845359388,0.023512200219447204,0.0,22.579549610742465,0.0,0.29172544716721527,0.8664681191981469,2.7491857812146225,1.0806903878642213
2024-03-20,0.0,72.34719698089582,0.049564786393161794,0.02260849905652994,22.51545638733576,0.0,0.2765193346144816,0.8652098677402804,2.8373666315945076,1.0860775123694577
2024-03-21,0.0,72.63232229884656,0.1020043417232631,0.0026154959416221303,21.624920445331774,0.0,0.27724256981194584,0.8674728206380067,3.3783489245952523,1.1150731031115684
2024-03-22,0.0,72.83263265538007,0.1896637619850891,0.002622079658780034,21.337610236598987,0.023598716929020304,0.47459641823918614,0.8696564201620445,3.1971891306057874,1.072430580441034
