date,THE HONGKONG AND SHANGHAI BANKING,DL SECURITIES (HK) LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,CITIBANK N.A.,CHIEF SECURITIES LTD
2024-03-01,0.0,0.0,0.0,78.31537830588799,0.0,0.0,21.68462169411201,0.0,0.0,0.0
2024-03-05,0.0,0.0,0.0,47.806787078356486,0.0,38.93442528414818,13.258787637495335,0.0,0.0,0.0
2024-03-07,74.14229090546426,0.0,0.0,12.637713159799876,0.0,9.861683448199345,3.358312486536515,0.0,0.0,0.0
2024-03-12,53.877921470621736,0.0,17.22356860405968,9.160256404541046,0.0,7.166314931753153,2.4743932355149814,7.601074484458599,0.0,2.496470869050805
2024-03-13,48.82544420281388,0.0,15.60840442423898,8.301240577873134,9.414191289302892,6.494283749065863,2.2423535570564517,6.851721369948746,0.0,2.2623608297000577
2024-03-14,48.85457963909904,0.0,15.617718372735311,8.311968920636108,9.419808986693345,6.498159060258173,2.1782442065845573,6.855809973640473,0.0,2.2637108403529864
2024-03-15,48.83859783742398,0.0,15.612609347552947,8.341962831944166,9.416727483993814,6.496033317080742,2.1775316374218163,6.853567232097508,0.0,2.2629703124850264
2024-03-21,48.839537653952775,0.0,15.612909785914656,8.34019902745055,9.416908693048303,6.496158322296972,2.1775735403493255,6.853699117451535,0.0,2.263013859535884
2024-03-25,48.83859783742398,0.0,15.612609347552947,8.341962831944166,9.416727483993814,6.496033317080742,2.1775316374218163,6.853567232097508,0.0,2.2629703124850264
2024-03-26,48.84611738256118,0.0,15.615013178250322,8.327850495018216,9.418177351731547,6.497033493537552,2.1778669060036413,6.854622457071907,0.0,2.2633187358256297
2024-04-02,48.84141739552565,0.0,15.613510697327989,8.336671214806808,9.417271132080462,6.496408347163074,2.177657351042637,6.853962903387643,0.0,2.263100958665731
2024-04-05,48.84141739552565,0.0,15.613510697327989,8.340520025961002,9.42881756554304,6.4810131025463,2.177657351042637,6.853962903387643,0.0,2.263100958665731
2024-04-08,48.84235732057392,0.0,15.61381117038095,8.338756091871197,9.428999017726003,6.4811378259240815,2.177699258808626,6.854094803970309,0.0,2.2631445107449135
2024-04-09,48.82356569052502,0.0,15.607803905800305,8.4432751583986,9.425371300494634,6.478644270104872,2.1076081306273817,6.8514577565192445,0.0,2.262273787529939
2024-04-10,48.819809099557745,0.0,15.606603007538524,8.527261898711869,9.424646091997673,6.478145789172536,2.1074459666896583,6.850930590509206,0.0,2.185157555822793
2024-04-11,48.85363924358249,0.0,15.617417749284144,8.463875007993094,9.431176988790495,6.482634880979801,2.1089063411133293,6.85567800703654,0.0,2.1866717812201006
2024-04-12,48.851758561154526,0.0,15.616816537100444,8.46932361954623,9.430813923743296,6.482385323777996,2.108825156105224,6.853489276038937,0.0,2.186587602533346
2024-04-16,48.84611738256118,0.0,15.615013178250322,8.479893165196978,9.429724896302087,6.481636767443499,2.108581638580408,6.852697866310151,0.0,2.1863351053553703
2024-04-17,46.78815904978971,0.0,14.957129845684994,8.1263098793909,9.032436801240191,6.2085559350185155,2.0197440116415124,6.563983687340973,4.20945917869864,2.0942216111945586
2024-04-24,46.78815904978971,0.0,14.957129845684994,8.128153384330334,9.032436801240191,6.2085559350185155,2.0197440116415124,6.563983687340973,4.207615673759208,2.0942216111945586
2024-04-29,46.78988419744238,0.0,14.957681336873534,8.128453081198437,9.032769840356542,6.208784853529423,2.019818482548499,6.560538565167113,4.207770814684825,2.094298828199247
2024-04-30,46.80282686101431,0.0,14.961818817456782,8.130701512358177,9.035268416772613,6.182841037585765,2.020377189447317,6.562353291682387,4.208934736395177,2.09487813728747
2024-05-03,46.78988419744238,0.0,14.957681336873534,8.14504523740776,9.032769840356542,6.181131259847214,2.0308799200213823,6.560538565167113,4.207770814684825,2.094298828199247
2024-05-07,46.779210147942145,0.0,14.960163550579017,8.148240779158298,9.034268820351585,6.1821570129959165,2.031216942709467,6.561627280615387,4.208469090450334,2.094646375197853
2024-05-08,46.793015052077834,0.0,14.964578409723,8.154334233571605,8.98713548161149,6.200581221951628,2.031816370427127,6.56356366721312,4.209711041996073,2.0952645214281187
2024-05-13,46.792152006866736,0.0,14.964302404688526,8.156028224905825,8.98696972387542,6.200466859115131,2.0317788958299805,6.563442609568416,4.209633398549698,2.0952258766002703
2024-05-14,46.75507115561019,0.0,14.952443812000915,8.217753221630558,8.979847920895955,6.206610809012313,2.03016879482391,6.55824135190665,4.2062974376416955,2.0935654964778156
2024-05-16,46.747317483616975,0.0,14.949964159164338,8.214547800906487,8.97835873921776,6.224007747266295,2.0298321198379274,6.557153759672521,4.205599882278581,2.093218308039112
2024-05-20,46.747317483616975,0.0,14.949964159164338,8.196121583406144,8.97835873921776,6.24243396476664,2.0298321198379274,6.557153759672521,4.205599882278581,2.093218308039112
2024-05-22,46.73870530812005,0.0,14.94720995374803,8.194611626444548,8.976704672090516,6.259706755085409,2.0294581674619123,6.555945746850002,4.2048250920616095,2.0928326781379196
2024-05-23,46.693113703078716,0.0,14.932629590680873,8.284163850448207,8.967948281187418,6.25360067927156,2.0274785179485404,6.549550702588667,4.200723465292074,2.0907912095039416
2024-05-24,46.6834859899332,0.0,15.078119087416564,8.24705832618864,8.886362834466079,6.170012202790383,2.0265013245658574,6.583185947795369,4.235490785839171,2.0897835010047334
2024-05-27,46.67747524412831,0.0,15.112964925697714,8.253353918974444,8.835555913290891,6.187611394019185,2.02624040179891,6.58233832777558,4.234945443992203,2.089514430322769
2024-05-29,46.66987455693807,0.0,15.072728396443702,8.297169413527007,8.841084976122481,6.1914834415180335,2.012784272189097,6.58645738520108,4.237595563540761,2.090821994519764
2024-05-30,46.669015607956595,0.0,15.07245098612651,8.291495270577755,8.840922257859201,6.198731402379422,2.0127472273284255,6.586336162872625,4.2375175715078335,2.090783513391634
2024-06-03,46.60040197966328,0.0,15.160557549314147,8.308709325361418,8.827924174534141,6.189617915694684,2.0097880500604832,6.576652812679631,4.231287496762304,2.0950606959299107
2024-06-05,46.62353651254945,0.0,15.168083931111243,8.301802032548473,8.83230675265485,6.192690720072765,2.0107857991305154,6.579917758566626,4.196614400087316,2.0942620932787643
2024-06-06,46.614108560255616,0.0,15.165016725523936,8.303799914474322,8.839712298119675,6.191438468591079,2.017732441545596,6.578587204186472,4.195765784059465,2.0938386032438356
2024-06-07,46.624760420982184,0.0,16.48559804176394,7.633607340577865,8.788054560478313,5.931182864399421,3.4209484091714923,4.863718879952896,4.280653445825496,1.971476036848395
2024-06-11,46.47696194541529,0.0,15.546813612195571,9.035819602734097,8.858388100111105,6.1686000746752265,2.975507031270004,4.803376055772936,4.191278031735982,1.9432555460897907
2024-06-12,46.47319257503578,0.0,15.584681278770631,9.117753788050518,8.720320060998626,6.160996100760178,3.006463474987254,4.734547747151694,4.266883795660321,1.9351611785849931
2024-06-13,46.81488481275667,0.0,16.09345537679399,8.921197425961509,8.858137228267902,6.101999292704194,2.160457711748776,4.734913179048929,4.349210234128761,1.9657447385892706
2024-06-14,46.195070909751095,0.0,16.168587214054195,8.389245633352918,8.736375684304221,6.041248255483466,2.4921532968405526,5.750810724813613,4.285337491916555,1.9411707894833863
2024-06-17,46.19563250116259,0.0,16.10162765286318,8.718252935522901,8.72401655006048,6.040356592838897,2.3183604442765295,5.749961929517931,4.210907112857513,1.9408842808999756
2024-06-18,46.226335151555496,0.0,16.112329154667925,8.714816415241874,8.729814726547222,6.044371148905723,2.2608237351710287,5.7537834827976715,4.2137057758895615,1.9440204092234963
2024-06-19,46.28181432400467,0.0,16.14525085667178,8.509179833729148,8.755677923630032,6.0604267318109155,2.300851285349295,5.7708298051823705,4.226189420313239,1.949779819308553
2024-06-20,45.4045228273696,0.0,16.118631860467396,9.391935168130852,8.614933774373256,5.802576645367646,2.8491055561453678,5.726507401188349,4.156982078049323,1.9348046889082111
2024-06-21,45.49167189263812,0.0,16.24187313662886,9.58884063588566,8.606491963568763,5.823567689010351,2.6833761089343042,5.378550518979614,4.244438824684214,1.941189229670117
2024-06-24,45.09735276677931,0.0,16.084897884692857,10.41470002119325,8.533966359655189,5.920729349038932,2.6644196045566986,5.1504313102352866,4.208671581731163,1.9248311221173184
2024-06-25,44.64505150042864,0.0,16.18941991079544,10.471329230120585,8.611577908511773,5.63487270972232,2.631622703611484,5.592106075704537,4.23131602260423,1.9927039385009904
2024-06-26,44.80070769250405,0.0,16.37728559672306,10.442079477149777,8.638475803691247,5.671189982319123,2.673655847004618,5.204185525598945,4.228124078141134,1.9642959968680453
2024-06-27,44.730577029740296,0.0,16.300445271269098,10.560189387990741,8.616251338019653,5.599936813665439,2.6621260764186823,5.269704920481008,4.26131824664998,1.9994509157651046
2024-06-28,44.73556899342466,0.0,16.22291367550604,10.74975425733217,8.636782934680422,5.6262112803596604,2.544707026010726,5.208373933318701,4.271472507946576,2.004215391421049
2024-07-02,44.64135072599312,0.0,16.197969116419504,10.856071511597465,8.699778345069053,5.685854792296607,2.351150636673209,5.2463630382745965,4.30262799322818,2.018833840448268
2024-07-03,44.37445739581488,0.0,16.125473188824042,11.387685852695205,8.739001183504914,5.693958339390967,2.1064741914655483,5.248687372089306,4.304534217342641,2.0197282588724987
2024-07-04,44.357942927458005,0.0,16.119471907178138,11.398334256852303,8.735748862981232,5.704864922278333,2.1149942822955032,5.246734012282597,4.302932235069612,2.0189765936042767
2024-07-05,44.01233128007708,0.0,16.014187633573574,11.333526998898751,8.675070156994288,5.649338029704832,2.837039288987661,5.20585447040844,4.269406255274675,2.0032458860807054
2024-07-08,44.409350835110175,0.0,16.17425157429877,11.50834431399428,8.756184348896689,5.66850864293725,2.1325437476357125,5.052763674880839,4.27478426642192,2.023268595824369
2024-07-09,44.32617053924935,0.0,16.14584305582243,11.262672955978358,8.747864871532363,5.6258630077207235,2.5515537371263997,5.047962913345279,4.2707226832568335,2.021346235968271
2024-07-10,44.22228997333053,0.0,16.109703843990392,11.227042851162974,8.730299236416748,5.61456632467231,2.7937106296617698,5.0229526401532265,4.262147109967151,2.017287390644896
2024-07-11,44.41135182836278,0.0,16.203405132894115,11.471407295735176,8.739495496803299,5.680690760634364,2.1371267694787353,5.0486723333541015,4.283971149311868,2.0238792334255598
2024-07-12,44.342221089880695,0.0,16.307905062282057,11.610966250723916,8.667898922134185,5.671222067730013,2.136299939625339,5.0073120916986085,4.248875569666083,2.007299006259103
2024-07-15,44.37440580517778,0.0,16.24340252502168,11.482030281893259,8.610128992126647,5.858039692757251,2.1404729859826452,5.067835834522475,4.216875388865173,2.0068084936530908
2024-07-16,44.4603951594171,0.0,16.491882121518206,11.450547340631013,8.60615586263877,5.729038498342654,1.9912325152312127,5.098767579345942,4.181843895915614,1.9901370269594918
2024-07-17,44.52235760166551,0.0,16.533160375385737,11.444576733906038,8.593446935191707,5.720578282680868,2.0047000699967756,5.018313398211281,4.175668461550214,1.9871981414118638
2024-07-18,44.44821460067712,0.0,16.556944918648973,11.435820219146677,8.586871886880934,5.759922677346431,2.03960067985232,5.014473768632989,4.1724735594263604,1.9856776893881996
2024-07-19,44.423936173447466,0.0,16.54425975752497,11.50240286882579,8.58218158050735,5.756776502301454,2.038486612681608,4.997168950666257,4.17019447810464,1.9845930759404722
2024-07-22,44.42312734931031,0.0,16.543958537106974,11.505834834101417,8.582025325204249,5.756671688991597,2.0366288036264155,4.997077967488879,4.170118551605526,1.984556942564628
2024-07-23,44.45670927011437,0.0,16.464147743450305,11.549741786233545,8.58218158050735,5.75859722989406,2.0366658850890023,4.997168950666257,4.17019447810464,1.9845930759404722
2024-07-24,44.453471763609286,0.0,16.462948761647667,11.556183070148727,8.581556593432262,5.758177866961041,2.0365175673398945,4.996805037833966,4.169890788695954,1.9844485503312044
2024-07-25,44.41223485032167,0.0,16.44767703677199,11.56547103539304,8.57359597998461,5.752836338572498,2.107384653430535,4.992169790959301,4.166022622317709,1.9826076922486477
2024-07-29,44.41546635289951,0.0,16.59439687396053,11.47536063256554,8.574219808026681,5.753254923800659,2.04569068145511,4.992533028918455,4.166325748537066,1.9827519498364483
2024-07-30,44.43082241432815,0.0,16.596494832927057,11.419279063063449,8.606298909702609,5.755244035776262,2.046397952015298,4.994259131336642,4.16776620068988,1.9834374601606568
