date,CHINA MERCHANTS SECURITIES (HK) CO LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,CMB WING LUNG BANK LTD,HANG SENG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL
2024-05-24,0.0,21.80655774086426,21.827429018591786,15.400613106034914,11.052566723319993,10.19755684472354,8.65089263344134,7.909188942008482,3.1551949910156885
2024-05-27,0.0,21.80655774086426,21.822563108713595,15.400613106034914,11.052566723319993,10.19755684472354,8.65089263344134,7.909188942008482,3.1600609008938796
2024-05-28,0.0,21.79882970060793,21.814829396304486,15.39515527268634,11.048649796972027,10.193942925885512,8.647826837944457,7.906385999367781,3.194380070231472
2024-05-30,0.0,21.818842955722808,21.834857340556177,15.409289387876795,11.058793435419537,10.203301867773874,8.65576630841485,7.913644761522232,3.1055039427137254
2024-05-31,0.0,5.2915191574720115,5.29540297589047,3.7370703004026016,2.6819853573720187,2.474511018405504,2.092454613723264,1.919221974602442,0.7597271729310423
2024-06-03,0.0,21.81899471154387,21.835009207761516,15.40939656355828,11.058870352251521,10.203372834435836,8.516721224108167,7.913699803013698,3.2439353033271128
2024-06-05,0.0,21.818235953547877,21.700017958563603,15.40886070005904,11.058485778790766,10.203018010997518,8.516425054169368,7.913424603212663,3.3815319406591637
2024-06-07,0.0,21.818387700925303,21.700168883726494,15.408967869777316,11.058562691343129,10.230909257211158,8.516484286509222,7.913479641641643,3.353039668865737
2024-07-03,0.0,21.816870322131678,21.698659726563573,15.40789623967349,11.05779361396006,10.230197739707702,8.515892000184964,7.912929291801104,3.359761065977424
2024-07-05,69.94453146668212,6.557162594623053,6.521633846269034,4.630915405961334,3.3234716801229998,3.0747338625540452,2.559491240446926,2.378267973360974,1.00979192997951
2024-07-12,69.9394148262686,6.556682919623078,6.521156770297543,4.630576641394315,3.323228558764473,3.07450893707078,2.5593040064195582,2.3780939963284387,1.0170333438332029
2024-07-15,69.90128290032958,6.5531081263807,6.517601346397879,4.628051987649593,3.321416689082748,3.072832672730014,2.5579086388564933,2.3767974269423586,1.0710002116306445
2024-07-16,69.8346155513305,6.5468581932126195,6.511385277313472,4.623638049246112,3.318248935410786,3.069902002508972,2.555469070069501,2.374530590383894,1.1653523305241398
2024-07-17,69.77564017886813,6.541329367753286,6.505886408751745,4.619733384289733,3.315446672301814,3.067309468525766,2.5533109749896674,2.3725252979528326,1.2488182465670166
2024-07-18,69.7749127103079,6.541261169003048,6.505818579523568,4.6196852197614655,3.3154121060375554,3.0672774892963797,2.5532843546182304,2.372500562421088,1.2498478090307614
2024-07-19,69.7481524135312,6.538752443683632,6.503323447258964,4.6179134633709,3.314140568626065,3.0661011172634853,2.5523051108695705,2.3715906534482625,1.287720781947914
2024-07-30,69.74480881962663,6.538438988315172,6.503011690289277,4.617692089373543,3.313981695024102,3.0659541342015437,2.5521827582119583,2.3714769638983797,1.2924528610594
2024-07-31,56.444052267340304,5.2915191574720115,5.262848059288407,3.7370703004026016,2.6819853573720187,2.481258151380025,2.0654660818251807,1.919221974602442,1.0476610726187174
2024-08-06,69.74262838760927,6.538234577091527,6.502808386629281,4.617547726461831,3.3138780900115563,3.0658582832748427,2.5521029693202206,2.3714028244120433,1.2955387551894237
2024-08-08,69.7381225934385,6.537812167728335,6.5023882660115255,4.617249405046218,3.3136639935123875,3.06566021035014,2.5519380880854836,2.3712496174958457,1.3019156583315652
2024-08-22,69.7379772549327,6.537798542528569,6.502374714637334,4.617239782416522,3.3136570876342883,3.065653821327068,2.551932769690683,2.3712446756668513,1.3021213511659768
2024-08-29,69.74219231756574,6.53819369638051,6.502767727422684,4.617518854962654,3.3138573697864033,3.065839113808679,2.552087012140535,2.37138799707105,1.2961559108617384
2024-08-30,69.74073879013673,6.538057431035845,6.5026322004060795,4.617422619239534,3.3137883042405303,3.0657752173193833,2.5520338229827226,2.371338573940173,1.29821304069901
2024-09-11,69.7405934407261,6.538043804813774,6.502618648015121,4.617412995887847,3.313781397844279,3.06576882781694,2.55202850418888,2.37133363174039,1.2984187489666577
2024-09-17,69.74350054405598,6.538316340047244,6.502889706567849,4.617605470543331,3.3139195312392045,3.065896622926333,2.5521348842782428,2.3714324796502937,1.2943044206915384
2024-09-19,69.74858855811034,6.538793331382216,6.503364113415268,4.617942339804959,3.3141612923928387,3.066120290006205,2.552321070776749,2.37160548332363,1.287103520787785
2024-09-24,69.74350054405598,6.538316340047244,6.502889706567849,4.617605470543331,3.3139195312392045,3.0729829917352722,2.5521348842782428,2.3714324796502937,1.287218051882599
2024-09-27,69.73056579432766,6.537103732638047,6.5016836694431115,4.616749081479982,3.313304926015464,3.0909592432444892,2.5516615609471294,2.3709926696983614,1.286979322205755
2024-09-30,56.444052267340304,5.2915191574720115,5.262848059288407,3.7370703004026016,2.6819853573720187,2.5045357601421214,2.0654660818251807,1.919221974602442,1.0417573312660118
2024-10-03,69.73870395351962,6.537866669095317,6.502442472073135,4.617287895966089,3.3136916173126343,3.079857529600384,2.5517509536085465,2.371269385017808,1.2871295238064673
2024-10-04,69.85983789948375,6.549222738866026,6.340457681649086,4.625307980521483,3.3194473959342283,3.095854429830734,2.556183265145829,2.3753882057194744,1.2783004028493887
2024-10-07,69.8280578094865,6.54624341778096,6.337573330327853,4.623203871661433,3.3179373389378792,3.105088528515449,2.5550204262865024,2.374307612731773,1.3125676642716515
2024-10-08,69.84204914791341,6.547555078307636,6.338843179956378,4.624130215770294,3.318602148838722,3.1194860199083987,2.5555323717220952,2.374783349024338,1.2790184885587226
2024-10-09,69.79732570551948,6.543362343330092,6.297030486913692,4.621169148278001,3.3164770778558013,3.2196943505523365,2.553895933412983,2.3732626535750505,1.2777823005625557
2024-10-10,69.81130472993682,6.544672849442529,6.266997871751348,4.622094677096009,3.315055050254795,3.2359860846130983,2.5544074282768854,2.373737971164195,1.2757433374643217
2024-10-14,69.79776246529175,6.543403288701824,6.265782175467807,4.6211980654430125,3.3144119831616194,3.2547567391600944,2.5539119145268008,2.373277504368339,1.2754958638787477
2024-10-15,69.79761687809366,6.543389640187643,6.265769106027777,4.621188426347798,3.3144050698174525,3.2547499502474215,2.553906587466639,2.3732725540832584,1.2757017877283536
2024-11-18,69.73565192122454,6.537580547055706,6.348984519881373,4.617085825795935,3.3114626059285097,3.251860447004938,2.5516392792315092,2.3701236134188135,1.275611240458679
2024-11-20,69.73260015605496,6.537294450058588,6.348498286169075,4.616883773311734,3.3113176900072747,3.2677641722469524,2.5515276146286388,2.3606423406168915,1.2734715169058815
2024-11-25,69.72824095483847,6.536885783497246,6.348101421841775,4.616595157580842,3.311110689263431,3.3050677559727673,2.5513681107200408,2.3604947695390903,1.242135356746338
2024-11-26,69.73637857135012,6.5376486690793,6.356553124551742,4.617133936136955,3.2816957215978317,3.3158735394896244,2.551665867482305,2.3607702504769317,1.2422803198351862
2024-12-05,69.72693330074934,6.536763193491992,6.354025192183032,4.616508579897926,3.2737498087916324,3.3289686808767813,2.551320263436111,2.3604505018134816,1.2512804787597067
2024-12-09,69.72678800887809,6.536749572664123,6.354011952131214,4.616498960355829,3.2737429871918113,3.3291701168839394,2.5513149471820085,2.3604455832797937,1.2512778714331887
2024-12-12,69.73390802270636,6.537417059991137,6.353827203783167,4.616970365068056,3.274077279018591,3.329510068543061,2.551575469690257,2.3502669182592877,1.2524476129400888
2024-12-13,69.73245484056643,6.5372808270166445,6.353694796630399,4.616874152205973,3.2740090506521975,3.3315245810436442,2.5515222975103757,2.350217941140315,1.2524215132340213
2024-12-19,69.73477996106277,6.537498802501316,6.35369825417248,4.617028094710148,3.2741182174034087,3.3316356655609636,2.5516073740619523,2.3502963055105113,1.2493373250164492
2025-01-07,69.73477996106277,6.537498802501316,6.35369825417248,4.617028094710148,3.2741182174034087,3.331427269009668,2.5516073740619523,2.3502963055105113,1.2495457215677448
2025-01-08,69.73536126541441,6.537553298643771,6.353542819877671,4.617066581940259,3.2741455102287196,3.3308298446938847,2.5516286440863367,2.3503158974196103,1.2495561376953346
2025-01-20,69.731292338461,6.537171844725077,6.35317210262375,4.616797184803425,3.273954470006453,3.336470308654657,2.55147976136204,2.3501787609148224,1.2494832284487742
2025-01-21,69.73042048731779,6.537090110390962,6.35309266884051,4.616739460935581,3.2739135357163835,3.3376788938685835,2.5514478601814905,2.3501493766029773,1.249467606145722
2025-01-23,69.72635213689732,6.5367087105211015,6.352722004114125,4.61647010197007,3.2737225225629203,3.343318558622752,2.5512989985526318,2.350012259529286,1.2493947072297924
2025-01-24,69.7161833374762,6.53575540552644,6.351795531498563,4.615796842046643,3.2732450871791356,2.721974862452766,2.550926920464728,2.3496695368344658,1.884652476521066
2025-02-04,69.7161833374762,6.53575540552644,6.346795348054332,4.615796842046643,3.2732450871791356,2.728225091758054,2.550926920464728,2.3288354391501738,1.9042365283443003
2025-02-05,69.71022870364713,6.535197170287889,6.3410451728196,4.615402595277701,3.272965511118114,2.7354917017689493,2.550709039407434,2.328636527482546,1.9103235781906376
2025-02-06,69.72402757836434,6.509195048869687,6.335632697203014,4.6163161966725905,3.273613382196457,2.736033181950332,2.5512139425633897,2.329097472229138,1.9248704999510449
2025-02-10,69.7251898382563,6.509303553449771,6.336571780165457,4.616393148038574,3.2736679514700344,2.736078790067661,2.551256469849093,2.3291362969595855,1.9224021717435262
2025-02-13,69.72446342128305,6.509235737663306,6.336505763948017,4.6163450531341965,3.2736338454608536,2.736050284816146,2.55122989012938,2.329112031351373,1.9234239722136808
2025-02-18,69.7243181397047,6.509222174675579,6.336492560869594,4.6163354342735765,3.2734186590572776,2.736044583837117,2.551224574251897,2.329107178290404,1.9238366950398371
2025-02-20,69.7405934407261,6.487399221186342,6.337971647744871,4.617412995887847,3.274182752209662,2.7366832412008315,2.551820090264487,2.329650846861846,1.9242857639180015
2025-02-24,69.76080282125794,6.4892791352085,6.3473133362126415,4.618751026605722,3.27513154260426,2.7374762753619692,2.552559554910666,2.3303259314596065,1.8883603763787005
2025-02-25,69.77825919128966,6.39081024613236,6.338058258504821,4.619906784907578,3.3385090302081686,2.7381612789296352,2.553198286437777,2.330909053071012,1.912187870518982
2025-02-27,69.77767717153866,6.390756940449023,6.338839491809346,4.619868250312021,3.3384811837382644,2.7381384399542257,2.553176990236809,2.3308896109822808,1.9121719209793806
2025-03-03,69.77418525691643,6.390437125022198,6.318087872059122,4.619637056237498,3.338314114673571,2.7380014141023525,2.5530492204911432,2.330772965260536,1.937514975237153
2025-03-04,69.77694966050336,6.39069030959534,6.309997287329862,4.619820082971549,3.3384463763041285,2.7381098917707383,2.5531503704851812,2.330865308827455,1.9419707122123893
2025-03-05,69.78393439273265,6.391330023151033,6.31062892344514,4.620282530905773,3.338780557636414,2.738383978908417,2.5534059430168803,2.3310986304347177,1.93215501976898
2025-03-06,69.78393439273265,6.391330023151033,6.31062892344514,4.620282530905773,3.338780557636414,2.738383978908417,2.552988856126482,2.3310986304347177,1.9325721066593784
2025-03-07,69.74306446310598,6.387586852025184,6.390301539572777,4.617576598322054,3.3368251544678054,2.736780206328342,2.5514936627729465,2.329733390171214,1.9066381332336968
2025-03-10,69.74306446310598,6.387586852025184,6.390093118263941,4.617576598322054,3.3368251544678054,2.736780206328342,2.5514936627729465,2.329733390171214,1.906846554542533
2025-03-11,69.77171202884135,6.390210608460932,6.3676970738076335,4.619473307767744,3.2964944002651873,2.735193772465448,2.552541710818876,2.3306903482709846,1.935986749301851
2025-03-12,69.77185750799224,6.390223932520015,6.367710350924341,4.619482939709327,3.296501273698451,2.7351994755456217,2.552338525701628,2.33069520793177,1.9359907859766041
2025-03-17,69.77258491284688,6.390290553648886,6.3677767373384,4.619531100019747,3.29653564129472,2.7352279913032342,2.5519481159902644,2.3307195065396824,1.9353854410181903
2025-03-20,69.83534426534548,6.396038520388631,6.229920862693621,4.623686296233942,3.2995008237169374,2.7376882862440723,2.554243553540265,2.3328159524040433,1.9907614394330082
2025-03-24,69.83578150105437,6.396078565676098,6.229959867926479,4.623715244909956,3.2995214817318272,2.7377054267778687,2.553633450377649,2.332830558051762,1.9907739034939846
2025-03-31,56.444052267340304,5.169564728957548,5.034963643073967,3.7370703004026016,2.666804308179347,2.212722258994097,2.0639479769059133,1.885486309729838,1.6076731095039443
2025-04-08,69.83971686882435,6.3964389958295325,6.229684806562949,4.6239757993071615,3.2997074155069845,2.737859701241026,2.5537773520647353,2.332962017111769,1.9858770435514836
2025-04-14,69.84263224202522,6.396706007319061,6.229736138244853,4.624168821497558,3.299845157740217,2.7379739898315094,2.553883956363649,2.3330594037457395,1.981994283232201
2025-04-23,69.84277801707445,6.396719358478707,6.229331702317279,4.6241784730300965,3.299852045153748,2.737979704511503,2.5538892868122236,2.3330642732908657,1.9822071393311287
2025-04-24,69.81873336440928,6.394517170943533,6.206739692018436,4.622586515086806,3.298716010784485,2.73703710496337,2.55301006375452,2.332261073279505,2.0363990047600615
2025-05-02,69.87778163614736,6.3999252493968175,6.211988960148653,4.626496006587475,3.3015058562887702,2.706357741777512,2.5551692383016698,2.334233552283104,1.9865417590686318
