date,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,MORGAN STANLEY HONG KONG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,MERRILL LYNCH FAR EAST LTD,HANG SENG SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,59.357753043153195,11.725208336253825,4.116082871895516,1.313707623653653,0.4683301792014205,1.8784170696946334,2.6731010256769703,1.3902609985747998,1.6610508399336463,1.0551059554683302,85.63901794350599
2024-03-04,59.356818485549404,11.661821966776477,4.093887128805402,1.3469311464685405,0.4740309805845657,1.8839543234971148,2.6726337468750727,1.3908217331370762,1.6569855143571413,1.0677224831195533,85.60560750917034
2024-03-05,59.356818485549404,11.641752342234994,4.093840400925211,1.3426789093712763,0.4934931426835822,1.8805665521833603,2.680273755286091,1.391335739819163,1.6649993458096775,1.0688205883040116,85.61457926216677
2024-03-06,59.35852405317633,11.644763019555619,4.084036073923506,1.332585687250298,0.5286792364664377,1.885215976262237,2.6807410340879887,1.3898170837129975,1.66050494147333,1.0720214480970072,85.63688855400575
2024-03-07,59.35693530524988,11.600301441555104,4.113334454802458,1.328637181374267,0.5261325669960982,1.885519427116189,2.6794560173827713,1.3897703558328078,1.6587526459662156,1.0716476250554894,85.61048702133127
2024-03-08,59.362636106633026,11.581353286138174,4.060358145837714,1.3253895937010818,0.5237494451064227,1.8857290951146002,2.694829630148828,1.375365061563982,1.6652478213125863,1.0847080675685148,85.55936625312492
2024-03-11,59.36878082287797,11.524041681269129,4.059217331370762,1.289899768696993,0.5251980093923039,1.8895134693114646,2.6944092194107614,1.375365061563982,1.6687524123268147,1.0837968739048152,85.478974650125
2024-03-12,59.38158426204995,11.530976098689283,4.028419873367445,1.2792925398939277,0.5392397373893134,1.881406182098549,2.6944092194107614,1.375365061563982,1.6646634891708139,1.084497792107661,85.45985425574169
2024-03-13,59.38973827714305,11.450101820050932,4.003458517324362,1.3359033667437676,0.5354080512137567,1.8791166561528936,2.6948764982126585,1.3777481834536576,1.6576863391042265,1.0858996285133526,85.40993733791267
2024-03-14,59.38920090652088,11.403591224504101,3.962307609635289,1.3845237260811665,0.5334221163056938,1.8847104039625244,2.6950400457933226,1.375365061563982,1.6610974743580758,1.0858996285133526,85.37515819723839
2024-03-15,59.388686899838795,11.367750940398588,3.9938892315600105,1.3872339431321699,0.5414593116983248,1.887350529193243,2.6917223662998526,1.3754585173243616,1.654997266419009,1.0866005467161983,85.37514955258054
2024-03-18,59.3854393121656,11.31849975467863,3.9792372608116633,1.4085184925585852,0.5462489194177707,1.8914392187098432,2.6920961893413704,1.3753678418728534,1.672660405130721,1.0867173664166725,85.35622476110372
2024-03-19,59.38824298497699,9.553119319642065,5.339303777949113,1.4447559636457092,0.5481881264456437,1.8956680918670126,2.693334478166398,1.3753678418728534,1.6853366042849465,1.085315530010981,85.0086327188617
2024-03-20,59.37027611504404,9.810406766197051,5.135377794911334,1.4505969486694237,0.5606644704562977,1.87685958272003,2.6921196934651057,1.375365061563982,1.6828833905749865,1.0857828088128783,85.04033263241513
2024-03-21,59.35240270087148,9.822369103525618,5.053014392187098,1.476601013995,0.640358870119857,1.8880971238989745,2.690367538141632,1.3773977243522348,1.6437776687460572,1.083189411462349,85.02757554730029
2024-03-22,59.354996098222,9.826013878180415,5.052350646012944,1.3514871147870378,0.7051938038830868,1.8963207168056821,2.6902742225648932,1.3790565640989696,1.6353528422233126,1.078282984042429,84.96932887082077
2024-03-25,59.34831401135487,10.06002710217051,4.811964603630757,1.38309852573538,0.7120160743907853,1.8751529870797412,2.686068713347819,1.3775145440527092,1.6374555968318498,1.077114787037686,84.96872694563211
2024-03-26,59.341608560547655,10.072082895259458,4.801759234597323,1.3657624821849956,0.6963855984673255,1.878189902105091,2.6869099787388144,1.3792668395598233,1.6465208055886544,1.0778157052405317,84.94630200228967
2024-03-27,59.339248802598064,10.079395808509146,4.799754608537183,1.3741968645592393,0.7272727272727273,1.8662742926567135,2.68763299922899,1.3889161468189997,1.6403293614635173,1.0779091610009113,84.98093077264551
2024-03-28,59.338641340155604,10.087222728440924,4.799661152776805,1.3854582836849605,0.7245625102217238,1.8713676315973926,2.6875629074087053,1.3876544940538773,1.63577339314502,1.07891381042499,84.99681825191
2024-04-02,59.336001214924885,10.165375108058223,4.751788439522441,1.3890563304595687,0.7442816756617836,1.8729096516436532,2.6859040676619705,1.388355412256723,1.627082007429733,1.0794745449872667,85.04022845260624
