date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,UBS SECURITIES HONG KONG LTD,BNP PARIBAS
2024-03-01,37.666255629083594,21.22579436897533,12.561599221754557,11.426176200747816,6.91639419341706,2.5100974334831068,2.875926209949416,1.748373729417171,1.8667390916084592,1.20264392156349
2024-03-04,37.64633063423426,21.21349663003749,12.538548684559226,11.564232924339448,6.7436099714135995,2.5245449991994193,2.877988679844071,1.665709553850915,1.8841592234609201,1.3413786990606518
2024-03-05,37.65213155443423,21.303465349654196,12.53606913232758,11.38564811125246,6.780647462572865,2.541199991476082,2.8813428931192093,1.6697506508807622,1.8970279825401437,1.3527168717424785
2024-03-06,37.56477149249907,21.390172887572163,12.474812673504477,11.40223176970464,6.847602304802663,2.523681621420026,2.8889032349760666,1.6690946672594853,1.8917200391259499,1.3470093091354545
2024-03-07,37.39422376632488,21.464828605016507,12.464855113328648,11.495454868082618,6.825267719176327,2.531510621559677,2.9012463039124547,1.73961249754123,1.8284030523004546,1.3545974527572058
2024-03-08,37.42173772161983,21.47184049740122,12.477712468309978,11.512534121578613,6.829638864841706,2.470940480964936,2.903512236958116,1.6736277700823428,1.877154742466176,1.3613010957770881
2024-03-11,37.40304920478484,21.525792008302023,12.508161821463263,11.38481354495438,6.798660542719367,2.493552401645324,2.90943641134763,1.7435010864665066,1.8632873673414014,1.3697456109752655
2024-03-12,37.427212411052494,21.635094744619604,12.55287840195355,11.519256560245287,6.756796715012059,2.5224346915852163,2.910950194985869,1.6765594685489307,1.776960317299651,1.2218564946973431
2024-03-13,37.496106211594224,21.75454374635381,12.657049581535851,11.292490364042814,6.692916048238043,2.574416077990768,2.92181270696865,1.6810299803775783,1.6940642476735137,1.2355710352247447
2024-03-14,37.43122055789721,21.885456085806133,12.485606090254525,11.496314953053183,6.544878519098271,2.601786128636378,2.9241377625221463,1.6849716142152225,1.6963924049622923,1.2492358835546322
2024-03-15,36.82574987045603,22.843877800766023,12.607176652966013,11.52280448168196,6.376874962114207,2.5866836255243966,2.68843400928474,1.6456127002982948,1.716421514110843,1.1863643827974975
2024-03-18,36.55209735161628,23.103187377941666,12.602831944391243,11.339551111842635,6.465542734510676,2.6090562398977566,2.712079011119276,1.6410577893695037,1.7305199786060372,1.2440764607049282
2024-03-19,36.32761749779798,23.18494108357558,12.587841481321965,11.564805021534681,6.445845291760109,2.577474107986887,2.717011177165439,1.6363092052769972,1.717713828772541,1.2404413048078193
2024-03-20,36.17449961530231,23.22599049755287,12.543139774900009,11.67547708961774,6.442895046379933,2.503352142603873,2.7129608957603804,1.6333145778434806,1.8444593807220724,1.243910979317335
2024-03-21,36.18893580891538,23.453183120090458,12.572281393844923,11.550963016991725,6.422491063801022,2.5187663633180932,2.7234999905229174,1.6353295647511719,1.736483211737936,1.1980664660263751
2024-03-22,36.14365146001453,23.643727072588096,12.559641119694879,11.437435005024252,6.385559499069641,2.532617325766809,2.7252666305459647,1.6370987126866476,1.7585532400936643,1.1764499345155117
2024-03-25,36.08167797120795,23.673366088584842,12.524134253450262,11.484951328282804,6.267548243687053,2.534439893398446,2.730781192981835,1.6333073159331781,1.7988293267801756,1.270964385693456
2024-03-26,36.04347381413297,23.87020758095153,12.616373893580473,11.239146197219373,6.287800072888847,2.548183123725768,2.728093628135394,1.6372843093478824,1.819454737839954,1.2099826421778082
2024-03-27,35.8168556899907,24.0488985574395,12.414970751786065,11.28025446624778,6.471810504801942,2.5503716717062677,2.754644531552131,1.6405408379929303,1.7957701684589524,1.2258828200237317
2024-03-28,35.903170313106855,24.129809273961506,12.3219067096566,11.362832470577164,6.3012105138991705,2.5486265743875904,2.76535717820323,1.6392419461355296,1.7984728543609747,1.2293721657113823
2024-04-02,36.01578053100729,24.014642826406465,12.243931150490981,11.332760158244545,6.2504169085424515,2.5386140077206134,2.7644922905920457,1.6292757915254297,2.0193652630355294,1.1907210724346506
2024-04-03,35.68842136495492,23.869987798577412,12.216135537102035,11.440269080530689,6.248839699287306,2.532657040544253,2.754048328132241,1.7323838701836618,2.3113609052652344,1.2058963754222471
2024-04-05,35.61899908058051,23.57723230648751,12.421804341561504,12.107770143123819,6.213743826950838,2.5845527638825856,2.7419740629341485,1.6233398285673952,1.8862629618128326,1.2243206840988619
2024-04-08,35.84068053600242,23.344045680038825,12.65188794570116,12.068633282239437,6.245877488625714,2.590053488637661,2.7350188865456726,1.6202279169149938,1.791573642022818,1.1120011332713005
2024-04-09,35.91024324282433,23.38856287455288,12.676015149887126,11.903492879227713,6.227338975977881,2.616915450086076,2.7432952542293587,1.6236101196320538,1.8026711102573343,1.1078549433252491
2024-04-10,36.00303190697062,23.433345736989907,12.86308239682806,11.695531889844384,6.181567884069576,2.565744316010031,2.7353815956570626,1.6183275152837597,1.7778729630849095,1.1261137952616975
2024-04-11,36.31439054370856,23.2839061526045,12.992721445656723,11.49823561759474,6.1618501478587335,2.555706036658416,2.727118782305789,1.6190767567216342,1.7443943167421476,1.1026002001487498
2024-04-12,36.3332864817006,23.331514859139883,13.177933412914605,11.19927804650119,6.150665315587,2.5760094940423315,2.7174833869858324,1.6134162600887576,1.7306380503072514,1.1697746927325539
2024-04-15,36.32569562161915,23.377547317729093,13.309412438662507,11.068444329221178,6.13037562852598,2.590113046323335,2.703546568488257,1.6086079348691988,1.7232488590208095,1.1630082555404935
2024-04-16,36.304023002598456,23.641278174635232,13.469889088295373,10.77225053065355,6.122213494899995,2.5214486202838695,2.6953358162387064,1.6041316082435007,1.7250061477512655,1.1444235164000485
2024-04-17,36.064123039703965,23.811570233320733,13.697694363989843,10.580027393084581,6.089456339137032,2.566045710253889,2.6863790243353787,1.6051362391150028,1.7526241588009968,1.1469434982585796
2024-04-18,35.98896807739868,24.38778089310083,13.711950879049411,10.196962648435207,6.067733238134804,2.531474995079933,2.6696104904791094,1.5975563682697733,1.737123150707121,1.1108392593451257
2024-04-19,35.96868506173783,24.63624705166225,13.749802722185537,10.015072847279963,5.995817543395051,2.526395625922685,2.663716654988589,1.591501048610431,1.7410407674484603,1.111720676769206
2024-04-22,35.63429703851359,24.76172721892041,14.150155889442967,10.034876669800399,5.857737863502834,2.4788555441135984,2.649840700606568,1.5893131931086064,1.7190974685558154,1.1240984134352114
2024-04-23,35.4522196574553,24.864656429849514,14.115590030876552,9.924718768177504,5.852988424273342,2.4494598948942987,2.6382214342165264,1.5809752670677013,2.0248665748760044,1.096303518313253
2024-04-24,34.87486991969264,25.14208933365405,14.084646403776105,9.739252159102623,5.96395351759869,2.484730103839157,2.6332097904911302,1.5806310815620617,2.3589348408099364,1.1376828494735995
