date,CMB INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),ZHONGTAI INTERNATIONAL SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,VALUABLE CAPITAL LTD,HUNG SING SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,TOTAL_CCASS_PCT
2024-03-01,100.2154517258558,24.565711295609805,0.0,22.044550204412865,8.047169114940662,0.0,5.118623627406926,2.654068848366553,0.0,0.0,162.6455748165926
2024-03-04,100.2154517258558,24.57987172391664,0.0,22.044550204412865,8.007519915681527,9.900268710310469,5.118623627406926,2.741863503868922,0.0,0.0,172.60814941145316
2024-03-05,100.2154517258558,24.579467140250728,0.0,22.044550204412865,8.208193413972657,9.900268710310469,5.118623627406926,2.6067325594551374,0.0,0.0,172.67328738166458
2024-03-06,100.2154517258558,24.62113925783941,0.0,22.089458991328822,8.228422597268134,9.862642429380882,5.118623627406926,2.6641834400142916,0.0,1.4403178506379466,174.2402399197322
2024-03-07,100.2154517258558,24.718643921323608,0.0,22.044550204412865,8.158834206731694,9.84686366641041,5.118623627406926,2.6144196491074188,0.0,1.4403178506379466,174.15770485188665
2024-03-08,100.2154517258558,24.765171042903205,0.0,22.044550204412865,8.158834206731694,9.745717749933027,5.1000127787750875,2.6953363822893257,0.0,1.399859484046993,174.12493357494802
2024-03-11,100.2154517258558,24.815744001141894,0.0,22.044550204412865,8.052024118931577,9.73438940728756,5.1000127787750875,2.7200159859098076,0.0,1.3703248764355969,174.0525130987502
2024-03-12,100.2154517258558,24.815744001141894,0.0,22.044550204412865,8.007519915681527,9.73438940728756,5.1000127787750875,2.8146885637326386,0.0,1.348477358476482,174.08083395536386
2024-03-13,100.21747464418536,24.816957752139626,0.0,22.10078733397429,8.073062469558872,9.728320652298915,5.09879902777736,2.6140150654415093,0.0,1.348477358476482,173.9978943038524
2024-03-14,100.21747464418536,24.82262192346236,0.0,22.050618959401504,8.05647453925658,9.719419811648907,5.166364499984252,2.7337718305507317,0.0,1.318942750865086,174.08568895935477
2024-03-15,100.21949756251489,24.830713596780548,0.0,22.061542718381062,8.05647453925658,9.72467939930573,5.17647909163199,2.7928410457735238,0.0,1.3201565018628145,174.18238445550716
