date,SILVERBRICKS SECURITIES CO LTD,GET NICE SECURITIES LTD,KINGSTON SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,HUARONG INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,EVERBRIGHT SECURITIES INVESTMENT,THE HONGKONG AND SHANGHAI BANKING
2024-03-01,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-06,97.83875693849147,0.0,0.0,0.0,1.4385119008548897,0.0,0.7227311606536461,0.0,0.0
2024-03-07,92.82842952128574,5.25056122802069,0.0,0.0,1.235289187306513,0.0,0.6857200633870651,0.0,0.0
2024-03-12,92.0244104062616,5.25398061597049,0.0,0.8335370234235547,1.2245899206669828,0.0,0.6634820336773791,0.0,0.0
2024-03-13,92.02981030842527,5.254288914400991,0.0,0.8335859345587244,1.2233578001937688,0.0,0.6589570424212576,0.0,0.0
2024-03-14,92.02201065314408,5.264926481465656,0.0,0.8335152869836071,1.2232541189072914,0.0,0.6562934594993614,0.0,0.0
2024-03-15,92.01661166621332,5.277003601414181,0.0,0.8334663841384173,1.216663393868276,0.0,0.6562549543658023,0.0,0.0
2024-03-18,91.97943585281621,5.307453239969571,0.0,0.8331296537349777,1.22268816952743,0.0,0.6572930839518217,0.0,0.0
2024-03-19,91.97703844472964,5.3118762099525725,0.0,0.8331079385358086,1.2226563006376312,0.0,0.6553211061443419,0.0,0.0
2024-03-20,91.98063460372694,5.312083896041927,0.0,0.8331405117590776,1.2227041045953415,0.0,0.6514368838767158,0.0,0.0
2024-03-21,91.9810526415355,5.311806984864913,0.0,0.8330970813607171,1.2226403668157113,0.0,0.6514029254231607,0.0,0.0
2024-03-22,91.97146396528838,5.324284025521291,0.0,0.7939179049176067,1.2225129111897168,0.0,0.6878211930830069,0.0,0.0
2024-04-03,91.3038230501315,5.285633886596726,0.0,0.7881546816987323,1.2136384233472068,0.0,0.6828281490341751,0.0,0.7259218091916554
2024-04-10,91.28020670067312,5.310132396014409,0.0,0.7879508201760878,1.2133245075859123,0.0,0.6826515309293805,0.0,0.7257340446210971
2024-04-11,91.26840310674751,5.322376898809324,0.0,0.7878489289572697,1.2131676105947111,0.0,0.6825632561351505,0.0,0.7256401987560369
2024-04-12,91.26781300718368,5.3223424867655105,0.0,0.7878438350880497,1.2131597668102962,0.0,0.6832053970525841,0.0,0.7256355070998863
2024-04-15,91.27288811281535,5.322638444885228,0.0,0.7878876445160681,1.2076665525797388,0.0,0.683243387878089,0.0,0.7256758573255276
2024-04-17,91.27111766302716,5.322535199942482,0.0,0.7878723616041081,1.2076431270802677,0.0,0.6851698671902207,0.0,0.725661781155764
2024-04-18,91.27157915365353,5.322562112071601,0.0,0.7878763452926941,1.207143607102618,0.0,0.6851733315881516,0.0,0.7256654502913953
2024-04-22,91.24738964380195,5.321151484909898,0.0,0.7876675361234762,1.2068236804348966,0.0,0.7114945259882115,0.0,0.7254731287415597
2024-04-23,91.24149170823104,5.3208075429216,0.0,0.787616623846451,1.2067456752630177,0.0,0.7179122132284165,0.0,0.7254262365094809
2024-04-24,91.22938563562262,5.3201015693426505,0.0,0.7875121215651164,1.2062818097817758,0.0,0.731388877935848,0.0,0.7253299857519931
2024-04-25,91.2164163028236,5.319345254178445,0.0,0.7874001674319533,1.2022331828617985,0.0,0.7984886578451348,0.0,0.6761164348590728
2024-04-26,91.21647524599375,5.319348691488143,0.0,0.787400676242362,1.2021693406959162,0.0,0.798489173820819,0.0,0.6761168717590047
2024-05-02,91.2170646818851,5.31938306482946,0.0,0.7867595698330444,1.2021771090486724,0.0,0.7984943336143392,0.0,0.6761212407893787
2024-05-03,91.25551234906837,5.321625165804866,0.0,0.7759719551893646,1.179411013351608,0.0,0.7910732931066967,0.0,0.6764062234790987
2024-05-06,90.73347227404687,5.291182055802192,0.0,1.3358838275872067,1.1726640257117151,0.0,0.7942610709152553,0.0,0.6725367459367524
2024-05-07,90.72880686297509,5.290909989289942,0.0,1.3358151379730696,1.1726037286725748,0.0,0.7993621162206399,0.0,0.6725021648686852
2024-05-08,90.73405548416734,5.284145564796284,0.0,1.335892414285682,1.1726715632776274,0.0,0.8006939046527372,0.0,0.6725410688203232
2024-05-09,90.73405548416734,5.2738611992874755,0.0,1.335892414285682,1.1726715632776274,0.0,0.8109782701615452,0.0,0.6725410688203232
2024-05-10,90.7690618169905,5.2013055041083875,0.0,1.336407818278382,1.173123994625673,0.0,0.8473003224253071,0.0,0.6728005435717463
2024-05-13,90.76439274534813,5.201037954047316,0.0,1.3363390747690624,1.1730636502763248,0.0,0.8524006401884462,0.0,0.672765935370713
2024-05-14,90.7603077016763,5.200803870321986,0.0,1.3362789299995586,1.158865760051354,0.0,0.8710080818354693,0.0,0.6727356561153378
2024-05-17,90.80701583898393,5.15201719273565,0.0,1.3369666215832945,1.159462149182377,0.0,0.8714563302616002,0.0,0.67308186725315
2024-05-20,90.80175877368251,5.138853879158813,0.0,1.3368892209466747,1.1593950247627884,0.0,0.8900602007373264,0.0,0.6730429007118903
2024-05-21,90.8029269578125,5.118335647952723,0.0,1.3369064203136534,1.1594099406288092,0.0,0.9093694737389459,0.0,0.6730515595533713
2024-05-22,90.80467929036709,5.105568959524021,0.0,1.3369322201939133,1.1594323151474635,0.0,0.9190361202275568,0.0,0.6743510945399487
2024-05-24,90.79767036591963,5.105174876891074,0.0,1.3368290266471055,1.1593428222539,0.0,0.9266838647649758,0.0,0.674299043523309
2024-05-30,90.79784557584401,5.105184728215458,0.0,1.3368316062916241,1.1591520919851726,0.0,0.9266856529629462,0.0,0.6743003447007946
2024-06-07,90.80251808994794,5.100301381480356,0.0,1.3369004004848715,1.1592117426791293,0.0,0.9267333407880914,0.0,0.6743350446196189
2024-06-12,90.80543865547828,5.094675920405047,0.0,1.3369434004512744,1.1592490274805785,0.0,0.929336262302287,0.0,0.6743567338825233
2024-06-14,90.80555548200728,5.094682475004783,0.0,1.3369451205074652,1.1559054662486101,0.0,0.9325538547498001,0.0,0.67435760148206
2024-06-18,90.80380311563566,5.094584157779631,0.0,1.3369193201293117,1.1558831595752237,0.0,0.9344656591567592,0.0,0.6743445877234083
2024-06-20,90.79562630009748,5.094125394231492,0.0,1.3367989315299906,1.155779073148717,0.0,0.9433864375019613,0.0,0.6742838634903499
2024-06-21,90.7886187730695,5.093732234088887,0.0,1.3366957585576196,1.1537603929956948,0.0,0.9529610184368043,0.0,0.6742318228514944
2024-06-24,90.78511541516596,5.093535676774524,0.0,1.3366441780433032,1.1537158716047298,0.0,0.9574261874272488,0.0,0.6735626709842365
2024-06-27,90.78509789905576,5.093534694026065,0.0,1.3366632141838124,1.1537156490064078,0.0,0.9574260027011234,0.0,0.673562541026832
2024-07-03,90.78509789905576,5.093534694026065,0.0,1.3366632141838124,1.1537156490064078,0.0,0.9690024225485032,0.0,0.6619861211794521
2024-07-04,90.79023624786524,5.09382298316753,0.0,1.3367388680300296,1.1474778739970497,0.0,0.9697004379859618,0.0,0.6620235889541902
2024-07-17,90.78731666014409,5.093659178515731,0.0,1.3366958818395893,1.147440973968482,0.0,0.9728850056065713,0.0,0.6620022999255315
2024-08-19,90.78719988054092,5.0936526265487885,0.0,1.3366941624494766,1.1475681278820422,0.0,0.9728837541858989,0.0,0.6620014483928645
2024-08-26,90.78544822254398,5.0935543490672845,0.0,1.33666837212857,1.1475459865791835,0.0,0.9747943940152498,0.0,0.6619886756657334
2024-09-23,90.78562338530196,5.0935641766447795,0.0,1.3366709511158763,1.1473552592234462,0.0,0.9747962747976645,0.0,0.661989952916267
2024-09-30,89.99192958903231,5.04903366468534,0.0,1.3244113342344028,1.1373244997550869,0.8748242968976485,0.9662741131702658,0.0,0.6562025022249547
2024-10-07,89.99135588017208,5.049001476517332,0.0,1.325040402415999,1.1373172491811139,0.8748187197925398,0.9662679530621021,0.0,0.6561983188588312
2024-10-08,89.98103037139583,5.04842215966465,0.0,1.3248883687437623,1.137186754656135,0.8747183440588873,0.9776309740922225,0.0,0.6561230273885109
2024-10-10,89.98160394860975,5.048454340446589,0.0,1.3248968141435997,1.1371940035663524,0.8747239198842438,0.9769997635547761,0.0,0.6561272097946967
2024-10-18,89.98148923258196,5.048447904257379,0.0,1.324895125055019,1.1371925537769156,0.8747228047134856,0.9782734011119674,0.0,0.6549789785032676
2024-10-21,89.97976852726453,5.048351363388499,0.0,1.324869789243107,1.1371708073789517,0.8747060774933184,0.9801669818134465,0.0,0.6549664534181558
2024-10-24,89.97968822929026,5.048346858238125,0.0,1.3248686069288826,1.1371697925673587,0.8747052969053346,0.9802553471441581,0.0,0.6549658689258829
2024-10-29,89.97911467649907,5.048314678826433,0.0,1.3248601618886473,1.1371625439657977,0.874699721317395,0.9808865234912459,0.0,0.6549616940114145
2024-10-31,89.98026178939348,5.048379038060061,0.0,1.324877052076781,1.13717704126133,0.8747108725643555,0.9796241627504193,0.0,0.6549700438935759
2024-11-06,89.97968822929026,5.048346858238125,0.0,1.3248686069288826,1.1371697925673587,0.8747052969053346,0.9802553471441581,0.0,0.6549658689258829
2024-11-08,89.97510001168577,5.049364227024182,0.0,1.3248010496213884,1.1371118063421983,0.8746606941919782,0.984029740034147,0.0,0.6549324711003373
2024-11-11,89.97510001168577,5.051913812211007,0.0,1.3248010496213884,1.1371118063421983,0.8746606941919782,0.9814801548473227,0.0,0.6549324711003373
2024-11-14,89.97504266192678,5.051910592141904,0.0,1.3248002051986438,1.137174821140849,0.8746601366868461,0.9814795292559053,0.0,0.6549320536490716
2024-11-15,89.97332220315215,5.053726143084951,0.0,1.3241374893143898,1.1371530766399138,0.8746434118633567,0.9820981455866777,0.0,0.6549195303585551
2024-11-18,89.92918626692162,5.051247064516816,0.0,1.3234879406886662,1.1365952522265659,0.8742143601744203,0.9816163825477641,0.0,0.7036527329241543
2024-11-22,89.92861335777171,5.052489018647144,0.0,1.323479509184029,1.1365880113535325,0.8742087908434087,0.9809730620152393,0.0,0.7036482501849483
2024-11-26,89.93376980292268,5.0540529319253675,0.0,1.3235553965934166,1.1219998018557122,0.8742589173772469,0.9893116559391518,0.0,0.7030514933864221
