date,ABCI SECURITIES CO LTD,CCB INTERNATIONAL SECURITIES LTD,TAIPING SECURITIES (HK) CO LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,BOCOM INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,CATHAYSIA SECURITIES LTD
2024-04-03,0.0,0.0,0.0,0.0,59.479267220341434,19.411328497273992,15.024251496090413,0.0,6.08515278629416,0.0
2024-04-05,0.0,0.0,0.0,0.0,59.66356259809984,19.471474129279596,15.070803853481635,0.0,5.794159419138927,0.0
2024-04-08,0.0,0.0,0.0,0.0,59.652472675005995,19.467854882603493,15.06800257832441,0.0,5.811669864066095,0.0
2024-04-09,0.0,0.0,0.0,0.0,59.68945512783851,19.34353194567159,15.07734421446528,0.0,5.889668712024617,0.0
2024-04-10,0.0,0.0,0.0,0.0,59.65616885793518,19.332744880789722,15.068936220995191,0.0,5.942150040279908,0.0
2024-04-11,0.0,0.0,0.0,0.0,59.686955859683145,19.499732142959555,15.078279015182616,0.0,5.735032982174681,0.0
2024-04-12,0.0,0.0,0.0,0.0,59.798181116215765,18.685081709885303,15.106377038065148,0.0,6.410360135833793,0.0
2024-04-15,0.0,0.0,0.0,0.0,59.686955859683145,18.650327258032064,15.078279015182616,0.0,6.5844378671021735,0.0
2024-04-16,0.0,0.0,0.0,0.0,59.71443077590223,18.637616330594053,15.06800257832441,0.0,6.57995031517931,0.0
2024-04-18,0.0,0.0,0.0,0.0,59.544723987137104,18.590826933462836,15.02517972466164,0.0,6.839269354738413,0.0
2024-04-19,0.0,0.0,0.0,0.0,59.70703210726319,18.796378217128122,15.066135640020208,0.0,6.4304540355884745,0.0
2024-04-22,0.0,82.73910912537107,0.0,0.0,10.298309840552058,3.2420122040640083,2.5986174064384273,0.0,1.12195142357444,0.0
2024-04-23,0.0,82.70199407737604,0.0,0.0,10.293690232388032,3.256578592348576,2.597451720576201,0.0,1.1502853773111463,0.0
2024-04-24,0.0,82.70641078930458,0.0,0.0,10.291035659741706,3.256752510398262,2.59759043786018,0.0,1.1482106026952648,0.0
2024-04-25,0.0,82.72654919825028,0.0,0.0,10.277648737155435,3.257587575684277,2.598256487120913,0.0,1.1399580017890931,0.0
2024-04-26,0.0,82.71804162598036,0.0,0.0,10.276989955322225,3.2573787692179517,2.598089942786163,0.0,1.1494997066932915,0.0
2024-04-29,0.0,82.71697331770277,0.0,0.0,10.276989955322225,3.2573787692179517,2.598089942786163,0.0,1.1505680149708877,0.0
2024-04-30,0.0,82.74349198492418,0.0,0.0,10.280284709297522,3.25842306931901,2.598922878033193,0.0,1.118877358426094,0.0
2024-05-02,0.0,82.71950637954946,0.0,0.0,10.275021869304087,3.258109708987951,2.598672941387113,0.0,1.1486891007713906,0.0
2024-05-03,0.0,82.71239599623834,0.0,0.0,10.274802286915259,3.2580400815436428,2.5986174064384273,0.0,1.1561442288643278,0.0
2024-05-06,0.0,82.70690875040579,0.0,0.0,10.274253372001121,3.2578660259519463,2.5984785794507443,0.0,1.1624932721903898,0.0
2024-05-07,0.0,82.6352058184938,0.0,0.0,10.265478702936432,3.2550836635554026,2.596259363242927,0.0,1.2479724517714295,0.0
2024-05-08,0.0,82.60654449059784,0.0,0.0,10.264971430119838,3.2547535736788076,2.595996083087515,0.0,1.277734422515999,0.0
2024-05-09,0.0,82.53058231321096,0.0,0.0,10.20325518655858,3.2561786513186965,2.5971327270415046,0.0,1.4128511218702684,0.0
2024-05-10,0.0,82.49491352833972,0.0,0.0,10.204126957516683,3.7146314018658035,2.597354627292393,0.0,0.988973484985404,0.0
2024-05-13,0.0,82.45981785378045,0.0,0.0,10.20031405897457,3.7132433837907994,2.5963840935355127,0.0,1.0302406099186687,0.0
2024-05-14,0.0,82.01454813900935,0.0,0.0,10.146153543869056,3.6935272090519145,2.582598096447127,0.0,1.032203918000765,0.5309690936217927
2024-05-16,0.0,82.01242426263485,0.0,0.0,10.146153543869056,3.6935272090519145,2.582598096447127,0.0,1.0343277943752522,0.5309690936217927
2024-05-17,0.0,82.0106824571256,0.0,0.0,10.1459380566877,3.6934487647661953,2.582543246421255,0.0,1.0364296582650894,0.5309578167341646
2024-05-20,0.0,82.0071990680557,0.0,0.0,10.145507109783326,3.693291886190479,2.5824335533587472,0.0,1.040633118215885,0.5309352643958597
2024-05-21,0.0,81.9993625244757,0.0,0.0,10.144537613086566,3.692938958116497,2.582186778035198,0.0,1.0500895976473408,0.530884528638696
2024-05-22,0.0,81.99500953627687,0.0,0.0,10.143999083869353,3.692742916108257,2.582049701011354,0.0,1.0553424164375973,0.5308563462965781
2024-05-23,0.0,81.95740143397542,0.0,0.0,10.139477694760139,3.691096984610632,2.5808988283327317,0.0,1.1005053256206623,0.5306197327004157
2024-05-24,0.0,81.95634019451002,0.0,0.0,10.139477694760139,3.691096984610632,2.5808988283327317,0.0,1.101566565086063,0.5306197327004157
2024-05-27,0.0,81.95547045071353,0.0,0.0,10.139370091763181,3.691057813648423,2.580871439106468,0.0,1.1026161031542254,0.5306141016141604
2024-05-28,0.0,81.9546007253768,0.0,0.0,10.139262491050028,3.6910186435175913,2.5808440504615233,0.0,1.103665618946636,0.5306084706474212
2024-05-29,0.0,81.95373101849921,0.0,0.0,10.139154892620603,3.690979474218112,2.5808166623978783,0.0,1.1047151124640044,0.5306028398001943
2024-05-30,0.0,81.95286133008017,0.0,0.0,10.139047296474835,3.690940305749956,2.580789274915514,0.0,1.1057645837070396,0.5305972090724759
2024-05-31,0.0,81.94938276097791,0.0,0.0,10.138616934726882,3.690783640190054,2.5806797307985008,0.0,1.1099622459500291,0.5305746873566105
2024-06-03,0.0,81.94851316484288,0.0,0.0,10.138509349998309,3.6907444758781263,2.5806523462222652,0.0,1.111011605832034,0.5305690572263774
2024-06-05,0.0,81.9546007253768,0.0,0.0,10.139262491050028,3.6910186435175913,2.5808440504615233,0.0,1.103665618946636,0.5306084706474212
2024-06-07,0.0,81.92832582750688,0.0,0.0,10.1361430634959,3.6898830712538744,2.5800500325483844,0.0,1.1351527806105761,0.5304452245843815
2024-06-11,0.0,81.9257184011411,0.0,0.0,10.135820473641852,3.689765638140119,2.5799679206485986,0.0,1.138299223634843,0.5304283427934964
2024-06-12,0.0,81.90399630062814,0.0,0.0,10.13313302316346,3.6887873194677274,2.579283858017398,0.0,1.164511795743528,0.5302877029797487
2024-06-13,0.0,81.90081457441026,0.0,0.0,10.13313302316346,3.6887873194677274,2.579283858017398,0.0,1.1676935219614066,0.5302877029797487
2024-06-14,0.0,81.89907737146565,0.0,0.0,10.13291808868915,3.688709076385204,2.5792291486773693,0.0,1.1697898597662173,0.5302764550164176
2024-06-18,0.0,81.89820879762897,0.0,0.0,10.132810624871201,3.688669956088644,2.579201794877678,0.0,1.170837995319819,0.5302708312136861
2024-06-21,0.0,81.87370402793825,0.0,0.0,10.12990996315201,3.687614021646319,2.5784634615376563,0.0,1.2001894921088045,0.5301190336169631
2024-06-24,0.0,81.87177575413816,0.0,0.0,10.129802563129099,3.6875749245732106,2.5784361239763305,0.0,1.2022972210304537,0.5301134131527574
2024-06-25,0.0,81.83706941158759,0.0,0.0,10.125508428862593,3.6860117211696664,2.577343096659662,0.0,1.2441786494503286,0.5298886922701571
2024-07-02,0.0,70.04906850119191,14.399695852008138,0.0,8.671542379734069,3.155070060657018,2.2060966311120542,0.0,1.064964276821063,0.45356229847575086
2024-07-03,0.0,68.47445670041836,14.076009449015697,0.0,8.476617404224866,3.0841481960829973,2.1565064529223656,0.0,3.288894988433868,0.44336680890184255
2024-07-04,0.0,68.4004853605019,14.075385393145115,0.0,8.476241595806085,3.08578484986042,2.1564108448228705,0.0,3.3623448035029777,0.4433471523606247
2024-07-10,62.271796940878744,25.80080068374413,5.309401341134242,0.0,3.1973382781027126,1.163994431603961,0.829478232396875,0.0,1.2599543185115718,0.1672357736277637
2024-07-12,62.260797782860436,25.79565587089519,5.308549072995621,0.0,3.1968250395344193,1.1638075865523536,0.8447283055306157,0.0,1.262427412785591,0.16720892884577362
2024-07-15,62.25450781197884,25.78897987898634,5.30806979239694,0.0,3.196536415242214,1.163702512569018,0.8911319249338414,0.0,1.2298778314499146,0.16719383244289215
2024-07-16,62.25284248536834,25.788290016099953,5.307927799950347,0.0,3.196450906941839,1.1636713831804966,0.8911080868896545,0.0,1.2325199616112499,0.16718935995811854
2024-07-18,62.24876146763676,25.786403600947118,5.307608344719205,0.0,3.1962585299913986,1.1636013481452252,0.9168000678052483,0.0,1.213387343012851,0.16717929774219495
2024-07-19,62.24855333424812,25.786317382178492,5.307590598333826,0.0,3.196247843062002,1.1635974575571089,0.9167970024156676,0.0,1.2137176434390695,0.16717873876571204
2024-07-22,62.247802716404635,25.786144946370896,5.307555105919085,0.0,3.1962264694176032,1.163589676458927,0.916790871698002,0.0,1.214712592906894,0.16717762082396007
2024-07-24,62.247802716404635,25.78581059112925,5.307555105919085,0.0,3.1962264694176032,1.163589676458927,0.916790871698002,0.0,1.2150469481485418,0.16717762082396007
2024-07-31,62.24301612230444,25.78382777079732,5.307146977264774,0.0,3.1959806930513106,1.1635002013090048,0.9167203743376764,0.0,1.2226430953670957,0.16716476556837515
2024-08-06,62.21160936323803,25.770817693248766,5.304469081866559,0.0,3.1943680559739183,1.162913119050259,0.9162578129497204,0.0,1.272484456579807,0.16708041709293683
2024-08-07,62.21160936323803,25.770817693248766,5.304469081866559,0.0,3.1943680559739183,1.162913119050259,0.9663819380776015,0.0,1.222360331451926,0.16708041709293683
2024-08-08,62.21106731738234,25.7607067860305,5.304451356467657,0.0,3.1943573816826443,1.162909233063065,0.9663787088184467,0.0,1.233049357777854,0.16707985877748702
2024-08-12,62.211171259719436,25.76074982705493,5.3044602191523005,0.0,3.1938614784055597,1.1629111760534157,0.9663803234453264,0.0,1.2333855782342913,0.16708013793474552
2024-08-23,61.9895267798628,25.66897004087638,5.285561614570724,0.0,3.182482464768926,1.1587679838016616,0.9629373266362885,0.0,1.5852689206861041,0.16648486879711236
2024-08-26,62.00191363641112,25.654117083400813,5.286617784812666,0.0,3.18311839402676,1.1589995308634595,0.9631297424708604,0.0,1.5855856919171665,0.16651813609716096
2024-08-27,61.99497369615986,25.647387364845038,5.286054441495605,0.0,3.1827792001323503,1.158876027582768,0.9630271111239449,0.0,1.6004017667776163,0.16650039188281485
2024-08-29,61.994640695376106,25.646721363277504,5.286054441495605,0.0,3.1827792001323503,1.158876027582768,0.9963271895005079,0.0,1.5681006907523503,0.16650039188281485
2024-09-03,61.993275504125776,25.64596135623213,5.2859664299474,0.0,3.1827262076162683,1.158856732572757,0.9963106008899594,0.0,1.5704055489247786,0.16649761969092225
2024-09-13,61.993275504125776,25.64596135623213,5.2859664299474,0.0,3.1827262076162683,1.158856732572757,0.9963106008899594,0.0,1.5704055489247786,0.16649761969092225
2024-09-16,62.22118845912705,25.74024653134211,5.305399831704121,0.0,3.1944272272678194,1.16311716985722,0.999973451276576,0.0,1.2085375955299296,0.1671097338951783
2024-09-17,62.32534016923312,25.783332990491825,5.314280511725709,0.0,3.199774361688884,1.1650641053834347,1.0016473014165415,0.0,1.0431711020875212,0.1673894579729655
2024-09-20,62.32534016923312,25.78299821157588,5.314280511725709,0.0,3.199774361688884,1.1650641053834347,1.0016473014165415,0.0,1.043505881003467,0.1673894579729655
2024-09-23,62.324922867830836,25.782825580647923,5.314244929782576,0.0,3.199752937492489,1.165056304657701,1.0016405948534912,0.0,1.0441684475237405,0.16738833721124405
2024-09-24,62.29956036359261,25.77247195370515,5.312110884803163,0.0,3.1984680105119225,1.3924798162249237,1.0012383653531827,0.0,0.856349486847127,0.16732111896192398
2024-09-25,62.29935188364725,25.77205106729878,5.312093108295905,0.0,3.198457307122811,1.3924751564148978,1.0012350147979223,0.0,0.8570159033857762,0.16732055903666074
2024-09-27,62.40062869199399,25.81394734707902,5.320728701113206,0.0,3.203656872413694,1.3940684604258493,1.0028626703615486,0.0,0.5171906504861834,0.3469166061265067
2024-10-02,61.73453716015067,25.538398012212387,5.263932921882508,0.0,3.1694596414181637,1.3791875655412333,0.9921576767367758,1.0153812905886506,0.5637322645332155,0.34321346693639887
2024-10-03,59.46583182788553,24.586781725722517,5.070486704612257,3.7020877476663765,3.053303418015439,1.3285032917445407,0.9556965074269415,0.9499576325763419,0.5567505560122946,0.33060058833776523
2024-10-04,59.568580041493334,24.6222246683785,5.079247760079015,3.708484410943416,2.9833854762826766,1.330478777320433,0.9573478104672075,0.9515990196847041,0.4674802178074488,0.3311718175432645
2024-10-07,59.57868372643783,24.626400950581445,5.080109273297681,3.709113423051539,2.983891501218966,1.330704445590216,1.0215155988853184,0.9517604245172802,0.3865926673896685,0.3312279890300554
2024-10-08,59.57512253884851,24.61354088727154,5.079832907034368,3.7089116412075294,2.98372917263508,1.3306320530893037,1.0534609900185683,0.9517086471916474,0.3718511930183908,0.3312099696850555
2024-10-09,59.57728101871087,24.599203782590575,5.080044243236275,3.709065942995365,2.983853304669027,1.3306874113519438,1.0535048171381927,0.9517482411102862,0.3833874891896849,0.33122374900778284
2024-10-10,59.591965531909274,24.601425733206874,5.081296364438566,3.709980147652953,2.98458876007225,1.331015397062618,1.0329578647231348,0.9519828264986955,0.3834819859265088,0.33130538850912905
2024-10-15,59.59864270390587,24.60418227848132,5.081865714509303,3.710395844220916,2.9849231778467304,1.3311645349314056,1.0218687865826042,0.9520894944532359,0.38352495438970297,0.331342510678917
2024-10-18,59.73537605343915,24.660630078344454,5.093524713598853,3.71890836780967,2.991771295952947,1.3342185404822597,1.0242131947038953,0.9542738124129386,0.44376620126667593,0.04331774198915491
2024-10-21,59.633961199449125,24.618762857211365,5.084877257112396,3.7125946459577093,2.9866920603442315,1.3319533906261216,1.0224743518530084,0.9526537081171895,0.6127863293975063,0.043244199931345186
2024-10-30,59.612001537895544,24.605854709250004,5.083004797504452,3.711227516887778,2.9855922382715274,1.331462910955226,1.0220978350115593,0.9523029020900995,0.4822354305809314,0.21422012155288386
2024-10-31,59.611810655244945,24.605775919230446,5.082988521294902,3.711215633224638,2.9855826781536763,1.331458647498824,1.022094562168191,0.9522998527359857,0.4825540948463788,0.2142194356020089
2024-11-05,59.60703898624288,24.603806332718396,5.0825816499300105,3.71091856637828,2.973496931777149,1.3313520699618229,1.0668383388611264,0.9522236252294224,0.4575412106431892,0.21420228825772816
2024-11-08,59.606466437296426,24.603570003525835,5.082532829743362,3.710882921552574,2.973788549892085,1.331339281803948,1.0668280914611996,0.9522144787486932,0.4581771752149899,0.2142002307608863
2024-11-11,59.43430842723632,24.532640672348684,5.06788045798398,3.700184862544685,2.96425768121224,1.327501180064457,1.063752545798619,0.9494693512690158,0.4581333285376724,0.5018714930043352
2024-11-12,59.44683443437645,24.497576201022873,5.0689485331157,3.7009646906142724,2.9648824098220716,1.3277809560002767,1.0639767357040224,0.9496694555553792,0.47738931945369606,0.5019772643352577
2024-11-13,59.43582644998229,24.493039896624474,5.0680098976630585,3.7002793696557172,2.9643333918700074,1.327535086019451,1.0637797153006012,0.9494936018426319,0.4958182796441181,0.501884311397652
2024-11-18,59.43544693702607,24.492883502299147,5.067977537123411,3.70025574242537,2.9649529894240834,1.327526609368329,1.0637729227949926,0.9494875390830934,0.49581511371756687,0.5018811067379363
2024-11-22,59.435127674235524,24.489371611603143,5.067977537123411,3.70025574242537,2.9649529894240834,1.327526609368329,1.0637729227949926,0.9494875390830934,0.499646267204116,0.5018811067379363
2024-11-25,59.435127674235524,24.48873308602205,5.067977537123411,3.70025574242537,2.9649529894240834,1.327526609368329,1.0637729227949926,0.9494875390830934,0.5002847927852075,0.5018811067379363
2024-11-28,59.43057392122581,24.486856827883837,5.067589242879485,3.6999722391944836,2.964725823030612,1.327424897997807,1.0636914194931844,0.9494147920072816,0.5079081822742385,0.5018426540132639
2024-11-29,59.42127884182591,24.482707838365556,5.066796660185584,3.6993935549672994,2.9642621330457146,1.327217285669502,1.0635250556917129,0.9492663013350086,0.5237881642537825,0.5017641646599305
2024-12-03,59.40288695076309,24.471939130045616,5.06522840090157,3.6982485300774353,2.9633446437675426,1.3268064894663487,1.063195876694759,0.9489724873555041,0.5577686307657771,0.5016088601623578
2024-12-04,59.347211940098234,24.449002947277528,5.0604810450117155,3.69478236812938,2.961204847298797,1.3255629477928192,1.0621994025364763,0.9480830684052439,0.6503327032773024,0.5011387301725095
2024-12-05,59.34342831537685,24.447444224484315,5.060158418883915,3.694546810814198,2.961016058516661,1.3254784377952127,1.062131683029745,0.9480226242762229,0.6566666462706856,0.5011067805521932
2024-12-09,59.34342831537685,24.447444224484315,5.060158418883915,3.694546810814198,2.961016058516661,1.3573554594588382,1.062131683029745,0.9480226242762229,0.6247896246070601,0.5011067805521932
2024-12-11,59.33964517306747,24.44237945158274,5.059835833890932,3.6943112835325627,2.960827293805088,1.357268928076791,1.0620639721572476,0.9479621878538258,0.6346310410278975,0.501074835005452
2024-12-12,59.342293322034976,24.440282599884213,5.0600616390672215,3.6944761494764458,2.9609594265759895,1.3573294988857338,1.0621113688614763,0.9480044925403753,0.6333843062130887,0.5010971964604808
2024-12-13,59.34494170737079,24.440417009447028,5.0602874643984155,3.694641030135923,2.9610915711407904,1.357390075101102,1.062158769796237,0.9480468010029539,0.6299060116953049,0.5011195599114471
2024-12-17,59.337942916390574,24.436578429149222,5.059690684062228,3.694205306052742,2.960742357536674,1.3699796226009742,1.062033505081103,0.9479349939776406,0.6298317243106314,0.5010604608382149
2024-12-18,59.337942916390574,24.435303466144546,5.059690684062228,3.694205306052742,2.960742357536674,1.3699796226009742,1.062033505081103,0.9479349939776406,0.6311066873153087,0.5010604608382149
2024-12-19,59.338699462856184,24.43306505267552,5.059755194069079,3.694252406404223,2.9607801063876797,1.369997089557031,1.0620470457880289,0.9479470799522138,0.632389713054873,0.5010668492551715
2024-12-20,59.33907774332339,24.432583318230446,5.059787449689376,3.694275957030356,2.960798981174153,1.3700058232020857,1.0620538162709736,0.9479531230550715,0.6323937444994155,0.5010700435247385
2024-12-23,59.33832118721194,24.43227180984624,5.059722938860032,3.6942288560783534,2.9607612318418552,1.4350118837748365,1.062040275391406,0.947941036926404,0.5686371250426042,0.5010636550263305
2024-12-27,59.343995828329035,24.421857385759864,5.0602068101805475,3.6945821424966954,2.961044375299371,1.4351491168019304,1.0621418404052818,0.9480316904042427,0.5718792375874955,0.5011115727355311
2024-12-30,59.35440215644441,24.406691326965337,5.061094148009141,3.6952300097912274,2.961563612315744,1.4354007788680834,1.0623280933924972,0.9481979334874124,0.5738924950495435,0.5011994456766014
2025-01-03,59.354780637146106,24.406846959257535,5.061126420703245,3.6952535728833698,2.9615824970931723,1.4347722694851124,1.062334867459249,0.9482039797890545,0.573896154546166,0.5012026416369851
2025-01-07,59.3545913961919,24.406769142863336,5.061110284304745,3.6952417912997353,2.961573054674353,1.4347676949980965,1.0623314804150743,0.9482009566285948,0.5742131549724611,0.5012010436516984
2025-01-08,59.380339248408845,24.417356729606013,5.06330577949035,3.6968447766343178,2.9628577766065183,1.4353900931261514,1.0627923167770086,0.9486122834952944,0.5310825326226177,0.5014184632328859
2025-01-09,59.52066848455748,24.47506049253502,5.075271521711029,3.7055812609695615,2.9701314467987867,1.202187756632584,1.0653039365468797,0.950854069898488,0.5323376013385953,0.5026034290115747
2025-01-10,59.530185047895515,24.47897372921918,5.076082990132399,3.7061737341334577,2.9706063313179865,1.1867110737482893,1.0654742644790842,0.9510060988190597,0.532102941639178,0.502683788615858
2025-01-20,59.53037541020244,24.479052006716664,5.076099222147592,3.7061855855292043,2.969336732857377,1.1867148685468016,1.0654776715932868,0.9510091398933437,0.5330639664432428,0.5026853960700526
2025-01-21,59.52847184191711,24.478269254269133,5.075936906667035,3.709904245379296,2.968602255699484,1.1866769216537756,1.0654436014317872,0.9509787300256873,0.5330469209659788,0.502669321990713
2025-02-04,59.528281491784185,24.477871218600377,5.075920675689908,3.709892382471608,2.968592763202591,1.1866731270979471,1.0654401945354754,0.9509756891458854,0.5336847428327111,0.502667714639318
2025-02-05,59.52885254583502,24.477146735774934,5.075969368932698,3.7099279714222737,2.9686212408753923,1.1866845108382345,1.0654504152897752,0.9509848118436338,0.5336898624636937,0.5026725367243418
2025-02-06,59.53195931558327,24.475038039463495,5.076261548009349,3.7101415194660743,2.9684723337357934,1.1867528178667943,1.0655117439338093,0.9510395517059218,0.5321216590580544,0.5027014711774408
2025-02-10,59.53348234709269,24.4743850234736,5.0763914161738874,3.709596851935057,2.9679086917656274,1.1867831790703613,1.0655390033752647,0.9510638825564534,0.5321352725534426,0.5027143320036129
2025-02-11,59.533162554260635,24.473745437809473,5.0763914161738874,3.700322859805219,2.9679086917656274,1.1867831790703613,1.0655390033752647,0.9510638825564534,0.5423686431794704,0.5027143320036129
2025-02-12,59.53411448341438,24.474136770484982,5.076472587151164,3.700382027587635,2.9679561483207326,1.1868021556114832,1.065556041234472,0.9510790899702382,0.540778325870771,0.5027223703541407
2025-02-14,59.53430487289825,24.473895239553627,5.0764888216581205,3.7003938613711798,2.9679656398138725,1.1868059509925317,1.0655594488716977,0.9510821315113551,0.5407800552742775,0.5027239780550942
2025-02-17,59.5396362728879,24.476086919209678,5.076943430013909,3.70072523804277,2.9682314262711964,1.1753984376744435,1.0656548715636536,0.951167302561507,0.5433871039179557,0.5027689978569904
2025-02-18,59.53944584930315,24.475368985009244,5.076927192599171,3.7007134021396624,2.968221933078024,1.1753946784377733,1.0656514633160818,0.9511642604756163,0.5443448457732007,0.5027673898680797
2025-02-19,59.507662188340916,24.46230341446776,5.074217000552239,3.698737867795764,2.9666374211929054,1.1747672230521315,1.065082591632263,0.9506565049541615,0.5443739165894206,0.5555618714224387
2025-02-20,59.49339912843424,24.456440181293658,5.073000789758589,3.697851337929736,2.9652872059311566,1.174485649643555,1.0648273079217059,0.9504286473946102,0.5688510397990606,0.5554287118936895
2025-03-10,59.49054733688558,24.45526787192083,5.072757617558134,3.6976740829510626,2.9651450661119982,1.1744293511583657,1.0647762658638977,0.9503830889894097,0.5736172309132449,0.5554020876474761
2025-03-11,59.47477236417629,24.448463645155165,5.0714124859942125,3.696693579150752,2.9643588053598133,1.1645335550395304,1.064493921570772,0.9501310780740071,0.6098857525364088,0.5552548129430479
2025-03-12,59.47439234757562,24.436806253698517,5.071380081987322,3.6966699589690877,2.964339864462495,1.1645261142025947,1.0644871199413513,0.950125007170864,0.6220219868734608,0.5552512651186825
2025-03-17,59.47249233741394,24.436025578547945,5.071218068164074,3.6965518625882896,2.964245163606499,1.1644889114441772,1.0644531130979848,0.9500946538188205,0.6251967846413692,0.5552335266769033
2025-03-19,59.47059244864646,24.435244953275756,5.071056064692108,3.6996283410104134,2.964150468801068,1.164451711062694,1.0644191084273615,0.9500643024060935,0.6251768123095915,0.5552157893684568
2025-03-20,59.47154237785664,24.434996336020408,5.071137065134243,3.698729050026727,2.9641978154474993,1.164470310956333,1.0644361104910933,0.9500794778700541,0.6251867983159705,0.5552246578810203
2025-03-26,59.47249233741394,24.435386644685256,5.071218068164074,3.698788131107702,2.962647828949776,1.1644889114441772,1.0644531130979848,0.9500946538188205,0.6251967846413692,0.5552335266769033
2025-03-31,59.47211234994928,24.43523051972304,5.07118566664161,3.6994034282291706,2.96262889971051,1.164481471177733,1.0644463119900476,0.9500885833811358,0.6251927900729263,0.5552299791245507
2025-04-02,59.471732367340294,24.435074396755866,5.07115326553319,3.7000187174880566,2.9626099707131317,1.1644740310063646,1.0644395109690181,0.9500825130210222,0.6251887955555281,0.5552264316175307
2025-04-10,59.4733128558879,24.43585503154256,5.071315275215806,3.6972616656213,2.962704618118946,1.164511232813981,1.0644735169432624,0.9501128655973168,0.6252087686529754,0.5552441696059639
2025-04-24,59.43457785372127,24.419939945394866,5.0680123247201925,3.694853637015673,2.9607750069321606,1.1637527859920358,1.0637802247420187,0.9494940565527185,0.6254400997938048,0.6193740651352636
2025-04-25,59.43290319148253,24.420563675860713,5.068141771135511,3.6949480104164842,2.9608506306060303,1.1573970476592756,1.0638073956579432,0.9495183083883715,0.6324800836978359,0.6193898850953062
