date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,DBS BANK LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,MERRILL LYNCH FAR EAST LTD,UBS SECURITIES HONG KONG LTD,HANG SENG SECURITIES LTD
2024-03-01,53.09164110307574,16.590479151543796,0.0,8.662937919784236,2.9877234253654334,4.72285285000519,8.081155213516741,2.3265758677106754,1.4707143392432072,2.0659201297549794
2024-03-04,40.84391902986897,21.390063915558866,0.0,17.614909754820356,2.9660925883658034,4.67620642617582,4.492045249327679,4.010176087947846,1.9666922967861378,2.0398946511485225
2024-03-05,30.47492615898128,17.984503299023185,15.03064250562878,14.454251921753835,2.9555350298993166,4.116822764163156,3.942218653404573,3.84038398431782,5.450357614071101,1.750358068756952
2024-03-06,34.43450320267172,21.461632253192423,15.90825761477081,8.077245401061534,3.1800510136090567,4.246080999924084,4.7877873690583295,2.413000730394603,3.6365654064365254,1.854876008880911
2024-03-07,35.55727984254316,22.111547277243755,16.072395730497195,8.764978339538946,3.3691795558961637,4.090845948116348,4.925959151437488,1.6970009372802641,1.5264194411124994,1.8843937763341805
2024-03-08,36.68099818401308,21.295824545099542,16.176347555361716,8.836708863129648,3.1817095888013553,4.119074568044569,4.942458863709629,1.3787322774955573,1.4809830381947164,1.9071625161501848
2024-03-11,35.19316411296178,21.234582173629864,16.134028740868107,8.92188413017934,3.269590452849985,4.122510666137219,4.930233662392528,2.7714618549711973,1.519196459083342,1.9033477469266398
2024-03-12,35.22068816249767,23.060384401760135,16.216985117559517,9.001250949674324,3.1428880250601807,4.064206802602705,4.92578026161268,0.994953701764782,1.46682625541475,1.90603632205325
2024-03-13,33.345465487260206,25.68546579182142,16.060164214350248,8.117274779714618,3.2122578116752156,4.017031348728094,4.851693930933537,0.9932062446282395,1.814126723733288,1.9033136671551307
2024-03-14,32.92338749574078,26.20178194536947,16.003092532161347,7.937423975669741,3.0118447220640157,3.9819627155349666,4.878204539537599,1.3824987740255434,1.8328410883561181,1.8469622115404236
