date,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,PHILLIP SECURITIES (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,IFAST SECURITIES (HK) LTD,DBS BANK LTD,BNP PARIBAS
2024-04-12,95.64335020134868,1.0142706512043362,0.0,0.0,0.0,0.8302725270728148,1.6757515106854248,0.0,0.0,0.8363551096887331
2024-04-15,95.64354893989983,1.0142243829273343,0.0,0.0,0.0,0.8302346522913413,1.6756750674451613,0.0,0.0,0.8363169574363328
2024-04-17,95.73114849302694,0.9237764223645816,0.0,0.0,0.0,0.8309422184696236,1.6771031588892402,0.0,0.0,0.8370297072496208
2024-04-18,95.727832629733,0.9244939728171357,0.0,0.0,0.0,0.8315876592391368,1.6784058616877817,0.0,0.0,0.8376798765229401
2024-04-19,95.82764896253943,0.8204403721322331,0.0,0.0,0.0,0.832640228966913,1.6805302789771763,0.0,0.0,0.8387401573842532
2024-04-22,95.82803069325139,0.8203653095872648,0.0,0.0,0.0,0.8325640502502724,1.6803765263293045,0.0,0.0,0.8386634205817762
2024-04-23,95.82764896253943,0.8204403721322331,0.0,0.0,0.0,0.832640228966913,1.6805302789771763,0.0,0.0,0.8387401573842532
2024-04-24,95.82401903368167,0.8211541520026545,0.0,0.0,0.0,0.833364622664404,1.681992333655995,0.0,0.0,0.8394698579952788
2024-04-25,95.82395529434247,0.8211666855423074,0.0,0.0,0.0,0.8333773425763937,1.6820180064453953,0.0,0.0,0.8394826710934368
2024-04-26,95.79214413463673,0.8214174367073437,0.0,0.0,0.0,0.8336318223832893,1.6825316268615105,0.0,0.0,0.8702749794111262
2024-04-29,95.79073025942603,0.8216934399233657,0.0,0.0,0.0,0.8339119297363525,1.6830969717389386,0.0,0.0,0.870567399175313
2024-04-30,95.78815714147298,0.8221957394366951,0.0,0.0,0.0,0.8344216983874266,1.6841258454632677,0.0,0.0,0.8710995752396212
2024-05-03,95.786740585215,0.8224722660211635,0.0,0.0,0.0,0.8347023368913667,1.6846922623704872,0.0,0.0,0.8713925495019762
2024-05-06,95.78667617365376,0.8224848398310145,0.0,0.0,0.0,0.8347150976723678,1.6847180176464274,0.0,0.0,0.8714058711964281
2024-05-09,94.34435641757442,2.3158625744863017,0.0,0.0,0.0,0.8221462715666584,1.6593501671546842,0.0,0.0,0.85828456921794
2024-05-10,94.33334932547848,2.320369738395662,0.0,0.0,0.0,0.8237463440598385,1.6625796174980623,0.0,0.0,0.8599549745679631
2024-05-13,94.3324942728919,2.320719863762578,0.0,0.0,0.0,0.8238706408415915,1.6628304875594024,0.0,0.0,0.8600847349445184
2024-05-14,94.33220722114535,2.3214554710728237,0.0,0.0,0.0,0.8241317862196109,1.6633575611978226,0.0,0.0,0.8588479603643929
2024-05-16,93.48537028078279,3.4974062648748223,0.0,0.0,0.0,0.8167595468869344,1.6484780598340691,0.0,0.0,0.5519858476213898
2024-05-17,93.25678790322364,3.4887430586995194,0.0,0.0,0.0,0.814736402929828,1.6443947180012277,0.0,0.0,0.7953379171457844
2024-05-20,92.67731599498634,3.461470926753321,0.0,0.0,0.0,0.8083674619364043,1.6315401887434386,0.8142895678846563,0.0,0.6070158596958347
2024-05-21,92.67753281711865,3.4613684338003665,0.0,0.0,0.0,0.808343526456373,1.631491879404621,0.8142654570531229,0.0,0.6069978861668734
2024-05-22,92.46094628346665,3.454106915393882,0.20535537264317777,0.0,0.0,0.8066477227566551,1.628069213329366,0.8125572298830773,0.0,0.6323172625271948
2024-05-23,92.46240144135322,3.4561493293030314,0.205476799304158,0.0,0.0,0.8071246936695703,1.6290318908862023,0.813037695088395,0.0,0.6267781503954172
2024-05-24,92.44786526423445,3.459422220262508,0.21306963204354196,0.0,0.0,0.80788902149843,1.6305745452221059,0.8138076223885283,0.0,0.6273716943504292
2024-05-27,92.00383485944987,3.444184616544991,0.30051910255567926,0.0,0.3358742910916415,0.8043305391931415,1.6233924069429342,0.7748678820798396,0.0,0.7129963021419057
2024-05-28,91.90500141710301,3.4404847640089384,0.30019627538829063,0.0,0.33551348425750127,0.8034665017745426,1.6216485072445896,0.7740354943835337,0.0,0.8196535558395975
2024-05-29,91.82392729661485,3.4374497357515654,0.2999314568405985,0.0,0.33521751058655125,0.7733526779321315,1.6202179678349977,0.7733526779321315,0.0,0.9365506765071628
2024-05-30,92.07697458437876,3.4316475401486612,0.29942519169817233,0.0,0.3346516848391338,0.7720473080060719,1.6174831433891468,0.7720473080060719,0.0,0.6957232395339887
2024-05-31,92.48998590986743,3.4509459400019544,0.30110905550059824,0.0,0.3365336502653745,0.7763890352613464,1.6265793096159769,0.7763890352613464,0.0,0.24206806422597113
2024-06-03,92.4732260631291,3.4566092053435806,0.3060385395663478,0.0,0.33708592763829615,0.7776631488497534,1.6292486502517647,0.7776631488497534,0.0,0.24246531637140603
2024-06-04,91.8125098509639,3.4311439269486272,0.3037839148324918,0.0,0.3346025728589765,0.7719340058062352,1.617245768818386,0.7719340058062352,0.0,0.9568459539651433
2024-06-05,91.79685972203721,3.43770245023786,0.3043645881947122,0.0,0.3352421551130163,0.7734095332870463,1.6203370830462454,0.7734095332870463,0.0,0.9586749347968712
2024-06-06,91.8186745370508,3.437803546436962,0.3043735389702529,0.0,0.3352520139382495,0.7734322777698213,1.6203847340348725,0.7734322777698213,0.0,0.9366470740292322
2024-06-07,91.82756230175241,3.447079079650527,0.3051947688142254,0.0,0.336156556954799,0.7755190743781768,1.6247566919481953,0.7755190743781768,0.0,0.9082124521234922
2024-06-11,91.65287741044683,3.44007978395475,0.43699901447158285,0.0,0.33547399090747776,0.7739443825321636,1.6214576227194757,0.7739443825321636,0.0,0.9652234124355501
2024-06-12,91.8657752345097,3.4577850003120587,0.4392481373364762,0.0,0.33720059027850696,0.777927677572345,1.6298028530127837,0.777927677572345,0.0,0.7143328294057845
2024-06-13,91.83014564585625,3.481159008563532,0.4422173761947686,0.0,0.33948000596770117,0.7831863295570649,1.6408200288438888,0.7831863295570649,0.0,0.6998052754597348
2024-06-14,91.88647806964065,3.4851027509057837,0.4427183562955594,0.0,0.3398645967521466,0.7840735872439873,1.642678884302042,0.7840735872439873,0.0,0.6350101676158528
2024-06-17,91.92503901478003,3.4942178018590195,0.4438762562669498,0.0,0.34075348965947666,0.7861242787758103,1.646975200020804,0.7861242787758103,0.0,0.5768896798620965
2024-06-18,91.8738505775488,3.4963079406865862,0.44414177005300093,0.0,0.340957318424526,0.7865945153127222,1.6479603723852088,0.7865945153127222,0.0,0.6235929902764357
2024-06-19,91.77697715043035,3.4948968228129167,0.443962513419776,0.0,0.3408197072717472,0.7862770439690309,1.6472952518134447,0.7862770439690309,0.0,0.723494466313709
2024-06-20,91.86790127119673,3.5033806574427957,0.4450402289394826,0.0,0.34164704443839067,0.7881857253271646,1.6512940481188885,0.7881857253271646,0.0,0.6143652992093868
2024-06-21,91.8798488247656,3.5150737729490866,0.4465256247073904,0.0,0.3427873482602189,0.7908164262494524,1.6568055165910578,0.7908164262494524,0.0,0.5773260602277371
2024-06-24,91.81958201541912,3.5352712103419837,0.44909133852505095,0.0,0.34475698715054415,0.795360417724501,1.6663254378942969,0.795360417724501,0.0,0.5942521752200169
2024-06-25,91.15529824664674,4.3968228750116,0.44598920555957833,0.0,0.34237555174270656,0.7898664044590511,1.654815166756415,0.7898664044590511,0.0,0.42496614536485067
2024-06-26,91.13075886011548,4.416520077820049,0.4479871800247796,0.0,0.343909350322053,0.7934049046903504,1.6622285265565897,0.7934049046903504,0.0,0.41178619578035297
2024-06-27,91.06004058620763,4.421655601956764,0.44850809896897503,0.0,0.3443092476933546,0.7943274749416864,1.6641613638512138,0.7943274749416864,0.0,0.4726701514386841
2024-06-28,91.03664007576849,4.424261270760256,0.4487724034890015,0.0,0.3445121481329708,0.7947955698155379,1.665142049309359,0.7947955698155379,0.0,0.49108091290884
2024-07-02,91.04819062422762,4.42901281721216,0.44925437387705314,0.0,0.34488214560258623,0.7956491604691245,1.6669303704125,0.7956491604691245,0.0,0.4704313477298435
2024-07-03,91.01059502352112,4.432633508105452,0.4496216365803686,0.0,0.3451640846475557,0.7962995987921679,1.6682930757965193,0.7962995987921679,0.0,0.5010934737646532
2024-07-04,90.84796826408194,4.429280813680669,0.4492815579450678,0.0,0.34490301418005204,0.7956973046434535,1.6670312352035852,0.7956973046434535,0.0,0.6701405056217679
2024-07-05,90.92845105743676,4.468623032272066,0.4532722133144821,0.0,0.34796654759495593,0.802764929977837,1.6818383133756203,0.802764929977837,0.0,0.5143189760504392
2024-07-08,90.91819438303158,4.473675445236132,0.4537847019245666,0.0,0.3483599731946168,0.803672569738458,1.6837398704406477,0.803672569738458,0.0,0.514900486695552
2024-07-09,90.77597264115211,4.482647652565412,0.45469479262702445,0.0,0.3490586286833723,0.8052843802081309,1.687116705302966,0.8052843802081309,0.0,0.6399408192528492
2024-07-10,90.74397490520485,4.4974512906671436,0.4577324059490467,0.0,0.35021137099457267,0.8079437769436194,1.6926882931404343,0.8079437769436194,0.0,0.6420541801567166
2024-07-11,90.76476091351292,4.44522841362912,0.4802324324973287,0.0,0.3509390852865094,0.809622626582035,1.6962055788847956,0.809622626582035,0.0,0.6433883230252674
2024-07-12,90.75786721150067,4.448546582197681,0.4805909050019655,0.0,0.3512010459629748,0.8102269744584419,1.697471722154378,0.8102269744584419,0.0,0.6438685842654538
2024-07-15,90.55517800491722,4.497385972266951,0.5076689151520173,0.0,0.35505678728423296,0.8191222373311688,1.7161078052071257,0.8191222373311688,0.0,0.7303580405101107
2024-07-16,90.76066901560151,4.508056746569163,0.5088734416141092,0.0,0.3558992168344076,0.7898465075360098,1.7201795480329698,0.8210657370828875,0.0,0.5354097867289553
2024-07-17,90.83498784466204,4.519131825954589,0.5101236063923809,0.0,0.3567735652069412,0.791786947345229,1.7244055651668824,0.8230828741177679,0.0,0.43970777115416876
2024-07-18,90.7380132330282,4.544447465683757,0.5129812582454657,0.0,0.3587721683434545,0.7962224437797718,1.7340654803266968,0.827693686616917,0.0,0.4878042639757495
2024-07-19,90.78273255535713,4.546450620004887,0.5132073760808841,0.0,0.3589303121056489,0.7965734119537647,1.7348298418439698,0.8280585270507516,0.0,0.4392173556029651
2024-07-22,90.66080470635028,4.543732481142252,0.6246058846999563,0.0,0.3587157221954409,0.7960971729425136,1.7337926572779643,0.8275634643631662,0.0,0.45468791102843165
2024-07-23,90.64991884835227,4.549028700464731,0.6253339314697017,0.0,0.35913384477353144,0.7970251116465216,1.7358135830720687,0.828528080486305,0.0,0.45521789973487103
2024-07-24,90.76713104963507,4.555702294319822,0.626251319544657,0.0,0.35966070744630174,0.7981943770518801,1.7383600859904584,0.8297435619155907,0.0,0.32495660409621996
2024-07-25,90.74669565497838,4.565785571232263,0.6276374209761801,0.0,0.3604567556235997,0.7999610453751818,1.7422076521807317,0.8315800590263748,0.0,0.32567584060728744
2024-07-26,90.86820845853451,4.590533328416418,0.6310393806722016,0.0,0.36241052592761197,0.804297044383209,1.7516508753167914,0.836087441394403,0.0,0.15577294535485076
2024-07-29,90.62286756412229,4.608774417088978,0.625567718663047,0.0,0.36385061187544565,0.8074930246007698,1.7586112907313205,0.8394097449407211,0.0,0.37342562797743106
2024-07-30,90.61942449626501,4.6104666532992935,0.6257974127746964,0.0,0.36398420947099686,0.8077895175101947,1.7592570124431515,0.8397179569374752,0.0,0.373562741299181
2024-07-31,89.85965419218783,4.575116183871511,0.6209991496113686,0.0,0.3611933829372246,0.8015958410799809,1.7457680175299188,0.8380320156745255,0.0,1.1976412171076394
2024-08-01,90.06642719320322,4.588636958737858,0.6228343794408727,0.0,0.36226081253193615,0.8039647857068408,1.7509272605710249,0.8405086396026061,0.0,0.9644399702056371
2024-08-02,90.04634214218255,4.597914890175428,0.6240937108548364,0.0,0.36299328080332327,0.8055903512564979,1.754467523882729,0.8422080944954298,0.0,0.9663900063491982
2024-08-05,90.00705459694693,4.6219773100604185,0.6369622470235619,0.0,0.36489294553108564,0.8098062738540761,1.7636492367335808,0.8466156499383524,0.0,0.9490417399119903
2024-08-06,90.00305480003868,4.6238273122178555,0.6372171988444275,0.0,0.3650389983329886,0.8101304085811062,1.7643551586094448,0.8469545180620656,0.0,0.9494216053134308
2024-08-07,89.21113032101898,4.5942576869503355,0.6331421604592221,0.0,0.3627045542329212,0.8049495808853427,1.7530720121257861,0.8415381981983128,0.8558554832338229,0.9433500028952732
2024-08-08,89.0035324977695,4.597914890175428,0.6336461656128186,0.0,0.36299328080332327,0.8055903512564979,1.754467523882729,0.8422080944954298,0.8565367766324031,1.1431104193718689
2024-08-09,88.97999651647307,4.6064220669309295,0.6380085965278296,0.0,0.3636649000208629,0.8070808746077044,1.7577136834341707,0.8437663689080546,0.8581215623299308,1.1452254307674543
2024-08-12,89.16832661325289,4.637786914888902,0.6359292307119131,0.0,0.36614107222807124,0.8125762392430002,1.769681849102344,0.8495115228449547,0.8639644599065891,0.8960820978213321
2024-08-13,89.16136438576994,4.64076792496611,0.6363379841712533,0.0,0.3663764151289034,0.8130985353299348,1.7708193397897,0.8500575596631137,0.8645197865760966,0.8966580686049479
2024-08-15,89.14426904315704,4.648087620958111,0.6373416543973033,0.0,0.366954285865114,0.8143810028409988,1.7736123816813845,0.8513983211519532,0.8658833587518918,0.8980723311962001
2024-08-16,89.01949524598464,4.785378985848858,0.6402061075662662,0.0,0.3686035164775472,0.8180411374457845,1.7815836629748112,0.8552248255115021,0.8697749643198263,0.8616915538707572
2024-08-19,88.90452234025227,4.782672764359005,0.6398440590155967,0.0,0.36839506428170715,0.8175785198532624,1.7805761440282515,0.8547411798465925,1.1924366554381574,0.6592332729251602
2024-08-20,88.90164945175539,4.782518215577825,0.6430548141216129,0.0,0.3683831598485622,0.8175521003656687,1.7805186059347173,0.8547135594731992,1.1923981226677145,0.6592119702553219
2024-08-22,88.88332884501848,4.790412959491232,0.6441163371207805,0.0,0.36899126850135167,0.8189016748319471,1.7834577977565331,0.8561244782333993,1.1943664743596383,0.6603001646866293
2024-08-23,88.7818408559836,4.834146319156873,0.6499967010217687,0.0,0.37235991917829964,0.8263777153693842,1.7997396093617817,0.8639403387952654,1.2052702647087068,0.6663282764243257
2024-08-26,87.81003706786865,5.725957305445596,0.7104728894575555,0.0,0.3698352027313303,0.8207746165879524,1.7875368132014298,0.8580825537055865,1.197098156209306,0.7202053947925906
2024-08-27,87.9126220857706,5.742724634889607,0.5661382926180122,0.0,0.37091819171524937,0.8231780921399833,1.7927712599570385,0.8687294490172945,1.2006036205519912,0.7223143733402224
2024-08-28,87.8808796491425,5.757805496437012,0.5676250177790595,0.0,0.37189225302765966,0.8253398247017358,1.7974792229670218,0.8710108031437291,1.2037565032211088,0.7242112295801792
2024-08-29,87.86781898981877,5.764010627986509,0.568236741795837,0.0,0.3722930377283071,0.8262292854847517,1.799416349020151,0.8719494831005087,1.2050537800153096,0.7249917050498611
2024-08-30,87.86345917875312,5.766081978331292,0.5684409429063144,0.0,0.3724268246627577,0.826526198593664,1.8000629858699955,0.8722628261838273,1.2054868271978736,0.7252522375011597
2024-09-02,87.60459391333335,5.779392878871129,0.5697531789935277,0.0,0.537008743419187,0.828434220030819,1.8042184001461712,0.8742764298348961,1.208269672693171,0.7940525626777613
2024-09-03,87.59829956978173,5.7823276342188,0.5700424976510318,0.0,0.5372814345676391,0.8288548960098335,1.805134575894934,0.8747203843265833,1.2088832277771882,0.7944557797722712
2024-09-04,87.59850271289919,5.782232918170102,0.5700331602048713,0.0,0.5372726337563154,0.8288413191484622,1.8051050073154256,0.8747060561764404,1.2088634259517097,0.7944427663774786
2024-09-05,87.59484511825778,5.783938281937662,0.5702012810522115,0.0,0.5374310924859924,0.829085770725342,1.8056373899986697,0.8749640347180485,1.209219958093483,0.7946770727308119
2024-09-09,87.78686494161678,5.798569839420682,0.5716437122148434,0.0,0.5387906253059443,0.831183098795146,1.8102050886803376,0.8771774204676045,1.2122789069383748,0.5732863665602884
2024-09-10,87.78164660347852,5.801047409511877,0.5718879599178848,0.0,0.539020835784673,0.8315382405702577,1.8109785397399687,0.8775522143567542,1.2127968805155143,0.5735313161245453
2024-09-11,87.77783038160129,5.8028592808268264,0.5720665806594152,0.0,0.5391891909663454,0.8317979592346669,1.8115441720881482,0.8778263048049647,1.2131756796742772,0.5737104501440687
2024-09-12,87.77300648203331,5.805149578805975,0.5722923664092009,0.0,0.5394020005236146,0.8321262569053323,1.8122591602958027,0.8781727691451531,1.213654501178133,0.5739368847034801
2024-09-13,87.76596479888794,5.8084928392637,0.5726219569585744,0.0,0.539712649087392,0.8326054891409156,1.8133028637021524,0.8786785201605711,1.214353460446632,0.5742674223521336
2024-09-16,87.6887830324771,5.845137309395536,0.5762344996231293,0.0,0.5431175743574322,0.8378582092221365,1.8247425821399095,0.8842219045941122,1.2220145423042226,0.5778903458864142
2024-09-19,87.68674414660774,5.8461053345628375,0.5763299309993959,0.0,0.5432075211718443,0.8379969686370525,1.8250447814980868,0.8843683423956247,1.2222169226366497,0.5779860514907734
2024-09-23,87.68654022087713,5.846202154714689,0.5763394758755558,0.0,0.543216517491903,0.8380108471064116,1.8250750069392598,0.8843829888435252,1.222237164356782,0.5779956237947383
2024-09-24,87.68143988145022,5.848623701207898,0.5765782005723367,0.0,0.5434415223785243,0.8383579583034552,1.8258309684790661,0.8847493077747925,1.2227434253516796,0.5782350344820273
2024-09-25,87.67774145396022,5.849592881592309,0.5783308542990697,0.0,0.543531576533223,0.838496883310399,1.8261335284744262,0.8848959203315278,1.2229460471997518,0.5783308542990697
2024-09-26,87.66484196335512,5.854929120526618,0.5805170516102879,0.0,0.5440274083662127,0.8392617946137305,1.8277994024986781,0.8857031587425537,1.2240616688239785,0.57885843146283
2024-09-27,87.75156040172624,5.861053515237411,0.581124286213341,0.0,0.5445964739370739,0.8401396823541445,1.829711324020291,0.8866296252512118,1.2253420663584162,0.47984262490187296
2024-09-30,88.48576702170978,5.722793124879449,0.5860086581942093,0.0,0.5491738282505733,0.8472010887036283,1.0749073101733781,0.894081781359165,1.23564111356379,0.6044260731660274
2024-10-02,88.54882887803625,5.719728612431992,0.5856948549886476,0.0,0.5488797498179326,0.8467474189264447,1.0743317054363193,0.8936030073255367,1.2349794370903482,0.5472063359465364
2024-10-03,86.29582945572061,8.03663869549909,0.6102740703218975,0.0,0.5366485122401672,0.8278784975412335,1.0503912952993517,0.873689955903199,1.2074591525403764,0.5611903649340774
2024-10-04,86.12655891331615,8.065724810879459,0.7280187634921762,0.0,0.5390296939626045,0.8315519059301155,1.0550520229390004,0.877566635902533,1.2128168114158602,0.5636804421621139
2024-10-07,85.90919089546072,8.008997230466566,0.7914351378924784,0.0,0.535238608719037,0.8257034634507094,1.0476316670659198,0.8713945641950174,1.204286869617833,0.8061215631317203
2024-10-08,86.04120455854424,8.085656559266479,0.799010479063619,0.0,0.5140026174594828,0.8336068090849305,1.0576592320800895,0.8797352491133454,1.2158138836060843,0.5733106117817308
2024-10-09,86.04502849465801,8.605849053781542,0.8243801680987652,0.0,0.4912285950114292,1.179628529196996,0.8872710262836194,0.5813154999789231,1.0691445891425222,0.31615404384818624
2024-10-10,79.18406612938846,7.9607064187108225,1.2552151199627022,0.0,0.4545829193849886,1.0916281870352322,0.7550166135113998,0.5379493371268724,0.9893863539555635,7.771448920923964
2024-10-14,79.2787835375843,7.894063274509644,1.2389009879134831,0.0,0.4543685095266455,1.091113306614159,0.7546605002518679,0.44336304389797243,0.9889196972050519,7.855827142496882
2024-10-15,79.36211063448711,7.894063274509644,1.2389009879134831,0.0,0.4543685095266455,1.0596691191036645,0.7546605002518679,0.44336304389797243,0.9889196972050519,7.803944233104566
2024-10-16,79.27085855664723,7.8743788007482625,1.2358116899003446,0.0,0.6100644002173021,1.0570267499909038,0.7527786943555399,0.4422574829338797,0.9864537473950721,7.770369877811471
2024-10-17,84.92418760921399,8.43311653455176,1.3235004638969898,0.0,0.6533523863653923,1.132029584602248,0.806193175977862,0.4736384908869939,0.9556748273570905,1.298306927147682
2024-10-18,85.0633155163753,8.453964778176852,1.326508212903895,0.0,0.6548371761670242,1.134602202407646,0.8080253073526262,0.4747148680696679,0.9578466664242591,1.1261852721227228
2024-10-21,84.96810218110288,8.481090983766023,1.2395700482047514,0.0,0.6569383497978859,1.1382427963079051,0.8106180151747692,0.49312595923131797,0.9609201054884244,1.25139156092605
2024-10-22,84.66700278173516,8.485103254008376,1.2131230856985291,0.0,0.6572491369592309,1.1387812810039117,0.8110015057594624,0.49335924933700626,0.9613747016190293,1.5730050038792904
2024-10-23,85.39945957840555,8.579910367101254,1.2266777466305656,0.0,0.6645928181605711,1.1515052941908097,0.8200631175246121,0.49887172982747235,0.9721164872323006,0.6868028609268627
2024-10-24,84.280861666178,9.699689636954956,1.2396956631594878,0.0,0.6570049223011454,1.1383581430102108,0.8107001611942154,0.4931759313931477,0.9610174827489761,0.7194963930598662
2024-10-25,80.3298990040724,13.907778379237746,1.2615640691105394,0.0,0.62595462102551,1.084558906352683,0.7723861647615547,0.4698682502299458,0.915599432811093,0.6323911723985229
2024-10-28,80.3667407823812,13.913599493102602,1.2620920979512253,0.0,0.6262166149273299,1.085012849514191,0.77270944772524,0.47006491403285433,0.9159826578242949,0.5875811425410679
2024-10-29,80.36579256128203,13.914271473666723,1.2621530528004987,0.0,0.6262468591063699,1.0850652520249184,0.7727467670207134,0.4700876166042674,1.0770158065351194,0.4266206109593522
2024-10-30,80.21533616497098,13.949979566499907,1.346093134150286,0.0,0.6278539918278911,1.0878498470231328,0.7747298613814595,0.4712939990070546,1.0797797443004093,0.44708369083888394
2024-10-31,80.218528935041,13.980003576092336,1.345875907013853,0.0,0.627752671257061,1.0876742941574786,0.7746048385691241,0.47121794346288387,1.0796054937557167,0.41473634065055187
2024-11-01,80.19302841075599,13.979777976016038,1.345854188156225,0.0,0.627742540998527,1.087656741987165,0.7745923385071798,0.4712103392585344,1.0795880717943818,0.4405493925259585
2024-11-04,80.00584374951517,14.000111186384581,1.3478116968076579,0.0,0.6286555756093273,1.0892387094105054,0.7757189621914578,0.47189570199980346,1.0811583035543442,0.5995661145271476
2024-11-05,80.00325844091361,14.00192144571334,1.3738466153591526,0.0,0.6287368627937769,1.0554374586229724,0.7758192651439921,0.47195671962926183,1.0812981007944389,0.6077250910294605
2024-11-06,79.83681073890622,13.971661219713283,1.3708775293496815,0.0,0.6273780693141484,1.053156501959226,0.7741426048092319,0.4709367512589494,1.078961255452867,0.8160753292363987
2024-11-07,79.8292785705173,13.954556759591805,1.3691992664957906,0.0,0.6266100172551324,1.0518672012020602,0.7731948799035053,0.47036021860796573,1.0776403638655105,0.8472927225609245
2024-11-08,79.76818783324691,13.966705618023903,1.376840193673371,0.0,0.6271555448933739,1.0495585082919958,0.7738680245470937,0.47076971493281533,1.078578559212512,0.8883360031780181
2024-11-11,79.74961519918115,13.959503742300761,1.3761302315508313,0.0,0.6268321546525448,1.0490173076576008,0.7734689826046826,0.4705269644178485,1.0780223945052763,0.9168830231293008
2024-11-12,81.23909010651768,13.177052246411334,1.329417483938994,0.0,0.5916972554373784,0.9902182860918594,0.7301148653211866,0.44415320973705524,1.0175975935414039,0.48065895300311456
2024-11-13,80.61470567248513,13.096374074651902,1.3212779569716913,0.0,0.5880745140297344,0.984155549186008,0.725644644561112,0.44143382544134313,1.0113672233570499,1.2169665393160314
2024-11-14,77.98755872199669,14.48191090333451,1.44945699163619,0.0,0.6408625345116343,1.0301271851038862,0.7595407816434183,0.4620539754997462,1.0586099644155145,2.129878941858419
2024-11-15,78.2924613409845,14.54620358708872,1.3764217992153442,0.0,0.6437076543674531,1.0347004518350913,0.7629127755466111,0.4641052717908551,1.0315216486036471,1.8479654705677788
2024-11-18,78.1467837878391,14.546897212946739,1.376487432955843,0.0,0.6437383491306194,1.0347497908247734,0.7629491545251786,0.4641274023361503,1.0315708360142517,1.9926960334273456
