date,VALUABLE CAPITAL LTD,KINGSTON SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,CHONG HING SECURITIES LTD
2024-03-04,52.811928382999675,0.0,40.46276758655582,0.0,6.7253040304445015,0.0,0.0
2024-03-11,52.82980718612945,0.0,40.44261201773258,0.0,6.727580796137968,0.0,0.0
2024-03-12,52.89247843925454,0.0,40.37195993065312,0.0,6.735561630092343,0.0,0.0
2024-03-14,56.180686913613684,0.0,37.48866405114289,0.0,6.330649035243422,0.0,0.0
2024-03-19,52.870078786841866,0.0,40.32098311613733,0.0,6.808938097020804,0.0,0.0
2024-03-22,52.861124237204606,0.0,40.33109088845869,0.0,6.807784874336709,0.0,0.0
2024-03-27,56.1856391494694,0.0,37.48670160430838,0.0,6.3276592462222165,0.0,0.0
2024-04-02,41.11623809313259,0.0,25.98327019669379,23.159507421527174,4.323763947770945,5.417220340875505,0.0
2024-04-03,37.93533795320796,0.0,27.38688615341689,24.4105837456628,4.557333626423925,5.709858521288427,0.0
2024-04-05,37.912480455914285,0.0,27.454739877249672,24.39587543193717,4.530486122546788,5.706418112352079,0.0
2024-04-08,37.89421428095223,0.0,27.537871919056894,24.38412153655408,4.480123494583049,5.703668768853753,0.0
2024-04-10,36.63902859387871,0.0,26.75382953680806,23.576436222969726,4.459832422335358,5.514743796049342,3.0561294279587994
2024-04-12,39.855896974437506,0.0,25.286606132387885,22.44959618339399,4.246673923919497,5.251165617455244,2.910061168405877
2024-04-15,39.81615872696009,0.0,25.36109898189754,22.427212855539747,4.2424397856324365,5.245929952605318,2.907159697364874
2024-04-19,36.664648364741325,0.0,26.702612291814177,23.592922001031276,4.462950951650432,5.5185999701304524,3.0582664206323407
2024-04-24,36.6699903274071,0.0,26.69193301556036,23.59635944047573,4.4636011942799465,5.519404018616463,3.058712003660398
2024-04-25,36.678540706208544,0.0,26.67483969930033,23.60186142751608,4.464641976693275,5.520690983644161,3.0594252066376093
2024-04-29,39.828340116495006,0.0,25.34795312259473,22.427834011926468,4.242557286571367,5.246075246758243,2.9072402156541886
2024-05-02,39.8371669326771,0.0,25.331408624544437,22.432804501974676,4.243497528449412,5.247237889784418,2.9078845225699603
2024-05-07,36.694477301099276,0.0,26.65463014153207,23.604613383326363,4.465162549931378,5.521334691246457,3.0597819328644533
2024-05-08,36.80743071184082,0.0,26.58009756219151,23.57986885985625,4.460481756489844,5.515546721173183,3.056574388448383
2024-05-14,36.76460844646416,0.0,26.421198419549164,23.552435719799046,4.443658235388936,5.5091298591205025,3.3089693196781926
2024-05-16,36.82458756271051,0.0,26.30115929279801,23.59086001804718,4.450907780675066,5.518117653474892,3.314367692294336
2024-05-20,36.97539506567418,0.0,26.01104173098472,23.687471519425937,4.4574347161911705,5.540715966163747,3.327941001560249
2024-05-21,36.89337520958606,0.0,26.17516610879206,23.634927307209573,4.1673498906150925,5.528425394951115,3.600756088846101
2024-05-22,36.68481360732292,0.0,26.253101028949015,23.673621457456857,4.244336494552264,5.537476310153121,3.6066511015658205
2024-05-24,36.82447042725786,0.0,25.761433757971457,23.748604813092026,4.4924006634839975,5.555015601986088,3.6180747362085675
2024-05-27,36.74257501013502,0.0,25.69243692393733,23.69578933809163,4.482409833420448,5.5426615799303685,3.8441273144852066
2024-05-31,36.854734525360485,0.0,25.465607414848822,23.76812254403356,4.496092731633749,5.559580977541785,3.8558618065816006
2024-06-12,36.85798005799349,0.0,25.46784998858999,23.770215632434155,4.487682386216498,5.560070570038403,3.856201364727462
2024-06-13,36.888299283442535,0.0,25.406540143182227,23.78976891575566,4.491373935612241,5.5646442616205345,3.8593734603868044
2024-06-21,36.92735451678346,0.0,25.327564830223775,23.8149561700932,4.4961291468983156,5.57053579048791,3.863459545513338
2024-06-26,36.73790678201438,0.0,25.403995164406005,23.886821944431023,4.508812050590021,5.5873458515772825,3.8751182069812873
2024-07-08,36.7813061923111,0.0,25.315873033780406,23.915040046033877,4.514138423300786,5.593946323305872,3.8796959812679646
2024-07-15,36.783478854597526,0.0,25.311461461629982,23.916452701291814,4.514405072295163,5.594276756274875,3.8799251539106447
2024-07-19,36.787824949292975,0.0,25.31445209796504,23.919278512537943,4.503123120437173,5.5949377393382616,3.8803835804286146
2024-08-01,36.98886157235036,0.0,24.90631352597522,24.049991621691795,4.527731606168312,5.625512729593414,3.901588944220901
2024-08-02,37.02404896896934,0.0,24.906224402304495,24.072870308893897,4.460691541856983,5.6308642635197605,3.9053005144555244
2024-08-06,37.028452101341124,0.0,24.897293779007978,24.075733205780935,4.461222035303146,5.631533921253321,3.9057649573134934
2024-08-07,37.02404896896934,0.0,24.906224402304495,24.072870308893897,4.460691541856983,5.6308642635197605,3.9053005144555244
2024-08-08,37.059303376672254,0.0,24.82281735301751,24.095792566401723,4.46493902538817,5.636225988938616,3.920921689581727
2024-08-09,37.06812747151774,0.0,24.8049171085593,24.101529953227967,4.4660021604676094,5.637568016126539,3.9218552901008454
2024-08-14,37.09020610405261,0.0,24.867341336879594,24.11588538091377,4.361450058701633,5.640925881794667,3.924191237657722
2024-08-15,36.92656838797973,0.0,24.710189870561585,23.952561327422277,4.3422078435365385,5.627898672052329,4.4405738984475445
2024-08-16,36.9535217020515,0.0,24.740094809634495,23.97004469878509,4.345377292983941,5.632006568537,4.3589549280079725
2024-08-19,36.949136370861844,0.0,24.749026018200297,23.96720013675708,4.344861620385064,5.631338209665429,4.358437644130289
2024-08-20,36.94475208037667,0.0,24.757955107257143,23.964356249786047,4.344346070162984,5.6306700094053825,4.357920483011783
2024-08-21,36.882896260271615,0.0,24.728484047865326,23.947307090709145,4.341255336305445,5.745237173050412,4.35482009179806
2024-08-23,36.882896260271615,0.0,24.740341351617612,23.947307090709145,4.341255336305445,5.733379869298127,4.35482009179806
2024-08-29,36.8785234617254,0.0,24.749264059953855,23.944467922415715,4.340740641502483,5.732700125631022,4.354303788771528
2024-08-30,36.882896260271615,0.0,24.740341351617612,23.947307090709145,4.341255336305445,5.733379869298127,4.35482009179806
2024-09-11,36.8785234617254,0.0,24.749264059953855,23.944467922415715,4.340740641502483,5.732700125631022,4.354303788771528
2024-09-20,36.83920836552816,0.0,24.743031451683787,23.972889936110477,4.3458930880031925,5.73950482398584,4.359472334688547
2024-09-23,36.84795604883302,0.0,24.725161248806117,23.97858243761547,4.346925045477236,5.7408677026348265,4.360507516633333
2024-10-04,36.85233144856148,0.0,24.71622296445203,23.981429702276422,4.347441208019288,5.741549384705711,4.361025291985076
2024-10-08,36.79989513400562,0.0,24.681054832856187,23.947307090709145,4.341255336305445,5.87566751432555,4.35482009179806
2024-10-09,36.80382268094857,0.0,24.683688970836872,23.949862917904134,4.331045953675329,5.876294607416432,4.355284869218658
2024-10-17,36.808187605364765,0.0,24.686616450343678,23.952703365819588,4.31969963900013,5.876991534527265,4.355801404944578
2024-10-18,36.80382268094857,0.0,24.70740610933328,23.949862917904134,4.307328815178922,5.876294607416432,4.355284869218658
2024-10-22,36.83066320929069,0.0,24.68969185167428,23.94418404261291,4.30630748226927,5.874901248950691,4.354252165202155
2024-10-24,36.79685348026979,0.0,24.54561730479248,23.922203814629853,4.515562121300868,5.869508220372224,4.350255058634792
2024-10-25,36.7937249469683,0.0,24.53958579678704,23.927872267310217,4.516632100070725,5.870899021565208,4.351285867298511
2024-11-04,36.79481478001671,0.0,24.54031266126282,23.928581012782782,4.513803875147575,5.871072918059427,4.35141475273069
2024-11-07,36.790455835148485,0.0,24.549252089789622,23.92574628277984,4.5132691415891815,5.870377393885161,4.350899256807709
2024-11-14,36.7865336676964,0.0,24.557295764731148,23.923195599968043,4.512787989699981,5.869751563010739,4.3504354148936875
2024-11-15,36.78228559655638,0.0,24.566007810760876,23.920432973901573,4.51226685757611,5.869073730126587,4.349933031078471
2024-12-03,36.78664260550002,0.0,24.55707235247457,23.923266444924725,4.5128013536449565,5.869768945399871,4.3504482980558565
2024-12-11,36.79100064677624,0.0,24.548134777055893,23.926100587299363,4.513335976355202,5.870464325394731,4.350963687118574
2024-12-12,36.79176341016362,0.0,24.548643717234395,23.926596631256032,4.511356314752639,5.870586033833632,4.351053892759682
2024-12-16,36.8036104593095,0.0,24.53679666808851,23.926596631256032,4.511356314752639,5.870586033833632,4.351053892759682
2024-12-18,36.95299465347772,0.0,24.47879636736925,23.870038726873748,4.500692330107581,5.85670908974975,4.340768832421957
