date,MERRILL LYNCH FAR EAST LTD,ASTRUM CAPITAL MANAGEMENT LTD,GRANSING SECURITIES CO LTD,CMB WING LUNG BANK LTD,FUTU SECURITIES INTERNATIONAL,BRIGHT SMART SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING
2024-03-01,0.0,0.0,0.0,51.39803192753205,48.60196807246795,0.0,0.0
2024-03-04,0.0,0.0,0.0,52.00569611363649,47.99430388636351,0.0,0.0
2024-03-14,64.00586316828776,0.0,0.0,14.894606572794283,13.745730324626356,0.0,7.353799934291598
2024-03-19,64.00720265541274,0.0,0.0,14.89491828070272,13.746017989347708,0.0,7.351861074536825
2024-03-27,63.99883135602514,0.0,0.0,14.898382579937033,13.749215074333199,0.0,7.3535709897046235
2024-03-28,63.995854491224215,0.0,0.0,14.897689591178437,13.729969793619917,0.0,7.376486123977435
2024-04-03,64.00852296910277,0.0,0.0,14.900638704875377,13.732687748087228,0.0,7.358150577934626
2024-04-09,64.01150101263494,0.0,0.0,14.901331968032558,13.728674098039203,0.0,7.358492921293304
2024-04-10,64.04129669617372,0.0,0.0,14.908268149259404,13.735064437624455,0.0,7.315370716942417
2024-04-12,63.969833603900426,0.0,0.0,14.89163215034389,13.831326683520121,0.0,7.307207562235566
2024-04-17,63.96685943604954,0.0,0.0,14.890939789412283,13.835332948403009,0.0,7.306867826135171
2024-04-22,57.63237082125884,0.0,0.0,13.416324818610592,12.46525225636724,9.902766324058113,6.583285779705221
2024-04-24,57.63297437056188,0.0,0.0,13.416465319745255,12.465382797488566,9.902870029798965,6.582307482405329
2024-05-03,57.646822541354304,0.0,0.0,13.41871373818346,12.446523515090094,9.90452961710721,6.583410588264932
2024-05-07,57.654831370146994,0.0,0.0,13.421553442996398,12.432395286046315,9.906625640688334,6.584594260121957
2024-05-14,57.659663883172655,0.0,0.0,13.422678410848988,12.433437344634157,9.899074193658311,6.585146167685893
2024-05-17,57.687386650791694,0.0,0.0,13.427180168743078,12.44179963232052,9.902394189417091,6.54123935872762
2024-05-20,57.68980518388867,0.0,0.0,13.427743100807135,12.438128770841146,9.902809345475928,6.54151359898711
2024-05-21,57.6906517183832,0.0,0.0,13.427940138181107,12.438311286712334,9.902954658320667,6.540142198402689
2024-05-22,57.68887780632148,0.0,0.0,13.428503133971462,12.438832790146328,9.90336986137693,6.5404164081837965
2024-05-23,57.735994571953064,0.0,0.0,13.437517491441206,12.375858727628204,9.91001784851257,6.54061136046495
2024-05-27,57.73422129706641,0.0,0.0,13.438081290637832,12.376377982707325,9.910433644071915,6.5408857855165135
