date,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,BNP PARIBAS,CHINA CONSTRUCTION BANK (ASIA),STANDARD CHARTERED BANK (HONG KONG) LTD,CMB WING LUNG BANK LTD,BANK OF COMMUNICATIONS TRUSTEE LTD,BOCI SECURITIES LTD,ICBC (ASIA) SECURITIES LTD
2024-03-01,52.04371584699453,13.617486338797812,8.947176684881603,6.207650273224044,0.0,4.801457194899818,3.8688524590163933,0.0,5.245901639344262,5.26775956284153
2024-03-04,52.43128964059197,13.632718524458701,8.974265509951156,6.1383684479113505,0.0,4.796967266895093,3.871108843041481,0.0,5.176058905008383,4.979222862141867
2024-03-05,52.2828223986019,13.602271899803393,8.97837326148693,6.109371586688997,0.0,4.791378431515328,3.866598703852035,0.0,5.235563969999272,5.133619748052137
2024-03-06,52.615293944305286,13.290113452188008,8.855164284661853,6.180934138794755,0.0,4.847502578458818,3.911890378665095,0.0,5.105348460291735,5.193752762634448
2024-03-07,52.62849182491385,13.212112324950509,8.820294743016351,6.1514773810396655,0.0,4.839064447540142,3.966566463816995,0.0,5.227655986509275,5.1543368282132125
2024-03-08,52.80832966710661,13.213081096935033,8.703622231998827,6.188590702449039,0.0,4.817421909370875,3.893532776066872,0.0,5.2280393019504325,5.147382314122305
2024-03-11,52.773889339129155,13.2763574743977,8.568481544242246,6.218227363147425,0.0,4.840492153540117,3.9121785898474912,0.0,5.238340823694099,5.172032712001768
2024-03-12,52.720561092654115,13.318567737172387,8.541897379106683,6.2606127722406795,0.0,4.880029531192322,3.9202657807308974,0.0,5.249169435215947,5.1088962716869695
2024-03-13,52.60068360826274,13.300639025115174,8.597116956457127,6.301084856590876,0.0,4.90414623272403,4.005052756724624,0.0,5.156784068955268,5.134492495170159
2024-03-14,51.505673552516726,12.532732033750364,8.401221995926681,6.168169915624091,0.0,4.778876927553099,3.920570264765784,2.713121908641257,5.018911841722432,4.9607215594995635
2024-03-15,48.35683965493633,11.782828974394084,7.839244146241271,5.805833219224976,6.155004792551006,4.477611940298507,3.7039572778310283,2.5537450362864575,4.655620977680405,4.669313980555936
2024-03-18,48.47531792697935,11.7598796663476,7.828524545330234,5.736359907014905,6.146588267468891,4.478326268289347,3.7057295227676743,2.550252974155613,4.649254751811842,4.669766169834541
2024-03-19,48.47200382853627,11.765912353866138,7.827989334791824,5.735967730908594,6.146168045395502,4.49169344363164,3.7054761741984,2.536405277910713,4.648936897518288,4.669446913242633
2024-03-20,48.56164383561644,11.602739726027398,7.842465753424658,5.7465753424657535,6.157534246575342,4.5,3.712328767123288,2.541095890410959,4.657534246575342,4.678082191780822
2024-03-21,47.824039819734985,11.82484697652519,7.728526266227215,5.643371224860429,6.046949619963677,4.4259097329656285,3.712921234949889,2.4954597430550884,4.57388847783682,5.724086903881079
2024-03-22,47.8740581270183,11.827233584499462,7.730086114101184,5.6445102260495155,6.048170075349839,4.3998923573735205,3.646393972012917,2.4959634015069967,4.57481162540366,5.7588805166846075
2024-03-25,47.57583965330444,11.87703141928494,7.773564463705308,5.681202600216684,6.0874864572047676,4.421722643553629,3.670097508125677,2.5121885157096426,4.604550379198267,5.796316359696641
2024-03-26,47.665002024564714,11.836955054663248,7.814819813740045,5.6620326629774596,6.066945606694561,4.413551086516399,3.657713591577811,2.5037117019840736,4.589013362127143,5.790255095154541
2024-03-27,48.331281630419916,11.995623033784709,7.919573245794009,5.73792914785939,6.202981808234168,4.4727123512515385,3.7067432635754343,2.5372726029270964,4.650526603747777,4.445356312405964
2024-03-28,48.314760374649616,11.991522526833938,7.91686606959732,5.735967730908594,6.200861420660423,4.471183427907294,3.732822861830861,2.536405277910713,4.648936897518288,4.450673412182949
2024-04-02,48.292616163689864,12.00301101758708,7.9244508314514475,5.741463080818449,6.206802162458085,4.475467049887087,3.736399096694724,2.5388352836515433,4.626017929241087,4.454937384520632
2024-04-03,48.29444671851549,11.972984036021286,7.900122799836266,5.723836812662028,6.187747305225815,4.482194023741302,3.745395006139992,2.531041069723018,4.666393778141629,4.495838449993178
2024-04-05,47.91844881665241,11.976047904191617,7.891360136869119,6.05218135158255,6.422868548617052,4.640718562874251,3.507271171941831,2.5734245794126034,4.5409181636726546,4.476760764185913
2024-04-08,47.99942942728764,11.982026959560658,7.888167748377434,6.055202909920833,6.426075172954854,4.650167605734256,3.4947578632051925,2.574709364524642,4.471863633121746,4.457599315312745
2024-04-09,48.041943077252306,11.98373635780013,7.846494043797703,6.056066766531136,6.426991939510664,4.650831015051002,3.4881232612882513,2.575076681646337,4.472501604964691,4.4582352521577855
2024-04-10,47.6091177105055,12.058675487164736,7.909685769756238,6.104839289566406,6.550657942043575,4.652333357302078,3.516214855828,2.5958150571654564,4.508520888761056,4.494139641906953
2024-04-11,47.501799856011516,12.080633549316055,7.919366450683945,6.112311015118791,6.5946724262059035,4.658027357811375,3.5205183585313176,2.5989920806335496,4.514038876889849,4.499640028797696
2024-04-12,46.9802513464991,11.92818671454219,7.619389587073609,6.096947935368044,6.506283662477558,4.631956912028725,3.4398563734290843,2.5134649910233393,4.502692998204668,5.780969479353681
2024-04-15,46.89610576232217,11.919816065526657,7.6950711309096125,6.100014369880729,6.509555970685444,4.634286535421756,3.441586434832591,2.5147291277482395,4.504957608851846,5.783876993820951
2024-04-16,47.25330620549339,12.018601947391367,7.82589739863392,6.256358087487284,6.583345443976166,4.686818776340648,3.48059875018166,2.5432349949135302,4.570556605144601,4.781281790437437
2024-04-17,47.41529105125977,11.975094121054155,7.797567332754126,6.233709817549957,6.5595134665508255,4.6553721401679695,3.4679988415870255,2.5340283811178685,4.597451491456704,4.763973356501593
2024-04-18,47.50144425187753,11.886192952050838,7.755632582322357,6.217504332755633,6.629116117850953,4.672154823801271,3.4589832466782204,2.527440785673021,4.599942229924899,4.75158867706528
2024-04-19,47.52931022081565,11.839171401855715,7.904768754944976,6.192908005466446,6.6028914622743295,4.653671869380709,3.445299575631159,2.517442278644897,4.5817449471337115,4.732791483852406
2024-04-22,47.34417734273787,11.846840362746509,7.967467971786382,6.196919533611631,6.607168561969195,4.6566863394270905,3.4475313084784798,2.5190729811429393,4.58471282568015,4.82942277241975
2024-04-23,47.09013740018704,11.884037119631682,7.992230774764406,6.143442917775699,6.603841450255378,4.654341414286741,3.4601827206675777,2.5178044744982375,4.596791597726782,5.05719013020646
2024-04-24,46.998630827988755,11.998270519564748,7.95561000216185,6.154067882107084,6.615262664841104,4.6623910067017365,3.466167038985372,2.5221589680766736,4.604741658859984,5.02269943071269
2024-04-25,47.30266059091577,12.163751286197266,8.172864912538586,6.438336028222842,6.747023372041746,4.7332059385565195,3.5352050565926794,1.1024547993532265,4.725856239894164,5.078641775687196
2024-04-26,47.273936170212764,12.211879432624114,8.215130023640661,6.471631205673758,6.781914893617021,4.713356973995272,3.50177304964539,0.9973404255319149,4.750295508274232,5.08274231678487
2024-04-29,47.004295726882205,12.33702615117944,8.16188107619263,6.601853945286005,6.918381189238073,4.76298138518351,3.4441178687165577,0.9947999095636446,4.6122541261587156,5.162408621599216
