date,CHEER UNION SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,CHONG HING SECURITIES LTD,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,PHILLIP SECURITIES (HONG KONG) LTD
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2024-03-11,0.0,0.0,71.892843801697,0.0,0.0,0.0,0.0,28.107156198303006
2024-03-12,0.0,0.0,50.22983702465525,0.0,0.0,29.76104547354025,0.0,20.009117501804504
2024-03-14,0.0,0.0,50.24873732578894,0.0,0.0,29.749743667641365,0.0,20.001519006569705
2024-03-20,0.0,38.682177757096326,24.629129827826894,0.0,0.0,14.339692880409494,12.545369939506749,9.80362959516054
2024-03-21,0.0,38.68433788764379,24.630505193403074,0.0,0.0,14.334909348125535,12.546070511149995,9.804177059677599
2024-03-22,0.0,38.71676882091026,24.576634312647876,0.0,0.0,14.346926989213257,12.547273506343497,9.812396370885109
2024-03-25,70.92967205567741,11.255720746337367,7.144907520242641,0.0,0.0,4.1709318384921605,3.646112600536193,2.85265523871422
2024-03-27,66.49285369754513,10.524231423421595,6.612678022898631,5.440329009164531,0.96316417455764,3.9100302099464344,3.4028077479627328,2.653905714503313
2024-03-28,66.55942833328251,10.382297034936318,6.569999695056872,5.649071448174915,0.8624808139948567,3.913945049248315,3.406214740950813,2.6565628843554014
2024-04-02,66.44528554612981,10.394934448187685,6.537930754556156,6.125948776230873,0.658054957990015,3.7854649510898244,3.410520761456346,2.641859804359297
2024-04-03,66.59428949174952,10.413160102717958,6.430550964887748,6.124431110320104,0.6595306501233124,3.7934453738781113,3.387658589916351,2.5969337164069057
2024-04-05,66.62139132646573,10.417397939717665,6.392471067022765,6.126923566068931,0.6597990588833779,3.7949891898766372,3.3890372631311205,2.5979905888337784
2024-04-08,66.6044500953592,10.414748887476161,6.446789574062302,6.094850603941513,0.6596312778130959,3.7940241576605214,3.3881754609027337,2.5973299427844885
2024-04-09,66.58751747807297,10.412101182153298,6.470573280793186,6.098385661624508,0.7052243549002161,3.7422143129528407,3.387314096860303,2.5966696326426844
2024-04-10,66.59598271039918,10.410882278159166,6.461225527587083,6.0991609458428675,0.7053140096618358,3.7426900584795324,3.387744724129164,2.5969997457411647
2024-04-15,66.63664580471175,10.38670940823284,6.4346410217269625,6.102885055716684,0.7057446700249326,3.744975321833817,3.3898132600620774,2.5985854576909375
2024-04-16,66.65699597902987,10.38988140683056,6.456965440016288,6.104748816613224,0.7059601974856212,3.7461190003562885,3.339950119611137,2.599379040057006
2024-04-17,66.66038888323322,10.390410261630867,6.452204010994604,6.105059554107706,0.7059961315280464,3.746309681360073,3.340120126234348,2.599511350911127
2024-04-23,66.6061438307395,10.381955040179026,6.528328755975994,6.10009154714678,0.7054216254704506,3.7432611128064286,3.337402095412471,2.597395992269352
2024-04-24,66.62139132646573,10.363983212514308,6.527279664250287,6.101487981686379,0.70558311077197,3.744118021111535,3.338166094366018,2.5979905888337784
2024-04-26,66.62240807439514,10.364141383309933,6.527379280874183,6.101581100054942,0.7040677207333699,3.7441751622815054,3.338217040066744,2.598030238284191
2024-04-30,49.07111810551559,7.596297961630695,4.811525779376499,4.494154676258993,0.5560551558752997,2.7577937649880093,2.440047961630696,1.9135941247002397
2024-05-06,66.6461410061984,10.316943338999094,6.534793538997058,6.088487648980672,0.755208598385767,3.7455089515628344,3.3139611810566816,2.598955735819483
2024-05-10,66.64410609237284,10.316628330653204,6.534594011439737,6.091355059336006,0.7551855395200195,3.7453945895332503,3.313859995521811,2.59887638162314
2024-05-14,66.63800209641472,10.300927103792883,6.557910912551011,6.090797146433551,0.7551163713707092,3.745051545342601,3.31355647598791,2.5986383481066118
2024-05-16,66.64139306723116,10.245476195322519,6.5582446213031,6.141993527244601,0.7551547965560056,3.7452421176901627,3.3137250910867304,2.598770583565715
2024-05-17,66.70248960964877,10.25486920381387,6.5336973351805065,6.147624480482438,0.7558471192241871,3.7486757395485295,3.2556433868470376,2.6011531252546654
2024-05-20,66.70588714688834,10.255391542638264,6.528936564693417,6.147937613968604,0.7558856188176808,3.7488666809286593,3.2558092152847813,2.6012856167802534
2024-05-23,66.65937097570534,10.24824012663962,6.5549238278963475,6.1421234532710995,0.7553585153438561,3.746252475020742,3.2535388342843183,2.640191791838667
