date,INTERACTIVE BROKERS HONG KONG LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,BNP PARIBAS,STANDARD CHARTERED BANK (HONG KONG) LTD,REALINK FINANCIAL TRADE LTD
2024-03-01,0.0,0.0,0.0,72.5827245380318,0.0,0.0,0.0,0.0,27.4172754619682
2024-03-04,74.25457764009515,0.0,0.0,18.686728992642585,0.0,0.0,0.0,0.0,7.058693367262267
2024-03-08,64.45019241688222,0.0,13.529114882341808,15.983218724370701,0.0,0.0,0.0,0.0,6.037473976405274
2024-03-11,64.45324206242805,0.0,13.525023264617278,15.983975016166937,0.0,0.0,0.0,0.0,6.037759656787748
2024-03-12,62.88572357958792,0.0,13.196091417750743,15.589085255022162,2.433563162052812,0.0,0.0,0.0,5.895536585586368
2024-03-13,62.89153061670106,0.0,13.197309980379101,15.58129052377353,2.4337878838305826,0.0,0.0,0.0,5.8960809953157245
2024-03-14,59.4187342338112,0.0,12.059194472550848,13.844798535012327,2.248789331793922,0.0,0.0,6.900468314282586,5.528015112549121
2024-03-15,60.613187049145964,0.0,10.16002139471468,14.498198214556762,2.241526513597614,0.0,0.0,6.878182168520752,5.608884659464226
2024-03-18,60.42995070504597,0.0,10.004167231290475,14.805886288895111,2.241780615221133,0.0,0.0,6.857389119747527,5.660826039799783
2024-03-19,60.456302446093815,0.0,9.656859702462517,15.164012759292925,1.9740822686375898,0.0,0.0,6.860379427372133,5.88836339614102
2024-03-20,60.49033867123016,0.0,9.255536951510297,15.523010498510805,1.9751936549747366,0.0,0.0,6.864241744603971,5.891678479170028
2024-03-21,60.525265598118814,0.0,8.85107018205074,15.88404464333338,1.976334125434874,0.0,0.0,6.868205135697926,5.895080315364265
2024-03-25,61.28109452078673,0.0,8.007347470975745,15.903305533568485,1.980140607978196,0.0,0.0,6.873713491989215,5.954398374701633
2024-03-26,61.23835822649502,0.0,8.024258829917743,15.897701623509967,1.9808523537432416,0.0,0.0,6.871291374644124,5.987537591689895
2024-04-08,57.65940344649167,0.0,7.481149791678877,14.714226734362846,1.8252998913382474,6.457881759843078,0.0,6.331702297644883,5.530336078640392
2024-04-09,57.643681117893195,0.0,7.479109862572979,14.710214519633555,1.827399089230098,6.456120851248652,0.031162957760720745,6.3234835122795845,5.528828089381206
2024-04-11,57.64423108915883,0.0,7.479012750840293,14.710023516366263,1.8273753615545958,6.456037022411556,0.031162553128501223,6.323401405658373,5.528756300881592
2024-04-12,57.606084095215806,0.0,7.474063394266089,14.765167945026706,1.8274636470672005,6.4517646364236345,0.031141930809442036,6.319216793415946,5.525097557775175
2024-04-23,57.59487399783444,0.0,7.4726089475735185,14.781754574418866,1.8271080241192723,6.450509128242651,0.03113587061488966,6.317987078938027,5.524022378258341
2024-04-24,57.59113826818927,0.0,7.472124257794125,14.78728201642278,1.8269895138919405,6.450090734095669,0.031133851074142186,6.317577280461352,5.523664078070726
2024-04-25,57.581062757475785,0.0,7.455199637723893,14.876747332638615,1.8228513194069298,6.4354810553313975,0.014237360419264378,6.303267749256139,5.5111527877479745
2024-04-29,57.58628015418517,0.0,7.45587515033507,14.86903434928801,1.8230164872246137,6.436064171655992,0.014238650460709336,6.303838885786769,5.511652151063667
2024-04-30,7.727273516788339,0.0,1.000474183076354,1.9952164828121663,0.24462331973313742,0.8462604672006003,0.001910627780180537,0.8458870263162922,0.7395866443644297
2024-05-02,57.53042863163012,0.0,7.4486438796572,14.8546132370872,1.8212483881881447,6.300505256644414,0.014224840742400904,6.297724946862945,5.732610819187564
2024-05-07,57.52150244023221,0.0,7.447488177839812,14.863945154938623,1.8209658105664792,6.2995276954274715,0.018101533765582874,6.296747817027757,5.731721370202063
2024-05-09,57.52150244023221,0.0,7.44619521114227,14.857480321450916,1.8196728438689378,6.2995276954274715,0.025859333950832678,6.296747817027757,5.733014336899605
