date,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,UOB KAY HIAN (HONG KONG) LTD,CITIBANK N.A.,DBS BANK (HONG KONG) LTD,AFG SECURITIES LTD,HANG SENG BANK LTD,CMB WING LUNG BANK LTD
2024-08-22,47.57679642021253,28.442307875912753,0.0,2.747157636261874,20.609344320000282,0.4055479982275574,0.0,0.21884574938500073
2024-08-27,47.577438158620716,28.44269151925898,0.0,2.747194691227764,20.608273461160802,0.40555346845141454,0.0,0.21884870128032397
2024-08-28,47.57582772407608,28.44621070299293,0.0,2.7474911669454474,20.606000851120168,0.4055972355553632,0.0,0.21887231931001203
2024-09-04,47.45253138700853,28.372490207713856,0.0,2.740370836869963,20.552598849555658,0.4045460998030073,0.2591575238220301,0.21830509522695632
2024-09-19,47.45316986798835,28.371526448746785,0.0,2.740407708973639,20.55287538787865,0.40455154303190655,0.25916101082567145,0.21830803255499823
2024-09-20,47.45336673642272,28.37164415338081,0.0,2.7404190780724096,20.552545786482554,0.40455322139036226,0.25916208600405455,0.21830893824708789
2024-09-24,47.45030277920743,28.373298483989917,0.0,2.740578869980771,20.55374419096718,0.4045768106040694,0.2591771975629504,0.21832166768768116
2024-09-26,47.45115411564165,28.372013383219386,0.0,2.7406280404708676,20.55411295892575,0.4045840693771253,0.25918184762792956,0.21832558473729294
2024-09-27,47.44733398242021,28.36972924760869,0.0,2.74845806620666,20.55245821624952,0.40455149767106047,0.25916098176692004,0.21830800807693795
2024-10-02,47.44712117971585,28.37005051150385,0.0,2.7484457392904726,20.552366037863028,0.40454968324555896,0.2591598194222074,0.21830702895902754
2024-10-03,47.446908378920334,28.370371772517274,0.0,2.748433412484858,20.552273860303384,0.4045478688363328,0.25915865708792096,0.21830604984989982
2024-10-04,47.44839802457559,28.37126249021612,0.0,2.748519702446239,20.549779515274228,0.4045605700427074,0.25916679364688217,0.21831290379823462
2024-10-07,47.44733398242021,28.37286878251301,0.0,2.74845806620666,20.5493186813452,0.40455149767106047,0.25916098176692004,0.21830800807693795
2024-10-21,47.446482783055735,28.374153764480482,0.0,2.748408759205341,20.54895002908312,0.40454424006670603,0.2591563324506263,0.2183040916579921
2024-10-23,47.44563161423152,28.37140230029461,0.0,2.759571676332391,20.54858139004796,0.3973611604128101,0.2591516833011459,0.21830017537956395
2024-10-25,47.44746890032353,28.372500955346368,0.0,2.7558061350072696,20.549377113943162,0.3973765478385581,0.25916171869886856,0.21830862884224242
2024-10-29,47.36177845367974,28.323946206116158,0.0,2.7508291306686696,20.512264801232767,0.5745733754073798,0.2586936708989968,0.2179143619962915
2024-10-30,47.364110974548325,28.32534113252651,0.0,2.750964606289786,20.513275010039802,0.5696767712248222,0.2587064113070989,0.2179250940636571
2024-11-05,47.363898917702926,28.32566203165755,0.0,2.7509522897728242,20.513183168763828,0.5696742206890575,0.2587052530363252,0.2179241183774882
2024-11-06,47.36538335549729,28.32834071105241,0.0,2.7483521257133643,20.51382607496611,0.567453423257135,0.25871336114955035,0.217930948364145
2024-11-07,47.36495922091859,28.32898249682218,0.0,2.7483275155215243,20.513642383367657,0.5674483419804397,0.25871104449391147,0.21792899689570072
2024-11-08,47.368352510247206,28.33101202319733,0.0,2.7485244093979966,20.515112008274663,0.5603248603601068,0.2587295789008004,0.21794460962189594
2024-11-11,47.36972777919153,28.337207828350646,0.0,2.745700858924277,20.51570763372793,0.5549678717640566,0.2587370907253833,0.21795093731617515
2024-11-12,47.37163682895961,28.343275531470262,0.0,2.7458115135518986,20.516534438287223,0.5460344486613846,0.25874751810181557,0.21795972096779917
2024-11-13,47.38205553501698,28.348173223371386,0.0,2.7461558294380675,20.519107145372676,0.5277412501847615,0.258779964204015,0.21798705241211128
2024-11-14,47.38163114192033,28.348814996724254,0.0,2.746131232582503,20.518923359183503,0.5277365232952067,0.2587776463554304,0.21798509993877177
2024-11-15,47.38097110864391,28.3495837186685,0.0,2.7461189343199526,20.518831467323515,0.5277341598821825,0.2587764874467084,0.21798412371521794
2024-11-18,47.4084313811843,28.33602756298524,0.0,2.744545665615429,20.507076100504737,0.5274318176829157,0.2586282327793383,0.2178592392480384
2024-11-20,47.406733905296036,28.338593517220062,0.0,2.744447396173562,20.50634183729026,0.5274129327975243,0.25861897250270866,0.2178514387198437
2024-11-25,47.40557694464492,28.338593517220062,0.0,2.744447396173562,20.50634183729026,0.5274129327975243,0.2597759331538302,0.2178514387198437
2024-12-06,47.409820758733474,28.341130428068308,0.0,2.744693082974058,20.508177593924874,0.518508006549843,0.25979918866164253,0.217870941087802
2024-12-09,47.417886099174176,28.345951810257038,0.0,2.745160009103817,20.51166643719545,0.5015842534616437,0.25984338559951836,0.21790800520835527
2024-12-11,47.42022131516294,28.34779548494052,0.0,2.7452952015822745,20.51267658706422,0.4962364923438474,0.2598561822566143,0.21791873664958353
2024-12-13,47.41979671332987,28.34843706054976,0.0,2.745270620141223,20.512492916051336,0.49623204903003654,0.25985385549793916,0.21791678539983236
2024-12-17,47.41937211910053,28.349078624669733,0.0,2.7452460391403735,20.512309248327618,0.49622760579579606,0.25985152878093143,0.21791483418502397
2024-12-18,47.41915982483719,28.349399402421344,0.0,2.7452337488050205,20.512217415699162,0.49622538420851403,0.2598503654380524,0.21791385859072301
2024-12-19,47.41482943674741,28.346810493170775,19.0862245978462,2.744983049982574,1.4332517601930843,0.4961800681695636,0.2598266355168186,0.21789395837356765
2024-12-27,47.41440493146645,28.347452004649465,19.086053718751376,2.7449584741312063,1.4332389282806133,0.49617562586613767,0.25982430928723554,0.21789200756751986
2025-01-02,47.4141926816764,28.34732510775505,19.085968280351366,2.746289131349099,1.4332325124105407,0.4952781080918821,0.259823146188064,0.2178910321775951
2025-01-03,47.416739804581205,28.352429324468186,19.086993591639352,2.746436663882167,1.4333095066427273,0.4863512672878564,0.25983710406542987,0.2179027374330771
2025-01-06,47.4186503263606,28.35715322773136,19.087762647401313,2.7465473236846694,1.4333672577458259,0.47876012641854987,0.25984757345764153,0.21791151720004068
2025-01-07,47.41801346866125,28.360353851271185,19.087506288594774,2.7465104360930215,1.433348006861041,0.47651527441978103,0.259844083566498,0.21790859053244152
2025-01-09,47.41780118656293,28.360674569354778,19.08742083718949,2.746498140449325,1.4333415900143565,0.47651314114478843,0.25984292029028166,0.2179076149940447
2025-01-10,47.41758890636531,28.360995284566776,19.08733538654931,2.7464858449157186,1.4333351732251258,0.4765110078888963,0.25984175702448087,0.21790663946438243
2025-01-13,47.42119792823624,28.36404931022345,19.088788151492793,2.747142598424658,1.4334442664563054,0.4675929865502299,0.2598615339597007,0.21792322465662411
2025-01-14,47.4209856176245,28.36437003330043,19.088702688609803,2.747130299124955,1.4334378487477193,0.4675908930781677,0.2598603705272347,0.2179222489871944
2025-01-15,47.426081597061305,28.367865901045942,19.090754009034917,2.747425512717254,1.4335918896160398,0.45644712727753445,0.2598882957820012,0.2179456674650096
2025-01-16,47.433515197328106,28.37276013277707,19.093746308405137,2.750095300063925,1.4338165919041956,0.43815761021405397,0.2599290308720572,0.2179798284354558
2025-01-17,47.4328779402826,28.373722426274934,19.093489788846988,2.750058353242707,1.4337973289480066,0.4381517236795438,0.2599255387925526,0.2179768999326689
2025-01-21,47.43266552507247,28.37404318502839,19.09340428385927,2.7500460378562424,1.4337909080776288,0.438149761536522,0.25992437478690217,0.21797592378255926
2025-01-23,47.43198229080656,28.374618075750973,19.093489788846988,2.750058353242707,1.4337973289480066,0.4381517236795438,0.2599255387925526,0.2179768999326689
2025-01-24,47.43153446606854,28.375065900488995,19.093489788846988,2.750058353242707,1.4337973289480066,0.4381517236795438,0.2599255387925526,0.2179768999326689
2025-01-27,47.43108664133052,28.375513725227012,19.093489788846988,2.750058353242707,1.4337973289480066,0.4381517236795438,0.2599255387925526,0.2179768999326689
2025-02-04,47.4313220568748,28.375386653226077,19.09340428385927,2.7500460378562424,1.4337909080776288,0.438149761536522,0.25992437478690217,0.21797592378255926
2025-02-05,47.43110964958348,28.375707403090356,19.09331877963738,2.75003372258008,1.433784487264759,0.43814779941107407,0.2599232107916771,0.2179749476411924
2025-02-18,47.43319153549879,28.372563609764562,19.094156839546528,2.7501544293591524,1.4338474201320621,0.4381670309605604,0.2599346195585308,0.21798451517981288
2025-02-20,47.43425368421622,28.373198942978977,19.094584405846433,2.747976760191231,1.4338795275899197,0.4381768426248168,0.2599404401498476,0.21798939640255427
2025-02-28,47.43597618791512,28.373961380395805,19.095097510683114,2.7449155660045843,1.4339180584374727,0.43818861720196883,0.25994742520352854,0.2179952541584112
2025-03-11,47.4353388527085,28.37492372585154,19.094840954817812,2.7448786861621106,1.4338987927548519,0.43818272983429296,0.25994393262976356,0.2179923252411312
2025-03-18,47.4351264114454,28.375244501923575,19.094755437728043,2.7448663931015105,1.433892370975688,0.4381807674135568,0.2599427684593641,0.21799134895286093
2025-03-19,47.4344575525555,28.374844396854314,19.0944861921733,2.7448276891193033,1.433872152379638,0.4381745888466626,0.25993910313696056,0.21939832493432276
2025-03-26,47.43257417477973,28.37586104290874,19.09517033104564,2.7449260339137695,1.4339235267747144,0.4381902882619853,0.25994841652948175,0.2194061857859374
2025-03-27,47.42892217193205,28.378862956205626,19.095683467372897,2.74499979713448,1.433962059987005,0.43820206356177366,0.2599554020118536,0.21941208179432065
2025-03-28,47.428474295742795,28.37931083239487,19.095683467372897,2.74499979713448,1.433962059987005,0.43820206356177366,0.2599554020118536,0.21941208179432065
2025-04-02,47.427790961147096,28.379885815335225,19.095768992775373,2.7450120913900293,1.433968482390399,0.4382040261732672,0.2599565662954164,0.21941306449319264
2025-04-09,47.427343082951914,28.380333693530414,19.095768992775373,2.7450120913900293,1.433968482390399,0.4382040261732672,0.2599565662954164,0.21941306449319264
2025-04-10,47.42670584132943,28.379952370674992,19.09551241886622,2.7449752089537567,1.4339492153528022,0.43819813839152644,0.25995307347601493,0.2207537329552558
2025-04-14,47.42604556108908,28.38072100567671,19.095426895761992,2.7449629150285797,1.4339427931219915,0.43819617583277237,0.25995190922373884,0.2207527442651333
2025-04-24,47.42583315492878,28.381041765627803,19.095341373423828,2.744950621213524,1.4339363709487072,0.4381942132915977,0.25995074498189136,0.2207517555838669
2025-04-28,47.424655813780774,28.381677328115984,19.095768992775373,2.7450120913900293,1.433968482390399,0.4382040261732672,0.2599565662954164,0.22075669907876067
2025-04-29,47.42192235801919,28.383977343478534,19.096111102046393,2.745061269513512,1.4339941725792762,0.4382118767950468,0.259961223533961,0.22076065403409262
2025-04-30,47.41721213680973,28.386520129713556,19.097821832289203,2.7453071865647396,1.4341226373324363,0.438251134123745,0.25998451223000396,0.22078043093658653
2025-05-02,47.41699974357675,28.386840903918298,19.097736288497423,2.745294889665732,1.4341162135481247,0.4382491710902592,0.2599833476961019,0.22077944200730557
