date,SHANGHAI PUDONG DEVELOPMENT BANK CO.,FORTUNE (HK) SECURITIES LTD,OPEN SECURITIES LTD,YUEN META (INTERNATIONAL) SECURITIES LTD,CAITONG INTERNATIONAL SECURITIES CO LTD,CCB INTERNATIONAL SECURITIES LTD,ZHESHANG INTERNATIONAL FINANCIAL,GUOSEN SECURITIES (HK) BROKERAGE CO LTD,CMB INTERNATIONAL SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD
2024-08-28,0.0,69.98663992977711,0.0,8.364934034688872,0.0,0.0,13.273366596510062,0.0,0.883610284974801,7.491449154049152
2024-08-30,0.0,67.50816200887388,0.0,11.84891203548377,0.0,0.0,12.857315382061321,0.0,0.528979503991522,7.256631069589507
2024-09-02,0.0,67.52416287241802,0.0,11.851663082251193,0.0,0.0,12.860300557055757,0.0,0.5055575946791845,7.258315893595848
2024-09-03,0.0,67.52421597196285,0.0,11.851643704215993,0.0,0.0,12.86027952985011,0.0,0.5055567680683707,7.258304025902689
2024-09-04,0.0,58.876446138135755,0.0,10.30260494351669,12.892434076107124,0.0,11.179409604771354,0.0,0.43947926447338903,6.309625972995694
2024-09-05,0.0,59.079634658224045,0.0,10.337162063927959,12.935678032291504,0.0,11.216907713837655,0.0,0.09982773601089291,6.330789795707939
2024-09-09,0.0,61.085743232076304,0.0,7.3089424547093484,13.374857454342845,0.0,11.597733135950747,0.0,0.10321698915220594,6.529506733768548
2024-09-10,0.0,61.085972751432216,0.0,7.308899345990233,13.374778568378593,0.0,11.597664731605903,0.0,0.10321638037026233,6.529468222222795
2024-09-11,0.0,61.08603013084816,0.0,7.30888856888991,13.374758847032927,0.0,11.59764763064577,0.0,0.10321622817589851,6.529458594407339
2024-09-16,0.0,61.08614488917239,0.0,7.30886701478461,13.374719404516075,0.0,11.5976134288768,0.0,0.10321592378851734,6.529439338861606
2024-09-20,0.0,61.136356414114125,0.0,7.232676855064948,13.385713142264413,0.0,11.60714642292979,0.0,0.10330076510467984,6.534806400522046
2024-09-23,0.0,71.2660194680183,0.0,5.347506738226322,9.89677717650235,0.0,8.581787207143133,0.0,0.07637580781372397,4.831533602296178
2024-09-24,0.0,75.10733374721777,0.0,4.632587867993752,8.573657243358456,0.0,7.4344709128317294,0.0,0.06616497332426652,4.185785255274026
2024-09-26,0.0,75.11206659606285,0.0,4.632868127281576,8.574175926898096,0.0,7.434920678617667,0.0,0.06616897612978928,4.179799695010032
2024-09-27,0.0,75.11454379037852,0.0,4.633656538361554,8.5756350608766,0.0,7.43618593669986,0.0,0.06618023661735299,4.173798437066118
2024-09-30,0.0,75.1119554956047,0.0,4.634138477245891,8.576526998369054,0.0,7.436959361990317,0.0,0.0661871199133281,4.174232546876707
2024-10-02,0.0,75.10682437479286,0.0,4.635093888764112,8.57829520463238,0.0,7.438492625760891,0.0,0.06620076558598842,4.1750931404637575
2024-10-03,0.0,75.08941459235274,0.0,4.63833557947517,8.58429469041388,0.0,7.443694956722871,0.0,0.06624706505952987,4.178013115975808
2024-10-04,0.0,75.07797836869196,0.0,4.639231242798162,8.585952319055927,0.0,7.44513233537865,0.0,0.0676797114647872,4.184026022610523
2024-10-07,0.0,75.07800195909246,0.0,4.639226851448025,8.58594419186396,0.0,7.4451252880509395,0.0,0.06767964740130457,4.184022062143307
2024-10-08,0.0,75.03183715652314,0.0,4.636374231691468,8.58066477035372,0.0,7.440547346043186,0.06148911980166603,0.06763803178183263,4.181449343804988
2024-10-09,0.0,75.04236714744972,0.0,4.571453076426075,8.581858163630605,0.0,7.44158217253003,0.11069580900323911,0.0676474388353128,4.184396192125005
2024-10-10,0.0,75.04329014497338,0.0,4.571509303861715,8.581963717788001,0.0,7.441673701651225,0.11703623926646262,0.06764827087754306,4.17687862158167
2024-10-15,0.0,77.12437719395574,0.0,4.190300848827616,7.866331983810541,0.0,6.8211283311588184,0.10727683575478623,0.062007225193752756,3.828577581298745
2024-10-16,0.0,77.12885874103776,0.0,4.19054433903428,7.866789081014186,0.0,6.821524693617496,0.10147226451157142,0.06201082831262698,3.8288000524720887
2024-10-17,0.0,77.33233262341328,0.0,4.153263019476342,7.796801925672028,0.0,6.760836768278963,0.10056951307560993,0.06145914687953939,3.794737003204232
2024-10-24,0.0,70.21309681805198,0.0,3.770912483881779,7.079026196510217,9.206027496972032,6.1384322763658075,0.0913110560482984,0.05580120091840458,3.445392471251478
2024-11-01,36.46040966195671,33.75268715609528,0.0,3.770912483881779,7.079026196510217,9.206027496972032,6.1384322763658075,0.0913110560482984,0.05580120091840458,3.445392471251478
2024-11-04,36.45790579127841,31.497560222393812,0.0,3.770653521426711,7.078540053696993,9.205395285142076,6.138010727602914,0.09130478538162283,2.277781261298126,3.482848351779339
2024-11-05,36.06553740054807,30.585841194935604,0.0,3.7300728785704287,7.002359173053713,9.108640650327514,6.071952040489536,0.0903221422229273,3.8999093853143942,3.4453651345378167
2024-11-06,35.85192541042814,29.80994070347164,0.0,3.707980090043958,6.960885012780481,9.052388994196475,6.035988573624294,0.08978717466268121,5.066068662698206,3.4250353780941247
2024-11-07,35.85486956338242,29.812388689848508,0.0,3.7082845886283877,6.961456639267488,9.05313237457272,6.036484247800441,0.08979454796753204,5.066484687244981,3.4171046612875187
2024-11-14,35.8576215453635,29.81467689107435,0.0,3.7085692119582974,6.961990954507415,9.053827232969095,6.0369475682944564,0.08980144000147373,5.066873557006229,3.409691598825187
2024-11-15,35.85993353671629,29.816599251570874,0.0,3.708808329322465,6.96243984269886,9.05441099645842,6.037336812476686,0.08980723012763947,5.067200253740274,3.403463746888491
2024-11-19,35.86084190060584,29.81735453244839,0.0,3.7089022767235718,6.962616207469023,9.054640352711465,6.037489743567423,0.08980950502435073,5.067328610412405,3.401016871037528
2024-11-21,35.83295135718959,29.79416427318316,0.0,3.7941466458602537,6.957201076665255,9.047598163334658,6.032794124031084,0.08973965624874153,5.063387527573224,3.3880171759140256
2024-11-22,35.810703078990365,29.775665410255126,0.0,3.853879782784475,6.952881428431462,9.041980610960414,6.0290484297216125,0.08968393790118416,5.060243726962968,3.385913593992399
2024-12-04,45.096928498784635,25.468038527158694,0.0,3.296341406133231,5.947012422871708,7.733882933895736,5.156829766006562,0.07670941872378781,4.328181433376797,2.896075593048851
2024-12-12,45.17096778686415,25.50985147327504,0.0,3.301753277387028,5.9567761158913175,7.746580277275372,5.165296152018476,0.07683535880308737,4.335287360158814,2.736652198326715
2024-12-16,45.19646383572544,25.524250111415263,0.0,3.2471734588878247,5.960138325344592,7.75095271379675,5.168211622939894,0.07687872732402677,4.337734345551818,2.738196859014396
2024-12-17,45.1944147780568,25.523092926627157,0.0,3.247026242820181,5.9598681124539095,7.750601311325195,5.1679773133775875,0.08140891000959577,4.337537687073014,2.7380727182565576
2024-12-18,45.19123762127351,25.52129865916688,0.0,3.246797977635122,5.959449135120227,7.750056445866668,5.167614005781776,0.08843316358203235,4.337232759188607,2.7378802323851796
2025-01-03,39.86213604303621,22.511741937064457,11.791522434000258,2.838541279188529,5.25669100183901,6.836143921867678,4.5582317139153306,0.07800482976291874,3.8257717955416646,2.441215043783944
2025-01-06,39.8622515500253,22.511807168479237,11.791556601844439,2.8382597381406613,5.256706233951747,6.8361637307008145,4.5582449221292665,0.07800505579453457,3.825782881334472,2.441222117599535
2025-01-07,39.862297753008356,22.511833261150997,11.791570269037557,2.83814712126466,5.256712326821559,6.836171654266214,4.558250205436274,0.07800514620754767,3.8257873156695834,2.4412249471372496
2025-01-16,39.79023601503507,22.471137116643344,11.77025385992622,3.013793091964344,5.247209416862793,6.8238134501922145,4.5500099521032595,0.07786413109493659,3.818871184422169,2.436811781755653
2025-01-17,39.79014394297016,22.47108511986719,11.770226624310503,3.013786118239607,5.247197275155318,6.823797660323698,4.54999942367082,0.07809534453574934,3.818862347798143,2.4368061431288184
2025-01-22,39.723618351343326,22.433515458540036,11.750547849313197,3.1759384660013517,5.238424426692827,6.81238887584819,4.542392228180518,0.0779647760460754,3.8124775486530877,2.432732019381393
2025-02-07,39.70140089805436,22.420968374399838,11.743975757978191,3.17416216093536,5.23549457148733,6.808578700997129,4.5398516643714215,0.07769029273942128,3.810345226740636,2.487532352296314
2025-02-10,39.66262012121749,22.399067319239926,11.732504109805946,3.171061603483411,5.2303804812533645,6.801928004416983,4.535417085986629,0.07761440398393744,3.806623238484123,2.5827836321281885
2025-02-11,39.40027938431983,21.907223394695023,11.654901728409696,3.1500872292422932,5.195785140211508,6.756937965948774,4.505418446036984,0.07710103850599398,3.7851683688529585,3.5670973037769413
2025-02-12,39.39763897518965,21.562088692934438,11.654120675345709,3.149876126194018,5.195436944748506,6.756485149852642,4.505116515487606,0.07709587158105846,3.7896114825750296,3.9125295660913384
2025-02-13,39.399602322598625,21.169358963318466,11.654701448413004,3.1500330975580844,5.195695854874322,6.756821853471381,4.5053410240893355,0.07709971358742351,3.7899721764575607,4.301373545631794
2025-02-14,39.39781950471317,21.168401057411838,11.654174077349161,3.149890559689297,5.195460751498871,6.756516109703954,4.505137159022575,0.07709622485301393,3.7943256457377816,4.3011789100203375
2025-02-17,39.39781950471317,21.046685249230077,11.654174077349161,3.149890559689297,5.195460751498871,6.756516109703954,4.505137159022575,0.07709622485301393,3.7943256457377816,4.422894718202102
2025-02-18,40.116828101191324,21.255816348109448,11.866862278163538,3.207317610375008,5.29027769796835,5.054884661245308,4.5873557281305155,0.07850322780704032,3.8635719337664036,4.678582413243062
2025-02-20,40.116828101191324,21.08084630099123,11.866862278163538,3.207317610375008,5.29027769796835,5.054884661245308,4.5873557281305155,0.07850322780704032,3.8635719337664036,4.8535524603612785
2025-02-25,40.11940198886532,20.907217570715613,11.867623653675821,3.2075233912319367,5.290617121128238,5.055208981635001,4.587650051957291,0.07850826455844827,3.857403839753654,5.028845136478672
2025-03-03,40.11811500374462,20.906546890780348,11.867242953707645,3.2074204975028637,5.290447404104139,5.055046816238239,4.587502885323116,0.07850574610195765,3.8604879856927745,5.028683816804298
2025-03-04,40.11577524232868,20.905327582950182,11.86655083451974,3.2072334349072245,5.290138855591627,5.054751996716052,4.58723533381314,0.07850116750409376,3.8660950168490875,5.028390534820176
2025-03-12,40.105693992858676,20.925204380034813,11.863568724400002,3.2064274447407497,5.288809423237097,5.0534817179895395,4.586082543832181,0.07848143985708919,3.86512345221886,5.027126880830993
2025-03-14,40.09078023493374,20.954609241101426,11.859157121595846,3.205235098269367,5.286842719370475,5.051602523403513,4.584377156938872,0.07845225564210373,3.863686162154096,5.025257486590563
2025-03-27,40.09078023493374,20.77975280207742,11.859157121595846,3.205235098269367,5.286842719370475,5.051602523403513,4.584377156938872,0.07845225564210373,3.863686162154096,5.200113925614569
2025-03-28,40.09078023493374,20.604896363053417,11.859157121595846,3.205235098269367,5.286842719370475,5.051602523403513,4.584377156938872,0.07845225564210373,3.863686162154096,5.374970364638574
2025-04-01,40.09096717263392,20.604992440802867,11.859212419186598,3.2052500438322697,5.2868673711785314,5.051626078319442,4.584398533248274,0.07798633544238393,3.863704177982203,5.374995427373513
2025-04-02,40.09426223576059,20.434787150035742,11.860187123872208,3.2055134822568334,5.2873018970320835,5.052041269770143,4.584775323423972,0.0668009610609967,3.8640217345308994,5.550308822256531
2025-04-11,38.995292296122145,19.87467666168838,11.535103473474042,5.858617070501975,5.142378770314739,4.9135665559409345,4.459108208493369,0.06496996969087701,3.7581102276078067,5.39817676616573
2025-04-15,38.99555758828912,19.87481187278,11.535181948910859,5.858656927754648,5.142413754866131,4.913599983840623,4.459138544629085,0.06497041169356586,3.7581357947249456,5.3975331725110225
2025-04-16,38.99557969613264,19.874823140454012,11.53518848857879,5.858660249216849,5.1424166702669,4.913602769519461,4.459141072659026,0.06497044852739474,3.7581379253337435,5.397479539311183
2025-04-17,40.102116484745856,19.608628595273892,11.862510470343457,3.206141425000043,5.288337650859286,5.053030937313676,4.585673456097418,3.9985816753746533,3.864778675476939,2.4302006295147796
2025-04-22,40.09860974338939,19.606913912986116,11.861473149630628,3.2058610630212927,5.296619739996046,5.052589073538977,4.585272460534956,3.9982320182254205,3.8644407187703385,2.4299881199068323
2025-04-23,38.99885193338849,19.06916816958471,11.536156441198543,5.859151867151145,5.152770334870757,4.914015084816943,4.4595152526984245,3.8885751768441805,3.7584532820748846,2.3633424573719237
