date,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,CHINA MERCHANTS SECURITIES (HK) CO LTD,INTERACTIVE BROKERS HONG KONG LTD,MERRILL LYNCH FAR EAST LTD
2024-03-01,91.24598222726414,8.754017772735867,0.0,0.0
2024-03-13,45.489678574794986,54.510321425205014,0.0,0.0
2024-03-26,45.83531199544117,54.16468800455883,0.0,0.0
2024-03-27,45.489678574794986,54.510321425205014,0.0,0.0
2024-04-03,90.90224147673761,9.097758523262385,0.0,0.0
2024-05-22,90.90224147673761,9.06008664531927,0.0,0.03767187794311547
2024-07-02,90.90224147673761,9.06008664531927,0.03390469014880392,0.003767187794311546
2024-07-29,89.55279272592318,10.410094637223976,0.03340137316756355,0.0037112636852848395
2024-08-05,91.24598222726414,8.716203441104179,0.03403289846851957,0.003781433163168841
2024-08-06,89.55279272592318,10.410094637223976,0.03340137316756355,0.0037112636852848395
2024-09-10,89.54946930898835,9.671194240332518,0.7756253247235211,0.0037111259556149336
2024-09-20,91.93781909624323,7.2620589804160645,0.7963118189438391,0.0038101043968604737
2024-09-23,90.21909818290585,8.995737680400808,0.7814252598519404,0.0037388768413968445
2024-09-26,89.54946930898835,9.671194240332518,0.7756253247235211,0.0037111259556149336
2024-10-17,91.24253195190198,7.963397111094306,0.7902896468274976,0.0037812901762081224
2024-12-04,89.88303657900619,9.334723981226253,0.7785144900543842,0.003724949713178872
2024-12-05,91.58885599331967,7.614059060198891,0.7932893038791469,0.0037956426022925684
2024-12-11,91.58885599331967,8.373187580657406,0.03416078342063311,0.0037956426022925684
2025-02-17,90.21909818290585,9.743513048680176,0.033649891572571596,0.0037388768413968445
2025-02-20,91.93781909624323,8.024079859788158,0.03429093957174427,0.0038101043968604737
2025-02-27,91.90630356122644,8.05560845553228,0.03427918491715864,0.0038087983241287377
2025-03-13,90.1887497663988,9.773874042235096,0.033638572229489815,0.0037376191366099796
2025-03-14,91.21149121149121,8.750708750708752,0.03402003402003402,0.0037800037800037804
2025-03-18,90.91936699321779,9.04295403165034,0.03391107761868877,0.003767897513187641
